0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
477,477,477,477,489,489,477,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,801,801,801,387,387,801,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,769,769,769,501,501,769,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,767,767,767,534,534,767,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,859,859,859,605,605,859,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,753,753,753,577,577,753,577,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,443,443,443,504,504,443,504,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,812,812,812,470,470,812,470,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,701,701,701,496,496,701,496,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,952,952,952,434,434,952,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,596,596,596,464,464,596,464,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,931,931,931,444,444,931,444,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821,821,821,479,479,821,479,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,617,617,617,428,428,617,428,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,465,465,465,491,491,465,491,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,556,556,556,573,573,556,573,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,577,577,577,593,593,577,593,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,831,831,831,615,615,831,615,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,613,613,613,371,371,613,371,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,688,688,688,508,508,688,508,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,709,709,709,525,525,709,525,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,800,800,800,576,576,800,576,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,823,823,823,563,563,823,563,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,879,879,879,584,584,879,584,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,916,916,916,547,547,916,547,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,889,889,889,581,581,889,581,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,975,975,975,599,599,975,599,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1059,1059,1059,571,571,1059,571,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,1074,1074,1074,557,557,1074,557,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,1023,1023,1023,571,571,1023,571,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,948,948,948,573,573,948,573,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,1544,1544,1544,46,46,1544,46,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,1767,1767,1767,1767,1767,1767,1767,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,1737,1737,1737,1737,1737,1737,1737,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,1828,1828,1828,1828,1828,1828,1828,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,1734,1734,1734,1734,1734,1734,1734,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,1770,1770,1770,1770,1770,1770,1770,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2012,2012,2012,2012,2012,2012,2012,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017,2017,2017,2017,2017,2017,2017,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,1929,1929,1929,1929,1929,1929,1929,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,1824,1824,1824,1824,1824,1824,1824,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,1750,1750,1750,1750,1750,1750,1750,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,1768,1768,1768,1768,1768,1768,1768,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,1715,1715,1715,1715,1715,1715,1715,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,1673,1673,1673,1673,1673,1673,1673,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,1801,1801,1801,1801,1801,1801,1801,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,1827,1827,1827,1827,1827,1827,1827,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,1790,1790,1790,1790,1790,1790,1790,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,1785,1785,1785,1785,1785,1785,1785,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,1859,1859,1859,1859,1859,1859,1859,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,1821,1821,1821,1821,1821,1821,1821,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,1726,1726,1726,1726,1726,1726,1726,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,1705,1705,1705,1705,1705,1705,1705,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,1570,1570,1570,1570,1570,1570,1570,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,1412,1412,1412,1412,1412,1412,1412,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,1310,1310,1310,1310,1310,1310,1310,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,1427,1427,1427,1427,1427,1427,1427,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,1193,1193,1193,1193,1193,1193,1193,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,800,800,800,800,800,800,800,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,805,805,805,805,805,805,805,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,1164,1164,1164,1164,1164,1164,1164,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,718,718,718,718,718,718,718,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,1237,1237,1237,1237,1237,1237,1237,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,1322,1322,1322,1322,1322,1322,1322,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,1348,1348,1348,1348,1348,1348,1348,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,745,745,745,745,745,745,745,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,663,663,663,663,663,663,663,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,690,690,690,690,690,690,690,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1328,1328,1328,1328,1328,1328,1328,374,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,1312,1312,1312,1312,1312,1312,1312,381,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,574,574,574,574,574,574,574,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,575,575,575,575,575,575,575,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,526,526,526,526,526,526,526,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,1175,1175,1175,1175,1175,1175,1175,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,1243,1243,1243,1243,1243,1243,1243,1243,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,1208,1208,1208,1208,1208,1208,1208,1208,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,1179,1179,1179,1179,1179,1179,1179,1179,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1113,1113,1113,1113,1113,1113,1113,1113,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,1685,1685,1685,1685,1685,1685,1685,1685,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,1752,1752,1752,1752,1752,1752,1752,1752,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,1705,1705,1705,1705,1705,1705,1705,1705,34,1705,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,1686,1686,1686,1686,1686,1686,1686,1686,27,1686,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,1909,1909,1909,1909,1909,1909,1909,1909,44,1909,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,1521,1521,1521,1521,1521,1521,1521,1521,63,1521,25,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,1730,1730,1730,1730,1730,1730,1730,1730,86,1730,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,33,33,33,33,33,33,33,99,33,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,21,21,21,21,21,21,102,21,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,190,190,190,190,190,190,190,115,190,35,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,955,955,955,955,955,955,955,955,104,955,43,955,761,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,34,34,34,34,34,34,34,66,34,34,34,1848,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,46,46,46,46,46,46,46,76,46,46,46,1039,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,53,53,53,53,53,53,53,84,53,53,53,943,0,0,0,0,0,0,0,0,0,0,0,0,0
45,45,45,45,45,45,45,45,45,74,45,45,45,934,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,30,30,30,30,30,30,102,30,30,30,938,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,27,27,27,27,27,27,27,73,27,27,27,593,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,29,29,29,29,29,29,29,53,29,29,29,852,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,37,37,37,37,37,37,37,47,37,37,37,785,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,32,32,32,32,32,32,32,64,32,32,32,742,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,30,30,30,30,30,30,52,30,30,30,806,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,25,25,25,25,25,25,65,25,25,25,842,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,22,22,22,22,22,22,44,22,22,22,868,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,1468,1468,1468,1468,1468,1468,1468,1468,60,1468,1468,1468,900,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,1426,1426,1426,1426,1426,1426,1426,1426,42,1426,1426,1426,871,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,26,26,26,26,26,26,24,26,26,26,2163,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,28,28,28,28,28,28,0,28,28,28,1322,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,2125,2125,2125,2125,2125,2125,2125,2125,35,2125,2125,2125,2125,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,2007,2007,2007,2007,2007,2007,2007,2007,43,2007,2007,2007,2007,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1990,1990,1990,1990,1990,1990,1990,1990,20,1990,1990,1990,1990,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,2184,2184,2184,2184,2184,2184,2184,2184,34,2184,2184,2184,2184,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,1264,1264,1264,1264,1264,1264,1264,1264,28,1264,1264,1264,1264,21,0,0,0,0,0,0,0,0,0,0,0,0
997,997,997,997,997,997,997,997,997,51,997,997,997,997,997,841,0,0,0,0,0,0,0,0,0,0,0
910,910,910,910,910,910,910,910,910,46,910,910,910,910,910,879,0,0,0,0,0,0,0,0,0,0,0
943,943,943,943,943,943,943,943,943,0,943,943,943,943,943,694,0,0,0,0,0,0,0,0,0,0,0
950,950,950,950,950,950,950,950,950,27,950,950,950,950,950,803,0,0,0,0,0,0,0,0,0,0,0
892,892,892,892,892,892,892,892,892,24,892,892,892,892,892,875,0,0,0,0,0,0,0,0,0,0,0
1205,1205,1205,1205,1205,1205,1205,1205,1205,0,1205,1205,1205,1205,1205,685,0,0,0,0,0,0,0,0,0,0,0
793,793,793,793,793,793,793,793,793,0,793,793,793,793,793,739,0,0,0,0,0,0,0,0,0,0,0
894,894,894,894,894,894,894,894,894,0,894,894,894,894,894,775,0,0,0,0,0,0,0,0,0,0,0
842,842,842,842,842,842,842,842,842,0,842,842,842,842,842,661,0,0,0,0,0,0,0,0,0,0,0
775,775,775,775,775,775,775,775,775,0,775,775,775,775,775,908,0,0,0,0,0,0,0,0,0,0,0
836,836,836,836,836,836,836,836,836,0,836,836,836,836,836,745,0,0,0,0,0,0,0,0,0,0,0
849,849,849,849,849,849,849,849,849,0,849,849,849,849,849,772,0,0,0,0,0,0,0,0,0,0,0
804,804,804,804,804,804,804,804,804,0,804,804,804,804,804,867,0,0,0,0,0,0,0,0,0,0,0
720,720,720,720,720,720,720,720,720,0,720,720,720,720,720,825,0,0,0,0,0,0,0,0,0,0,0
729,729,729,729,729,729,729,729,729,0,729,729,729,729,729,909,0,0,0,0,0,0,0,0,0,0,0
714,714,714,714,714,714,714,714,714,0,714,714,714,714,714,1050,0,0,0,0,0,0,0,0,0,0,0
632,632,632,632,632,632,632,632,632,0,632,632,632,632,632,958,0,0,0,0,0,0,0,0,0,0,0
567,567,567,567,567,567,567,567,567,0,567,567,567,567,567,1048,0,0,0,0,0,0,0,0,0,0,0
523,523,523,523,523,523,523,523,523,0,523,523,523,523,523,1034,0,0,0,0,0,0,0,0,0,0,0
687,687,687,687,687,687,687,687,687,0,687,687,687,687,687,961,0,0,0,0,0,0,0,0,0,0,0
1552,1552,1552,1552,1552,1552,1552,1552,1552,0,1552,1552,1552,1552,1552,1552,0,0,0,0,0,0,0,0,0,0,0
116,116,116,116,116,116,116,116,116,0,116,116,116,116,116,116,642,41,0,0,0,0,0,0,0,0,0
96,96,96,96,96,96,96,96,96,0,96,96,96,96,96,96,705,705,806,0,0,0,0,0,0,0,0
8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,735,735,745,0,0,0,0,0,0,0,0
29,29,29,29,29,29,29,29,29,0,29,29,29,29,29,29,573,573,984,0,0,0,0,0,0,0,0
31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,574,574,108,0,0,0,0,0,0,0,0
1057,1057,1057,1057,1057,1057,1057,1057,1057,0,1057,1057,1057,1057,1057,1057,678,678,1057,0,0,0,0,0,0,0,0
601,601,601,601,601,601,601,601,601,0,601,601,601,601,601,601,547,547,601,0,0,0,0,0,0,0,0
1020,1020,1020,1020,1020,1020,1020,1020,1020,0,1020,1020,1020,1020,1020,1020,606,606,1020,0,0,0,0,0,0,0,0
593,593,593,593,593,593,593,593,593,0,593,593,593,593,593,593,572,572,593,0,0,0,0,0,0,0,0
932,932,932,932,932,932,932,932,932,0,932,932,932,932,932,932,587,587,932,0,0,0,0,0,0,0,0
841,841,841,841,841,841,841,841,841,0,841,841,841,841,841,841,592,592,841,0,0,0,0,0,0,0,0
956,956,956,956,956,956,956,956,956,0,956,956,956,956,956,956,860,860,956,0,0,0,0,0,0,0,0
466,466,466,466,466,466,466,466,466,0,466,466,466,466,466,466,535,535,466,0,0,0,0,0,0,0,0
282,282,282,282,282,282,282,282,282,0,282,282,282,282,282,282,493,493,282,0,0,0,0,0,0,0,0
273,273,273,273,273,273,273,273,273,0,273,273,273,273,273,273,476,476,273,0,0,0,0,0,0,0,0
1023,1023,1023,1023,1023,1023,1023,1023,1023,0,1023,1023,1023,1023,1023,1023,442,442,1023,0,0,0,0,0,0,0,0
1039,1039,1039,1039,1039,1039,1039,1039,1039,0,1039,1039,1039,1039,1039,1039,374,374,1039,0,0,0,0,0,0,0,0
618,618,618,618,618,618,618,618,618,0,618,618,618,618,618,618,318,318,618,0,0,0,0,0,0,0,0
846,846,846,846,846,846,846,846,846,0,846,846,846,846,846,846,301,301,846,0,0,0,0,0,0,0,0
322,322,322,322,322,322,322,322,322,0,322,322,322,322,322,322,362,362,322,0,0,0,0,0,0,0,0
846,846,846,846,846,846,846,846,846,0,846,846,846,846,846,846,329,329,846,0,0,0,0,0,0,0,0
740,740,740,740,740,740,740,740,740,0,740,740,740,740,740,740,437,437,740,0,0,0,0,0,0,0,0
391,391,391,391,391,391,391,391,391,0,391,391,391,391,391,391,365,365,391,0,0,0,0,0,0,0,0
384,384,384,384,384,384,384,384,384,0,384,384,384,384,384,384,370,370,384,0,0,0,0,0,0,0,0
472,472,472,472,472,472,472,472,472,0,472,472,472,472,472,472,458,458,472,0,0,0,0,0,0,0,0
696,696,696,696,696,696,696,696,696,0,696,696,696,696,696,696,406,406,696,0,0,0,0,0,0,0,0
872,872,872,872,872,872,872,872,872,0,872,872,872,872,872,872,390,390,872,0,0,0,0,0,0,0,0
522,522,522,522,522,522,522,522,522,0,522,522,522,522,522,522,520,520,522,0,0,0,0,0,0,0,0
841,841,841,841,841,841,841,841,841,0,841,841,841,841,841,841,440,440,841,0,0,0,0,0,0,0,0
614,614,614,614,614,614,614,614,614,0,614,614,614,614,614,614,522,522,614,0,0,0,0,0,0,0,0
853,853,853,853,853,853,853,853,853,0,853,853,853,853,853,853,511,511,853,0,0,0,0,0,0,0,0
885,885,885,885,885,885,885,885,885,0,885,885,885,885,885,885,479,479,885,0,0,0,0,0,0,0,0
810,810,810,810,810,810,810,810,810,0,810,810,810,810,810,810,458,458,810,0,0,0,0,0,0,0,0
551,551,551,551,551,551,551,551,551,0,551,551,551,551,551,551,513,513,551,0,0,0,0,0,0,0,0
701,701,701,701,701,701,701,701,701,0,701,701,701,701,701,701,554,554,701,0,0,0,0,0,0,0,0
648,648,648,648,648,648,648,648,648,0,648,648,648,648,648,648,249,249,648,0,0,0,0,0,0,0,0
516,516,516,516,516,516,516,516,516,0,516,516,516,516,516,516,403,403,516,61,0,0,0,0,0,0,0
556,556,556,556,556,556,556,556,556,0,556,556,556,556,556,556,435,435,556,71,0,0,0,0,0,0,0
511,511,511,511,511,511,511,511,511,0,511,511,511,511,511,511,505,505,511,247,0,0,0,0,0,0,0
480,480,480,480,480,480,480,480,480,0,480,480,480,480,480,480,302,302,480,203,0,0,0,0,0,0,0
570,570,570,570,570,570,570,570,570,0,570,570,570,570,570,570,344,344,570,233,0,0,0,0,0,0,0
521,521,521,521,521,521,521,521,521,23,521,521,521,521,521,521,364,364,521,159,0,0,0,0,0,0,0
725,725,725,725,725,725,725,725,725,0,725,725,725,725,725,725,314,314,725,725,0,0,0,0,0,0,0
710,710,710,710,710,710,710,710,710,0,710,710,710,710,710,710,284,284,710,710,0,0,0,0,0,0,0
816,816,816,816,816,816,816,816,816,22,816,816,816,816,816,816,389,389,816,816,0,0,0,0,0,0,0
835,835,835,835,835,835,835,835,835,0,835,835,835,835,835,835,362,362,835,835,0,0,0,0,0,0,0
811,811,811,811,811,811,811,811,811,26,811,811,811,811,811,811,338,338,811,811,0,0,0,0,0,0,0
535,535,535,535,535,535,535,535,535,20,535,535,535,535,535,535,292,292,535,535,0,0,0,0,0,0,0
492,492,492,492,492,492,492,492,492,199,492,492,492,492,492,492,264,264,492,492,0,0,0,0,0,0,0
680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,203,203,680,680,0,0,0,0,0,0,0
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,220,220,617,617,0,0,0,0,0,0,0
680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,234,234,680,680,0,0,0,0,0,0,0
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,238,238,363,363,0,0,0,0,0,0,0
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,329,329,337,337,0,0,0,0,0,0,0
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,365,365,405,405,0,0,0,0,0,0,0
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,292,292,369,369,20,14,0,0,0,0,0
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,312,312,393,393,155,155,0,0,0,0,0
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,303,303,444,444,161,161,0,0,0,0,0
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,255,255,435,435,187,187,0,0,0,0,0
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,235,235,481,481,220,220,0,0,0,0,0
580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,213,213,580,580,212,212,0,0,0,0,0
616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,187,187,616,616,201,201,0,0,0,0,0
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,177,177,521,521,267,267,0,0,0,0,0
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,171,171,541,541,267,267,0,0,0,0,0
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,120,120,474,474,226,226,0,0,0,0,0
503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,76,76,503,503,213,213,0,0,0,0,0
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,90,90,468,468,196,196,0,0,0,0,0
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,78,78,499,499,219,219,0,0,0,0,0
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,63,63,493,493,297,297,0,0,0,0,0
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,34,34,463,463,244,244,0,0,0,0,0
