0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0
116,29,0,0,0,0,0,0
168,0,0,0,0,0,0,0
112,24,0,0,0,0,0,0
117,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0
139,32,0,0,0,0,0,0
109,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0
76,0,29,0,0,0,0,0
106,0,25,0,0,0,0,0
106,0,22,0,0,0,0,0
52,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
40,38,0,0,0,0,0,0
49,0,0,0,0,0,0,0
25,70,0,0,0,0,0,0
42,29,0,0,0,0,0,0
33,36,21,0,0,0,0,0
31,30,20,0,0,0,0,0
0,23,25,0,0,0,0,0
34,37,37,0,0,0,0,0
0,50,30,0,0,0,0,0
0,70,27,0,0,0,0,0
31,43,23,0,0,0,0,0
0,77,20,0,0,0,0,0
0,131,26,0,0,0,0,0
72,191,0,0,0,0,0,0
87,166,0,0,0,0,0,0
48,176,0,0,0,0,0,0
57,198,0,0,0,0,0,0
86,192,0,0,0,0,0,0
38,154,0,0,0,0,0,0
50,111,0,0,0,0,0,0
21,112,0,0,0,0,0,0
21,152,0,32,0,0,0,0
27,139,22,0,0,0,0,0
95,95,0,0,21,0,0,0
61,61,30,0,39,0,0,0
46,46,0,20,27,0,0,0
38,38,20,0,39,0,0,0
62,62,26,27,87,0,0,0
113,113,22,35,56,0,0,0
107,107,24,33,51,0,0,0
138,138,30,24,91,0,0,0
225,225,62,32,80,0,0,0
235,235,58,29,77,0,0,0
255,255,54,58,40,0,0,0
163,163,124,86,69,0,0,0
142,142,137,91,25,0,0,0
124,124,195,65,55,0,0,0
120,120,210,60,30,0,0,0
82,82,137,62,43,0,0,0
55,55,158,58,21,0,0,0
67,67,183,37,24,0,0,0
48,48,172,45,22,0,0,0
42,42,145,30,0,0,0,0
56,56,154,64,0,0,0,0
68,68,153,48,0,0,0,0
59,59,193,193,0,0,0,0
65,65,150,202,0,0,0,0
48,48,136,176,0,34,0,0
89,89,46,176,0,44,0,0
82,82,140,173,0,80,0,0
72,72,114,198,0,90,0,0
67,67,101,220,0,63,0,0
55,55,113,250,21,40,0,0
35,35,64,178,28,44,0,0
25,25,48,105,30,23,20,0
29,29,125,130,33,28,23,0
33,33,90,160,33,23,0,0
39,39,71,166,25,23,0,0
40,40,61,198,51,29,0,0
38,38,55,288,54,33,0,0
69,69,32,287,59,36,24,0
48,48,31,359,50,68,28,0
47,47,40,495,36,53,40,0
41,41,46,442,25,44,52,0
38,38,41,548,20,33,46,0
27,27,40,558,289,50,38,0
20,20,40,712,313,51,26,0
38,38,40,835,262,33,36,0
294,294,34,955,294,48,0,0
232,232,35,898,232,22,0,0
236,236,44,794,236,0,0,0
240,240,57,637,240,0,0,0
275,275,71,529,275,20,0,0
170,170,64,509,170,0,0,0
102,102,127,671,102,0,0,0
75,75,148,751,75,22,0,0
63,63,148,387,63,20,0,0
22,22,143,849,22,32,0,0
54,54,160,480,54,43,0,0
22,22,142,599,22,39,0,0
30,30,99,665,30,33,0,0
40,40,71,739,40,27,0,0
51,51,56,643,51,27,0,0
20,20,75,701,20,24,0,0
25,25,60,1109,25,32,0,0
30,30,76,1015,30,42,0,0
232,232,56,913,232,28,0,0
252,252,56,973,252,82,0,0
322,322,78,930,322,60,0,0
263,263,93,901,263,80,0,0
253,253,93,904,253,46,0,0
235,235,111,1040,235,84,0,0
210,210,134,966,210,66,0,0
208,208,150,917,208,81,0,0
260,260,168,800,260,94,0,0
270,270,160,677,270,88,0,0
286,286,155,723,286,83,0,0
294,294,152,921,294,100,0,0
276,276,143,842,276,91,0,0
324,324,110,727,324,81,0,0
403,403,97,505,403,94,0,0
428,428,134,586,428,138,0,0
441,441,122,528,441,155,0,0
460,460,158,497,460,180,0,0
498,498,129,591,498,147,0,0
536,536,115,674,536,178,0,0
469,469,72,627,469,174,0,0
399,399,62,752,399,235,0,0
423,423,112,749,423,185,0,26
396,396,75,675,396,135,0,289
465,465,58,727,465,166,0,277
447,447,71,686,447,116,0,337
516,516,28,701,516,110,0,344
523,523,28,601,523,96,0,316
563,563,41,489,563,120,0,303
442,442,47,594,442,82,0,317
576,576,36,600,576,67,0,231
589,589,20,646,589,74,0,179
720,720,47,758,720,69,0,210
725,725,38,879,725,44,0,221
712,712,21,907,712,61,0,167
604,604,21,1035,604,31,0,117
642,642,25,888,642,55,0,88
470,470,32,1030,470,55,0,81
418,418,42,1049,418,40,0,77
431,431,28,979,431,25,0,102
631,631,33,873,631,0,0,82
620,620,0,811,620,0,0,64
755,755,22,627,755,0,0,46
759,759,0,805,759,0,0,63
852,852,0,738,852,0,0,32
834,834,0,898,834,0,0,55
729,729,20,912,729,0,0,49
774,774,0,926,774,0,0,33
749,749,21,831,749,0,0,52
760,760,0,947,760,0,0,43
774,774,22,922,774,0,0,56
807,807,0,793,807,0,0,49
835,835,21,703,835,0,0,50
790,790,0,608,790,0,0,68
910,910,0,499,910,0,0,102
1102,1102,0,500,1102,0,0,133
1146,1146,0,414,1146,0,0,226
1041,1041,0,369,1041,0,0,270
1149,1149,0,401,1149,0,0,267
1019,1019,0,410,1019,0,0,279
957,957,0,348,957,0,0,345
717,717,0,310,717,0,0,359
801,801,0,270,801,0,0,466
699,699,0,335,699,0,0,476
753,753,0,378,753,0,0,413
789,789,0,412,789,0,0,434
857,857,0,334,857,0,0,373
772,772,0,303,772,0,0,465
914,914,0,316,914,0,0,580
1007,1007,0,246,1007,0,0,535
1031,1031,0,192,1031,0,0,508
1157,1157,0,167,1157,0,0,609
1132,1132,0,188,1132,0,0,570
950,950,0,165,950,0,0,506
844,844,0,135,844,0,0,430
836,836,0,154,836,0,0,392
737,737,0,151,737,0,0,287
778,778,0,142,778,0,0,295
713,713,0,138,713,0,0,259
704,704,0,194,704,0,0,295
684,684,0,187,684,0,0,253
538,538,0,188,538,0,0,197
486,486,0,519,486,0,0,195
685,685,0,530,685,0,0,685
442,442,0,367,442,0,0,442
416,416,0,322,416,0,0,416
705,705,0,296,705,0,0,705
426,426,0,296,426,0,0,426
673,673,0,364,673,0,0,673
709,709,0,313,709,0,0,709
618,618,0,307,618,0,0,618
615,615,0,320,615,0,0,615
510,510,0,297,510,0,0,510
510,510,0,300,510,0,0,510
406,406,0,309,406,0,0,406
339,339,0,354,339,0,0,339
330,330,0,312,330,0,0,330
313,313,0,280,313,0,0,313
257,257,0,303,257,0,0,257
220,220,0,286,220,0,0,220
263,263,0,232,263,0,0,263
199,199,0,232,199,0,0,199
255,255,0,271,255,0,0,255
306,306,0,277,306,0,0,306
306,306,0,254,306,0,0,306
236,236,0,200,236,0,0,236
