0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,76,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,103,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,167,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,162,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,200,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,185,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,176,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,180,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,205,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,237,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,217,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,159,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,122,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,148,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,145,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,179,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,192,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,299,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,274,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,268,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,271,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,293,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,254,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,287,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,288,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,247,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,156,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,149,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,277,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,232,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,308,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,200,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,223,657,26,0,0,0,0,0,0,0,0,0,0,0,0,0
921,110,728,43,0,0,0,0,0,0,0,0,0,0,0,0,0
938,162,668,58,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,168,625,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,202,669,51,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,156,695,51,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,206,696,71,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,217,604,102,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,197,487,162,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,238,393,149,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,252,303,236,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,271,251,379,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,254,216,507,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,300,166,411,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,200,156,312,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,238,184,197,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,241,212,139,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,155,179,91,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,160,389,81,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,156,210,58,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,181,326,60,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,211,2673,46,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,231,2259,37,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,232,2187,38,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,207,2004,24,35,0,0,0,0,0,0,0,0,0,0,0,0
2128,163,2128,32,44,0,0,0,0,0,0,0,0,0,0,0,0
2197,174,2197,33,30,0,0,0,0,0,0,0,0,0,0,0,0
2052,197,2052,44,32,0,0,0,0,0,0,0,0,0,0,0,0
2054,147,2054,42,30,0,0,0,0,0,0,0,0,0,0,0,0
1934,151,1934,47,35,0,0,0,0,0,0,0,0,0,0,0,0
2069,150,2069,44,56,0,0,0,0,0,0,0,0,0,0,0,0
2160,158,2160,25,56,0,0,0,0,0,0,0,0,0,0,0,0
2158,199,2158,26,48,0,0,0,0,0,0,0,0,0,0,0,0
2032,192,2032,0,60,40,0,0,0,0,0,0,0,0,0,0,0
2003,190,2003,37,79,35,0,0,0,0,0,0,0,0,0,0,0
1921,184,1921,36,107,34,0,0,0,0,0,0,0,0,0,0,0
1783,214,1783,48,118,24,0,0,0,0,0,0,0,0,0,0,0
1674,219,1674,43,176,0,0,0,0,0,0,0,0,0,0,0,0
1547,196,1547,31,217,36,0,0,0,0,0,0,0,0,0,0,0
1202,174,1202,33,220,34,0,0,0,0,0,0,0,0,0,0,0
1244,120,1244,21,201,39,0,0,0,0,0,0,0,0,0,0,0
1232,75,1232,33,150,47,0,0,0,0,0,0,0,0,0,0,0
1242,55,1242,39,153,53,0,0,0,0,0,0,0,0,0,0,0
1133,47,1133,30,123,72,0,0,0,0,0,0,0,0,0,0,0
1283,38,1283,0,118,88,0,0,0,0,0,0,0,0,0,0,0
997,34,997,46,153,66,0,0,0,0,0,0,0,0,0,0,0
1170,44,1170,32,113,45,22,0,0,0,0,0,0,0,0,0,0
918,75,918,40,90,26,0,0,0,0,0,0,0,0,0,0,0
1026,88,1026,37,92,41,21,0,0,0,0,0,0,0,0,0,0
1197,76,1197,39,90,40,22,0,0,0,0,0,0,0,0,0,0
874,65,874,47,58,33,0,0,0,0,0,0,0,0,0,0,0
664,54,664,68,33,37,0,0,0,0,0,0,0,0,0,0,0
1000,70,1000,65,68,48,0,0,0,0,0,0,0,0,0,0,0
658,52,658,103,658,43,0,0,0,0,0,0,0,0,0,0,0
597,46,597,94,597,35,0,0,0,0,0,0,0,0,0,0,0
517,38,517,81,517,20,0,0,0,0,0,0,0,0,0,0,0
550,32,550,68,550,259,0,0,0,0,0,0,0,0,0,0,0
860,23,860,58,860,860,0,0,0,0,0,0,0,0,0,0,0
888,26,888,36,888,888,0,40,0,0,0,0,0,0,0,0,0
646,0,646,46,646,646,0,38,0,0,0,0,0,0,0,0,0
574,26,574,25,574,574,0,31,0,0,0,0,0,0,0,0,0
555,21,555,0,555,555,26,47,0,0,0,0,0,0,0,0,0
513,0,513,31,513,513,0,45,0,0,0,0,0,0,0,0,0
302,22,302,29,302,302,0,46,0,0,0,0,0,0,0,0,0
287,27,287,53,287,287,0,56,0,0,0,0,0,0,0,0,0
203,0,203,47,203,203,0,51,0,0,0,0,0,0,0,0,0
121,26,121,75,121,121,26,77,0,0,0,0,0,0,0,0,0
34,0,34,85,34,34,0,33,0,0,0,0,0,0,0,0,0
83,20,83,107,83,83,20,45,0,0,0,0,0,0,0,0,0
102,21,102,97,102,102,21,101,0,0,0,0,0,0,0,0,0
101,0,101,97,101,101,0,77,0,0,0,0,0,0,0,0,0
119,0,119,87,119,119,0,87,0,0,0,0,0,0,0,0,0
156,23,156,72,156,156,23,50,0,0,0,0,0,0,0,0,0
470,0,470,37,470,470,0,55,0,0,0,0,0,0,0,0,0
585,0,585,40,585,585,0,59,0,0,0,0,0,0,0,0,0
532,21,532,30,532,532,21,64,0,0,0,0,0,0,0,0,0
586,41,586,29,586,586,41,40,0,0,0,0,0,0,0,0,0
798,44,798,44,798,798,44,50,23,0,0,0,0,0,0,0,0
884,44,884,44,884,884,44,58,32,0,0,0,0,0,0,0,0
1106,49,1106,49,1106,1106,49,78,22,0,0,0,0,0,0,0,0
1212,43,1212,43,1212,1212,43,76,23,0,0,0,0,0,0,0,0
1307,63,1307,63,1307,1307,63,57,22,0,0,0,0,0,0,0,0
1278,85,1278,85,1278,1278,85,51,30,0,0,0,0,0,0,0,0
1211,110,1211,110,1211,1211,110,49,36,0,0,0,0,0,0,0,0
1157,127,1157,127,1157,1157,127,33,22,0,0,0,0,0,0,0,0
1168,89,1168,89,1168,1168,89,33,70,0,0,0,0,0,0,0,0
1197,75,1197,75,1197,1197,75,21,79,0,0,0,0,0,0,0,0
1414,89,1414,89,1414,1414,89,0,50,0,0,0,0,0,0,0,0
1290,114,1290,114,1290,1290,114,25,68,0,0,0,0,0,0,0,0
1271,106,1271,106,1271,1271,106,41,77,0,0,0,0,0,0,0,0
1338,105,1338,105,1338,1338,105,22,97,0,0,0,0,0,0,0,0
695,80,695,80,695,695,80,25,98,0,0,0,0,0,0,0,0
1523,99,1523,99,1523,1523,99,0,102,64,0,0,0,0,0,0,0
1781,83,1781,83,1781,1781,83,32,119,51,0,0,0,0,0,0,0
1815,50,1815,50,1815,1815,50,0,90,1815,0,0,0,0,0,0,0
1040,48,1040,48,1040,1040,48,20,122,1040,0,0,0,0,0,0,0
1101,32,1101,32,1101,1101,32,0,136,1101,0,0,0,0,0,0,0
1027,44,1027,44,1027,1027,44,0,157,1027,0,0,0,0,0,0,0
978,0,978,0,978,978,0,0,281,978,0,0,0,0,0,0,0
1021,20,1021,20,1021,1021,20,0,344,1021,0,0,0,0,0,0,0
935,0,935,0,935,935,0,0,360,935,0,0,0,0,0,0,0
844,0,844,0,844,844,0,0,316,844,0,0,0,0,0,0,0
863,20,863,20,863,863,20,0,235,863,0,0,0,0,0,0,0
1067,0,1067,0,1067,1067,0,0,209,1067,0,0,0,0,0,0,0
975,41,975,41,975,975,41,0,191,975,0,0,0,0,0,0,0
844,49,844,49,844,844,49,0,206,844,0,0,0,0,0,0,0
786,56,786,56,786,786,56,0,155,786,0,0,0,0,0,0,0
668,65,668,65,668,668,65,0,165,668,0,0,0,0,0,0,0
731,51,731,51,731,731,51,0,218,731,0,0,0,0,0,0,0
627,81,627,81,627,627,81,0,245,627,0,0,0,0,0,0,0
454,76,454,76,454,454,76,0,342,454,0,0,0,0,0,0,0
293,58,293,58,293,293,58,0,341,293,0,0,0,0,0,0,0
303,72,303,72,303,303,72,0,367,303,0,0,0,0,0,0,0
245,78,245,78,245,245,78,0,362,245,0,0,0,0,0,0,0
263,72,263,72,263,263,72,0,308,263,0,0,0,0,0,0,0
213,92,213,92,213,213,92,0,251,213,0,0,0,0,0,0,0
241,90,241,90,241,241,90,0,217,241,0,0,0,0,0,0,0
167,87,167,87,167,167,87,0,174,167,0,0,0,0,0,0,0
158,100,158,100,158,158,100,0,190,158,0,0,0,0,0,0,0
91,120,91,120,91,91,120,0,176,91,0,0,0,0,0,0,0
139,128,139,128,139,139,128,0,147,139,0,0,0,0,0,0,0
177,141,177,141,177,177,141,0,145,177,0,0,0,0,0,0,0
119,169,119,169,119,119,169,0,147,119,23,0,0,0,0,0,0
102,213,102,213,102,102,213,0,143,102,369,21,0,0,0,0,0
113,171,113,171,113,113,171,0,179,113,402,23,0,0,0,0,0
102,129,102,129,102,102,129,0,149,102,442,23,0,0,0,0,0
122,154,122,154,122,122,154,0,170,122,519,21,0,0,0,0,0
105,177,105,177,105,105,177,0,148,105,476,0,0,0,0,0,0
78,172,78,172,78,78,172,0,149,78,366,0,0,0,0,0,0
53,183,53,183,53,53,183,0,176,53,387,0,0,0,0,0,0
37,147,37,147,37,37,147,0,158,37,394,0,0,0,0,0,0
40,189,40,189,40,40,189,0,165,40,417,0,0,0,0,0,0
55,227,55,227,55,55,227,0,191,55,506,0,0,0,0,0,0
33,154,33,154,33,33,154,0,240,33,521,0,0,0,0,0,0
23,156,23,156,23,23,156,0,290,23,352,0,0,0,0,0,0
31,154,31,154,31,31,154,0,323,31,323,0,0,0,0,0,0
31,140,31,140,31,31,140,0,243,31,417,0,0,0,0,0,0
409,176,409,176,409,409,176,0,243,409,409,0,0,0,0,0,0
447,170,447,170,447,447,170,0,162,447,447,0,0,0,0,0,0
462,171,462,171,462,462,171,0,163,462,462,0,0,0,0,0,0
442,199,442,199,442,442,199,0,116,442,442,0,0,0,0,0,0
372,163,372,163,372,372,163,0,125,372,372,0,0,0,0,0,0
348,139,348,139,348,348,139,0,146,348,348,0,0,0,0,0,0
