0,1,2,3,4,5,6,7,8,9,10
441,0,0,0,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0
855,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0
735,0,0,0,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0,0
669,0,0,0,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0,0,0,0
639,0,0,0,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0
762,0,0,0,0,0,0,0,0,0,0
858,0,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0,0,0
1002,0,0,0,0,0,0,0,0,0,0
1010,0,0,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0,0,0
1116,0,0,0,0,0,0,0,0,0,0
1018,0,0,0,0,0,0,0,0,0,0
1046,0,0,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0,0,0
1066,0,0,0,0,0,0,0,0,0,0
1054,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,0,0,0,0,0,0
1066,0,0,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0,0,0
854,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0
458,31,0,0,0,0,0,0,0,0,0
502,38,0,0,0,0,0,0,0,0,0
512,41,0,0,0,0,0,0,0,0,0
620,31,24,0,0,0,0,0,0,0,0
703,31,49,0,0,0,0,0,0,0,0
666,34,57,0,0,0,0,0,0,0,0
660,25,76,0,0,0,0,0,0,0,0
963,0,45,0,0,0,0,0,0,0,0
1040,0,30,0,0,0,0,0,0,0,0
1042,0,33,0,0,0,0,0,0,0,0
1126,22,26,0,0,0,0,0,0,0,0
1122,27,0,0,0,0,0,0,0,0,0
956,31,0,0,0,0,0,0,0,0,0
1078,26,21,0,0,0,0,0,0,0,0
963,0,62,0,0,0,0,0,0,0,0
818,22,90,0,0,0,0,0,0,0,0
716,48,81,0,0,0,0,0,0,0,0
495,43,171,0,0,0,0,0,0,0,0
499,0,143,0,0,0,0,0,0,0,0
366,0,147,0,0,0,0,0,0,0,0
365,0,110,0,0,0,0,0,0,0,0
305,0,120,0,0,0,0,0,0,0,0
253,0,171,0,0,0,0,0,0,0,0
301,0,351,0,0,0,0,0,0,0,0
224,0,331,0,0,0,0,0,0,0,0
216,0,352,0,0,0,0,0,0,0,0
141,0,351,0,0,0,0,0,0,0,0
119,0,445,0,0,0,0,0,0,0,0
84,0,620,0,0,0,0,0,0,0,0
54,0,666,0,0,0,0,0,0,0,0
25,0,791,0,0,0,0,0,0,0,0
27,0,816,0,0,0,0,0,0,0,0
23,0,869,0,0,0,0,0,0,0,0
36,0,975,0,0,0,0,0,0,0,0
24,0,858,0,0,0,0,0,0,0,0
532,0,532,0,0,0,0,0,0,0,0
649,0,649,0,0,0,0,0,0,0,0
679,0,679,0,0,0,0,0,0,0,0
726,0,726,0,0,0,0,0,0,0,0
553,0,553,0,0,0,0,0,0,0,0
482,0,482,0,0,0,0,0,0,0,0
534,0,534,0,0,0,0,0,0,0,0
473,0,473,0,0,0,0,0,0,0,0
453,0,453,0,0,0,0,0,0,0,0
325,0,325,0,0,0,0,0,0,0,0
396,0,396,0,0,0,0,0,0,0,0
270,0,270,0,0,0,0,0,0,0,0
154,0,154,0,0,0,0,0,0,0,0
111,0,111,0,0,0,0,0,0,0,0
181,0,181,0,0,0,0,0,0,0,0
247,0,247,0,0,0,0,0,0,0,0
232,0,232,0,0,0,0,0,0,0,0
183,0,183,0,0,0,0,0,0,0,0
147,0,147,0,0,0,0,0,0,0,0
169,0,169,0,0,0,0,0,0,0,0
189,0,189,0,0,0,0,0,0,0,0
153,0,153,0,0,0,0,0,0,0,0
145,0,145,0,0,0,0,0,0,0,0
170,0,170,0,0,0,0,0,0,0,0
106,0,106,0,0,0,0,0,0,0,0
60,0,60,0,0,0,0,0,0,0,0
42,0,42,0,0,0,0,0,0,0,0
32,0,32,0,0,0,0,0,0,0,0
32,0,32,0,0,0,0,0,0,0,0
46,0,46,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
20,0,20,0,0,0,0,0,0,0,0
29,0,29,0,0,0,0,0,0,0,0
30,0,30,0,0,0,0,0,0,0,0
31,0,31,0,0,0,0,0,0,0,0
98,0,98,0,0,0,0,0,0,0,0
145,0,145,0,0,0,0,0,0,0,0
139,0,139,0,0,0,0,0,0,0,0
115,0,115,0,0,0,0,0,0,0,0
119,0,119,0,0,0,0,0,0,0,0
99,0,99,22,0,0,0,0,0,0,0
95,0,95,88,0,0,0,0,0,0,0
117,0,117,76,36,0,0,0,0,0,0
109,0,109,64,30,0,0,0,0,0,0
128,0,128,55,57,0,0,0,0,0,0
136,0,136,43,86,0,0,0,0,0,0
89,0,89,43,93,25,0,0,0,0,0
135,0,135,28,114,24,0,0,0,0,0
131,0,131,25,170,37,0,0,0,0,0
65,0,65,40,200,61,0,0,0,0,0
38,0,38,62,229,88,0,0,0,0,0
34,0,34,56,369,93,0,0,0,0,0
43,0,43,82,369,80,0,0,0,0,0
63,0,63,153,360,101,0,0,0,0,0
116,0,116,174,317,88,0,0,0,0,0
153,0,153,102,290,84,0,0,0,0,0
160,0,160,85,280,86,0,0,0,0,0
90,0,90,124,251,80,0,0,0,0,0
92,0,92,113,260,87,0,0,0,0,0
117,0,117,166,327,95,0,0,0,0,0
162,0,162,163,395,105,0,0,0,0,0
145,0,145,121,485,128,0,0,0,0,0
165,0,165,92,497,111,0,0,0,0,0
149,0,149,112,518,122,0,0,0,0,0
124,0,124,82,700,140,0,0,0,0,0
78,0,78,101,799,161,0,0,0,0,0
75,0,75,111,855,159,0,0,0,0,0
73,0,73,145,827,119,0,0,0,0,0
64,0,64,119,943,139,0,0,0,0,0
91,0,91,106,942,185,0,0,0,0,0
101,0,101,113,1038,179,0,0,0,0,0
88,0,88,103,1217,153,0,0,0,0,0
99,0,99,178,1360,166,0,0,0,0,0
84,0,84,219,1261,175,0,0,0,0,0
69,0,69,153,1351,247,0,0,0,0,0
74,0,74,206,1371,238,0,0,0,0,0
56,0,56,189,1297,276,0,0,0,0,0
74,0,74,218,1190,203,0,0,0,0,0
64,0,64,269,1132,205,0,0,0,0,0
45,0,45,298,940,181,0,0,0,0,0
71,0,71,220,894,177,0,0,0,0,0
77,0,77,257,811,119,21,0,0,0,0
