0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,988,66,0,0,712,97,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,909,82,41,0,693,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,746,746,746,746,746,746,88,746,746,746,746,746,746,746,746,746,818,88,24,0,746,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,773,773,773,773,773,773,100,773,773,773,773,773,773,773,773,773,806,100,46,0,773,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,582,582,582,582,582,582,103,582,582,582,582,582,582,582,582,582,586,103,586,0,582,71,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,813,813,813,813,813,813,83,813,813,813,813,813,813,813,813,813,523,83,523,91,813,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,630,630,630,630,630,630,105,630,630,630,630,630,630,630,630,630,694,105,694,694,630,81,0,166,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,862,862,862,862,862,862,82,862,862,862,862,862,862,862,862,862,671,82,671,671,862,64,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,864,864,864,864,864,864,103,864,864,864,864,864,864,864,864,864,724,103,724,724,864,42,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,857,857,857,857,857,857,92,857,857,857,857,857,857,857,857,857,583,92,583,583,857,40,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,554,554,554,554,554,554,70,554,554,554,554,554,554,554,554,554,722,70,722,722,554,59,0,554,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,268,268,268,268,268,73,268,268,268,268,268,268,268,268,268,537,73,537,537,268,65,0,268,29,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,476,476,476,476,476,476,100,476,476,476,476,476,476,476,476,476,752,100,752,752,476,53,0,476,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,235,235,235,235,235,50,235,235,235,235,235,235,235,235,235,709,50,709,709,235,64,0,235,59,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,466,466,466,466,466,466,79,466,466,466,466,466,466,466,466,466,473,79,473,473,466,45,0,466,62,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,839,839,839,839,839,839,86,839,839,839,839,839,839,839,839,839,839,86,839,839,839,44,0,839,50,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,176,176,176,176,176,63,176,176,176,176,176,176,176,176,176,176,63,176,176,176,24,0,176,45,727,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,485,485,485,485,485,485,67,485,485,485,485,485,485,485,485,485,485,67,485,485,485,29,0,485,39,662,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,394,394,394,394,394,394,50,394,394,394,394,394,394,394,394,394,394,50,394,394,394,0,0,394,491,677,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,401,401,401,401,401,401,47,401,401,401,401,401,401,401,401,401,401,47,401,401,401,0,0,401,453,447,401,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,481,481,481,481,481,481,45,481,481,481,481,481,481,481,481,481,481,45,481,481,481,0,0,481,446,367,481,29,50,0,0,0,0,0,0,0,0,0,0,0,0,0
478,478,478,478,478,478,478,45,478,478,478,478,478,478,478,478,478,478,45,478,478,478,0,0,478,449,503,478,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
994,994,994,994,994,994,994,56,994,994,994,994,994,994,994,994,994,994,56,994,994,994,0,0,994,994,279,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,545,545,545,545,545,545,21,545,545,545,545,545,545,545,545,545,545,21,545,545,545,0,0,545,545,150,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,566,566,566,566,566,566,21,566,566,566,566,566,566,566,566,566,566,21,566,566,566,0,0,566,566,355,566,0,566,339,0,0,0,0,0,0,0,0,0,0,0,0
521,521,521,521,521,521,521,24,521,521,521,521,521,521,521,521,521,521,24,521,521,521,0,0,521,521,340,521,0,521,389,0,0,0,0,0,0,0,0,0,0,0,0
572,572,572,572,572,572,572,0,572,572,572,572,572,572,572,572,572,572,0,572,572,572,0,0,572,572,156,572,0,572,365,19,0,0,0,0,0,0,0,0,0,0,0
461,461,461,461,461,461,461,0,461,461,461,461,461,461,461,461,461,461,0,461,461,461,0,25,461,461,480,461,0,461,230,480,0,0,0,0,0,0,0,0,0,0,0
375,375,375,375,375,375,375,25,375,375,375,375,375,375,375,375,375,375,25,375,375,375,0,0,375,375,166,375,71,375,102,166,0,0,0,0,0,0,0,0,0,0,0
383,383,383,383,383,383,383,27,383,383,383,383,383,383,383,383,383,383,27,383,383,383,0,0,383,383,196,383,142,383,142,196,0,0,0,0,0,0,0,0,0,0,0
365,365,365,365,365,365,365,0,365,365,365,365,365,365,365,365,365,365,0,365,365,365,0,29,365,365,121,365,59,365,59,121,0,0,0,0,0,0,0,0,0,0,0
331,331,331,331,331,331,331,0,331,331,331,331,331,331,331,331,331,331,0,331,331,331,0,0,331,331,131,331,56,331,56,131,0,0,0,0,0,0,0,0,0,0,0
238,238,238,238,238,238,238,0,238,238,238,238,238,238,238,238,238,238,0,238,238,238,0,39,238,238,135,238,76,238,76,135,0,0,0,0,0,0,0,0,0,0,0
225,225,225,225,225,225,225,0,225,225,225,225,225,225,225,225,225,225,0,225,225,225,0,22,225,225,139,225,77,225,77,139,0,0,0,0,0,0,0,0,0,0,0
336,336,336,336,336,336,336,0,336,336,336,336,336,336,336,336,336,336,0,336,336,336,0,21,336,336,190,336,73,336,73,190,0,0,0,0,0,0,0,0,0,0,0
301,301,301,301,301,301,301,0,301,301,301,301,301,301,301,301,301,301,0,301,301,301,0,33,301,301,350,301,107,301,107,350,0,0,0,0,0,0,0,0,0,0,0
335,335,335,335,335,335,335,0,335,335,335,335,335,335,335,335,335,335,0,335,335,335,0,29,335,335,297,335,101,335,101,297,0,0,0,0,0,0,0,0,0,0,0
263,263,263,263,263,263,263,0,263,263,263,263,263,263,263,263,263,263,0,263,263,263,0,27,263,263,351,263,190,263,190,351,0,0,0,0,0,0,0,0,0,0,0
271,271,271,271,271,271,271,0,271,271,271,271,271,271,271,271,271,271,0,271,271,271,0,25,271,271,316,271,143,271,143,316,0,0,0,0,0,0,0,0,0,0,0
252,252,252,252,252,252,252,0,252,252,252,252,252,252,252,252,252,252,0,252,252,252,0,22,252,252,329,252,124,252,124,329,0,0,0,0,0,0,0,0,0,0,0
255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,0,255,255,255,0,127,255,255,316,255,127,255,127,316,113,0,0,0,0,0,0,0,0,0,0
268,268,268,268,268,268,268,0,268,268,268,268,268,268,268,268,268,268,0,268,268,268,0,145,268,268,325,268,145,268,145,325,97,26,0,0,0,0,0,0,0,0,0
283,283,283,283,283,283,283,0,283,283,283,283,283,283,283,283,283,283,0,283,283,283,0,139,283,283,352,283,139,283,139,352,94,21,0,0,0,0,0,0,0,0,0
279,279,279,279,279,279,279,0,279,279,279,279,279,279,279,279,279,279,0,279,279,279,0,128,279,279,338,279,128,279,128,338,65,23,0,0,0,0,0,0,0,0,0
286,286,286,286,286,286,286,0,286,286,286,286,286,286,286,286,286,286,0,286,286,286,0,188,286,286,293,286,188,286,188,293,54,21,0,0,0,0,0,0,0,0,0
234,234,234,234,234,234,234,0,234,234,234,234,234,234,234,234,234,234,0,234,234,234,0,196,234,234,323,234,196,234,196,323,32,196,0,0,0,0,0,0,0,0,0
155,155,155,155,155,155,155,0,155,155,155,155,155,155,155,155,155,155,0,155,155,155,0,199,155,155,257,155,199,155,199,257,22,199,0,0,0,0,0,0,0,0,0
160,160,160,160,160,160,160,0,160,160,160,160,160,160,160,160,160,160,0,160,160,160,0,210,160,160,331,160,210,160,210,331,331,210,0,0,0,0,0,0,0,0,0
188,188,188,188,188,188,188,0,188,188,188,188,188,188,188,188,188,188,0,188,188,188,0,239,188,188,322,188,239,188,239,322,322,239,0,0,0,0,0,0,0,0,0
171,171,171,171,171,171,171,0,171,171,171,171,171,171,171,171,171,171,0,171,171,171,0,288,171,171,330,171,288,171,288,330,330,288,0,0,0,0,0,0,0,0,0
206,206,206,206,206,206,206,0,206,206,206,206,206,206,206,206,206,206,0,206,206,206,0,298,206,206,312,206,298,206,298,312,312,298,0,0,0,0,0,0,0,0,0
181,181,181,181,181,181,181,0,181,181,181,181,181,181,181,181,181,181,0,181,181,181,0,303,181,181,137,181,303,181,303,137,137,303,0,0,0,0,0,0,0,0,0
179,179,179,179,179,179,179,0,179,179,179,179,179,179,179,179,179,179,0,179,179,179,0,293,179,179,99,179,293,179,293,99,99,293,0,0,0,0,0,0,0,0,0
203,203,203,203,203,203,203,0,203,203,203,203,203,203,203,203,203,203,0,203,203,203,0,239,203,203,376,203,239,203,239,376,376,239,23,0,0,0,0,0,0,0,0
190,190,190,190,190,190,190,0,190,190,190,190,190,190,190,190,190,190,0,190,190,190,0,273,190,190,373,190,273,190,273,373,373,273,31,0,0,0,0,0,0,0,0
168,168,168,168,168,168,168,0,168,168,168,168,168,168,168,168,168,168,0,168,168,168,0,269,168,168,443,168,269,168,269,443,443,269,24,0,0,0,0,0,0,0,0
188,188,188,188,188,188,188,0,188,188,188,188,188,188,188,188,188,188,0,188,188,188,0,178,188,188,449,188,178,188,178,449,449,178,57,0,0,0,0,0,0,0,0
144,144,144,144,144,144,144,0,144,144,144,144,144,144,144,144,144,144,0,144,144,144,0,185,144,144,264,144,185,144,185,264,264,185,52,0,0,0,0,0,0,0,0
174,174,174,174,174,174,174,0,174,174,174,174,174,174,174,174,174,174,0,174,174,174,0,135,174,174,264,174,135,174,135,264,264,135,44,0,0,0,0,0,0,0,0
148,148,148,148,148,148,148,0,148,148,148,148,148,148,148,148,148,148,0,148,148,148,0,92,148,148,224,148,92,148,92,224,224,92,60,0,0,0,0,0,0,0,0
162,162,162,162,162,162,162,0,162,162,162,162,162,162,162,162,162,162,0,162,162,162,0,105,162,162,535,162,105,162,105,535,535,105,56,0,0,0,0,0,0,0,0
192,192,192,192,192,192,192,0,192,192,192,192,192,192,192,192,192,192,0,192,192,192,0,104,192,192,345,192,104,192,104,345,345,104,68,0,0,0,0,0,0,0,0
154,154,154,154,154,154,154,0,154,154,154,154,154,154,154,154,154,154,0,154,154,154,0,96,154,154,335,154,96,154,96,335,335,96,56,0,0,0,0,0,0,0,0
128,128,128,128,128,128,128,0,128,128,128,128,128,128,128,128,128,128,0,128,128,128,0,82,128,128,388,128,82,128,82,388,388,82,69,0,0,0,0,0,0,0,0
214,214,214,214,214,214,214,0,214,214,214,214,214,214,214,214,214,214,0,214,214,214,0,119,214,214,442,214,119,214,119,442,442,119,71,0,0,0,0,0,0,0,0
