0,1,2,3
260,0,0,0
137,0,0,0
241,0,0,0
133,0,0,0
178,0,0,0
202,0,0,0
286,0,0,0
166,0,0,0
148,0,0,0
124,0,0,0
175,0,0,0
158,0,0,0
160,0,0,0
92,0,0,0
52,0,0,0
130,0,0,0
52,0,0,0
49,0,0,0
56,0,0,0
203,0,0,0
32,0,0,0
50,0,0,0
191,0,0,0
67,0,0,0
65,0,0,0
157,0,0,0
67,0,0,0
56,0,0,0
80,0,0,0
88,0,0,0
79,0,0,0
58,0,0,0
75,0,0,0
112,0,0,0
105,0,0,0
73,0,0,0
88,0,0,0
84,0,0,0
72,0,0,0
92,0,0,0
98,0,0,0
106,0,0,0
75,0,0,0
112,0,0,0
70,0,0,0
69,0,0,0
111,0,0,0
75,0,0,0
60,0,0,0
0,0,0,0
58,0,0,0
37,0,0,0
80,0,0,0
0,0,0,0
0,0,0,0
44,0,0,0
30,0,0,0
28,0,0,0
51,0,0,0
50,0,0,0
50,0,0,0
35,0,0,0
0,0,0,0
0,0,0,0
17,0,0,0
31,0,0,0
26,0,0,0
29,0,0,0
62,0,0,0
84,0,0,0
0,0,0,0
104,0,0,0
42,20,0,0
28,47,0,0
43,40,0,0
24,39,0,0
33,29,0,0
39,21,0,0
0,0,0,0
46,29,0,0
0,74,0,0
37,81,0,0
30,48,0,0
32,38,0,0
0,70,0,0
45,70,0,0
0,71,0,0
0,54,0,0
25,56,0,0
0,34,0,0
25,25,0,0
0,35,0,0
0,0,0,0
0,23,0,0
39,0,0,0
0,0,0,0
48,0,0,0
0,23,0,0
33,0,0,0
44,0,0,0
21,0,0,0
29,0,0,0
36,24,0,0
0,0,0,0
24,0,0,0
35,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22,0,0,0
0,0,0,0
31,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,28,0,0
0,22,0,0
0,23,0,0
0,0,0,0
0,20,0,0
0,34,0,0
0,33,0,0
0,37,0,0
0,41,0,0
0,20,0,0
0,20,0,0
0,20,0,0
0,24,0,0
0,21,0,0
0,40,0,0
0,54,0,0
0,112,0,0
0,109,0,0
0,112,0,0
0,84,0,0
0,77,0,0
0,50,0,0
0,41,0,0
0,31,0,0
0,41,0,0
0,32,0,0
0,56,78,0
0,59,49,0
0,120,48,0
0,139,66,0
0,141,73,0
0,119,49,0
0,92,42,0
0,87,43,0
0,50,32,0
0,36,28,0
0,0,38,0
0,27,24,0
0,0,48,0
0,0,64,0
0,0,53,0
0,0,67,0
0,0,63,0
0,0,32,0
0,0,31,0
0,24,21,0
0,21,22,0
0,20,20,0
0,0,0,0
0,0,0,0
0,0,0,0
0,22,22,0
0,25,25,0
0,37,37,0
0,43,43,0
0,48,48,0
0,27,27,0
0,37,37,0
0,23,23,0
0,42,42,0
0,56,56,0
0,48,48,0
0,51,51,0
0,74,74,0
0,105,105,0
0,119,119,0
0,161,161,0
0,127,127,0
0,115,115,0
0,82,82,0
0,64,64,0
0,64,64,0
0,31,31,0
0,22,22,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,20
0,0,0,26
0,0,0,43
0,0,0,30
0,0,0,43
0,0,0,26
0,0,0,38
0,0,0,45
0,0,0,62
0,0,0,39
0,0,0,47
0,0,0,81
0,0,0,45
0,0,0,33
0,0,0,58
0,0,0,38
0,0,0,58
0,0,0,65
0,0,0,60
0,0,0,37
0,0,0,28
0,0,0,66
0,0,0,41
0,0,0,36
0,0,0,35
0,0,0,47
0,0,0,38
0,0,0,41
0,0,0,31
0,0,0,78
0,0,0,38
0,0,0,45
0,0,0,36
0,0,0,33
0,0,0,26
0,0,0,40
0,0,0,37
0,0,0,53
0,0,0,34
0,0,0,0
0,0,0,31
0,0,0,21
0,0,0,33
0,0,0,0
0,0,0,21
0,0,0,0
0,0,0,0
0,0,0,24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
