,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
570,"[152.51379490654205, -27.862764579439247]",5.241,1.24,104.0,3.0,499.955,24.616,Jump_0,9.7269,02:42:00,50,"[152.539, -27.608]","[13.75, 'NaN', 8.0625, 7.375, 22.0]","[10.8125, 'NaN', 7.55, 6.9375, 17.875]","['02:51:00', '03:01:00', '03:11:00', '03:21:00', '03:31:00']","[[-27.805847, 152.46783], 'NaN', [-27.67041, 152.92487], [-27.73352, 152.21387], [-27.769531, 152.23407]]",10891,98,0.1202,2021-12-24 02:42:00
598,"[152.23062728571438, -27.72215388311689]",4.574,1.172,66.0,11.0,319.3,196.857,Jump_1,2.3434,03:56:00,50,"[152.539, -27.608]","[21.875, 5.0, 5.0625, 17.6875, 46.1875]","[12.8438, 5.0, 4.7125, 14.375, 25.1625]","['04:01:00', '04:11:00', '04:21:00', '04:31:00', '04:41:00']","[[-27.53601, 152.67084], [-27.473022, 152.67078], [-27.823425, 152.20343], [-27.850403, 152.20337], [-27.859375, 152.18298]]",10878,111,0.1201,2021-12-24 03:56:00
611,"[152.86718928799993, -27.250484384000007]",10.446,0.365,86.0,39.0,437.871,506.279,Jump_2,17.79891,04:22:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-12-24 04:22:00
633,"[152.81096415517234, -26.976068189655177]",6.683,0.413,41.0,17.0,239.653,225.316,Jump_3,2.57085,05:06:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-12-24 05:06:00
643,"[152.2328450714286, -26.257407446428562]",28.487,0.044,97.0,15.0,415.452,327.046,Jump_4,5.52972,05:26:00,8,"[152.5768, -25.9574]","[141.375, 98.5, 68.5, 83.125, 141.5, 148.3125, 138.5, 54.25, 9.625, 11.125]","[84.7625, 54.4313, 53.3125, 46.75, 55.775, 53.3375, 32.8875, 27.65, 6.9125, 7.0625]","['05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00', '06:10:00', '06:15:00']","[[-25.992798, 152.16656], [-25.974792, 152.15662], [-25.96582, 152.1767], [-25.956787, 152.15668], [-25.92981, 152.1568], [-25.920837, 152.15686], [-25.902832, 152.14691], [-25.89386, 152.15692], [-26.262512, 152.13556], [-26.297546, 151.89465]]",11113,-19,0.1227,2021-12-24 05:26:00
656,"[152.17201021794872, -25.93060794871794]",4.011,1.544,70.0,8.0,329.779,90.313,Jump_5,4.06001,05:52:00,8,"[152.5768, -25.9574]","[148.3125, 138.5, 54.25, 9.625, 11.125, 9.5, 26.0625, 31.125, 16.75, 11.9375]","[53.3375, 32.6, 26.175, 6.9125, 7.0625, 7.5375, 16.5, 18.275, 13.35, 8.9625]","['05:55:00', '06:00:00', '06:05:00', '06:10:00', '06:15:00', '06:20:00', '06:25:00', '06:30:00', '06:35:00', '06:40:00']","[[-25.920837, 152.15686], [-25.902832, 152.14691], [-25.89386, 152.15692], [-26.262512, 152.13556], [-26.297546, 151.89465], [-25.883545, 151.82709], [-26.19043, 152.09576], [-26.172424, 152.08582], [-26.018494, 151.84625], [-26.009521, 151.84631]]",11100,-6,0.1225,2021-12-24 05:52:00
1743,"[152.08432957085026, -25.570022299595138]",18.446,0.231,231.0,16.0,1182.499,267.42,Jump_1,2.03265,08:02:00,8,"[152.5768, -25.9574]","[20.6875, 14.625, 22.5, 13.3125, 19.75, 20.125, 15.875, 13.6875, 12.5, 8.625]","[11.1375, 8.0063, 13.7875, 9.7, 15.9125, 15.4, 12.675, 11.9625, 11.4125, 7.3875]","['08:05:00', '08:10:00', '08:15:00', '08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00', '08:45:00', '08:50:00']","[[-25.57898, 152.12811], [-25.53424, 152.19806], [-25.561218, 152.198], [-25.543213, 152.18805], [-25.507324, 152.23804], [-25.516296, 152.21808], [-25.507324, 152.23804], [-25.471558, 152.32776], [-25.480408, 152.26794], [-25.480469, 152.27795]]",11100.0,-6.0,0.1225,2021-12-24 08:02:00
1751,"[152.17836400425523, -25.583174357446822]",8.663,0.997,208.0,27.0,1031.731,500.543,Jump_2,3.70721,08:18:00,8,"[152.5768, -25.9574]","[13.3125, 19.75, 20.125, 15.875, 13.6875, 12.5, 8.625, 3.875, 'NaN', 'NaN']","[9.7, 15.9125, 15.4, 12.7625, 11.9625, 11.4125, 7.3875, 3.5, 'NaN', 'NaN']","['08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00', '08:45:00', '08:50:00', '08:55:00', '09:00:00', '09:05:00']","[[-25.543213, 152.18805], [-25.507324, 152.23804], [-25.516296, 152.21808], [-25.507324, 152.23804], [-25.471558, 152.32776], [-25.480408, 152.26794], [-25.480469, 152.27795], [-25.552185, 152.18805], 'NaN', 'NaN']",11225.0,-131.0,0.1239,2021-12-24 08:18:00
1757,"[152.21823250000003, -25.531455190839704]",6.916,1.744,233.0,29.0,1300.303,479.563,Jump_3,2.96071,08:30:00,8,"[152.5768, -25.9574]","[20.125, 15.875, 13.6875, 12.5, 8.625, 3.875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[15.4, 12.7625, 11.9625, 11.4125, 7.3875, 3.5, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['08:30:00', '08:35:00', '08:40:00', '08:45:00', '08:50:00', '08:55:00', '09:00:00', '09:05:00', '09:10:00', '09:15:00', '09:20:00']","[[-25.516296, 152.21808], [-25.507324, 152.23804], [-25.471558, 152.32776], [-25.480408, 152.26794], [-25.480469, 152.27795], [-25.552185, 152.18805], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11178.0,-84.0,0.1234,2021-12-24 08:30:00
1761,"[152.246426192053, -25.51089749337747]",7.636,1.649,256.0,46.0,1424.922,796.653,Jump_4,2.84882,08:38:00,8,"[152.5768, -25.9574]","[13.6875, 12.5, 8.625, 3.875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 2.9375]","[11.9625, 11.4125, 7.3875, 3.5, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 2.9375]","['08:40:00', '08:45:00', '08:50:00', '08:55:00', '09:00:00', '09:05:00', '09:10:00', '09:15:00', '09:20:00', '09:25:00']","[[-25.471558, 152.32776], [-25.480408, 152.26794], [-25.480469, 152.27795], [-25.552185, 152.18805], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-25.417725, 152.43738]]",11216.0,-122.0,0.1238,2021-12-24 08:38:00
