,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
18,"[153.12477552093011, -27.44296673023254]",3.24,6.517,214.0,1.0,517.661,37.519,Jump_15,2.90114,23:46:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-21 23:46:00
23,"[153.14118795280223, -27.424336855457213]",3.55,8.563,338.0,1.0,861.158,9.082,Jump_16,2.15481,23:56:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-21 23:56:00
67,"[153.12477552093011, -27.44296673023254]",3.24,6.517,214.0,1.0,517.661,37.519,Jump_1,2.90114,23:46:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-21 23:46:00
72,"[153.14118795280223, -27.424336855457213]",3.55,8.563,338.0,1.0,861.158,9.082,Jump_2,2.15481,23:56:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-21 23:56:00
115,"[153.12477552093011, -27.44296673023254]",3.24,6.517,214.0,1.0,517.661,37.519,Jump_2,2.90114,23:46:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-21 23:46:00
120,"[153.14118795280223, -27.424336855457213]",3.55,8.563,338.0,1.0,861.158,9.082,Jump_3,2.15481,23:56:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-21 23:56:00
133,"[152.67308548275864, -27.911663620689662]",5.045,0.725,57.0,1.0,121.404,3.678,Jump_0,3.28391,05:10:00,50,"[152.539, -27.608]","[9.625, 16.1875, 'NaN', 9.5, 22.875]","[7.7563, 11.7125, 'NaN', 8.5625, 15.3625]","['05:11:00', '05:21:00', '05:31:00', '05:41:00', '05:51:00']","[[-27.904724, 152.66113], [-27.877747, 152.66107], 'NaN', [-27.796814, 152.44751], [-27.769897, 152.48816]]",10919,70,0.1205,2021-10-21 05:10:00
139,"[152.64478267164174, -27.874601164179097]",7.455,0.384,65.0,2.0,166.005,30.217,Jump_1,8.76984,05:22:00,50,"[152.539, -27.608]","['NaN', 9.5, 22.875, 22.3125, 6.375]","['NaN', 8.5625, 15.3625, 16.775, 5.025]","['05:31:00', '05:41:00', '05:51:00', '06:01:00', '06:11:00']","['NaN', [-27.796814, 152.44751], [-27.769897, 152.48816], [-27.733887, 152.48822], [-27.70691, 152.48822]]",10878,111,0.1201,2021-10-21 05:22:00
154,"[152.56471757534248, -27.792254589041086]",12.565,0.147,70.0,3.0,181.271,35.175,Jump_2,2.29206,05:52:00,50,"[152.539, -27.608]","[22.3125, 6.375, 'NaN', 'NaN', 5.875]","[16.775, 5.025, 'NaN', 'NaN', 5.5688]","['06:01:00', '06:11:00', '06:21:00', '06:31:00', '06:41:00']","[[-27.733887, 152.48822], [-27.70691, 152.48822], 'NaN', 'NaN', [-27.688904, 152.6101]]",10976,13,0.1211,2021-10-21 05:52:00
161,"[152.70355399999994, -27.755137435897424]",16.141,0.095,78.0,0.0,193.175,0.0,Jump_3,2.20504,06:06:00,50,"[152.539, -27.608]","[6.375, 'NaN', 'NaN', 5.875, 7.375]","[5.025, 'NaN', 'NaN', 5.5688, 6.7188]","['06:11:00', '06:21:00', '06:31:00', '06:41:00', '06:51:00']","[[-27.70691, 152.48822], 'NaN', 'NaN', [-27.688904, 152.6101], [-27.661926, 152.6507]]",10973,16,0.1211,2021-10-21 06:06:00
