,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
85,"[150.3755098320612, -34.282196389312986]",8.322,0.602,131.0,0.0,256.366,0.0,Jump_0,3.7989,04:32:00,3,"[150.8751, -34.2624]","[74.6875, 123.0, 154.1875, 133.6875, 313.75, 283.625, 122.5, 27.5, 22.0625, 8.625]","[51.9625, 65.7, 80.5875, 81.0375, 82.8875, 94.75, 62.3562, 21.4375, 13.2812, 7.0938]","['04:35:00', '04:40:00', '04:45:00', '04:50:00', '04:55:00', '05:00:00', '05:05:00', '05:10:00', '05:15:00', '05:20:00']","[[-34.25232, 150.35284], [-34.22534, 150.36389], [-34.225403, 150.37476], [-34.198547, 150.39667], [-34.180603, 150.40765], [-34.180603, 150.41852], [-34.180664, 150.42938], [-34.15381, 150.46216], [-34.05414, 150.28894], [-34.036255, 150.31079]]",10276.0,-85.0,0.1134,2021-02-22 04:32:00
112,"[150.4655950437158, -33.89969045901637]",24.557,0.097,182.0,1.0,409.373,7.002,Jump_2,3.90305,05:26:00,3,"[150.8751, -34.2624]","[51.125, 34.8125, 58.5625, 54.1875, 90.6875, 94.9375, 45.8125, 22.0625, 27.5, 35.1875]","[41.975, 23.3125, 24.1, 28.6188, 47.625, 48.3125, 27.5875, 16.325, 13.4062, 18.7625]","['05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00', '06:10:00', '06:15:00']","[[-33.505615, 150.30347], [-33.505676, 150.31427], [-33.9469, 150.45233], [-33.91107, 150.48499], [-33.884155, 150.51764], [-33.875244, 150.5393], [-33.848267, 150.55023], [-33.82135, 150.56116], [-33.945312, 150.11621], [-33.523315, 150.23865]]",10261.0,-70.0,0.1133,2021-02-22 05:26:00
120,"[150.46103133103455, -33.901014479310355]",11.781,0.665,290.0,0.0,646.367,0.0,Jump_3,2.5981,05:42:00,3,"[150.8751, -34.2624]","[54.1875, 90.6875, 94.9375, 45.8125, 22.0625, 27.5, 35.1875, 29.375, 50.6875, 68.4375]","[28.6188, 47.625, 48.3125, 27.5875, 16.325, 13.4062, 18.7625, 20.1, 28.575, 35.5375]","['05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00', '06:10:00', '06:15:00', '06:20:00', '06:25:00', '06:30:00']","[[-33.91107, 150.48499], [-33.884155, 150.51764], [-33.875244, 150.5393], [-33.848267, 150.55023], [-33.82135, 150.56116], [-33.945312, 150.11621], [-33.523315, 150.23865], [-33.523438, 150.2602], [-33.909607, 150.15991], [-33.891724, 150.1817]]",10197.0,-6.0,0.1125,2021-02-22 05:42:00
383,"[152.41088029059844, -28.06120174358976]",17.237,0.501,443.0,25.0,2759.699,403.372,Jump_6,3.62038,11:10:00,50,"[152.539, -27.608]","[60.5, 36.375, 33.1875, 25.8125, 19.3125]","[44.3375, 21.6875, 25.5688, 17.0, 13.6438]","['11:11:00', '11:21:00', '11:31:00', '11:41:00', '11:51:00']","[[-28.120605, 152.5492], [-28.084656, 152.60016], [-27.814636, 152.3153], [-27.859741, 152.40674], [-27.769897, 152.48816]]",10945,44,0.1208,2021-02-22 11:10:00
392,"[152.38273098039218, -27.908488405228756]",13.563,0.529,301.0,5.0,1756.818,140.753,Jump_7,2.65098,11:28:00,50,"[152.539, -27.608]","[33.1875, 25.8125, 19.3125, 13.6875, 'NaN']","[25.5688, 17.0, 13.6438, 11.85, 'NaN']","['11:31:00', '11:41:00', '11:51:00', '12:01:00', '12:11:00']","[[-27.814636, 152.3153], [-27.859741, 152.40674], [-27.769897, 152.48816], [-27.74292, 152.55933], 'NaN']",10976,13,0.1211,2021-02-22 11:28:00
423,"[152.9079080769231, -27.657071442307704]",7.611,0.572,90.0,14.0,555.945,244.519,Jump_8,2.16173,12:30:00,66,"[153.24, -27.7178]","[14.4375, 16.25, 19.25, 20.375, 27.4375, 24.5625, 18.0, 4.1875, 'NaN']","[13.525, 10.85, 14.0, 14.8438, 22.15, 14.6813, 14.8125, 3.9438, 'NaN']","['12:30:00', '12:36:00', '12:42:00', '12:48:00', '12:54:00', '13:00:00', '13:06:00', '13:12:00', '13:18:00']","[[-27.627441, 152.8847], [-27.555359, 152.84436], [-27.537415, 152.86475], [-27.528687, 152.96619], [-27.492737, 152.98657], [-27.474792, 153.00684], [-27.438904, 153.06775], [-27.438904, 153.08801], 'NaN']",10947,37,0.1208,2021-02-22 12:30:00
429,"[152.91666308426966, -27.581490646067408]",8.955,0.706,152.0,26.0,932.174,671.967,Jump_9,2.12585,12:42:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-02-22 12:42:00
439,"[153.0106160452488, -27.476871321266955]",3.761,4.973,211.0,10.0,1301.672,183.113,Jump_10,2.20518,13:02:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-02-22 13:02:00
448,"[153.18514712903223, -27.445343580645165]",6.201,0.257,29.0,2.0,177.151,26.5,Jump_11,2.10915,13:20:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-02-22 13:20:00
539,"[152.41088029059844, -28.06120174358976]",17.237,0.501,443.0,25.0,2759.699,403.372,Jump_3,3.62038,11:10:00,50,"[152.539, -27.608]","[60.5, 36.375, 33.1875, 25.8125, 19.3125]","[44.3375, 21.6875, 25.5688, 17.0, 13.6438]","['11:11:00', '11:21:00', '11:31:00', '11:41:00', '11:51:00']","[[-28.120605, 152.5492], [-28.084656, 152.60016], [-27.814636, 152.3153], [-27.859741, 152.40674], [-27.769897, 152.48816]]",10945,44,0.1208,2021-02-22 11:10:00
