,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
226,"[150.11384419069765, -29.558538944186044]",8.915,0.861,209.0,6.0,529.544,114.387,Jump_11,12.00142,08:10:00,53,"[149.8461, -29.4903]","[19.125, 17.125, 7.9375, 10.875, 24.625, 21.3125, 2.875, 3.5, 2.9375, 'NaN', 3.3125]","[14.4, 13.8625, 6.725, 9.8188, 21.4375, 16.4875, 2.875, 3.375, 2.9375, 'NaN', 3.25]","['08:10:00', '08:15:00', '08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00', '08:45:00', '08:50:00', '08:55:00', '09:00:00']","[[-29.490112, 150.05273], [-29.463074, 150.094], [-29.454163, 150.06299], [-29.436157, 150.06293], [-29.40918, 150.05255], [-29.400208, 150.05255], [-29.391235, 150.05255], [-29.337341, 150.01117], [-29.274353, 150.00073], 'NaN', [-29.202515, 149.9079]]",10776.0,-9.0,0.1189,2021-01-31 08:10:00
254,"[150.058259936, -29.288662831999975]",15.259,0.171,121.0,4.0,390.513,56.168,Jump_12,2.06259,09:06:00,53,"[149.8461, -29.4903]","[9.8125, 3.3125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[8.7438, 3.2938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:10:00', '09:15:00', '09:20:00', '09:25:00', '09:30:00', '09:35:00', '09:40:00', '09:45:00', '09:50:00', '09:55:00']","[[-29.157532, 149.84613], [-29.139587, 149.84613], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10784.0,-17.0,0.119,2021-01-31 09:06:00
260,"[150.03880580672268, -29.234887705882333]",15.731,0.153,118.0,1.0,459.107,4.111,Jump_13,2.81064,09:18:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:20:00', '09:25:00', '09:30:00', '09:35:00', '09:40:00', '09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10747.0,20.0,0.1186,2021-01-31 09:18:00
272,"[149.886925754717, -29.07042267924529]",9.743,0.178,53.0,0.0,160.501,0.0,Jump_14,3.18676,09:42:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10774.0,-7.0,0.1189,2021-01-31 09:42:00
514,"[150.1350405555555, -31.403055652777773]",7.917,0.366,72.0,0.0,136.298,0.0,Jump_0,3.98344,03:08:00,69,"[150.1917, -31.0236]","[26.125, 21.1875, 6.125, 3.3125, 10.875, 22.6875, 5.0625, 21.5, 7.25, 3.625]","[17.8, 16.7188, 5.5375, 3.3062, 8.4688, 15.8125, 4.475, 14.1875, 6.7125, 3.5562]","['03:10:00', '03:15:00', '03:20:00', '03:25:00', '03:30:00', '03:35:00', '03:40:00', '03:45:00', '03:50:00', '03:55:00']","[[-31.347351, 150.18115], [-31.347351, 150.17065], [-31.356323, 150.1601], [-31.329346, 150.18115], [-31.653015, 150.01208], [-31.644043, 150.0227], [-31.112854, 149.77155], [-31.257385, 150.09705], [-31.643982, 149.99097], [-31.382996, 149.90729]]",10531.0,14.0,0.1162,2021-01-31 03:08:00
611,"[150.69010784166673, -30.977861850000004]",8.267,0.559,113.0,7.0,355.437,83.2,Jump_7,2.6427,06:24:00,69,"[150.1917, -31.0236]","[17.6875, 9.9375, 5.3125, 4.1875, 16.75, 17.0625, 8.25, 28.1875, 19.25, 10.6875]","[14.175, 8.125, 5.125, 3.9875, 14.0125, 13.8062, 6.85, 23.7188, 17.75, 7.6875]","['06:25:00', '06:30:00', '06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00']","[[-30.986938, 150.62183], [-30.941956, 150.62158], [-31.013306, 150.76886], [-30.897095, 150.57947], [-31.012878, 150.86328], [-31.003906, 150.85272], [-30.994995, 150.84216], [-30.995056, 150.83167], [-30.986084, 150.8211], [-30.977112, 150.82104]]",10621.0,-76.0,0.1172,2021-01-31 06:24:00
664,"[150.11384419069765, -29.558538944186044]",8.915,0.861,209.0,6.0,529.544,114.387,Jump_10,12.00142,08:10:00,53,"[149.8461, -29.4903]","[19.125, 17.125, 7.9375, 10.875, 24.625, 21.3125, 2.875, 3.5, 2.9375, 'NaN', 3.3125]","[14.4, 13.8625, 6.725, 9.8188, 21.4375, 16.4875, 2.875, 3.375, 2.9375, 'NaN', 3.25]","['08:10:00', '08:15:00', '08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00', '08:45:00', '08:50:00', '08:55:00', '09:00:00']","[[-29.490112, 150.05273], [-29.463074, 150.094], [-29.454163, 150.06299], [-29.436157, 150.06293], [-29.40918, 150.05255], [-29.400208, 150.05255], [-29.391235, 150.05255], [-29.337341, 150.01117], [-29.274353, 150.00073], 'NaN', [-29.202515, 149.9079]]",10776.0,-9.0,0.1189,2021-01-31 08:10:00
692,"[150.058259936, -29.288662831999975]",15.259,0.171,121.0,4.0,390.513,56.168,Jump_11,2.06259,09:06:00,53,"[149.8461, -29.4903]","[9.8125, 3.3125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[8.7438, 3.2938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:10:00', '09:15:00', '09:20:00', '09:25:00', '09:30:00', '09:35:00', '09:40:00', '09:45:00', '09:50:00', '09:55:00']","[[-29.157532, 149.84613], [-29.139587, 149.84613], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10784.0,-17.0,0.119,2021-01-31 09:06:00
698,"[150.03880580672268, -29.234887705882333]",15.731,0.153,118.0,1.0,459.107,4.111,Jump_12,2.81064,09:18:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:20:00', '09:25:00', '09:30:00', '09:35:00', '09:40:00', '09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10747.0,20.0,0.1186,2021-01-31 09:18:00
710,"[149.886925754717, -29.07042267924529]",9.743,0.178,53.0,0.0,160.501,0.0,Jump_13,3.18676,09:42:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10774.0,-7.0,0.1189,2021-01-31 09:42:00
