,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
60,"[149.43822633595795, -29.364247897637835]",77.001,0.061,1053.0,90.0,6069.543,1978.305,Jump_12,4.2359,08:36:00,53,"[149.8461, -29.4903]","[31.0625, 44.0625, 19.0, 26.375, 5.125, 5.875, 6.0, 5.0, 4.8125, 'NaN', 18.5625]","[18.3812, 22.75, 15.8, 13.9375, 5.0812, 5.2375, 5.7563, 4.75, 4.4938, 'NaN', 10.625]","['08:36:00', '08:41:00', '08:46:00', '08:51:00', '08:56:00', '09:01:00', '09:06:00', '09:11:00', '09:16:00', '09:21:00', '09:26:00']","[[-29.020935, 149.1673], [-29.011963, 149.16736], [-29.003052, 149.18799], [-29.129028, 149.20776], [-29.138062, 149.20776], [-29.011658, 149.11597], [-28.985168, 149.20868], [-28.99414, 149.20862], [-29.326355, 149.1034], 'NaN', [-29.291626, 149.37177]]",10709.0,58.0,0.1182,2021-12-21 08:36:00
96,"[150.27569637121607, -29.69997582828781]",118.42,0.046,1844.0,171.0,9414.221,3504.617,Jump_16,4.74598,09:48:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 2.8125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 2.8125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:51:00', '09:56:00', '10:01:00', '10:06:00', '10:11:00', '10:16:00', '10:21:00', '10:26:00', '10:31:00', '10:36:00']","['NaN', 'NaN', 'NaN', [-29.200378, 150.5982], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10720.0,47.0,0.1183,2021-12-21 09:48:00
149,"[150.37638364615376, -30.753959400000006]",44.327,0.021,125.0,5.0,612.641,49.473,Jump_20,2.16822,11:34:00,69,"[150.1917, -31.0236]","['NaN', 4.25, 'NaN', 3.3125, 'NaN', 3.3125, 3.9375, 9.375, 12.9375, 4.875]","['NaN', 4.2125, 'NaN', 3.3125, 'NaN', 3.3, 3.875, 8.9125, 9.2125, 4.7]","['11:35:00', '11:40:00', '11:45:00', '11:50:00', '11:55:00', '12:00:00', '12:05:00', '12:10:00', '12:15:00', '12:20:00']","['NaN', [-30.816772, 150.22314], 'NaN', [-30.861694, 150.19171], 'NaN', [-30.870483, 150.42218], [-31.032349, 150.4331], [-31.05951, 150.30719], [-31.050293, 150.47516], [-31.04126, 150.4856]]",10647.0,-102.0,0.1175,2021-12-21 11:34:00
163,"[149.81009984507037, -31.335349591549306]",10.801,0.194,51.0,20.0,274.512,276.397,Jump_21,2.8684,12:02:00,69,"[150.1917, -31.0236]","[114.4375, 95.5, 198.875, 97.3125, 35.4375, 11.125, 8.375, 6.25, 23.5, 10.1875]","[42.7375, 48.8125, 103.4688, 63.8125, 21.5125, 8.1, 6.45, 5.5625, 15.45, 8.4375]","['12:05:00', '12:10:00', '12:15:00', '12:20:00', '12:25:00', '12:30:00', '12:35:00', '12:40:00', '12:45:00', '12:50:00']","[[-31.328857, 149.82318], [-31.410034, 149.91772], [-31.419067, 149.94934], [-31.446045, 149.95978], [-31.446106, 149.97034], [-31.401306, 150.09686], [-31.62616, 150.1706], [-31.62616, 150.19171], [-31.644104, 150.21283], [-31.599182, 150.21283]]",10567.0,-22.0,0.1166,2021-12-21 12:02:00
183,"[150.06040864887652, -31.438572477528094]",16.227,0.43,331.0,25.0,1158.498,368.577,Jump_22,3.19454,12:42:00,69,"[150.1917, -31.0236]","[23.5, 10.1875, 15.25, 19.5, 4.9375, 5.0625, 'NaN', 'NaN', 'NaN', 'NaN']","[15.225, 8.4375, 13.0, 13.0938, 4.6375, 4.875, 'NaN', 'NaN', 'NaN', 'NaN']","['12:45:00', '12:50:00', '12:55:00', '13:00:00', '13:05:00', '13:10:00', '13:17:00', '13:22:00', '13:27:00', '13:30:00']","[[-31.644104, 150.21283], [-31.599182, 150.21283], [-31.572205, 150.23395], [-31.572205, 150.2445], [-31.382812, 150.54987], [-31.032532, 150.04474], 'NaN', 'NaN', 'NaN', 'NaN']",10520.0,25.0,0.1161,2021-12-21 12:42:00
328,"[150.27569637121607, -29.69997582828781]",118.42,0.046,1844.0,171.0,9414.221,3504.617,Jump_4,27.08003,09:48:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 2.8125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 2.8125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:51:00', '09:56:00', '10:01:00', '10:06:00', '10:11:00', '10:16:00', '10:21:00', '10:26:00', '10:31:00', '10:36:00']","['NaN', 'NaN', 'NaN', [-29.200378, 150.5982], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10720.0,47.0,0.1183,2021-12-21 09:48:00
381,"[150.37638364615376, -30.753959400000006]",44.327,0.021,125.0,5.0,612.641,49.473,Jump_8,2.16822,11:34:00,69,"[150.1917, -31.0236]","['NaN', 4.25, 'NaN', 3.3125, 'NaN', 3.3125, 3.9375, 9.375, 12.9375, 4.875]","['NaN', 4.2125, 'NaN', 3.3125, 'NaN', 3.3, 3.875, 8.9125, 9.2125, 4.7]","['11:35:00', '11:40:00', '11:45:00', '11:50:00', '11:55:00', '12:00:00', '12:05:00', '12:10:00', '12:15:00', '12:20:00']","['NaN', [-30.816772, 150.22314], 'NaN', [-30.861694, 150.19171], 'NaN', [-30.870483, 150.42218], [-31.032349, 150.4331], [-31.05951, 150.30719], [-31.050293, 150.47516], [-31.04126, 150.4856]]",10647.0,-102.0,0.1175,2021-12-21 11:34:00
395,"[149.81009984507037, -31.335349591549306]",10.801,0.194,51.0,20.0,274.512,276.397,Jump_9,2.8684,12:02:00,69,"[150.1917, -31.0236]","[114.4375, 95.5, 198.875, 97.3125, 35.4375, 11.125, 8.375, 6.25, 23.5, 10.1875]","[42.7375, 48.8125, 103.4688, 63.8125, 21.5125, 8.1, 6.45, 5.5625, 15.45, 8.4375]","['12:05:00', '12:10:00', '12:15:00', '12:20:00', '12:25:00', '12:30:00', '12:35:00', '12:40:00', '12:45:00', '12:50:00']","[[-31.328857, 149.82318], [-31.410034, 149.91772], [-31.419067, 149.94934], [-31.446045, 149.95978], [-31.446106, 149.97034], [-31.401306, 150.09686], [-31.62616, 150.1706], [-31.62616, 150.19171], [-31.644104, 150.21283], [-31.599182, 150.21283]]",10567.0,-22.0,0.1166,2021-12-21 12:02:00
415,"[150.06040864887652, -31.438572477528094]",16.227,0.43,331.0,25.0,1158.498,368.577,Jump_10,3.19454,12:42:00,69,"[150.1917, -31.0236]","[23.5, 10.1875, 15.25, 19.5, 4.9375, 5.0625, 'NaN', 'NaN', 'NaN', 'NaN']","[15.225, 8.4375, 13.0, 13.0938, 4.6375, 4.875, 'NaN', 'NaN', 'NaN', 'NaN']","['12:45:00', '12:50:00', '12:55:00', '13:00:00', '13:05:00', '13:10:00', '13:17:00', '13:22:00', '13:27:00', '13:30:00']","[[-31.644104, 150.21283], [-31.599182, 150.21283], [-31.572205, 150.23395], [-31.572205, 150.2445], [-31.382812, 150.54987], [-31.032532, 150.04474], 'NaN', 'NaN', 'NaN', 'NaN']",10520.0,25.0,0.1161,2021-12-21 12:42:00
680,"[149.43822633595795, -29.364247897637835]",77.001,0.061,1053.0,90.0,6069.543,1978.305,Jump_9,4.2359,08:36:00,53,"[149.8461, -29.4903]","[31.0625, 44.0625, 19.0, 26.375, 5.125, 5.875, 6.0, 5.0, 4.8125, 'NaN', 18.5625]","[18.3812, 22.75, 15.8, 13.9375, 5.0812, 5.2375, 5.7563, 4.75, 4.4938, 'NaN', 10.625]","['08:36:00', '08:41:00', '08:46:00', '08:51:00', '08:56:00', '09:01:00', '09:06:00', '09:11:00', '09:16:00', '09:21:00', '09:26:00']","[[-29.020935, 149.1673], [-29.011963, 149.16736], [-29.003052, 149.18799], [-29.129028, 149.20776], [-29.138062, 149.20776], [-29.011658, 149.11597], [-28.985168, 149.20868], [-28.99414, 149.20862], [-29.326355, 149.1034], 'NaN', [-29.291626, 149.37177]]",10709.0,58.0,0.1182,2021-12-21 08:36:00
716,"[150.27569637121607, -29.69997582828781]",118.42,0.046,1844.0,171.0,9414.221,3504.617,Jump_13,4.74598,09:48:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 2.8125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 2.8125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['09:51:00', '09:56:00', '10:01:00', '10:06:00', '10:11:00', '10:16:00', '10:21:00', '10:26:00', '10:31:00', '10:36:00']","['NaN', 'NaN', 'NaN', [-29.200378, 150.5982], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10720.0,47.0,0.1183,2021-12-21 09:48:00
769,"[150.37638364615376, -30.753959400000006]",44.327,0.021,125.0,5.0,612.641,49.473,Jump_17,2.16822,11:34:00,69,"[150.1917, -31.0236]","['NaN', 4.25, 'NaN', 3.3125, 'NaN', 3.3125, 3.9375, 9.375, 12.9375, 4.875]","['NaN', 4.2125, 'NaN', 3.3125, 'NaN', 3.3, 3.875, 8.9125, 9.2125, 4.7]","['11:35:00', '11:40:00', '11:45:00', '11:50:00', '11:55:00', '12:00:00', '12:05:00', '12:10:00', '12:15:00', '12:20:00']","['NaN', [-30.816772, 150.22314], 'NaN', [-30.861694, 150.19171], 'NaN', [-30.870483, 150.42218], [-31.032349, 150.4331], [-31.05951, 150.30719], [-31.050293, 150.47516], [-31.04126, 150.4856]]",10647.0,-102.0,0.1175,2021-12-21 11:34:00
783,"[149.81009984507037, -31.335349591549306]",10.801,0.194,51.0,20.0,274.512,276.397,Jump_18,2.8684,12:02:00,69,"[150.1917, -31.0236]","[114.4375, 95.5, 198.875, 97.3125, 35.4375, 11.125, 8.375, 6.25, 23.5, 10.1875]","[42.7375, 48.8125, 103.4688, 63.8125, 21.5125, 8.1, 6.45, 5.5625, 15.45, 8.4375]","['12:05:00', '12:10:00', '12:15:00', '12:20:00', '12:25:00', '12:30:00', '12:35:00', '12:40:00', '12:45:00', '12:50:00']","[[-31.328857, 149.82318], [-31.410034, 149.91772], [-31.419067, 149.94934], [-31.446045, 149.95978], [-31.446106, 149.97034], [-31.401306, 150.09686], [-31.62616, 150.1706], [-31.62616, 150.19171], [-31.644104, 150.21283], [-31.599182, 150.21283]]",10567.0,-22.0,0.1166,2021-12-21 12:02:00
803,"[150.06040864887652, -31.438572477528094]",16.227,0.43,331.0,25.0,1158.498,368.577,Jump_19,3.19454,12:42:00,69,"[150.1917, -31.0236]","[23.5, 10.1875, 15.25, 19.5, 4.9375, 5.0625, 'NaN', 'NaN', 'NaN', 'NaN']","[15.225, 8.4375, 13.0, 13.0938, 4.6375, 4.875, 'NaN', 'NaN', 'NaN', 'NaN']","['12:45:00', '12:50:00', '12:55:00', '13:00:00', '13:05:00', '13:10:00', '13:17:00', '13:22:00', '13:27:00', '13:30:00']","[[-31.644104, 150.21283], [-31.599182, 150.21283], [-31.572205, 150.23395], [-31.572205, 150.2445], [-31.382812, 150.54987], [-31.032532, 150.04474], 'NaN', 'NaN', 'NaN', 'NaN']",10520.0,25.0,0.1161,2021-12-21 12:42:00
