,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
54,"[152.14424131125813, -25.875468298013253]",15.045,0.637,436.0,17.0,2258.066,271.349,Jump_11,2.06166,09:44:00,8,"[152.5768, -25.9574]","[271.5, 615.0, 532.875, 504.6875, 344.0625, 187.3125, 276.6875, 317.3125, 276.4375, 130.0625]","[110.3938, 232.0, 171.5125, 137.2188, 121.1312, 79.6125, 121.85, 102.3063, 95.025, 43.1875]","['09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00']","[[-25.8844, 152.01703], [-25.866455, 152.0271], [-25.839478, 152.02722], [-25.8125, 152.02734], [-25.794495, 152.0274], [-25.767456, 152.00757], [-25.633484, 152.37732], [-25.61554, 152.37732], [-25.597534, 152.38733], [-25.570557, 152.39734]]",11086,8,0.1224,2021-10-26 09:44:00
75,"[152.2378206118882, -25.660461034965042]",19.834,0.231,273.0,13.0,1184.222,279.297,Jump_12,2.43749,10:26:00,8,"[152.5768, -25.9574]","[130.0625, 73.4375, 65.125, 79.9375, 95.1875, 126.8125, 75.375, 35.375, 50.3125, 67.4375]","[51.4, 40.95, 26.0, 56.3625, 52.275, 60.075, 44.9562, 22.8563, 25.25, 29.725]","['10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00', '11:15:00']","[[-25.570557, 152.39734], [-25.552612, 152.3974], [-25.632263, 151.93842], [-25.605408, 151.97845], [-25.587341, 151.95862], [-25.560425, 151.96869], [-25.54242, 151.96881], [-25.524414, 151.95892], [-25.515198, 151.90912], [-25.497192, 151.89929]]",11170,-76,0.1233,2021-10-26 10:26:00
86,"[152.16342882909086, -25.56499207636364]",20.844,0.201,247.0,28.0,1020.192,403.549,Jump_13,3.18357,10:48:00,8,"[152.5768, -25.9574]","[95.1875, 126.8125, 75.375, 35.375, 50.3125, 67.4375, 45.9375, 33.5625, 35.5625, 44.5625]","[51.975, 59.8187, 44.9562, 22.8563, 25.25, 29.725, 26.625, 20.0875, 15.3, 21.8125]","['10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00', '11:15:00', '11:20:00', '11:25:00', '11:30:00', '11:35:00']","[[-25.587341, 151.95862], [-25.560425, 151.96869], [-25.54242, 151.96881], [-25.524414, 151.95892], [-25.515198, 151.90912], [-25.497192, 151.89929], [-25.372437, 152.2384], [-25.37262, 152.30804], [-25.300598, 152.26843], [-25.300598, 152.28833]]",11147,-53,0.123,2021-10-26 10:48:00
325,"[153.4696487142857, -27.230013928571434]",21.596,0.038,53.0,3.0,246.339,112.243,Jump_5,4.48549,12:40:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-26 12:40:00
332,"[153.56173274850306, -27.136316323353295]",8.325,0.767,158.0,9.0,871.059,243.408,Jump_6,2.61914,12:54:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-26 12:54:00
353,"[153.61218113966476, -27.25497919553072]",20.776,0.132,174.0,5.0,857.057,101.72,Jump_7,2.41446,13:36:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-10-26 13:36:00
914,"[147.8567726759259, -23.081330361111117]",21.201,0.076,99.0,9.0,382.128,87.338,Jump_2,3.45662,05:22:00,72,"[148.2392, -23.5498]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['05:22:00', '05:27:00', '05:32:00', '05:37:00', '05:42:00', '05:47:00', '05:52:00', '05:57:00', '06:02:00', '06:07:00', '06:12:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11400.0,-99.0,0.1258,2021-10-26 05:22:00
