,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
32,"[152.8293588902438, -28.123658249999995]",5.108,2.0,157.0,7.0,617.674,219.789,Jump_11,12.64433,11:54:00,66,"[153.24, -27.7178]","[23.0, 7.25, 4.4375, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[18.3438, 5.8312, 4.0875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['11:54:00', '12:00:00', '12:06:00', '12:12:00', '12:18:00', '12:24:00', '12:30:00', '12:36:00', '12:42:00']","[[-28.076843, 152.8017], [-28.067932, 152.83234], [-28.032043, 152.86304], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10871.0,113.0,0.12,2021-03-09 11:54:00
78,"[150.23068675000007, -30.84981035344828]",6.953,0.764,112.0,4.0,314.724,49.853,Jump_2,4.78963,06:14:00,69,"[150.1917, -31.0236]","[112.0, 137.5625, 126.8125, 163.6875, 242.5625, 235.0, 59.125, 38.1875, 43.625, 34.125]","[54.7188, 69.625, 66.4062, 51.75, 72.525, 77.4125, 34.5625, 21.75, 24.1875, 24.4438]","['06:15:00', '06:20:00', '06:25:00', '06:30:00', '06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00']","[[-30.834717, 150.19171], [-30.789795, 150.18121], [-30.780762, 150.21265], [-30.86145, 150.46411], [-30.852356, 150.50598], [-30.83429, 150.53735], [-30.825256, 150.54779], [-30.834106, 150.60016], [-30.824951, 150.65247], [-30.806885, 150.6629]]",10603.0,-58.0,0.117,2021-03-09 06:14:00
132,"[150.1039365641791, -30.705540429850743]",10.261,1.013,325.0,10.0,1088.873,157.76,Jump_6,17.96355,08:02:00,69,"[150.1917, -31.0236]","[66.0, 47.0, 23.6875, 20.375, 19.25, 12.9375, 12.1875, 10.3125, 6.125, 20.9375]","[27.5, 24.7562, 15.9875, 14.3875, 13.4875, 8.8125, 9.8625, 9.9375, 5.6375, 15.5]","['08:05:00', '08:10:00', '08:15:00', '08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00', '08:45:00', '08:50:00']","[[-30.672852, 150.12897], [-30.654846, 150.1394], [-30.645874, 150.16034], [-30.546936, 150.07684], [-30.52893, 150.11859], [-30.447998, 150.09784], [-30.537903, 150.31702], [-30.501831, 150.39001], [-30.483826, 150.41083], [-30.474731, 150.45258]]",10636.0,-91.0,0.1174,2021-03-09 08:02:00
223,"[152.71373528828826, -30.019753108108116]",11.732,0.513,218.0,4.0,609.662,28.538,Jump_0,4.76359,05:16:00,28,"[152.951, -29.622]","[86.625, 64.0625, 49.25, 131.8125, 46.5625]","[60.0, 34.4375, 33.0, 28.675, 23.4062]","['05:21:00', '05:31:00', '05:41:00', '05:51:00', '06:01:00']","[[-29.927551, 152.70197], [-29.84668, 152.74365], [-29.891724, 152.79541], [-29.621643, 152.64062], [-29.999695, 152.96136]]",10718.0,49.0,0.1183,2021-03-09 05:16:00
227,"[152.734236890411, -29.97249686643834]",10.843,0.791,280.0,12.0,849.242,169.104,Jump_1,2.38188,05:24:00,28,"[152.951, -29.622]","[64.0625, 49.25, 131.8125, 46.5625, 48.375]","[34.4375, 33.0, 28.675, 23.4062, 34.7563]","['05:31:00', '05:41:00', '05:51:00', '06:01:00', '06:11:00']","[[-29.84668, 152.74365], [-29.891724, 152.79541], [-29.621643, 152.64062], [-29.999695, 152.96136], [-29.603943, 152.79584]]",10719.0,48.0,0.1183,2021-03-09 05:24:00
252,"[152.8809167429578, -29.708687397887324]",15.535,0.375,265.0,19.0,863.739,219.873,Jump_2,4.52022,06:14:00,28,"[152.951, -29.622]","[23.125, 11.375, 73.3125, 461.3125, 118.6875]","[16.1875, 10.6188, 55.875, 135.125, 75.3938]","['06:21:00', '06:31:00', '06:41:00', '06:51:00', '07:01:00']","[[-29.549988, 152.82697], [-29.523071, 152.89935], [-29.487122, 152.99231], [-29.442078, 153.05426], [-29.388062, 153.10583]]",10722.0,45.0,0.1183,2021-03-09 06:14:00
422,"[152.8293588902438, -28.123658249999995]",5.108,2.0,157.0,7.0,617.674,219.789,Jump_9,12.64433,11:54:00,66,"[153.24, -27.7178]","[23.0, 7.25, 4.4375, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[18.3438, 5.8312, 4.0875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['11:54:00', '12:00:00', '12:06:00', '12:12:00', '12:18:00', '12:24:00', '12:30:00', '12:36:00', '12:42:00']","[[-28.076843, 152.8017], [-28.067932, 152.83234], [-28.032043, 152.86304], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10871.0,113.0,0.12,2021-03-09 11:54:00
454,"[147.74019472499995, -26.054522199999997]",2.392,2.226,37.0,3.0,191.625,57.585,Jump_0,2.23607,03:38:00,67,"[147.3492, -26.44]","[6.625, 'NaN', 3.5, 5.75, 'NaN', 'NaN', 8.125, 'NaN', 7.125, 5.75]","[6.275, 'NaN', 3.475, 5.6562, 'NaN', 'NaN', 8.0938, 'NaN', 6.4688, 5.3]","['03:40:00', '03:45:00', '03:50:00', '03:55:00', '04:00:00', '04:05:00', '04:10:00', '04:15:00', '04:20:00', '04:25:00']","[[-26.080017, 147.60956], 'NaN', [-26.043213, 147.90973], [-26.277039, 147.90082], 'NaN', 'NaN', [-26.311523, 148.21204], 'NaN', [-26.329468, 148.21216], [-26.320557, 148.20203]]",11052.0,-63.0,0.122,2021-03-09 03:38:00
641,"[150.23068675000007, -30.84981035344828]",6.953,0.764,112.0,4.0,314.724,49.853,Jump_4,4.78963,06:14:00,69,"[150.1917, -31.0236]","[112.0, 137.5625, 126.8125, 163.6875, 242.5625, 235.0, 59.125, 38.1875, 43.625, 34.125]","[54.7188, 69.625, 66.4062, 51.75, 72.525, 77.4125, 34.5625, 21.75, 24.1875, 24.4438]","['06:15:00', '06:20:00', '06:25:00', '06:30:00', '06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00']","[[-30.834717, 150.19171], [-30.789795, 150.18121], [-30.780762, 150.21265], [-30.86145, 150.46411], [-30.852356, 150.50598], [-30.83429, 150.53735], [-30.825256, 150.54779], [-30.834106, 150.60016], [-30.824951, 150.65247], [-30.806885, 150.6629]]",10603.0,-58.0,0.117,2021-03-09 06:14:00
695,"[150.1039365641791, -30.705540429850743]",10.261,1.013,325.0,10.0,1088.873,157.76,Jump_8,17.96355,08:02:00,69,"[150.1917, -31.0236]","[66.0, 47.0, 23.6875, 20.375, 19.25, 12.9375, 12.1875, 10.3125, 6.125, 20.9375]","[27.5, 24.7562, 15.9875, 14.3875, 13.4875, 8.8125, 9.8625, 9.9375, 5.6375, 15.5]","['08:05:00', '08:10:00', '08:15:00', '08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00', '08:45:00', '08:50:00']","[[-30.672852, 150.12897], [-30.654846, 150.1394], [-30.645874, 150.16034], [-30.546936, 150.07684], [-30.52893, 150.11859], [-30.447998, 150.09784], [-30.537903, 150.31702], [-30.501831, 150.39001], [-30.483826, 150.41083], [-30.474731, 150.45258]]",10636.0,-91.0,0.1174,2021-03-09 08:02:00
