,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
347,"[153.27670340983602, -28.13578188524591]",3.671,1.441,54.0,7.0,208.783,221.131,Jump_1,3.62659,03:58:00,66,"[153.24, -27.7178]","['NaN', 5.3125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 5.1188, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['04:00:00', '04:05:00', '04:10:00', '04:15:00', '04:20:00', '04:25:00', '04:30:00', '04:35:00', '04:40:00', '04:45:00']","['NaN', [-28.086487, 153.30115], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10976,8,0.1211,2021-12-23 03:58:00
357,"[152.86076869230766, -27.247786548076924]",11.436,0.253,96.0,8.0,477.869,186.46,Jump_2,6.02804,04:18:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-12-23 04:18:00
367,"[152.89815227564094, -27.182692980769218]",13.304,0.281,126.0,30.0,613.635,565.383,Jump_3,2.72935,04:38:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-12-23 04:38:00
400,"[152.7492181323528, -26.044945536764693]",3.195,4.24,131.0,5.0,594.373,24.84,Jump_4,3.16536,05:44:00,8,"[152.5768, -25.9574]","[30.5625, 9.375, 2.875, 2.9375, 15.8125, 'NaN', 17.1875, 9.0, 5.8125, 24.375]","[23.0688, 8.375, 2.875, 2.9375, 12.8875, 'NaN', 14.6875, 8.55, 5.1375, 18.1375]","['05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00', '06:10:00', '06:15:00', '06:20:00', '06:25:00', '06:30:00']","[[-26.047241, 152.72693], [-26.038269, 152.72693], [-26.029236, 152.73694], [-25.921326, 152.41681], [-25.912354, 152.41681], 'NaN', [-25.867493, 152.60681], [-25.840515, 152.60675], [-25.82251, 152.61676], [-25.741516, 152.46698]]",11079,15,0.1223,2021-12-23 05:44:00
421,"[152.6137504117647, -25.823489980392157]",3.165,1.621,42.0,9.0,229.738,156.862,Jump_5,2.40412,06:26:00,8,"[152.5768, -25.9574]","[24.375, 54.9375, 81.0, 61.5625, 80.875, 101.6875, 98.5625, 196.0625, 339.5625, 219.5625]","[18.0375, 44.8125, 54.15, 34.25, 40.5938, 44.425, 58.9875, 81.975, 120.0375, 142.65]","['06:30:00', '06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00']","[[-25.741516, 152.46698], [-25.741516, 152.45697], [-25.732544, 152.45703], [-25.696533, 152.44708], [-25.678528, 152.43707], [-25.660522, 152.42712], [-25.642578, 152.41718], [-25.624512, 152.38727], [-25.597534, 152.38733], [-25.570618, 152.40729]]",11100,-6,0.1225,2021-12-23 06:26:00
426,"[152.48664235922325, -25.73958678640778]",3.214,3.174,96.0,7.0,497.295,66.742,Jump_6,2.22051,06:36:00,8,"[152.5768, -25.9574]","[81.0, 61.5625, 80.875, 101.6875, 98.5625, 196.0625, 339.5625, 219.5625, 125.9375, 49.3125]","[54.15, 33.75, 40.5938, 44.425, 58.9875, 81.975, 120.0375, 142.65, 74.725, 33.2625]","['06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00']","[[-25.732544, 152.45703], [-25.696533, 152.44708], [-25.678528, 152.43707], [-25.660522, 152.42712], [-25.642578, 152.41718], [-25.624512, 152.38727], [-25.597534, 152.38733], [-25.570618, 152.40729], [-25.561523, 152.35748], [-25.525574, 152.3675]]",11141,-47,0.123,2021-12-23 06:36:00
434,"[152.45935480918726, -25.684107922261493]",5.328,3.173,275.0,8.0,1582.596,69.476,Jump_7,2.22321,06:52:00,8,"[152.5768, -25.9574]","[101.6875, 98.5625, 196.0625, 339.5625, 219.5625, 125.9375, 49.3125, 26.875, 21.25, 12.0625]","[44.425, 58.9875, 81.975, 120.0375, 142.65, 74.725, 33.2625, 16.1188, 17.4375, 8.525]","['06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00', '07:30:00', '07:35:00', '07:40:00']","[[-25.660522, 152.42712], [-25.642578, 152.41718], [-25.624512, 152.38727], [-25.597534, 152.38733], [-25.570618, 152.40729], [-25.561523, 152.35748], [-25.525574, 152.3675], [-25.615051, 152.14795], [-25.489624, 152.39746], [-25.498596, 152.38751]]",11128,-34,0.1228,2021-12-23 06:52:00
438,"[152.4289995846154, -25.652143107692307]",5.143,4.693,352.0,38.0,2013.392,442.775,Jump_8,2.36529,07:00:00,8,"[152.5768, -25.9574]","[98.5625, 196.0625, 339.5625, 219.5625, 125.9375, 49.3125, 26.875, 21.25, 12.0625, 30.375, 125.75]","[58.9875, 81.975, 120.0375, 142.65, 74.725, 33.2625, 16.1188, 17.4375, 8.525, 24.9875, 86.675]","['07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00', '07:30:00', '07:35:00', '07:40:00', '07:45:00', '07:50:00']","[[-25.642578, 152.41718], [-25.624512, 152.38727], [-25.597534, 152.38733], [-25.570618, 152.40729], [-25.561523, 152.35748], [-25.525574, 152.3675], [-25.615051, 152.14795], [-25.489624, 152.39746], [-25.498596, 152.38751], [-25.569946, 152.10822], [-25.55188, 152.08838]]",11142,-48,0.123,2021-12-23 07:00:00
465,"[152.12648011034483, -25.52133571034482]",5.814,1.365,138.0,7.0,774.22,78.541,Jump_9,5.09721,07:54:00,8,"[152.5768, -25.9574]","[151.375, 61.3125, 69.5625, 103.0625, 153.9375, 238.0625, 108.625, 33.5625, 5.4375, 'NaN']","[107.875, 46.275, 46.15, 67.6563, 96.7875, 119.2813, 71.5, 23.95, 5.025, 'NaN']","['07:55:00', '08:00:00', '08:05:00', '08:10:00', '08:15:00', '08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00']","[[-25.524902, 152.0885], [-25.506958, 152.09851], [-25.479858, 152.06873], [-25.461853, 152.05884], [-25.443848, 152.04895], [-25.425781, 152.03906], [-25.407837, 152.03918], [-25.389893, 152.0492], [-25.362915, 152.05927], 'NaN']",11167,-73,0.1233,2021-12-23 07:54:00
950,"[153.27670340983602, -28.13578188524591]",3.671,1.441,54.0,7.0,208.783,221.131,Jump_1,3.62659,03:58:00,66,"[153.24, -27.7178]","['NaN', 5.3125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 5.1188, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['04:00:00', '04:05:00', '04:10:00', '04:15:00', '04:20:00', '04:25:00', '04:30:00', '04:35:00', '04:40:00', '04:45:00']","['NaN', [-28.086487, 153.30115], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10976,8,0.1211,2021-12-23 03:58:00
