,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
4,"[153.46161094974872, -27.113750266331667]",4.123,3.727,195.0,4.0,549.715,72.129,Jump_2,2.48616,22:12:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-02-23 22:12:00
9,"[153.449591258117, -27.114499965909108]",4.798,8.517,602.0,14.0,1880.691,229.291,Jump_3,2.64733,22:22:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-02-23 22:22:00
144,"[152.64496679888254, -29.176076091480475]",60.738,0.124,1332.0,100.0,7506.397,1607.303,Jump_4,2.45932,04:42:00,28,"[152.951, -29.622]","[104.4375, 324.1875, 74.625, 51.5625, 29.875]","[49.3875, 58.4562, 39.0, 32.0625, 23.6875]","['04:51:00', '05:01:00', '05:11:00', '05:21:00', '05:31:00']","[[-29.504639, 152.59967], [-29.504822, 152.672], [-29.49524, 152.4654], [-29.37909, 153.08514], [-29.361084, 153.13672]]",10831,-64,0.1195,2021-02-23 04:42:00
235,"[152.81326620118338, -28.013275908284005]",62.145,0.056,510.0,166.0,4324.183,3440.42,Jump_6,2.03065,07:46:00,50,"[152.539, -27.608]","[18.1875, 20.4375, 'NaN', 20.4375, 11.375]","[10.0625, 10.9312, 'NaN', 11.275, 5.9125]","['07:51:00', '08:01:00', '08:15:00', '08:21:00', '08:31:00']","[[-28.074158, 153.18115], [-27.545044, 152.45789], 'NaN', [-27.518066, 152.539], [-27.518066, 152.5694]]",10935,54,0.1207,2021-02-23 07:46:00
250,"[152.74290132400003, -27.676336039999985]",42.853,0.043,182.0,68.0,1567.627,1501.616,Jump_7,2.01977,08:16:00,50,"[152.539, -27.608]","[38.8125, 82.1875, 7.625, 15.6875, 9.8125]","[18.3125, 21.8438, 5.5813, 12.2188, 7.75]","['08:21:00', '08:31:00', '08:41:00', '08:51:00', '09:01:00']","[[-27.500061, 152.5086], [-27.40094, 152.79224], [-27.454346, 152.99506], [-27.427063, 153.08612], [-27.301636, 152.94385]]",10988,1,0.1213,2021-02-23 08:16:00
266,"[153.13505900000007, -27.707494276381905]",48.196,0.027,156.0,43.0,1344.383,657.221,Jump_8,2.58716,08:48:00,66,"[153.24, -27.7178]","[9.8125, 17.1875, 12.625, 11.375, 9.5, 25.3125, 10.875, 4.5, 7.5]","[6.8125, 12.1875, 7.6, 7.85, 7.0, 13.9625, 10.0312, 4.125, 6.775]","['08:48:00', '08:54:00', '09:00:00', '09:06:00', '09:12:00', '09:18:00', '09:24:00', '09:30:00', '09:36:00']","[[-27.42096, 153.07788], [-27.843445, 153.49426], [-27.86139, 153.53497], [-27.663696, 153.45325], [-27.276917, 152.98706], [-27.21399, 152.99731], [-27.21399, 153.01752], [-27.528625, 153.53412], [-27.241028, 153.42206]]",10899,85,0.1203,2021-02-23 08:48:00
281,"[153.16181280912872, -27.37647223236515]",31.803,0.076,176.0,65.0,1399.586,1382.918,Jump_9,2.02296,09:18:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-02-23 09:18:00
531,"[152.74290132400003, -27.676336039999985]",42.853,0.043,182.0,68.0,1567.627,1501.616,Jump_0,17.42073,08:16:00,50,"[152.539, -27.608]","[38.8125, 82.1875, 7.625, 15.6875, 9.8125]","[18.3125, 21.8438, 5.5813, 12.2188, 7.75]","['08:21:00', '08:31:00', '08:41:00', '08:51:00', '09:01:00']","[[-27.500061, 152.5086], [-27.40094, 152.79224], [-27.454346, 152.99506], [-27.427063, 153.08612], [-27.301636, 152.94385]]",10988,1,0.1213,2021-02-23 08:16:00
547,"[153.13505900000007, -27.707494276381905]",48.196,0.027,156.0,43.0,1344.383,657.221,Jump_1,2.58716,08:48:00,66,"[153.24, -27.7178]","[9.8125, 17.1875, 12.625, 11.375, 9.5, 25.3125, 10.875, 4.5, 7.5]","[6.8125, 12.1875, 7.6, 7.85, 7.0, 13.9625, 10.0312, 4.125, 6.775]","['08:48:00', '08:54:00', '09:00:00', '09:06:00', '09:12:00', '09:18:00', '09:24:00', '09:30:00', '09:36:00']","[[-27.42096, 153.07788], [-27.843445, 153.49426], [-27.86139, 153.53497], [-27.663696, 153.45325], [-27.276917, 152.98706], [-27.21399, 152.99731], [-27.21399, 153.01752], [-27.528625, 153.53412], [-27.241028, 153.42206]]",10899,85,0.1203,2021-02-23 08:48:00
562,"[153.16181280912872, -27.37647223236515]",31.803,0.076,176.0,65.0,1399.586,1382.918,Jump_2,2.02296,09:18:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-02-23 09:18:00
