,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
206,"[150.16779926732673, -29.593088603960396]",4.808,1.391,101.0,0.0,283.971,0.0,Jump_13,3.91569,14:32:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['14:36:00', '14:41:00', '14:46:00', '14:51:00', '14:56:00', '15:01:00', '15:06:00', '15:11:00', '15:16:00', '15:21:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10846.0,-79.0,0.1197,2021-12-26 14:32:00
217,"[150.1222778382353, -29.572741455882365]",16.979,0.075,64.0,4.0,245.198,121.265,Jump_14,3.94968,14:54:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['14:56:00', '15:01:00', '15:06:00', '15:11:00', '15:16:00', '15:21:00', '15:26:00', '15:31:00', '15:36:00', '15:41:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10723.0,44.0,0.1184,2021-12-26 14:54:00
222,"[150.08582787096768, -29.55050307526883]",19.276,0.08,89.0,4.0,329.787,53.287,Jump_15,2.36383,15:04:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['15:06:00', '15:11:00', '15:16:00', '15:21:00', '15:26:00', '15:31:00', '15:36:00', '15:41:00', '15:46:00', '15:51:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10767.0,0.0,0.1188,2021-12-26 15:04:00
252,"[149.86913698666666, -29.182516946666656]",3.434,2.024,74.0,1.0,272.399,11.775,Jump_16,2.03977,16:06:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 3.4375, 3.625, 'NaN', 6.125, 2.8125, 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 3.4375, 3.625, 'NaN', 5.3, 2.8125, 'NaN', 'NaN', 'NaN']","['16:06:00', '16:11:00', '16:16:00', '16:21:00', '16:26:00', '16:31:00', '16:36:00', '16:41:00', '16:46:00', '16:51:00', '16:56:00']","['NaN', 'NaN', 'NaN', [-29.121582, 149.83582], [-29.130554, 149.84613], 'NaN', [-29.11261, 149.85638], [-29.11261, 149.85638], 'NaN', 'NaN', 'NaN']",10772.0,-5.0,0.1189,2021-12-26 16:06:00
260,"[149.86192613761466, -29.15210276146788]",4.439,1.761,101.0,8.0,293.129,182.099,Jump_17,2.75504,16:22:00,53,"[149.8461, -29.4903]","[3.625, 'NaN', 6.125, 2.8125, 'NaN', 'NaN', 'NaN', 5.0625, 9.6875, 9.1875]","[3.625, 'NaN', 5.3, 2.8125, 'NaN', 'NaN', 'NaN', 4.9875, 9.125, 8.05]","['16:26:00', '16:31:00', '16:36:00', '16:41:00', '16:46:00', '16:51:00', '16:56:00', '17:01:00', '17:06:00', '17:11:00']","[[-29.130554, 149.84613], 'NaN', [-29.11261, 149.85638], [-29.11261, 149.85638], 'NaN', 'NaN', 'NaN', [-29.049622, 149.8667], [-29.049622, 149.8667], [-29.049622, 149.87695]]",10868.0,-101.0,0.12,2021-12-26 16:22:00
280,"[149.92483040123463, -29.124938191358023]",7.042,1.04,153.0,9.0,505.107,224.746,Jump_18,3.96751,17:02:00,53,"[149.8461, -29.4903]","[9.6875, 9.1875, 3.9375, 'NaN', 10.6875, 15.0, 10.125, 4.75, 'NaN', 'NaN']","[9.125, 8.05, 3.875, 'NaN', 9.825, 11.75, 8.7938, 4.575, 'NaN', 'NaN']","['17:06:00', '17:11:00', '17:16:00', '17:21:00', '17:26:00', '17:31:00', '17:36:00', '17:41:00', '17:46:00', '17:51:00']","[[-29.049622, 149.8667], [-29.049622, 149.87695], [-29.04065, 149.87695], 'NaN', [-29.0766, 149.78436], [-29.067627, 149.78436], [-29.067627, 149.78436], [-29.058594, 149.79468], 'NaN', 'NaN']",10833.0,-66.0,0.1196,2021-12-26 17:02:00
534,"[150.16779926732673, -29.593088603960396]",4.808,1.391,101.0,0.0,283.971,0.0,Jump_13,3.91569,14:32:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['14:36:00', '14:41:00', '14:46:00', '14:51:00', '14:56:00', '15:01:00', '15:06:00', '15:11:00', '15:16:00', '15:21:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10846.0,-79.0,0.1197,2021-12-26 14:32:00
545,"[150.1222778382353, -29.572741455882365]",16.979,0.075,64.0,4.0,245.198,121.265,Jump_14,3.94968,14:54:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['14:56:00', '15:01:00', '15:06:00', '15:11:00', '15:16:00', '15:21:00', '15:26:00', '15:31:00', '15:36:00', '15:41:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10723.0,44.0,0.1184,2021-12-26 14:54:00
550,"[150.08582787096768, -29.55050307526883]",19.276,0.08,89.0,4.0,329.787,53.287,Jump_15,2.36383,15:04:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['15:06:00', '15:11:00', '15:16:00', '15:21:00', '15:26:00', '15:31:00', '15:36:00', '15:41:00', '15:46:00', '15:51:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10767.0,0.0,0.1188,2021-12-26 15:04:00
580,"[149.86913698666666, -29.182516946666656]",3.434,2.024,74.0,1.0,272.399,11.775,Jump_16,2.03977,16:06:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 'NaN', 3.4375, 3.625, 'NaN', 6.125, 2.8125, 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 3.4375, 3.625, 'NaN', 5.3, 2.8125, 'NaN', 'NaN', 'NaN']","['16:06:00', '16:11:00', '16:16:00', '16:21:00', '16:26:00', '16:31:00', '16:36:00', '16:41:00', '16:46:00', '16:51:00', '16:56:00']","['NaN', 'NaN', 'NaN', [-29.121582, 149.83582], [-29.130554, 149.84613], 'NaN', [-29.11261, 149.85638], [-29.11261, 149.85638], 'NaN', 'NaN', 'NaN']",10772.0,-5.0,0.1189,2021-12-26 16:06:00
