,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
1197,"[152.59242247058825, -29.29625254901961]",9.083,0.197,6.0,45.0,60.558,816.748,Jump_5,2.17022,16:10:00,28,"[152.951, -29.622]","[15.875, 'NaN', 4.4375, 10.5625, 7.8125]","[10.0, 'NaN', 4.35, 8.5875, 6.5375]","['16:11:00', '16:21:00', '16:31:00', '16:41:00', '16:51:00']","[[-29.244019, 152.68304], 'NaN', [-29.172302, 152.89948], [-29.154297, 153.0437], [-29.361206, 152.99225]]",10746.0,21.0,0.1186,2021-12-08 16:10:00
1237,"[153.3660353253012, -29.337752686747]",14.442,0.127,18.0,65.0,171.362,1290.064,Jump_6,2.81763,17:30:00,28,"[152.951, -29.622]","[17.125, 4.875, 13.5625, 23.75, 8.75]","[14.1875, 4.3125, 10.8313, 21.4375, 7.4375]","['17:31:00', '17:41:00', '17:51:00', '18:01:00', '18:11:00']","[[-29.369263, 153.44635], [-29.350769, 153.57007], [-29.332397, 153.65247], [-29.485168, 153.6742], [-29.493896, 153.71558]]",10836.0,-69.0,0.1196,2021-12-08 17:30:00
1450,"[149.7221115910379, -30.79007158026094]",37.008,0.41,1659.0,104.0,8036.237,1782.248,Jump_2,2.62999,08:20:00,69,"[150.1917, -31.0236]","[138.5, 159.5, 154.875, 92.8125, 69.375, 43.6875, 12.125, 16.25, 20.5, 23.5, 53.375]","[38.4125, 48.25, 40.9125, 27.65, 26.4625, 16.3875, 8.0562, 10.2812, 9.7125, 11.5875, 17.2563]","['08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00', '08:45:00', '08:50:00', '08:55:00', '09:00:00', '09:05:00', '09:10:00']","[[-30.708252, 149.79425], [-31.086426, 150.00269], [-30.57373, 149.95148], [-31.122498, 150.07617], [-31.13147, 150.10767], [-31.05957, 150.13922], [-30.80774, 150.07654], [-30.942688, 150.19171], [-30.942688, 150.20221], [-30.321716, 149.86871], [-30.339722, 149.87909]]",10560.0,-15.0,0.1166,2021-12-08 08:20:00
1457,"[149.80822050824895, -30.810761033629458]",35.204,0.405,1516.0,60.0,6943.581,978.364,Jump_3,3.46494,08:34:00,69,"[150.1917, -31.0236]","[92.8125, 69.375, 43.6875, 12.125, 16.25, 58.125, 49.3125, 53.375, 28.6875, 43.0625]","[27.575, 26.3875, 16.3375, 8.0312, 9.6938, 22.8438, 19.2375, 13.2875, 16.9, 20.375]","['08:35:00', '08:40:00', '08:45:00', '08:50:00', '08:55:00', '09:00:00', '09:05:00', '09:10:00', '09:15:00', '09:20:00']","[[-31.122498, 150.07617], [-31.13147, 150.10767], [-31.05957, 150.13922], [-30.80774, 150.07654], [-30.942688, 150.19171], [-31.05957, 150.2652], [-31.077515, 150.2862], [-30.339722, 149.87909], [-30.816711, 150.30688], [-30.510986, 150.14996]]",10684.0,-139.0,0.1179,2021-12-08 08:34:00
1471,"[149.98423850383634, -30.73284365025576]",36.812,0.367,1474.0,90.0,6516.408,1592.908,Jump_4,3.59338,09:02:00,69,"[150.1917, -31.0236]","[49.3125, 53.375, 29.6875, 45.5625, 51.625, 28.9375, 16.875, 23.6875, 11.9375, 6.4375]","[20.1875, 18.4438, 17.35, 20.3, 22.7688, 13.4875, 11.3875, 18.0125, 9.5938, 6.25]","['09:05:00', '09:10:00', '09:15:00', '09:20:00', '09:25:00', '09:30:00', '09:35:00', '09:40:00', '09:45:00', '09:50:00']","[[-31.077515, 150.2862], [-30.339722, 149.87909], [-30.834656, 150.31738], [-30.825623, 150.36975], [-30.39392, 149.99359], [-30.86145, 150.45361], [-30.924377, 150.47473], [-30.259094, 150.04596], [-30.430054, 150.13953], [-30.348999, 150.36884]]",10585.0,-40.0,0.1168,2021-12-08 09:02:00
1498,"[150.31244747699762, -30.616514753026603]",60.742,0.071,778.0,48.0,3551.705,1043.568,Jump_5,2.02598,09:56:00,69,"[150.1917, -31.0236]","[46.6875, 62.0625, 70.9375, 10.5, 17.625, 34.125, 56.8125, 19.9375, 16.125, 8.375]","[24.775, 55.0188, 54.9062, 9.2812, 12.6563, 20.5625, 26.7812, 15.7375, 13.8312, 7.6562]","['10:00:00', '10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00']","[[-31.112305, 150.75891], [-31.085083, 150.81128], [-31.11206, 150.81146], [-30.151245, 150.19171], [-30.16925, 150.21252], [-30.178223, 150.24371], [-30.196167, 150.27496], [-30.141846, 150.52448], [-30.150757, 150.54529], [-30.159729, 150.56616]]",10656.0,-111.0,0.1176,2021-12-08 09:56:00
1555,"[150.1070284878049, -29.989045219512185]",4.2,0.74,41.0,0.0,270.228,0.0,Jump_8,2.12959,12:32:00,53,"[149.8461, -29.4903]","[101.0625, 79.0625, 32.0625, 18.4375, 17.25, 20.25, 3.0625, 8.25, 'NaN', 22.125]","[49.525, 39.8125, 23.4, 14.0, 16.7375, 14.5, 3.05, 7.7438, 'NaN', 16.1062]","['12:36:00', '12:41:00', '12:46:00', '12:51:00', '12:56:00', '13:01:00', '13:06:00', '13:11:00', '13:16:00', '13:21:00']","[[-30.029602, 150.11615], [-30.056519, 150.1474], [-30.083435, 150.18909], [-29.984253, 150.27179], [-29.993103, 150.31335], [-29.992981, 150.34454], [-30.001831, 150.38611], [-29.956299, 150.51044], 'NaN', [-29.992249, 150.51062]]",10790.0,-23.0,0.1191,2021-12-08 12:32:00
1662,"[152.59242247058825, -29.29625254901961]",9.083,0.197,6.0,45.0,60.558,816.748,Jump_16,2.17022,16:10:00,28,"[152.951, -29.622]","[15.875, 'NaN', 4.4375, 10.5625, 7.8125]","[10.0, 'NaN', 4.35, 8.5875, 6.5375]","['16:11:00', '16:21:00', '16:31:00', '16:41:00', '16:51:00']","[[-29.244019, 152.68304], 'NaN', [-29.172302, 152.89948], [-29.154297, 153.0437], [-29.361206, 152.99225]]",10746.0,21.0,0.1186,2021-12-08 16:10:00
1702,"[153.3660353253012, -29.337752686747]",14.442,0.127,18.0,65.0,171.362,1290.064,Jump_17,2.81763,17:30:00,28,"[152.951, -29.622]","[17.125, 4.875, 13.5625, 23.75, 8.75]","[14.1875, 4.3125, 10.8313, 21.4375, 7.4375]","['17:31:00', '17:41:00', '17:51:00', '18:01:00', '18:11:00']","[[-29.369263, 153.44635], [-29.350769, 153.57007], [-29.332397, 153.65247], [-29.485168, 153.6742], [-29.493896, 153.71558]]",10836.0,-69.0,0.1196,2021-12-08 17:30:00
3934,"[153.09974606153844, -27.290882661538465]",10.017,0.206,45.0,20.0,446.24,445.24,Jump_0,5.23497,06:08:00,43,"[153.13, -27.392]",No_File,No_File,No_File,No_File,No_File,No_File,No_File,2021-12-08 06:08:00
