,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
78,"[150.23567790415348, -30.90462219488814]",40.604,0.121,580.0,46.0,1876.573,763.27,Jump_16,14.07809,13:38:00,69,"[150.1917, -31.0236]","[22.875, 15.4375, 9.125, 54.875, 23.0625, 8.875, 'NaN', 5.0, 3.3125, 12.75]","[13.175, 12.5, 7.8, 33.6875, 17.4938, 8.2688, 'NaN', 4.95, 3.2688, 10.3438]","['13:40:00', '13:45:00', '13:50:00', '13:55:00', '14:00:00', '14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00']","[[-30.843506, 149.9403], [-30.528992, 150.14996], [-30.564941, 150.2857], [-30.582886, 150.31708], [-30.56488, 150.32745], [-30.60083, 150.35889], 'NaN', [-30.717712, 150.34863], [-30.45697, 150.33777], [-30.492737, 150.46307]]",10580.0,-35.0,0.1168,2021-12-07 13:38:00
238,"[152.63182117910446, -29.957399761194022]",11.811,0.153,62.0,5.0,196.753,61.63,Jump_20,4.62966,19:08:00,28,"[152.951, -29.622]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['19:11:00', '19:21:00', '19:31:00', '19:41:00', '19:51:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10731.0,36.0,0.1184,2021-12-07 19:08:00
496,"[149.84264465789474, -29.603729991228068]",8.129,0.549,108.0,6.0,477.576,136.331,Jump_7,2.54621,12:12:00,53,"[149.8461, -29.4903]","['NaN', 'NaN', 11.6875, 16.6875, 18.4375, 19.1875, 21.9375, 6.0625, 3.375, 26.4375]","['NaN', 'NaN', 10.4375, 12.1875, 13.6, 14.0, 12.5625, 5.65, 3.3188, 17.8125]","['12:16:00', '12:21:00', '12:26:00', '12:31:00', '12:36:00', '12:41:00', '12:46:00', '12:51:00', '12:56:00', '13:01:00']","['NaN', 'NaN', [-29.76001, 149.69073], [-29.778015, 149.70105], [-29.79602, 149.70099], [-29.814026, 149.72174], [-29.706055, 149.70117], [-29.751038, 149.7218], [-29.787048, 149.75287], [-29.814026, 149.78394]]",10712.0,55.0,0.1182,2021-12-07 12:12:00
500,"[149.88409267010317, -29.623186051546398]",7.869,0.997,180.0,14.0,743.689,240.045,Jump_8,2.6844,12:20:00,53,"[149.8461, -29.4903]","['NaN', 11.6875, 16.6875, 18.4375, 19.1875, 21.9375, 6.0625, 3.375, 26.4375, 10.1875]","['NaN', 10.4375, 12.1875, 13.6, 14.0, 12.5625, 5.65, 3.3188, 17.8125, 9.5625]","['12:21:00', '12:26:00', '12:31:00', '12:36:00', '12:41:00', '12:46:00', '12:51:00', '12:56:00', '13:01:00', '13:06:00']","['NaN', [-29.76001, 149.69073], [-29.778015, 149.70105], [-29.79602, 149.70099], [-29.814026, 149.72174], [-29.706055, 149.70117], [-29.751038, 149.7218], [-29.787048, 149.75287], [-29.814026, 149.78394], [-29.832031, 149.79425]]",10711.0,56.0,0.1182,2021-12-07 12:20:00
541,"[150.20454258556154, -30.680605852941174]",56.455,0.075,712.0,36.0,2333.729,526.146,Jump_11,2.05319,13:42:00,69,"[150.1917, -31.0236]","[15.4375, 9.125, 54.875, 23.0625, 8.875, 'NaN', 5.0, 3.3125, 12.75, 26.0625]","[12.425, 6.0563, 31.4938, 15.9438, 8.2688, 'NaN', 4.95, 3.2688, 10.3438, 24.1875]","['13:45:00', '13:50:00', '13:55:00', '14:00:00', '14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00']","[[-30.528992, 150.14996], [-30.564941, 150.2857], [-30.582886, 150.31708], [-30.56488, 150.32745], [-30.60083, 150.35889], 'NaN', [-30.717712, 150.34863], [-30.45697, 150.33777], [-30.492737, 150.46307], [-30.510681, 150.48395]]",10610.0,-65.0,0.1171,2021-12-07 13:42:00
699,"[152.63182117910446, -29.957399761194022]",11.811,0.153,62.0,5.0,196.753,61.63,Jump_15,4.62966,19:08:00,28,"[152.951, -29.622]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['19:11:00', '19:21:00', '19:31:00', '19:41:00', '19:51:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10731.0,36.0,0.1184,2021-12-07 19:08:00
766,"[150.20454258556154, -30.680605852941174]",56.455,0.075,712.0,36.0,2333.729,526.146,Jump_2,2.05319,13:42:00,69,"[150.1917, -31.0236]","[15.4375, 9.125, 54.875, 23.0625, 8.875, 'NaN', 5.0, 3.3125, 12.75, 26.0625]","[12.425, 6.0563, 31.4938, 15.9438, 8.2688, 'NaN', 4.95, 3.2688, 10.3438, 24.1875]","['13:45:00', '13:50:00', '13:55:00', '14:00:00', '14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00']","[[-30.528992, 150.14996], [-30.564941, 150.2857], [-30.582886, 150.31708], [-30.56488, 150.32745], [-30.60083, 150.35889], 'NaN', [-30.717712, 150.34863], [-30.45697, 150.33777], [-30.492737, 150.46307], [-30.510681, 150.48395]]",10610.0,-65.0,0.1171,2021-12-07 13:42:00
924,"[152.63182117910446, -29.957399761194022]",11.811,0.153,62.0,5.0,196.753,61.63,Jump_6,4.62966,19:08:00,28,"[152.951, -29.622]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['19:11:00', '19:21:00', '19:31:00', '19:41:00', '19:51:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10731.0,36.0,0.1184,2021-12-07 19:08:00
956,"[152.63182117910446, -29.957399761194022]",11.811,0.153,62.0,5.0,196.753,61.63,Jump_0,4.12439,19:08:00,28,"[152.951, -29.622]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['19:11:00', '19:21:00', '19:31:00', '19:41:00', '19:51:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10731.0,36.0,0.1184,2021-12-07 19:08:00
1286,"[149.8486874414892, -31.147270234042566]",47.28,0.08,539.0,25.0,1799.65,382.702,Jump_16,2.12667,12:24:00,69,"[150.1917, -31.0236]","[67.4375, 24.125, 33.75, 26.9375, 35.3125, 25.5, 35.3125, 97.0, 24.5, 7.25]","[28.6875, 17.575, 8.675, 13.85, 15.6125, 17.375, 22.4688, 48.775, 19.3125, 5.1]","['12:25:00', '12:30:00', '12:35:00', '12:40:00', '12:45:00', '12:50:00', '12:55:00', '13:00:00', '13:05:00', '13:10:00']","[[-31.194458, 150.18121], [-31.230469, 150.19171], [-30.843506, 149.9508], [-30.852722, 150.12885], [-30.843628, 150.02411], [-30.779541, 149.62646], [-30.72583, 149.68951], [-30.752869, 149.69983], [-30.75293, 149.71033], [-30.690125, 149.76294]]",10530.0,15.0,0.1162,2021-12-07 12:24:00
