0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,69,449,0,0,0,0,0,0,0,0,0,0,0,0,0
416,61,456,0,0,0,0,0,0,0,0,0,0,0,0,0
442,84,394,0,0,0,0,0,0,0,0,0,0,0,0,0
365,111,381,0,0,0,0,0,0,0,0,0,0,0,0,0
313,100,462,0,0,0,0,0,0,0,0,0,0,0,0,0
275,103,546,0,0,0,0,0,0,0,0,0,0,0,0,0
234,117,483,0,0,0,0,0,0,0,0,0,0,0,0,0
251,100,518,0,0,0,0,0,0,0,0,0,0,0,0,0
214,84,490,0,0,0,0,0,0,0,0,0,0,0,0,0
255,107,498,0,0,0,0,0,0,0,0,0,0,0,0,0
195,140,517,0,0,0,0,0,0,0,0,0,0,0,0,0
136,147,615,0,0,0,0,0,0,0,0,0,0,0,0,0
160,142,570,0,0,0,0,0,0,0,0,0,0,0,0,0
119,75,575,0,0,0,0,0,0,0,0,0,0,0,0,0
120,58,560,0,0,0,0,0,0,0,0,0,0,0,0,0
91,31,604,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,533,24,0,0,0,0,0,0,0,0,0,0,0,0
105,0,530,40,0,0,0,0,0,0,0,0,0,0,0,0
85,0,541,24,0,0,0,0,0,0,0,0,0,0,0,0
91,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0
43,517,517,0,0,0,0,0,0,0,0,0,0,0,0,0
45,621,621,0,0,0,0,0,0,0,0,0,0,0,0,0
80,613,613,0,0,0,0,0,0,0,0,0,0,0,0,0
56,563,563,0,0,0,0,0,0,0,0,0,0,0,0,0
65,504,504,0,0,0,0,0,0,0,0,0,0,0,0,0
104,563,563,24,0,0,0,0,0,0,0,0,0,0,0,0
86,556,556,22,0,0,0,0,0,0,0,0,0,0,0,0
60,561,561,0,0,0,0,0,0,0,0,0,0,0,0,0
54,564,564,0,0,0,0,0,0,0,0,0,0,0,0,0
30,548,548,0,0,0,0,0,0,0,0,0,0,0,0,0
36,570,570,0,0,0,0,0,0,0,0,0,0,0,0,0
33,601,601,25,0,0,0,0,0,0,0,0,0,0,0,0
0,579,579,40,0,0,0,0,0,0,0,0,0,0,0,0
0,507,507,0,0,0,0,0,0,0,0,0,0,0,0,0
0,494,494,42,0,0,0,0,0,0,0,0,0,0,0,0
0,558,558,43,0,0,0,0,0,0,0,0,0,0,0,0
22,503,503,26,0,0,0,0,0,0,0,0,0,0,0,0
0,456,456,0,0,0,0,0,0,0,0,0,0,0,0,0
0,479,479,0,0,0,0,0,0,0,0,0,0,0,0,0
0,481,481,0,0,0,0,0,0,0,0,0,0,0,0,0
0,414,414,41,0,0,0,0,0,0,0,0,0,0,0,0
0,375,375,0,0,0,0,0,0,0,0,0,0,0,0,0
0,379,379,0,0,0,0,0,0,0,0,0,0,0,0,0
0,340,340,0,0,0,0,0,0,0,0,0,0,0,0,0
0,321,321,0,0,0,0,0,0,0,0,0,0,0,0,0
0,367,367,0,0,0,0,0,0,0,0,0,0,0,0,0
0,342,342,0,0,0,0,0,0,0,0,0,0,0,0,0
0,325,325,21,0,0,0,0,0,0,0,0,0,0,0,0
0,318,318,0,0,0,0,0,0,0,0,0,0,0,0,0
0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0
0,322,322,21,0,0,0,0,0,0,0,0,0,0,0,0
0,327,327,28,0,0,0,0,0,0,0,0,0,0,0,0
0,291,291,31,54,0,0,0,0,0,0,0,0,0,0,0
0,273,273,34,62,0,0,0,0,0,0,0,0,0,0,0
0,236,236,41,53,0,0,0,0,0,0,0,0,0,0,0
0,261,261,44,47,0,0,0,0,0,0,0,0,0,0,0
0,226,226,40,45,0,0,0,0,0,0,0,0,0,0,0
0,222,222,42,71,0,0,0,0,0,0,0,0,0,0,0
0,179,179,51,242,0,0,0,0,0,0,0,0,0,0,0
0,183,183,55,239,0,0,0,0,0,0,0,0,0,0,0
0,192,192,48,288,0,0,0,0,0,0,0,0,0,0,0
0,179,179,51,279,0,0,0,0,0,0,0,0,0,0,0
0,147,147,57,296,0,0,0,0,0,0,0,0,0,0,0
0,124,124,58,370,0,0,0,0,0,0,0,0,0,0,0
0,120,120,57,285,0,0,0,0,0,0,0,0,0,0,0
0,124,124,54,358,0,0,0,0,0,0,0,0,0,0,0
0,120,120,55,220,0,0,0,0,0,0,0,0,0,0,0
0,129,129,69,301,0,0,0,0,0,0,0,0,0,0,0
0,110,110,45,234,0,0,0,0,0,0,0,0,0,0,0
0,127,127,42,286,0,0,0,0,0,0,0,0,0,0,0
0,121,121,54,200,0,0,0,0,0,0,0,0,0,0,0
0,126,126,60,217,0,0,0,0,0,0,0,0,0,0,0
0,70,70,65,282,0,0,0,0,0,0,0,0,0,0,0
0,80,80,55,308,0,0,0,0,0,0,0,0,0,0,0
0,107,107,80,278,0,0,0,0,0,0,0,0,0,0,0
0,112,112,77,354,0,0,0,0,0,0,0,0,0,0,0
0,115,115,66,367,0,0,0,0,0,0,0,0,0,0,0
0,130,130,73,444,0,0,0,0,0,0,0,0,0,0,0
0,131,131,50,381,0,0,0,0,0,0,0,0,0,0,0
0,92,92,44,364,0,0,0,0,0,0,0,0,0,0,0
0,113,113,47,334,0,0,0,0,0,0,0,0,0,0,0
0,113,113,52,274,0,0,0,0,0,0,0,0,0,0,0
0,100,100,33,276,0,0,0,0,0,0,0,0,0,0,0
0,87,87,40,240,0,0,0,0,0,0,0,0,0,0,0
0,77,77,41,235,0,0,0,0,0,0,0,0,0,0,0
0,71,71,35,213,0,0,0,0,0,0,0,0,0,0,0
0,61,61,50,163,0,0,0,0,0,0,0,0,0,0,0
0,82,82,72,177,0,0,0,0,0,0,0,0,0,0,0
0,49,49,100,402,0,0,0,0,0,0,0,0,0,0,0
0,48,48,139,274,0,0,0,0,0,0,0,0,0,0,0
0,46,46,175,182,0,0,0,0,0,0,0,0,0,0,0
0,35,35,156,200,0,0,0,0,0,0,0,0,0,0,0
0,41,41,167,137,0,0,0,0,0,0,0,0,0,0,0
0,23,23,181,111,0,0,0,0,0,0,0,0,0,0,0
0,28,28,217,113,22,0,0,0,0,0,0,0,0,0,0
0,0,0,135,163,21,0,0,0,0,0,0,0,0,0,0
0,0,0,105,225,28,0,0,0,0,0,0,0,0,0,0
