0,1,2,3,4,5,6,7,8,9,10,11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0
200,23,0,0,0,0,0,0,0,0,0,0
127,32,22,0,0,0,0,0,0,0,0,0
170,0,67,0,0,0,0,0,0,0,0,0
104,0,86,0,0,0,0,0,0,0,0,0
70,0,52,0,0,0,0,0,0,0,0,0
102,48,32,0,0,0,0,0,0,0,0,0
89,99,52,0,0,0,0,0,0,0,0,0
109,41,49,0,0,0,0,0,0,0,0,0
267,75,31,0,0,0,0,0,0,0,0,0
258,64,24,0,0,0,0,0,0,0,0,0
182,47,22,0,0,0,0,0,0,0,0,0
171,31,35,0,0,0,0,0,0,0,0,0
224,25,36,0,0,0,0,0,0,0,0,0
233,22,53,0,0,0,0,0,0,0,0,0
310,0,25,0,0,0,0,0,0,0,0,0
302,29,36,0,0,0,0,0,0,0,0,0
240,0,36,0,0,0,0,0,0,0,0,0
149,0,39,0,0,0,0,0,0,0,0,0
92,0,25,0,0,0,0,0,0,0,0,0
123,0,21,0,0,0,0,0,0,0,0,0
121,0,121,0,0,0,0,0,0,0,0,0
110,0,110,0,0,0,0,0,0,0,0,0
135,0,135,0,0,0,0,0,0,0,0,0
116,23,116,0,0,0,0,0,0,0,0,0
110,36,110,0,0,0,0,0,0,0,0,0
116,25,116,0,0,0,0,0,0,0,0,0
73,40,73,0,0,0,0,0,0,0,0,0
92,66,92,0,0,0,0,0,0,0,0,0
87,25,87,0,0,0,0,0,0,0,0,0
62,25,62,0,0,0,0,0,0,0,0,0
48,20,48,0,0,0,0,0,0,0,0,0
42,35,42,0,0,0,0,0,0,0,0,0
26,29,26,0,0,0,0,0,0,0,0,0
40,38,40,0,0,0,0,0,0,0,0,0
62,46,62,0,0,0,0,0,0,0,0,0
43,28,43,0,0,0,0,0,0,0,0,0
45,34,45,0,0,0,0,0,0,0,0,0
0,84,0,0,0,0,0,0,0,0,0,0
38,110,38,0,0,0,0,0,0,0,0,0
64,99,64,0,0,0,0,0,0,0,0,0
45,81,45,0,0,0,0,0,0,0,0,0
29,141,29,0,0,0,0,0,0,0,0,0
28,136,28,0,0,0,0,0,0,0,0,0
0,147,0,0,0,0,0,0,0,0,0,0
25,95,25,0,0,0,0,0,0,0,0,0
48,48,48,0,0,0,0,0,0,0,0,0
51,51,51,0,0,0,0,0,0,0,0,0
27,27,27,37,0,0,0,0,0,0,0,0
35,35,35,32,27,0,0,0,0,0,0,0
37,37,37,43,0,0,0,0,0,0,0,0
49,49,49,24,26,0,0,0,0,0,0,0
62,62,62,39,0,0,0,0,0,0,0,0
53,53,53,53,0,0,0,0,0,0,0,0
36,36,36,36,25,0,0,0,0,0,0,0
36,36,36,36,34,0,0,0,0,0,0,0
35,35,35,35,45,0,0,0,0,0,0,0
41,41,41,41,0,0,0,0,0,0,0,0
26,26,26,26,44,0,0,0,0,0,0,0
34,34,34,34,38,0,0,0,0,0,0,0
35,35,35,35,0,0,0,0,0,0,0,0
95,95,95,95,42,0,0,0,0,0,0,0
77,77,77,77,32,0,0,0,0,0,0,0
105,105,105,105,53,0,0,0,0,0,0,0
56,56,56,56,57,0,0,0,0,0,0,0
49,49,49,49,44,41,0,0,0,0,0,0
41,41,41,41,25,35,0,0,0,0,0,0
43,43,43,43,24,0,0,0,0,0,0,0
52,52,52,52,27,0,0,0,0,0,0,0
59,59,59,59,27,0,0,0,0,0,0,0
57,57,57,57,29,0,0,0,0,0,0,0
44,44,44,44,33,0,0,0,0,0,0,0
44,44,44,44,50,0,0,0,0,0,0,0
20,20,20,20,126,0,0,0,0,0,0,0
23,23,23,23,259,0,0,0,0,0,0,0
24,24,24,24,295,0,0,0,0,0,0,0
43,43,43,43,308,0,0,0,0,0,0,0
25,25,25,25,279,0,0,0,0,0,0,0
20,20,20,20,272,0,0,0,0,0,0,0
20,20,20,20,273,0,0,0,0,0,0,0
22,22,22,22,236,0,0,0,0,0,0,0
32,32,32,32,214,0,0,0,0,0,0,0
36,36,36,36,174,0,0,0,0,0,0,0
42,42,42,42,168,0,0,0,0,0,0,0
28,28,28,28,135,0,0,0,0,0,0,0
119,119,119,119,91,0,0,0,0,0,0,0
136,136,136,136,110,0,0,0,0,0,0,0
167,167,167,167,89,0,0,0,0,0,0,0
294,294,294,294,91,0,0,0,0,0,0,0
255,255,255,255,86,0,0,0,0,0,0,0
254,254,254,254,73,0,0,0,0,0,0,0
244,244,244,244,77,0,0,0,0,0,0,0
204,204,204,204,27,0,0,0,0,0,0,0
166,166,166,166,51,0,0,0,0,0,0,0
132,132,132,132,55,0,0,0,0,0,0,0
100,100,100,100,71,0,0,0,0,0,0,0
102,102,102,102,70,0,0,0,0,0,0,0
88,88,88,88,90,0,0,0,0,0,0,0
43,43,43,43,83,0,0,0,0,0,0,0
122,122,122,122,95,0,0,0,0,0,0,0
63,63,63,63,56,0,0,0,0,0,0,0
109,109,109,109,71,0,0,0,0,0,0,0
39,39,39,39,57,0,0,0,0,0,0,0
44,44,44,44,54,0,0,0,0,0,0,0
110,110,110,110,76,0,0,0,0,0,0,0
92,92,92,92,92,0,0,0,0,0,0,0
97,97,97,97,70,0,0,0,0,0,0,0
99,99,99,99,51,45,0,0,0,0,0,0
85,85,85,85,28,28,0,0,0,0,0,0
123,123,123,123,20,20,0,0,0,0,0,0
62,62,62,62,41,41,0,0,0,0,0,0
38,38,38,38,38,38,0,0,0,0,0,0
52,52,52,52,33,33,0,0,0,0,0,0
58,58,58,58,55,55,0,0,0,0,0,0
80,80,80,80,104,104,0,0,0,0,0,0
86,86,86,86,100,100,0,0,0,0,0,0
93,93,93,93,147,147,0,0,0,0,0,0
116,116,116,116,154,154,0,0,0,0,0,0
108,108,108,108,215,215,27,0,0,0,0,0
89,89,89,89,243,243,28,0,0,0,0,0
89,89,89,89,285,285,32,0,0,0,0,0
37,37,37,37,274,274,62,0,0,0,0,0
37,37,37,37,264,264,33,0,0,0,0,0
40,40,40,40,258,258,29,0,0,0,0,0
23,23,23,23,326,326,26,0,0,0,0,0
25,25,25,25,281,281,68,0,0,0,0,0
25,25,25,25,353,353,34,0,0,0,0,0
60,60,60,60,294,294,40,0,0,0,0,0
75,75,75,75,323,323,58,0,0,0,0,0
75,75,75,75,296,296,53,0,0,0,0,0
49,49,49,49,273,273,50,0,0,0,0,0
38,38,38,38,235,235,63,0,0,0,0,0
26,26,26,26,230,230,81,0,0,0,0,0
58,58,58,58,264,264,81,0,0,0,0,0
47,47,47,47,333,333,66,0,0,0,0,0
32,32,32,32,378,378,42,0,0,0,0,0
49,49,49,49,355,355,59,0,0,0,0,0
20,20,20,20,311,311,53,0,0,0,0,0
0,0,0,0,258,258,67,0,0,0,0,0
0,0,0,0,296,296,62,0,0,0,0,0
0,0,0,0,233,233,81,0,0,0,0,0
0,0,0,0,324,324,74,0,0,0,0,0
0,0,0,0,244,244,64,0,0,0,0,0
0,0,0,0,305,305,77,0,0,0,0,0
0,0,0,0,293,293,49,0,0,0,0,0
0,0,0,0,333,333,53,0,0,0,0,0
0,0,0,0,307,307,37,0,0,0,0,0
0,0,0,0,251,251,31,0,0,0,0,0
0,0,0,0,248,248,29,0,0,0,0,0
0,0,0,0,200,200,44,0,0,0,0,0
0,0,0,0,146,146,22,0,0,0,0,0
0,0,0,0,213,213,22,0,0,0,0,0
0,0,0,0,224,224,27,0,0,0,0,0
0,0,0,0,198,198,35,0,0,0,0,0
0,0,0,0,162,162,25,0,0,0,0,0
0,0,0,0,276,276,39,0,0,0,0,0
0,0,0,0,418,418,63,0,0,0,0,0
0,0,0,0,462,462,47,0,0,0,0,0
0,0,0,0,397,397,81,0,0,0,0,0
0,0,0,0,198,198,118,0,0,0,0,0
0,0,0,0,147,147,151,0,0,0,0,0
0,0,0,0,172,172,137,0,0,0,0,0
0,0,0,0,152,152,120,0,0,0,0,0
0,0,0,0,232,232,211,0,0,0,0,0
0,0,0,0,401,401,316,0,0,0,0,0
0,0,0,0,208,208,320,0,0,0,0,0
0,0,0,0,153,153,300,0,0,0,0,0
0,0,0,0,249,249,327,0,0,0,0,0
0,0,0,0,215,215,304,0,0,0,0,0
0,0,0,0,216,216,274,0,0,0,0,0
0,0,0,0,84,84,329,0,0,0,0,0
0,0,0,0,158,158,287,0,0,0,0,0
20,20,20,20,118,118,344,0,0,0,0,0
30,30,30,30,85,85,359,0,0,0,0,0
51,51,51,51,26,26,380,0,0,0,0,0
38,38,38,38,104,104,349,0,0,0,0,0
28,28,28,28,57,57,322,0,0,0,0,0
24,24,24,24,76,76,266,0,0,0,0,0
211,211,211,211,93,93,211,0,0,0,0,0
233,233,233,233,88,88,233,0,0,0,0,0
234,234,234,234,109,109,234,0,0,0,0,0
185,185,185,185,97,97,185,0,0,0,0,0
203,203,203,203,92,92,203,0,0,0,0,0
212,212,212,212,104,104,212,0,0,0,0,0
205,205,205,205,96,96,205,0,0,0,0,0
207,207,207,207,40,40,207,0,0,0,0,0
178,178,178,178,97,97,178,0,0,0,0,0
158,158,158,158,95,95,158,0,0,0,0,0
125,125,125,125,123,123,125,0,0,0,0,0
101,101,101,101,109,109,101,0,0,0,0,0
61,61,61,61,86,86,61,0,0,0,0,0
20,20,20,20,125,125,20,0,0,0,0,0
31,31,31,31,94,94,31,0,0,0,0,0
61,61,61,61,76,76,61,0,0,0,0,0
67,67,67,67,94,94,67,0,0,0,0,0
110,110,110,110,105,105,110,0,0,0,0,0
150,150,150,150,79,79,150,0,0,0,0,0
157,157,157,157,60,60,157,0,0,0,0,0
149,149,149,149,96,96,149,0,0,0,0,0
133,133,133,133,99,99,133,0,0,0,0,0
122,122,122,122,92,92,122,0,0,0,0,0
140,140,140,140,82,82,140,0,0,0,0,0
150,150,150,150,79,79,150,0,0,0,0,0
174,174,174,174,92,92,174,0,0,0,0,0
127,127,127,127,101,101,127,0,0,0,0,0
109,109,109,109,118,118,109,0,0,0,0,0
172,172,172,172,120,120,172,0,0,0,0,0
147,147,147,147,98,98,147,0,0,0,0,0
