0,1,2,3,4
147,0,0,0,0
110,0,0,0,0
71,0,0,0,0
112,0,0,0,0
78,27,0,0,0
69,0,0,0,0
60,32,0,0,0
47,0,0,0,0
54,0,0,0,0
56,24,0,0,0
97,97,0,0,0
76,76,0,0,0
58,58,0,0,0
43,43,0,0,0
91,91,0,0,0
112,112,0,0,0
74,74,0,0,0
66,66,0,0,0
64,64,0,0,0
70,70,0,0,0
64,64,0,0,0
77,77,0,0,0
55,55,0,0,0
27,27,0,0,0
45,45,0,0,0
70,70,0,0,0
20,20,0,0,0
35,35,0,0,0
23,23,0,0,0
30,30,0,0,0
34,34,0,0,0
24,24,30,0,0
33,33,20,0,0
41,41,34,21,0
66,66,23,0,0
45,45,0,0,0
39,39,53,0,0
49,49,54,0,0
55,55,32,0,0
0,0,63,0,0
52,52,32,0,0
28,28,28,0,0
37,37,52,0,0
0,0,28,27,0
29,29,0,0,0
20,20,37,0,0
45,45,67,21,0
31,31,0,33,0
32,32,61,35,0
27,27,0,45,0
29,29,40,50,0
0,0,0,21,0
48,48,0,0,0
50,50,44,0,0
48,48,0,29,0
33,33,0,0,0
41,41,0,0,0
24,24,23,0,0
0,0,0,0,0
50,50,25,0,0
77,77,21,0,0
25,25,26,0,0
20,20,20,0,0
34,34,34,48,0
20,20,20,0,0
26,26,26,24,0
0,0,0,0,0
42,42,42,69,0
40,40,40,0,0
22,22,22,62,0
0,0,0,67,0
23,23,23,32,0
0,0,0,57,0
0,0,0,29,0
0,0,0,0,0
31,31,31,23,0
25,25,25,0,0
44,44,44,33,0
32,32,32,20,0
33,33,33,0,0
61,61,61,0,0
49,49,49,20,0
55,55,55,0,0
67,67,67,0,0
28,28,28,0,0
56,56,56,0,0
60,60,60,0,0
60,60,60,24,0
63,63,63,24,0
60,60,60,0,0
77,77,77,0,0
84,84,84,0,0
83,83,83,0,0
69,69,69,0,0
22,22,22,0,0
22,22,22,0,0
36,36,36,0,0
52,52,52,0,0
81,81,81,0,0
26,26,26,0,0
31,31,31,0,0
35,35,35,0,0
34,34,34,0,0
24,24,24,0,0
25,25,25,0,0
0,0,0,0,0
0,0,0,0,0
40,40,40,0,0
0,0,0,0,0
37,37,37,0,0
31,31,31,0,0
32,32,32,0,0
39,39,39,0,0
54,54,54,0,0
0,0,0,0,0
24,24,24,0,0
30,30,30,0,0
0,0,0,0,0
44,44,44,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
24,24,24,0,0
0,0,0,0,0
0,0,0,0,27
0,0,0,0,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,21
0,0,0,0,0
0,0,0,0,24
0,0,0,0,0
0,0,0,0,0
0,0,0,0,25
0,0,0,0,27
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,26
0,0,0,0,0
0,0,0,0,0
0,0,0,0,20
27,27,27,0,50
0,0,0,0,39
0,0,0,0,54
0,0,0,0,39
0,0,0,0,46
0,0,0,0,26
0,0,0,0,36
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,24
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
