0,1,2,3,4,5,6,7,8,9,10
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0,0,0,0
0,31,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0
0,50,0,0,0,0,0,0,0,0,0
0,47,0,0,0,0,0,0,0,0,0
0,72,0,0,0,0,0,0,0,0,0
0,76,0,0,0,0,0,0,0,0,0
0,79,0,0,0,0,0,0,0,0,0
0,54,0,0,0,0,0,0,0,0,0
0,101,0,0,0,0,0,0,0,0,0
0,77,0,0,0,0,0,0,0,0,0
0,75,0,0,0,0,0,0,0,0,0
0,76,0,0,0,0,0,0,0,0,0
0,46,0,0,0,0,0,0,0,0,0
0,57,0,0,0,0,0,0,0,0,0
0,51,0,0,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,0,0
0,60,0,0,0,0,0,0,0,0,0
0,54,0,0,0,0,0,0,0,0,0
0,62,0,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,21,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0
0,36,21,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0
0,22,36,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,30,31,0,0,0,0,0,0,0,0
0,41,27,0,0,0,0,0,0,0,0
0,42,44,0,0,0,0,0,0,0,0
0,54,54,0,0,0,0,0,0,0,0
0,58,58,23,0,0,0,0,0,0,0
0,52,52,36,0,0,0,0,0,0,0
0,71,71,0,0,0,0,0,0,0,0
0,74,74,28,0,0,0,0,0,0,0
0,66,66,27,0,0,0,0,0,0,0
0,79,79,27,0,0,0,0,0,0,0
0,112,112,47,0,0,0,0,0,0,0
0,155,155,57,0,0,0,0,0,0,0
0,118,118,37,0,0,0,0,0,0,0
0,103,103,103,0,0,0,0,0,0,0
0,136,136,62,0,0,0,0,0,0,0
0,143,143,104,0,0,0,0,0,0,0
0,163,163,69,0,0,0,0,0,0,0
0,154,154,57,0,0,0,0,0,0,0
0,170,170,78,0,0,0,0,0,0,0
0,171,171,87,0,0,0,0,0,0,0
0,113,113,108,0,0,0,0,0,0,0
0,113,113,97,0,0,0,0,0,0,0
0,139,139,62,0,0,0,0,0,0,0
0,99,99,88,0,0,0,0,0,0,0
0,104,104,102,0,0,0,0,0,0,0
0,140,140,104,0,0,0,0,0,0,0
0,162,162,87,0,0,0,0,0,0,0
21,175,175,76,0,0,0,0,0,0,0
0,206,206,59,0,0,0,0,0,0,0
0,195,195,36,0,0,0,0,0,0,0
0,224,224,100,0,0,0,0,0,0,0
0,183,183,35,0,0,0,0,0,0,0
0,158,158,22,0,0,0,0,0,0,0
0,120,120,77,0,0,0,0,0,0,0
0,114,114,29,0,0,0,0,0,0,0
0,139,139,25,0,0,0,0,0,0,0
0,145,145,31,0,0,0,0,0,0,0
0,126,126,25,0,0,0,0,0,0,0
0,150,150,34,0,0,0,0,0,0,0
0,195,195,22,0,0,0,0,0,0,0
0,186,186,53,0,0,0,0,0,0,0
0,204,204,204,0,0,0,0,0,0,0
0,208,208,208,0,0,0,0,0,0,0
0,172,172,172,0,0,0,0,0,0,0
0,166,166,166,0,0,0,0,0,0,0
0,158,158,158,0,0,0,0,0,0,0
0,171,171,171,0,0,0,0,0,0,0
0,188,188,188,0,0,0,0,0,0,0
0,191,191,191,0,0,0,0,0,0,0
0,172,172,172,0,0,0,0,0,0,0
0,164,164,164,0,0,0,0,0,0,0
0,110,110,110,0,0,0,0,0,0,0
0,189,189,189,0,0,0,0,0,0,0
0,190,190,190,0,0,0,0,0,0,0
0,211,211,211,0,0,0,0,0,0,0
0,193,193,193,0,0,0,0,0,0,0
0,195,195,195,0,0,0,0,0,0,0
0,221,221,221,0,0,0,0,0,0,0
0,225,225,225,0,0,0,0,0,0,0
0,190,190,190,0,0,0,0,0,0,0
0,218,218,218,0,0,0,0,0,0,0
0,213,213,213,0,0,0,0,0,0,0
0,178,178,178,0,0,0,0,0,0,0
0,188,188,188,0,0,0,0,0,0,0
0,224,224,224,0,0,0,0,0,0,0
25,191,191,191,0,0,0,0,0,0,0
30,206,206,206,0,0,0,0,0,0,0
30,255,255,255,0,0,0,0,0,0,0
28,200,200,200,0,0,0,0,0,0,0
26,292,292,292,0,0,0,0,0,0,0
0,329,329,329,0,0,0,0,0,0,0
25,299,299,299,0,0,0,0,0,0,0
34,344,344,344,0,0,0,0,0,0,0
38,358,358,358,0,0,0,0,0,0,0
57,290,290,290,0,0,0,0,0,0,0
54,317,317,317,0,0,0,0,0,0,0
43,296,296,296,0,0,0,0,0,0,0
33,337,337,337,0,0,0,0,0,0,0
21,346,346,346,0,0,0,0,0,0,0
22,309,309,309,0,0,0,0,0,0,0
0,287,287,287,0,0,0,0,0,0,0
0,344,344,344,0,0,0,0,0,0,0
0,263,263,263,0,0,0,0,0,0,0
0,288,288,288,0,0,0,0,0,0,0
0,276,276,276,0,0,0,0,0,0,0
0,248,248,248,0,0,0,0,0,0,0
0,218,218,218,0,0,0,0,0,0,0
0,171,171,171,0,0,0,0,0,0,0
0,215,215,215,0,0,0,0,0,0,0
0,265,265,265,0,0,0,0,0,0,0
0,264,264,264,0,0,0,0,0,0,0
0,261,261,261,0,0,0,0,0,0,0
0,257,257,257,0,0,0,0,0,0,0
0,214,214,214,0,0,0,0,0,0,0
0,241,241,241,0,0,0,0,0,0,0
0,292,292,292,0,0,0,0,0,0,0
0,223,223,223,0,0,0,0,0,0,0
0,263,263,263,0,0,0,0,0,0,0
0,278,278,278,0,0,0,0,0,0,0
0,277,277,277,0,0,0,0,0,0,0
0,252,252,252,0,0,0,0,0,0,0
0,270,270,270,20,0,0,0,0,0,0
0,334,334,334,21,0,0,0,0,0,0
0,281,281,281,33,0,0,0,0,0,0
0,275,275,275,23,0,0,0,0,0,0
0,199,199,199,79,0,0,0,0,0,0
0,166,166,166,48,0,0,0,0,0,0
0,224,224,224,47,0,0,0,0,0,0
0,323,323,323,323,0,0,0,0,0,0
0,220,220,220,220,74,21,0,0,0,0
0,200,200,200,200,56,23,0,0,0,0
0,158,158,158,158,79,79,0,0,0,0
0,207,207,207,207,56,56,0,0,0,0
0,376,376,376,376,71,71,0,0,0,0
0,272,272,272,272,85,85,0,0,0,0
0,336,336,336,336,75,75,0,0,0,0
0,284,284,284,284,105,105,0,0,0,0
0,218,218,218,218,90,90,0,0,0,0
0,221,221,221,221,102,102,0,0,0,0
0,121,121,121,121,140,140,0,0,0,0
0,243,243,243,243,112,112,0,0,0,0
0,146,146,146,146,147,147,0,0,0,0
0,128,128,128,128,90,90,0,0,0,0
0,139,139,139,139,136,136,0,0,0,0
0,151,151,151,151,184,184,0,0,0,0
0,149,149,149,149,231,231,0,0,0,0
0,148,148,148,148,243,243,0,0,0,0
0,167,167,167,167,242,242,0,0,0,0
0,172,172,172,172,203,203,0,0,0,0
0,197,197,197,197,242,242,0,0,0,0
0,196,196,196,196,242,242,0,0,0,0
0,194,194,194,194,280,280,0,0,0,0
0,209,209,209,209,275,275,0,0,0,0
0,198,198,198,198,299,299,0,0,0,0
0,182,182,182,182,296,296,0,0,0,0
0,184,184,184,184,307,307,0,0,0,0
0,223,223,223,223,311,311,0,0,0,0
0,219,219,219,219,280,280,0,0,0,0
0,203,203,203,203,255,255,0,0,0,0
0,246,246,246,246,229,229,0,0,0,0
0,221,221,221,221,181,181,0,0,0,0
0,264,264,264,264,214,214,0,0,0,0
0,241,241,241,241,164,164,0,0,0,0
0,263,263,263,263,151,151,0,0,0,0
0,247,247,247,247,141,141,0,0,0,0
0,272,272,272,272,104,104,0,0,0,0
0,196,196,196,196,130,130,0,0,0,0
0,222,222,222,222,68,68,0,0,0,0
0,208,208,208,208,97,97,0,0,0,0
0,238,238,238,238,124,124,0,0,0,0
0,270,270,270,270,118,118,0,0,0,0
0,281,281,281,281,125,125,0,0,0,0
0,193,193,193,193,116,116,0,0,0,0
0,219,219,219,219,115,115,0,0,0,0
0,217,217,217,217,103,103,0,0,0,0
0,209,209,209,209,111,111,0,0,0,0
0,223,223,223,223,131,131,0,0,0,0
0,225,225,225,225,87,87,0,0,0,0
0,185,185,185,185,70,70,0,0,0,0
68,167,167,167,167,68,68,0,0,0,0
115,262,262,262,262,115,115,0,0,0,0
152,219,219,219,219,152,152,0,0,0,0
126,187,187,187,187,126,126,0,0,0,0
152,227,227,227,227,152,152,0,0,0,0
161,222,222,222,222,161,161,0,0,0,0
161,255,255,255,255,161,161,0,0,0,0
161,249,249,249,249,161,161,24,0,0,0
441,441,441,441,441,441,441,37,0,0,0
369,369,369,369,369,369,369,0,0,0,0
640,640,640,640,640,640,640,0,0,0,0
323,323,323,323,323,323,323,0,0,0,0
332,332,332,332,332,332,332,0,0,0,0
381,381,381,381,381,381,381,0,0,0,0
348,348,348,348,348,348,348,0,0,0,0
344,344,344,344,344,344,344,20,0,0,0
322,322,322,322,322,322,322,46,0,0,0
314,314,314,314,314,314,314,41,0,0,0
280,280,280,280,280,280,280,43,0,0,0
290,290,290,290,290,290,290,33,0,0,0
247,247,247,247,247,247,247,36,0,0,0
268,268,268,268,268,268,268,38,0,0,0
361,361,361,361,361,361,361,0,0,0,0
288,288,288,288,288,288,288,0,0,0,0
377,377,377,377,377,377,377,29,0,0,0
252,252,252,252,252,252,252,37,0,0,0
247,247,247,247,247,247,247,39,0,0,0
272,272,272,272,272,272,272,24,0,0,0
224,224,224,224,224,224,224,0,0,0,0
212,212,212,212,212,212,212,0,0,0,0
209,209,209,209,209,209,209,24,0,0,0
196,196,196,196,196,196,196,28,0,0,0
231,231,231,231,231,231,231,0,0,0,0
203,203,203,203,203,203,203,0,0,0,0
168,168,168,168,168,168,168,29,0,0,0
147,147,147,147,147,147,147,35,0,0,0
132,132,132,132,132,132,132,59,0,0,0
92,92,92,92,92,92,92,58,0,0,0
77,77,77,77,77,77,77,54,0,0,0
59,59,59,59,59,59,59,48,0,0,0
45,45,45,45,45,45,45,76,0,0,0
37,37,37,37,37,37,37,58,0,0,0
