0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
280,280,280,20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,264,21,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,311,311,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,423,423,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,342,27,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,340,340,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,337,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,274,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,236,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,248,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,247,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,201,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,191,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,262,0,71,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,183,0,40,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,212,212,0,41,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,178,0,42,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,143,0,35,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,144,0,66,36,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,173,0,75,53,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,166,0,49,86,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,134,0,65,66,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,156,0,68,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,114,0,72,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,140,0,52,65,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,90,90,0,65,58,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,0,72,59,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85,85,0,95,60,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,80,0,101,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,31,0,113,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,37,0,128,44,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,33,0,164,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,36,0,141,33,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,148,33,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,31,0,146,38,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,0,150,64,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,50,0,179,108,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,53,0,211,171,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,0,215,196,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,32,0,253,280,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,0,263,382,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,23,0,301,339,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,31,29,282,340,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,74,74,74,340,298,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,43,43,295,231,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,398,205,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,36,36,472,165,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,31,31,467,131,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,393,148,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,21,359,151,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,324,142,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,334,181,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,26,341,230,184,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,30,304,384,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,280,487,178,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,338,576,173,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,27,27,338,690,188,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,21,304,561,188,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,22,446,436,244,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,18,18,499,274,208,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,484,484,484,219,182,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,511,511,511,511,169,176,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,516,516,516,516,211,136,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,522,522,522,522,123,153,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,538,538,538,538,138,119,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,485,485,485,485,144,103,67,31,0,0,0,0,0,0,0,0,0,0,0,0,0
451,451,451,451,451,151,81,60,26,0,0,0,0,0,0,0,0,0,0,0,0,0
453,453,453,453,453,195,146,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0
704,704,704,704,704,156,131,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0
638,638,638,638,638,194,151,58,22,0,0,0,0,0,0,0,0,0,0,0,0,0
551,551,551,551,551,179,230,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,505,505,505,505,120,167,52,22,0,0,0,0,0,0,0,0,0,0,0,0,0
503,503,503,503,503,145,190,57,22,0,0,0,0,0,0,0,0,0,0,0,0,0
490,490,490,490,490,179,188,102,43,0,0,0,0,0,0,0,0,0,0,0,0,0
497,497,497,497,497,93,158,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,462,462,462,462,127,149,139,25,0,0,0,0,0,0,0,0,0,0,0,0,0
461,461,461,461,461,186,290,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,408,408,408,408,220,158,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,486,486,486,486,182,239,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,464,464,464,464,210,212,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,535,535,535,535,244,191,162,29,0,0,0,0,0,0,0,0,0,0,0,0,0
557,557,557,557,557,192,278,186,30,0,0,0,0,0,0,0,0,0,0,0,0,0
549,549,549,549,549,171,275,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,479,479,479,479,128,287,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,342,342,342,120,112,114,22,0,0,0,0,0,0,0,0,0,0,0,0,0
317,317,317,317,317,93,129,99,28,0,0,0,0,0,0,0,0,0,0,0,0,0
321,321,321,321,321,131,92,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,310,310,310,310,111,136,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,266,266,266,116,263,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,354,354,354,354,129,146,88,21,0,0,0,0,0,0,0,0,0,0,0,0,0
328,328,328,328,328,168,149,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,312,312,312,158,143,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,318,318,318,318,128,164,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,312,312,312,128,131,91,0,35,0,0,0,0,0,0,0,0,0,0,0,0
285,285,285,285,285,194,134,101,20,28,0,0,0,0,0,0,0,0,0,0,0,0
242,242,242,242,242,116,152,79,0,24,0,0,0,0,0,0,0,0,0,0,0,0
278,278,278,278,278,133,157,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,291,291,291,207,181,115,0,26,0,0,0,0,0,0,0,0,0,0,0,0
330,330,330,330,330,212,333,103,27,31,0,0,0,0,0,0,0,0,0,0,0,0
293,293,293,293,293,220,371,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,244,244,244,221,297,109,0,25,0,0,0,0,0,0,0,0,0,0,0,0
278,278,278,278,278,181,406,97,22,278,0,0,0,0,0,0,0,0,0,0,0,0
350,350,350,350,350,242,319,71,33,350,0,0,0,0,0,0,0,0,0,0,0,0
340,340,340,340,340,100,419,90,35,340,20,0,0,0,0,0,0,0,0,0,0,0
383,383,383,383,383,144,247,119,59,383,22,0,0,0,0,0,0,0,0,0,0,0
381,381,381,381,381,145,373,142,54,381,381,0,0,0,0,0,0,0,0,0,0,0
332,332,332,332,332,113,207,158,60,332,332,0,0,0,0,0,0,0,0,0,0,0
331,331,331,331,331,130,282,148,39,331,331,26,0,0,0,0,0,0,0,0,0,0
256,256,256,256,256,146,152,216,59,256,256,33,0,0,0,0,0,0,0,0,0,0
244,244,244,244,244,158,255,188,39,244,244,26,0,0,0,0,0,0,0,0,0,0
230,230,230,230,230,136,248,198,43,230,230,230,0,0,0,0,0,0,0,0,0,0
287,287,287,287,287,116,161,181,43,287,287,287,0,0,0,0,0,0,0,0,0,0
228,228,228,228,228,137,215,233,48,228,228,228,0,0,0,0,0,0,0,0,0,0
225,225,225,225,225,147,213,191,56,225,225,225,0,0,0,0,0,0,0,0,0,0
246,246,246,246,246,141,191,214,46,246,246,246,27,0,0,0,0,0,0,0,0,0
226,226,226,226,226,94,180,149,61,226,226,226,55,0,0,0,0,0,0,0,0,0
175,175,175,175,175,101,229,151,50,175,175,175,49,21,0,0,0,0,0,0,0,0
293,293,293,293,293,111,105,166,60,293,293,293,30,29,0,0,0,0,0,0,0,0
299,299,299,299,299,60,102,195,42,299,299,299,52,53,0,0,0,0,0,0,0,0
315,315,315,315,315,42,168,178,35,315,315,315,44,50,0,0,0,0,0,0,0,0
376,376,376,376,376,281,221,182,20,376,376,376,26,508,0,0,0,0,0,0,0,0
310,310,310,310,310,256,226,186,49,310,310,310,29,534,0,0,0,0,0,0,0,0
209,209,209,209,209,233,229,134,39,209,209,209,25,554,0,0,0,0,0,0,0,0
270,270,270,270,270,218,197,183,44,270,270,270,32,692,0,0,0,0,0,0,0,0
191,191,191,191,191,265,256,156,51,191,191,191,69,826,0,0,0,0,0,0,0,0
134,134,134,134,134,232,182,201,22,134,134,134,49,966,0,0,0,0,0,0,0,0
128,128,128,128,128,131,237,188,28,128,128,128,50,1005,0,0,0,0,0,0,0,0
203,203,203,203,203,90,265,181,45,203,203,203,57,1150,0,0,0,0,0,0,0,0
236,236,236,236,236,144,213,148,32,236,236,236,66,1205,0,0,0,0,0,0,0,0
242,242,242,242,242,158,114,185,38,242,242,242,33,1259,0,0,0,0,0,0,0,0
247,247,247,247,247,194,98,169,0,247,247,247,42,1233,0,0,0,0,0,0,0,0
264,264,264,264,264,151,74,147,31,264,264,264,63,1388,0,0,0,0,0,0,0,0
236,236,236,236,236,176,162,113,36,236,236,236,53,1381,0,0,0,0,0,0,0,0
209,209,209,209,209,177,98,107,31,209,209,209,47,1294,0,0,0,0,0,0,0,0
234,234,234,234,234,209,80,104,31,234,234,234,49,1365,0,0,0,0,0,0,0,0
315,315,315,315,315,201,120,138,0,315,315,315,32,1364,0,0,0,0,0,0,0,0
313,313,313,313,313,196,114,139,23,313,313,313,21,1396,0,0,0,0,0,0,0,0
292,292,292,292,292,186,102,156,24,292,292,292,30,1437,0,0,0,0,0,0,0,0
337,337,337,337,337,139,120,177,21,337,337,337,45,1429,28,0,0,0,0,0,0,0
380,380,380,380,380,163,91,167,0,380,380,380,30,1299,45,0,0,0,0,0,0,0
426,426,426,426,426,192,64,325,29,426,426,426,36,1275,48,0,0,0,0,0,0,0
420,420,420,420,420,225,77,271,0,420,420,420,40,1240,35,0,0,0,0,0,0,0
479,479,479,479,479,225,53,147,0,479,479,479,36,1260,0,0,0,0,0,0,0,0
458,458,458,458,458,292,82,187,0,458,458,458,44,1112,0,0,0,0,0,0,0,0
430,430,430,430,430,283,117,172,23,430,430,430,20,1063,27,0,0,0,0,0,0,0
435,435,435,435,435,274,108,197,0,435,435,435,43,923,0,0,0,0,0,0,0,0
488,488,488,488,488,315,76,211,0,488,488,488,37,789,0,0,0,0,0,0,0,0
408,408,408,408,408,321,103,204,20,408,408,408,29,572,0,0,0,0,0,0,0,0
455,455,455,455,455,327,80,263,0,455,455,455,0,535,0,0,0,0,0,0,0,0
461,461,461,461,461,357,68,193,0,461,461,461,46,614,0,0,0,0,0,0,0,0
454,454,454,454,454,592,59,243,0,454,454,454,49,546,0,0,0,0,0,0,0,0
495,495,495,495,495,318,92,219,0,495,495,495,26,402,0,0,0,0,0,0,0,0
453,453,453,453,453,505,74,213,0,453,453,453,81,438,0,0,0,0,0,0,0,0
467,467,467,467,467,315,71,169,0,467,467,467,33,385,0,0,0,0,0,0,0,0
497,497,497,497,497,595,99,155,0,497,497,497,58,364,0,0,0,0,0,0,0,0
481,481,481,481,481,548,89,172,0,481,481,481,23,361,0,0,0,0,0,0,0,0
483,483,483,483,483,807,64,807,0,483,483,483,483,401,0,0,0,0,0,0,0,0
412,412,412,412,412,636,86,636,0,412,412,412,412,477,0,0,0,0,0,0,0,0
328,328,328,328,328,611,81,611,0,328,328,328,328,490,0,0,0,0,0,0,0,0
293,293,293,293,293,584,120,584,0,293,293,293,293,429,0,0,0,0,0,0,0,0
202,202,202,202,202,695,110,695,0,202,202,202,202,396,0,0,0,0,0,0,0,0
317,317,317,317,317,736,122,736,0,317,317,317,317,405,0,0,0,0,0,0,0,0
145,145,145,145,145,730,104,730,21,145,145,145,145,418,0,0,0,0,0,0,0,0
309,309,309,309,309,715,160,715,0,309,309,309,309,463,0,0,0,0,0,0,0,0
353,353,353,353,353,695,97,695,0,353,353,353,353,529,0,0,0,0,0,0,0,0
275,275,275,275,275,755,114,755,0,275,275,275,275,469,0,0,0,0,0,0,0,0
259,259,259,259,259,717,104,717,0,259,259,259,259,421,0,0,0,0,0,0,0,0
119,119,119,119,119,878,82,878,124,119,119,119,119,407,0,0,0,0,0,0,0,0
139,139,139,139,139,816,85,816,134,139,139,139,139,583,0,0,0,0,0,0,0,0
242,242,242,242,242,891,71,891,242,242,242,242,242,612,0,23,0,0,0,0,0,0
72,72,72,72,72,850,56,850,72,72,72,72,72,771,0,0,0,0,0,0,0,0
74,74,74,74,74,868,42,868,74,74,74,74,74,816,0,20,0,0,0,0,0,0
87,87,87,87,87,865,46,865,87,87,87,87,87,864,0,0,0,0,0,0,0,0
114,114,114,114,114,839,41,839,114,114,114,114,114,1067,0,0,0,0,0,0,0,0
60,60,60,60,60,809,47,809,60,60,60,60,60,943,0,0,0,0,0,0,0,0
57,57,57,57,57,911,61,911,57,57,57,57,57,961,0,25,0,0,0,0,0,0
28,28,28,28,28,1122,44,1122,28,28,28,28,28,799,0,0,0,0,0,0,0,0
47,47,47,47,47,1323,39,1323,47,47,47,47,47,590,0,0,22,0,0,0,0,0
21,21,21,21,21,1615,30,1615,21,21,21,21,21,581,0,0,30,0,0,0,0,0
31,31,31,31,31,1941,26,1941,31,31,31,31,31,550,0,0,23,0,0,0,0,0
28,28,28,28,28,1939,28,1939,28,28,28,28,28,568,0,0,0,0,0,0,0,0
34,34,34,34,34,1952,21,1952,34,34,34,34,34,596,0,0,41,0,0,0,0,0
39,39,39,39,39,2040,71,2040,39,39,39,39,39,568,0,0,0,0,0,0,0,0
38,38,38,38,38,1986,60,1986,38,38,38,38,38,510,0,0,0,0,0,0,0,0
31,31,31,31,31,1754,57,1754,31,31,31,31,31,535,0,0,0,0,0,0,0,0
36,36,36,36,36,1841,65,1841,36,36,36,36,36,537,0,0,20,0,0,0,0,0
0,0,0,0,0,1597,71,1597,0,0,0,0,0,567,0,0,28,0,0,0,0,0
23,23,23,23,23,1247,37,1247,23,23,23,23,23,536,0,0,29,0,0,0,0,0
0,0,0,0,0,1167,41,1167,0,0,0,0,0,661,0,0,28,0,0,0,0,0
0,0,0,0,0,1088,24,1088,0,0,0,0,0,688,0,0,27,0,0,0,0,0
0,0,0,0,0,916,20,916,0,0,0,0,0,675,0,0,29,0,0,0,0,0
0,0,0,0,0,667,22,667,0,0,0,0,0,729,0,0,33,0,0,0,0,0
24,24,24,24,24,665,32,665,24,24,24,24,24,694,0,0,53,0,0,0,0,0
0,0,0,0,0,887,20,887,0,0,0,0,0,662,0,0,662,0,0,0,0,0
0,0,0,0,0,865,26,865,0,0,0,0,0,544,0,0,544,0,0,0,0,0
22,22,22,22,22,821,29,821,22,22,22,22,22,590,30,22,590,49,0,0,0,0
29,29,29,29,29,904,46,904,29,29,29,29,29,690,690,29,690,690,0,0,0,0
20,20,20,20,20,1090,43,1090,20,20,20,20,20,554,554,20,554,554,0,0,0,0
0,0,0,0,0,1107,38,1107,0,0,0,0,0,481,481,0,481,481,0,0,0,0
0,0,0,0,0,1078,1078,1078,0,0,0,0,0,630,630,0,630,630,0,0,0,0
0,0,0,0,0,958,958,958,0,0,0,0,0,555,555,0,555,555,0,0,0,0
0,0,0,0,0,169,169,169,0,0,0,0,0,535,535,0,535,535,0,0,0,0
0,0,0,0,0,567,567,567,0,0,0,0,0,428,428,0,428,428,92,0,0,0
0,0,0,0,0,517,517,517,0,0,0,0,0,479,479,0,479,479,65,0,0,0
0,0,0,0,0,536,536,536,0,0,0,0,0,371,371,0,371,371,100,0,0,0
21,21,21,21,21,490,490,490,21,21,21,21,21,330,330,21,330,330,555,24,0,0
0,0,0,0,0,626,626,626,0,0,0,0,0,399,399,0,399,399,466,53,0,0
0,0,0,0,0,585,585,585,0,0,0,0,0,379,379,0,379,379,497,37,0,0
22,22,22,22,22,541,541,541,22,22,22,22,22,418,418,22,418,418,482,32,0,0
25,25,25,25,25,523,523,523,25,25,25,25,25,446,446,25,446,446,615,446,0,0
23,23,23,23,23,477,477,477,23,23,23,23,23,270,270,23,270,270,472,270,0,0
0,0,0,0,0,488,488,488,0,0,0,0,0,378,378,0,378,378,545,378,0,0
0,0,0,0,0,433,433,433,0,0,0,0,0,330,330,0,330,330,501,330,0,0
0,0,0,0,0,415,415,415,0,0,0,0,0,299,299,0,299,299,426,299,0,0
28,28,28,28,28,371,371,371,28,28,28,28,28,364,364,28,364,364,371,364,0,0
0,0,0,0,0,286,286,286,0,0,0,0,0,374,374,0,374,374,408,374,0,0
0,0,0,0,0,281,281,281,0,0,0,0,0,345,345,0,345,345,404,345,0,0
0,0,0,0,0,262,262,262,0,0,0,0,0,327,327,0,327,327,399,327,0,0
0,0,0,0,0,283,283,283,0,0,0,0,0,454,454,0,454,454,385,454,0,0
0,0,0,0,0,278,278,278,0,0,0,0,0,422,422,0,422,422,293,422,0,0
0,0,0,0,0,234,234,234,0,0,0,0,0,412,412,0,412,412,263,412,0,0
0,0,0,0,0,385,385,385,0,0,0,0,0,379,379,0,379,379,33,379,0,0
0,0,0,0,0,337,337,337,0,0,0,0,0,446,446,0,446,446,28,446,0,0
0,0,0,0,0,319,319,319,0,0,0,0,0,426,426,0,426,426,41,426,0,0
0,0,0,0,0,295,295,295,0,0,0,0,0,538,538,0,538,538,23,538,0,0
0,0,0,0,0,321,321,321,0,0,0,0,0,532,532,0,532,532,22,532,0,0
0,0,0,0,0,274,274,274,0,0,0,0,0,550,550,0,550,550,274,550,0,0
0,0,0,0,0,313,313,313,0,0,0,0,0,650,650,0,650,650,313,650,0,0
0,0,0,0,0,314,314,314,0,0,0,0,0,576,576,0,576,576,314,576,0,0
0,0,0,0,0,348,348,348,0,0,0,0,0,479,479,0,479,479,348,479,0,0
0,0,0,0,0,324,324,324,0,0,0,0,0,495,495,0,495,495,324,495,0,0
0,0,0,0,0,363,363,363,0,0,0,0,0,476,476,0,476,476,363,476,0,0
0,0,0,0,0,385,385,385,0,0,0,0,0,554,554,0,554,554,385,554,0,0
0,0,0,0,0,363,363,363,0,0,0,0,0,667,667,0,667,667,363,667,0,0
0,0,0,0,0,289,289,289,0,0,0,0,0,629,629,0,629,629,289,629,0,0
0,0,0,0,0,302,302,302,0,0,0,0,0,575,575,0,575,575,302,575,0,0
0,0,0,0,0,131,131,131,0,0,0,0,0,623,623,0,623,623,131,623,0,0
0,0,0,0,0,212,212,212,0,0,0,0,0,603,603,0,603,603,212,603,0,0
0,0,0,0,0,166,166,166,0,0,0,0,0,618,618,0,618,618,166,618,0,0
0,0,0,0,0,296,296,296,0,0,0,0,0,542,542,0,542,542,296,542,0,0
0,0,0,0,0,245,245,245,0,0,0,0,0,569,569,0,569,569,245,569,0,0
0,0,0,0,0,283,283,283,0,0,0,0,0,457,457,0,457,457,283,457,0,0
0,0,0,0,0,283,283,283,0,0,0,0,0,434,434,0,434,434,283,434,0,0
0,0,0,0,0,95,95,95,0,0,0,0,0,391,391,0,391,391,95,391,0,0
0,0,0,0,0,259,259,259,0,0,0,0,0,443,443,0,443,443,259,443,0,0
0,0,0,0,0,218,218,218,0,0,0,0,0,452,452,0,452,452,218,452,0,0
0,0,0,0,0,114,114,114,0,0,0,0,0,558,558,0,558,558,114,558,0,0
0,0,0,0,0,89,89,89,0,0,0,0,0,483,483,0,483,483,89,483,0,0
24,24,24,24,24,92,92,92,24,24,24,24,24,551,551,24,551,551,92,551,0,0
0,0,0,0,0,94,94,94,0,0,0,0,0,541,541,0,541,541,94,541,0,0
0,0,0,0,0,88,88,88,0,0,0,0,0,627,627,0,627,627,88,627,0,0
0,0,0,0,0,98,98,98,0,0,0,0,0,598,598,0,598,598,98,598,0,0
21,21,21,21,21,88,88,88,21,21,21,21,21,639,639,21,639,639,88,639,0,0
0,0,0,0,0,100,100,100,0,0,0,0,0,635,635,0,635,635,100,635,0,0
0,0,0,0,0,140,140,140,0,0,0,0,0,817,817,0,817,817,140,817,0,0
0,0,0,0,0,208,208,208,0,0,0,0,0,695,695,0,695,695,208,695,0,0
0,0,0,0,0,207,207,207,0,0,0,0,0,594,594,0,594,594,207,594,0,0
0,0,0,0,0,253,253,253,0,0,0,0,0,636,636,0,636,636,253,636,0,0
0,0,0,0,0,261,261,261,0,0,0,0,0,641,641,0,641,641,261,641,26,0
