0,1,2,3,4,5,6,7
109,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
