0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0
91,20,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0
144,22,0,0,0,0,0,0,0,0,0,0,0,0
160,25,0,0,0,0,0,0,0,0,0,0,0,0
134,42,25,0,0,0,0,0,0,0,0,0,0,0
157,61,20,0,0,0,0,0,0,0,0,0,0,0
158,90,25,0,0,0,0,0,0,0,0,0,0,0
212,42,0,0,0,0,0,0,0,0,0,0,0,0
189,81,27,0,0,0,0,0,0,0,0,0,0,0
225,51,51,0,0,0,0,0,0,0,0,0,0,0
235,61,61,0,0,0,0,0,0,0,0,0,0,0
291,55,55,0,0,0,0,0,0,0,0,0,0,0
316,47,47,0,0,0,0,0,0,0,0,0,0,0
395,65,65,0,0,0,0,0,0,0,0,0,0,0
319,45,45,0,0,0,0,0,0,0,0,0,0,0
307,52,52,0,0,0,0,0,0,0,0,0,0,0
246,40,40,0,0,0,0,0,0,0,0,0,0,0
328,55,55,0,0,0,0,0,0,0,0,0,0,0
314,32,32,0,0,0,0,0,0,0,0,0,0,0
289,33,33,0,0,0,0,0,0,0,0,0,0,0
295,56,56,0,0,0,0,0,0,0,0,0,0,0
384,27,27,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0
384,30,30,0,0,0,0,0,0,0,0,0,0,0
258,26,26,0,0,0,0,0,0,0,0,0,0,0
209,25,25,0,0,0,0,0,0,0,0,0,0,0
184,48,48,0,0,0,0,0,0,0,0,0,0,0
253,54,54,0,0,0,0,0,0,0,0,0,0,0
191,42,42,0,0,0,0,0,0,0,0,0,0,0
259,48,48,0,0,0,0,0,0,0,0,0,0,0
208,32,32,0,0,0,0,0,0,0,0,0,0,0
158,72,72,0,0,0,0,0,0,0,0,0,0,0
145,41,41,0,0,0,0,0,0,0,0,0,0,0
232,29,29,0,0,0,0,0,0,0,0,0,0,0
302,25,25,0,0,0,0,0,0,0,0,0,0,0
319,23,23,0,0,0,0,0,0,0,0,0,0,0
332,38,38,35,0,0,0,0,0,0,0,0,0,0
306,79,79,23,26,0,0,0,0,0,0,0,0,0
284,34,34,34,30,0,0,0,0,0,0,0,0,0
312,41,41,41,28,28,0,0,0,0,0,0,0,0
217,26,26,26,37,32,0,0,0,0,0,0,0,0
211,36,36,36,38,40,0,0,0,0,0,0,0,0
152,40,40,40,53,41,0,0,0,0,0,0,0,0
171,21,21,21,68,47,0,0,0,0,0,0,0,0
213,23,23,23,69,37,0,0,0,0,0,0,0,0
237,29,29,29,60,20,0,0,0,0,0,0,0,0
