0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
26,0,0,0,0
0,0,0,0,0
0,0,0,0,0
30,0,0,0,0
36,0,0,0,0
44,0,0,0,0
51,0,0,0,0
112,0,0,0,0
60,0,0,0,0
95,0,0,0,0
80,0,0,0,0
112,0,0,0,0
99,0,0,0,0
122,0,0,0,0
79,0,0,0,0
68,0,0,0,0
74,0,0,0,0
62,0,0,0,0
42,0,0,0,0
94,0,0,0,0
60,0,0,0,0
89,0,0,0,0
68,0,0,0,0
62,0,0,0,0
59,0,0,0,0
98,0,0,0,0
82,0,0,0,0
110,0,0,0,0
45,0,0,0,0
99,0,0,0,0
99,0,0,0,0
69,28,0,0,0
97,55,0,0,0
141,29,0,0,0
89,81,0,0,0
78,78,0,0,0
50,136,0,0,0
60,120,0,0,0
24,160,0,0,0
35,108,0,0,0
39,102,0,0,0
20,180,0,0,0
41,202,0,0,0
39,281,0,0,0
45,303,0,0,0
0,336,0,0,0
0,340,0,0,0
0,287,0,0,0
0,300,0,0,0
0,291,0,0,0
0,229,0,0,0
200,200,0,0,0
192,192,21,0,0
166,166,0,0,0
127,127,21,0,0
129,129,129,0,0
102,102,102,0,0
87,87,87,0,0
75,75,75,0,0
77,77,77,0,0
99,99,99,0,0
93,93,93,0,0
73,73,73,0,0
63,63,63,0,0
91,91,91,0,0
95,95,95,0,0
64,64,64,0,0
38,38,38,0,0
88,88,88,0,0
71,71,71,0,0
78,78,78,0,0
21,21,21,0,0
22,22,22,0,0
53,53,53,0,0
65,65,65,0,0
94,94,94,0,0
87,87,87,0,0
111,111,111,0,0
63,63,63,0,0
64,64,64,0,0
94,94,94,0,0
69,69,69,0,0
79,79,79,0,0
54,54,54,0,0
20,20,20,0,0
59,59,59,0,0
22,22,22,0,0
75,75,75,0,0
72,72,72,0,0
0,0,0,0,0
35,35,35,0,0
0,0,0,0,0
27,27,27,0,0
24,24,24,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,20,20,0,0
0,0,0,0,0
0,0,0,0,0
20,20,20,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,20,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,33,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
22,22,22,22,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
