0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
25,0,0,0,0
27,0,0,0,0
36,0,0,0,0
38,0,0,0,0
43,0,0,0,0
72,0,0,0,0
36,0,0,0,0
25,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,0,0,0,0
0,0,0,0,0
21,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,20,0,0,0
0,0,0,0,0
21,21,0,0,0
0,0,0,0,0
0,0,0,0,0
30,0,0,0,0
24,0,0,0,0
0,25,0,0,0
0,31,0,0,0
0,23,0,0,0
0,23,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,31,0,0,0
0,32,0,0,0
0,39,0,0,0
0,27,0,0,0
0,20,0,0,0
0,44,0,0,0
25,37,24,0,0
0,90,0,0,0
0,41,0,0,0
0,23,0,0,0
0,78,0,0,0
0,21,0,0,0
0,68,0,0,0
0,25,0,0,0
0,37,0,0,0
0,0,0,0,0
0,33,0,0,0
0,25,21,0,0
0,22,30,0,0
0,22,31,0,0
0,36,101,0,0
0,78,78,0,0
0,33,33,0,0
40,70,70,0,0
60,60,60,0,0
63,63,63,0,0
21,21,21,0,0
0,0,0,0,0
40,40,40,0,0
89,89,89,0,0
105,105,105,0,0
107,107,107,0,0
81,81,81,0,0
128,128,128,0,0
123,123,123,0,0
121,121,121,0,0
182,182,182,0,0
119,119,119,0,0
165,165,165,0,0
178,178,178,0,0
199,199,199,0,0
208,208,208,0,0
130,130,130,0,0
150,150,150,0,0
82,82,82,35,0
136,136,136,31,0
106,106,106,51,0
158,158,158,53,0
89,89,89,37,0
92,92,92,30,0
62,62,62,43,0
111,111,111,24,0
77,77,77,24,0
41,41,41,22,0
37,37,37,0,0
54,54,54,22,0
21,21,21,27,0
39,39,39,39,0
47,47,47,47,0
68,68,68,68,0
70,70,70,70,0
49,49,49,49,20
88,88,88,88,0
63,63,63,63,0
80,80,80,80,0
53,53,53,53,0
45,45,45,45,0
40,40,40,40,0
55,55,55,55,0
75,75,75,75,0
61,61,61,61,0
59,59,59,59,0
40,40,40,40,0
88,88,88,88,0
98,98,98,98,0
33,33,33,33,0
30,30,30,30,0
35,35,35,35,0
29,29,29,29,0
53,53,53,53,0
41,41,41,41,0
79,79,79,79,0
38,38,38,38,0
64,64,64,64,0
82,82,82,82,0
71,71,71,71,0
87,87,87,87,0
59,59,59,59,0
58,58,58,58,0
72,72,72,72,0
83,83,83,83,0
58,58,58,58,0
67,67,67,67,0
91,91,91,91,0
64,64,64,64,0
64,64,64,64,0
43,43,43,43,0
64,64,64,64,0
44,44,44,44,0
0,0,0,0,0
47,47,47,47,0
41,41,41,41,0
68,68,68,68,0
52,52,52,52,0
0,0,0,0,0
27,27,27,27,0
0,0,0,0,0
0,0,0,0,0
33,33,33,33,0
28,28,28,28,0
0,0,0,0,0
24,24,24,24,0
0,0,0,0,0
51,51,51,51,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,20,20,20,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
32,32,32,32,0
0,0,0,0,0
23,23,23,23,0
36,36,36,36,0
23,23,23,23,0
46,46,46,46,0
22,22,22,22,0
44,44,44,44,0
0,0,0,0,0
29,29,29,29,0
40,40,40,40,0
23,23,23,23,0
27,27,27,27,0
41,41,41,41,0
23,23,23,23,0
0,0,0,0,0
47,47,47,47,0
0,0,0,0,0
0,0,0,0,0
