0,1,2,3,4,5,6,7,8,9,10
99,0,0,0,0,0,0,0,0,0,0
124,35,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0
232,21,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0
205,34,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0
51,29,0,0,0,0,0,0,0,0,0
30,27,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0
0,106,0,0,0,0,0,0,0,0,0
0,69,0,0,0,0,0,0,0,0,0
0,82,0,0,0,0,0,0,0,0,0
0,118,0,0,0,0,0,0,0,0,0
0,79,0,0,0,0,0,0,0,0,0
0,138,0,0,0,0,0,0,0,0,0
0,163,0,0,0,0,0,0,0,0,0
0,104,0,0,0,0,0,0,0,0,0
0,132,0,0,0,0,0,0,0,0,0
0,179,0,0,0,0,0,0,0,0,0
0,172,0,0,0,0,0,0,0,0,0
0,148,0,0,0,0,0,0,0,0,0
0,156,0,0,0,0,0,0,0,0,0
0,214,0,0,0,0,0,0,0,0,0
0,137,0,0,0,0,0,0,0,0,0
0,103,0,0,0,0,0,0,0,0,0
0,92,0,0,0,0,0,0,0,0,0
0,75,0,0,0,0,0,0,0,0,0
0,172,0,0,0,0,0,0,0,0,0
0,106,0,0,0,0,0,0,0,0,0
0,86,0,0,0,0,0,0,0,0,0
0,89,0,0,0,0,0,0,0,0,0
0,134,0,0,0,0,0,0,0,0,0
0,144,0,0,0,0,0,0,0,0,0
0,107,0,0,0,0,0,0,0,0,0
0,129,0,0,0,0,0,0,0,0,0
0,49,0,0,0,0,0,0,0,0,0
0,151,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,62,0,0,0,0,0,0,0,0,0
0,71,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,45,0,0,0,0,0,0,0,0,0
0,41,0,0,0,0,0,0,0,0,0
0,78,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0
0,76,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0,0,0
0,39,0,0,0,0,0,0,0,0,0
0,125,0,0,0,0,0,0,0,0,0
0,92,0,0,0,0,0,0,0,0,0
0,108,0,0,0,0,0,0,0,0,0
0,113,0,0,0,0,0,0,0,0,0
0,144,0,0,0,0,0,0,0,0,0
0,197,0,0,0,0,0,0,0,0,0
0,160,0,0,0,0,0,0,0,0,0
0,166,0,0,0,0,0,0,0,0,0
0,136,0,0,0,0,0,0,0,0,0
0,92,0,0,0,0,0,0,0,0,0
0,141,0,0,0,0,0,0,0,0,0
0,105,0,0,0,0,0,0,0,0,0
0,92,0,0,0,0,0,0,0,0,0
0,94,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0
0,82,0,0,0,0,0,0,0,0,0
0,45,0,0,0,0,0,0,0,0,0
0,98,0,0,0,0,0,0,0,0,0
0,58,0,0,0,0,0,0,0,0,0
0,57,0,0,0,0,0,0,0,0,0
0,51,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0,0,0
0,90,23,26,0,0,0,0,0,0,0
0,25,26,0,0,0,0,0,0,0,0
0,62,42,0,0,0,0,0,0,0,0
0,41,36,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,55,0,0,0,0,0,0,0,0,0
0,61,32,0,0,0,0,0,0,0,0
0,50,36,0,0,0,0,0,0,0,0
0,150,31,0,23,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0
0,60,0,0,39,0,0,0,0,0,0
0,140,0,0,49,0,0,0,0,0,0
0,88,0,0,49,0,0,0,0,0,0
0,80,0,0,35,0,0,0,0,0,0
0,20,0,0,32,0,0,0,0,0,0
0,113,0,0,33,0,0,0,0,0,0
0,25,0,0,43,0,0,0,0,0,0
0,27,0,0,90,25,0,0,0,0,0
0,25,0,0,166,0,0,0,0,0,0
0,69,35,0,156,0,0,0,0,0,0
0,52,0,0,122,0,0,0,0,0,0
0,49,36,0,67,0,0,0,0,0,0
0,37,54,0,71,0,0,0,0,0,0
0,77,69,0,89,0,0,0,0,0,0
0,101,84,0,47,0,0,0,0,0,0
0,54,78,0,35,51,0,0,0,0,0
0,71,58,0,46,114,0,0,0,0,0
0,27,42,0,114,114,0,0,0,0,0
0,91,54,0,163,163,0,0,0,0,0
0,84,48,0,210,210,0,0,0,0,0
0,85,27,0,290,290,0,0,0,0,0
0,51,53,0,415,415,0,0,0,0,0
0,60,48,0,350,350,0,0,0,0,0
0,40,54,0,365,365,0,0,0,0,0
0,40,0,0,296,296,0,0,0,0,0
0,41,28,0,351,351,0,0,0,0,0
0,37,30,0,361,361,0,0,0,0,0
0,24,0,0,299,299,0,0,0,0,0
0,57,0,0,335,335,0,0,0,0,0
0,37,0,0,268,268,0,0,0,0,0
0,36,0,0,304,304,0,0,0,0,0
0,43,0,0,360,360,0,0,0,0,0
0,53,0,0,387,387,0,0,0,0,0
0,55,0,0,436,436,0,0,0,0,0
0,44,0,0,402,402,0,0,0,0,0
0,0,0,0,551,551,0,0,0,0,0
0,52,0,0,529,529,0,0,0,0,0
0,0,0,0,297,297,0,0,0,0,0
0,37,0,0,406,406,0,0,0,0,0
0,58,0,0,314,314,0,0,0,0,0
0,22,0,0,454,454,0,0,0,0,0
0,0,0,0,446,446,502,0,0,0,0
0,0,0,0,624,624,367,0,0,0,0
0,48,0,0,775,775,306,0,0,0,0
0,0,0,0,760,760,348,0,0,0,0
0,0,0,0,721,721,325,0,0,0,0
0,0,0,0,900,900,334,0,0,0,0
0,0,0,0,857,857,297,0,0,0,0
0,0,0,0,940,940,380,0,0,0,0
0,0,0,0,656,656,337,0,0,0,0
0,0,0,0,677,677,354,0,0,0,0
0,0,0,0,672,672,409,0,0,0,0
0,0,22,0,713,713,469,0,0,0,0
0,37,23,0,682,682,490,0,0,0,0
0,0,0,0,793,793,401,0,0,0,0
0,0,29,0,953,953,296,0,0,0,0
0,0,46,0,916,916,234,0,0,0,0
0,0,0,0,962,962,202,21,0,0,0
0,0,0,0,895,895,217,21,0,0,0
0,38,0,0,1091,1091,174,20,0,0,0
0,29,0,0,997,997,242,24,0,0,0
0,0,30,0,909,909,282,0,0,0,0
0,0,20,0,983,983,210,0,0,0,0
0,0,20,0,1103,1103,258,0,0,0,0
0,0,36,0,1056,1056,286,0,0,0,0
0,26,0,0,1012,1012,323,0,0,0,0
0,0,0,0,1054,1054,340,0,0,0,0
0,0,0,0,864,864,320,0,0,0,0
0,0,0,0,1044,1044,320,0,0,0,0
0,0,0,0,1084,1084,367,0,0,0,0
0,0,42,0,1066,1066,353,0,0,0,0
0,0,28,0,1026,1026,314,0,0,0,0
0,0,0,0,1167,1167,287,0,0,0,0
0,0,0,0,1328,1328,226,0,0,0,0
0,0,20,0,1067,1067,234,0,0,0,0
0,0,24,0,1079,1079,231,0,0,0,0
0,0,42,0,1105,1105,197,0,0,0,0
0,0,26,0,1076,1076,169,0,0,0,0
0,0,23,0,968,968,144,0,0,0,0
0,0,36,0,848,848,216,0,0,0,0
0,0,24,0,782,782,226,0,0,0,0
0,0,0,0,680,680,277,0,0,0,0
0,33,0,0,656,656,216,0,0,0,0
0,0,0,0,697,697,166,0,0,0,0
0,0,0,0,618,618,164,0,0,0,0
0,0,0,0,484,484,161,0,0,0,0
0,0,0,0,473,473,109,0,0,0,0
0,0,0,0,391,391,68,0,0,0,0
0,0,0,0,330,330,78,0,0,0,0
0,0,0,0,312,312,70,0,0,0,0
0,0,0,0,235,235,37,0,0,0,0
0,27,0,0,209,209,28,0,0,0,0
0,29,0,0,185,185,185,0,0,0,0
0,0,0,0,155,155,155,0,0,0,0
0,30,0,0,227,227,227,0,0,0,0
0,0,0,0,243,243,243,0,0,0,0
0,36,0,0,288,288,288,0,0,0,0
0,21,0,0,231,231,231,0,0,0,0
0,25,0,0,218,218,218,0,0,0,0
0,0,0,0,223,223,223,0,0,0,0
