0,1,2,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,42,0,0
0,43,0,0
0,30,0,0
0,23,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,0,0,0
73,0,0,0
109,0,0,0
137,0,0,0
184,0,0,0
222,0,0,0
207,0,0,0
159,0,0,0
155,0,0,0
154,0,0,0
116,0,0,0
108,0,0,0
104,0,0,0
93,0,0,0
156,0,0,0
116,0,0,0
90,0,0,0
146,0,0,0
116,0,0,0
129,0,0,0
84,0,0,0
126,0,0,0
25,0,0,0
30,0,0,0
35,0,0,0
36,0,0,0
45,0,0,0
90,0,0,0
44,0,0,0
98,0,0,0
92,0,0,0
44,0,0,0
93,0,0,0
50,0,0,0
30,0,0,0
20,0,0,0
35,0,0,0
37,0,0,0
49,0,0,0
40,0,0,0
38,0,0,0
38,0,0,0
54,0,0,0
58,0,0,0
37,0,0,0
32,0,21,0
21,0,36,0
27,0,30,0
20,0,26,0
0,0,22,0
23,0,44,0
