0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
28,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
24,0,0,0,0
22,0,0,0,0
0,0,0,0,0
24,0,0,0,0
0,0,0,0,0
20,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,0,0,0,0
24,0,0,0,0
20,0,0,0,0
0,0,0,0,0
32,0,0,0,0
0,0,0,0,0
21,0,0,0,0
55,0,0,0,0
47,0,0,0,0
50,0,0,0,0
83,0,0,0,0
155,0,0,0,0
152,0,0,0,0
133,0,0,0,0
114,0,0,0,0
110,0,0,0,0
131,0,0,0,0
150,0,0,0,0
223,0,0,0,0
178,0,0,0,0
160,0,0,0,0
130,0,0,0,0
118,0,0,0,0
156,0,0,0,0
133,0,0,0,0
132,0,0,0,0
124,0,0,0,0
89,0,0,0,0
72,0,0,0,0
41,0,0,0,0
57,0,0,0,0
0,0,0,0,0
33,0,0,0,0
0,0,0,0,0
30,0,0,0,0
32,0,0,0,0
53,0,0,0,0
31,0,0,0,0
80,0,0,0,0
80,0,0,0,0
53,0,0,0,0
73,0,0,0,0
48,0,0,0,0
45,0,0,0,0
27,0,0,0,0
53,0,0,0,0
59,0,0,0,0
39,0,0,0,0
36,0,0,0,0
112,0,0,0,0
209,0,0,0,0
209,0,0,0,0
263,0,0,0,0
308,0,0,0,0
424,0,0,0,0
479,0,0,0,0
438,0,0,0,0
321,0,0,0,0
379,0,0,0,0
336,0,0,0,0
243,0,0,0,0
247,0,0,0,0
159,0,0,0,0
114,46,0,0,0
135,66,0,0,0
114,107,0,0,0
131,162,0,0,0
116,180,0,0,0
211,219,0,0,0
199,241,0,0,0
206,263,0,0,0
237,280,0,0,0
281,286,0,0,0
322,248,0,0,0
352,259,0,0,0
329,232,0,0,0
277,193,0,0,0
216,197,0,0,0
142,157,0,0,0
137,172,0,0,0
90,163,0,0,0
94,175,0,0,0
77,163,0,0,0
150,209,0,0,0
118,201,0,0,0
126,223,0,0,0
142,244,0,0,0
226,228,0,0,0
272,217,0,0,0
233,203,0,0,0
273,202,0,0,0
246,192,0,0,0
373,217,0,0,0
388,209,0,0,0
339,274,0,0,0
257,214,0,0,0
217,201,0,0,0
302,182,0,0,0
281,193,0,0,0
187,194,0,0,0
154,181,0,0,0
171,174,0,0,0
208,191,0,0,0
129,205,0,0,0
133,202,0,0,0
146,198,0,0,0
89,213,0,0,0
56,311,0,0,0
31,306,0,0,0
57,400,0,0,0
32,424,0,0,0
36,453,0,0,0
34,475,0,0,0
36,324,0,0,0
22,374,0,0,0
51,347,0,0,0
0,249,0,0,0
31,226,0,0,0
0,193,0,0,0
0,217,0,0,0
24,317,0,0,0
0,343,0,0,0
0,379,0,0,0
0,467,0,0,0
0,484,0,0,0
0,379,0,0,0
0,444,0,0,0
0,541,0,0,0
0,469,0,0,0
0,627,0,0,0
0,532,0,0,0
0,569,0,0,0
0,571,0,0,0
0,544,0,0,0
0,568,0,0,0
0,589,0,0,0
0,698,0,0,0
0,741,0,0,0
0,738,0,0,0
0,793,0,0,0
0,670,0,0,0
0,689,0,0,0
0,768,0,0,0
0,709,0,0,0
0,835,0,0,0
0,937,0,0,0
0,937,0,0,0
0,1002,0,0,0
0,1171,0,0,0
0,1263,0,0,0
0,1462,0,0,0
0,1447,0,0,0
0,1475,0,0,0
0,1583,0,0,0
0,1531,0,0,0
0,1574,0,0,0
0,1489,0,0,0
0,1442,0,0,0
0,1449,0,0,0
0,1389,0,0,0
0,1629,0,0,0
0,1726,0,0,0
0,1618,0,0,0
0,1726,0,0,0
0,1609,0,0,0
0,1662,0,0,0
0,1561,0,0,0
0,1464,0,0,0
0,1457,0,0,0
0,1473,0,0,0
0,1429,0,0,0
0,1256,0,0,0
0,1267,0,0,0
0,1257,0,0,0
