0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,21,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,48,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
31,30,0,0,0,0,0,0,0,0,0,0,0,0,0
42,84,0,0,0,0,0,0,0,0,0,0,0,0,0
49,66,0,0,0,0,0,0,0,0,0,0,0,0,0
52,44,0,0,0,0,0,0,0,0,0,0,0,0,0
79,83,0,0,0,0,0,0,0,0,0,0,0,0,0
67,59,0,0,0,0,0,0,0,0,0,0,0,0,0
36,54,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
52,66,0,0,0,0,0,0,0,0,0,0,0,0,0
40,106,0,0,0,0,0,0,0,0,0,0,0,0,0
47,22,0,0,0,0,0,0,0,0,0,0,0,0,0
27,54,0,0,0,0,0,0,0,0,0,0,0,0,0
57,110,0,0,0,0,0,0,0,0,0,0,0,0,0
33,68,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
23,60,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
53,53,21,24,0,0,0,0,0,0,0,0,0,0,0
29,29,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
49,49,49,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,49,28,0,0,0,0,0,0,0,0,0,0,0
35,35,35,32,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,52,20,0,0,0,0,0,0,0,0,0,0,0
24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,0,0,0,0,0,0,0,0,0,0,0,0
59,59,59,0,0,0,0,0,0,0,0,0,0,0,0
62,62,62,0,0,0,0,0,0,0,0,0,0,0,0
36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
78,78,78,0,0,0,0,0,0,0,0,0,0,0,0
66,66,66,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,0,0,0,0,0,0,0,0,0,0,0,0
69,69,69,22,0,0,0,0,0,0,0,0,0,0,0
78,78,78,0,0,0,0,0,0,0,0,0,0,0,0
102,102,102,0,0,0,0,0,0,0,0,0,0,0,0
73,73,73,0,0,0,0,0,0,0,0,0,0,0,0
79,79,79,0,0,0,0,0,0,0,0,0,0,0,0
59,59,59,0,0,0,0,0,0,0,0,0,0,0,0
110,110,110,0,0,0,0,0,0,0,0,0,0,0,0
