0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,216,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,216,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,215,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,155,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,172,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,182,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,183,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,148,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,173,33,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,156,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,203,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,168,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,116,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,101,27,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,95,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,87,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,94,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,71,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,83,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,63,20,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,60,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,67,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,58,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,25,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,39,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,33,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,26,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,27,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,23,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,51,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,74,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,53,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,39,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,44,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,43,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,43,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,24,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,20,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,24,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,325,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,30,444,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,28,207,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,31,213,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,37,64,198,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,32,67,225,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,37,60,228,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,41,47,223,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,37,40,254,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,30,28,230,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0
50,27,32,180,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,54,51,202,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,58,42,205,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,39,70,188,70,23,0,0,0,0,0,0,0,0,0,0,0,0,0
47,26,51,160,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,34,169,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,34,164,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,29,183,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,20,176,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,176,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,26,180,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,28,203,28,41,114,0,0,0,0,0,0,0,0,0,0,0,0
177,0,23,177,23,50,87,0,0,0,0,0,0,0,0,0,0,0,0
160,0,33,160,33,50,79,0,0,0,0,0,0,0,0,0,0,0,0
159,0,26,159,26,31,111,0,0,0,0,0,0,0,0,0,0,0,0
142,0,29,142,29,29,131,0,0,0,0,0,0,0,0,0,0,0,0
100,0,19,100,19,28,212,0,0,0,0,0,0,0,0,0,0,0,0
