0,1,2,3,4,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
22,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
26,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
0,0,0,0,0,0
24,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
32,0,0,0,0,0
31,0,0,0,0,0
0,20,0,0,0,0
38,0,0,0,0,0
53,0,0,0,0,0
53,0,0,0,0,0
43,0,0,0,0,0
51,22,0,0,0,0
75,26,0,0,0,0
73,29,0,0,0,0
118,0,0,0,0,0
40,23,0,0,0,0
40,20,0,0,0,0
53,0,0,0,0,0
60,0,0,0,0,0
60,0,0,0,0,0
51,0,0,0,0,0
64,0,0,0,0,0
84,0,0,0,0,0
91,0,0,0,0,0
91,0,0,0,0,0
84,0,0,0,0,0
92,0,0,0,0,0
126,0,0,0,0,0
102,0,0,0,0,0
111,0,0,0,0,0
65,0,0,0,0,0
57,0,0,0,0,0
50,0,0,0,0,0
38,0,0,0,0,0
44,0,0,0,0,0
56,0,0,0,0,0
53,0,0,0,0,0
50,0,0,0,0,0
49,0,0,0,0,0
51,21,0,0,0,0
23,39,0,0,0,0
32,33,0,0,0,0
20,26,0,0,0,0
28,28,0,0,0,0
57,57,0,0,0,0
61,61,0,0,0,0
37,37,0,0,0,0
25,25,0,0,0,0
23,23,0,0,0,0
21,21,20,0,0,0
42,42,0,0,0,0
24,24,22,0,0,0
32,32,0,0,0,0
26,26,0,0,0,0
27,27,0,0,0,0
35,35,0,0,0,0
45,45,0,0,0,0
28,28,0,0,0,0
44,44,0,0,0,0
36,36,0,0,0,0
37,37,0,0,0,0
28,28,0,0,0,0
37,37,0,0,0,0
45,45,0,0,0,0
28,28,0,0,0,0
36,36,0,0,0,0
147,147,0,0,0,0
150,150,0,0,0,0
139,139,0,0,0,0
153,153,0,0,0,0
124,124,0,0,0,0
121,121,0,31,0,0
94,94,0,60,0,0
91,91,0,62,0,0
81,81,0,43,0,0
99,99,0,45,0,0
96,96,0,31,0,0
80,80,0,77,0,0
99,99,0,38,0,0
63,63,0,41,23,0
87,87,0,50,33,0
64,64,0,64,31,0
69,69,0,33,46,0
51,51,0,29,31,0
47,47,0,23,20,0
35,35,0,29,0,0
48,48,0,0,0,0
51,51,0,0,20,0
35,35,0,0,0,0
33,33,0,0,25,0
22,22,0,24,35,0
24,24,0,24,35,0
23,23,33,23,36,0
0,0,26,0,35,0
0,0,51,0,60,0
0,0,27,0,57,0
0,0,0,0,51,0
24,24,0,24,40,0
30,30,30,30,36,0
24,24,32,24,29,0
20,20,20,20,51,0
0,0,21,0,93,0
26,26,23,26,37,0
29,29,33,29,51,0
22,22,0,22,37,0
0,0,0,0,70,0
33,33,33,33,88,0
0,0,0,0,100,0
23,23,23,23,93,20
0,0,0,0,88,0
0,0,0,0,46,0
36,36,36,36,51,0
40,40,40,40,57,0
54,54,54,54,54,0
0,0,0,0,69,0
23,23,23,23,81,0
24,24,24,24,99,0
0,0,0,0,86,0
22,22,22,22,100,0
33,33,33,33,73,0
31,31,31,31,48,0
30,30,30,30,38,0
0,0,0,0,54,0
0,0,0,0,33,0
0,0,0,0,0,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,28,0
0,0,0,0,20,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
23,23,23,23,0,0
25,25,25,25,0,0
43,43,43,43,0,43
23,23,23,23,0,23
23,23,23,23,0,23
20,20,20,20,0,20
31,31,31,31,0,31
27,27,27,27,0,27
25,25,25,25,0,25
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
