0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
22,0,0,0,0
21,0,0,0,0
20,0,0,0,0
0,0,0,0,0
31,0,0,0,0
24,0,0,0,0
31,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,0,0,0,0
20,0,0,0,0
35,0,0,0,0
36,0,0,0,0
69,0,0,0,0
69,0,0,0,0
72,0,0,0,0
90,0,0,0,0
73,0,0,0,0
107,0,0,0,0
99,0,0,0,0
49,0,0,0,0
98,0,0,0,0
37,0,0,0,0
30,0,0,0,0
52,0,0,0,0
60,0,0,0,0
81,0,0,0,0
90,0,0,0,0
110,0,0,0,0
82,0,0,0,0
58,0,0,0,0
57,0,0,0,0
76,0,0,0,0
123,0,0,0,0
89,0,0,0,0
61,0,0,0,0
103,0,0,0,0
130,0,0,0,0
140,0,0,0,0
140,0,0,0,0
122,0,0,0,0
118,0,0,0,0
91,0,0,0,0
127,0,0,0,0
120,0,0,0,0
98,0,0,0,0
110,0,0,0,0
90,0,0,0,0
89,0,0,0,0
89,0,0,0,0
83,0,0,0,0
104,0,0,0,0
92,0,0,0,0
83,0,0,0,0
139,0,0,0,0
115,0,0,0,0
127,0,0,0,0
110,0,0,0,0
194,0,0,0,0
200,0,0,0,0
233,0,0,0,0
199,0,0,0,0
91,0,0,0,0
255,0,0,0,0
212,0,0,0,0
164,0,0,0,0
93,0,0,0,0
120,0,0,0,0
137,0,0,0,0
120,0,0,0,0
118,0,0,0,0
91,0,0,0,0
73,0,0,0,0
61,0,0,0,0
57,0,0,0,0
31,0,0,0,0
66,0,0,0,0
94,0,0,0,0
124,0,0,0,0
122,0,0,0,0
118,0,0,0,0
141,0,0,0,0
135,0,0,0,0
111,0,0,0,0
95,0,0,0,0
88,0,0,0,0
89,0,0,0,0
57,0,0,0,0
82,0,0,0,0
44,0,0,0,0
24,0,0,0,0
31,0,0,0,0
0,0,0,0,0
16,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
22,0,0,0,0
29,0,0,0,0
41,0,0,0,0
64,0,0,0,0
58,0,0,0,0
66,0,0,0,0
94,0,0,0,0
103,0,0,0,0
134,0,0,0,0
139,0,0,0,0
88,0,0,0,0
57,0,0,0,0
54,0,0,0,0
70,0,0,0,0
50,0,0,0,0
27,0,0,0,0
0,0,0,0,0
21,0,0,0,0
22,0,0,0,0
24,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,0,0,0,0
22,0,0,0,0
0,0,0,0,0
24,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
21,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
25,0,0,0,0
0,0,0,0,0
34,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,22,0,0,0
0,26,0,0,0
