0,1,2,3,4,5,6,7,8
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,41,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0
0,68,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0
0,60,0,0,0,0,0,0,0
0,119,0,0,0,0,0,0,0
0,93,0,0,0,0,0,0,0
0,78,0,0,0,0,0,0,0
0,104,0,0,0,0,0,0,0
0,94,0,0,0,0,0,0,0
0,107,0,0,0,0,0,0,0
0,104,0,0,0,0,0,0,0
0,110,0,0,0,0,0,0,0
0,124,0,0,0,0,0,0,0
0,104,0,0,0,0,0,0,0
0,151,0,0,0,0,0,0,0
0,247,0,0,0,0,0,0,0
0,203,0,0,0,0,0,0,0
0,244,0,0,0,0,0,0,0
0,205,0,0,0,0,0,0,0
0,238,0,0,0,0,0,0,0
0,240,0,0,0,0,0,0,0
0,246,0,0,0,0,0,0,0
0,355,0,0,0,0,0,0,0
0,377,0,0,0,0,0,0,0
0,340,0,0,0,0,0,0,0
0,305,0,0,0,0,0,0,0
0,276,0,0,0,0,0,0,0
0,269,0,0,0,0,0,0,0
0,323,0,0,0,0,0,0,0
0,307,0,0,0,0,0,0,0
0,328,0,0,0,0,0,0,0
0,392,0,0,0,0,0,0,0
0,409,0,0,0,0,0,0,0
0,431,0,0,0,0,0,0,0
0,504,0,0,0,0,0,0,0
0,484,0,0,0,0,0,0,0
0,426,0,0,0,0,0,0,0
0,321,0,0,0,0,0,0,0
0,312,0,0,0,0,0,0,0
0,325,0,0,0,0,0,0,0
0,351,0,0,0,0,0,0,0
0,447,0,0,0,0,0,0,0
0,363,0,0,0,0,0,0,0
0,464,0,0,0,0,0,0,0
0,440,0,0,0,0,0,0,0
0,465,0,0,0,0,0,0,0
0,319,0,0,0,0,0,0,0
0,384,0,0,0,0,0,0,0
0,378,0,0,0,0,0,0,0
0,405,0,0,0,0,0,0,0
0,394,0,0,0,0,0,0,0
0,360,0,0,0,0,0,0,0
0,370,0,0,0,0,0,0,0
0,301,0,0,0,0,0,0,0
0,292,0,0,0,0,0,0,0
0,212,0,0,0,0,0,0,0
0,258,0,0,0,0,0,0,0
0,270,0,0,0,0,0,0,0
0,244,0,0,0,0,0,0,0
0,193,26,36,0,0,0,0,0
0,160,67,67,0,0,0,0,0
0,184,104,104,0,0,0,0,0
0,143,125,125,0,0,0,0,0
0,170,124,124,0,0,0,0,0
0,48,128,128,0,0,0,0,0
0,105,146,146,0,0,0,0,0
0,31,136,136,0,0,0,0,0
0,55,150,150,0,0,0,0,0
0,59,127,127,0,0,0,0,0
0,84,152,152,0,0,0,0,0
0,68,153,153,0,0,0,0,0
0,51,179,179,0,0,0,0,0
0,113,129,129,0,0,0,0,0
0,48,139,139,0,0,0,0,0
0,141,137,137,0,0,0,0,0
0,74,144,144,0,0,0,0,0
0,127,116,116,0,0,0,0,0
0,132,148,148,0,0,0,0,0
0,55,115,115,0,0,0,0,0
0,94,187,187,0,0,0,0,0
0,75,130,130,0,0,0,0,0
0,86,159,159,0,0,0,0,0
0,93,139,139,0,0,0,0,0
0,55,117,117,0,0,0,0,0
0,76,140,140,0,0,0,0,0
0,84,126,126,0,0,0,0,0
0,43,249,249,0,0,0,0,0
0,51,132,132,0,0,0,0,0
0,24,102,102,0,0,0,0,0
0,39,63,63,0,0,0,0,0
0,65,58,58,0,0,0,0,0
0,91,68,68,0,0,0,0,0
0,55,422,422,0,0,0,0,0
0,63,431,431,0,0,0,0,0
0,103,438,438,0,0,0,0,0
0,79,466,466,0,0,0,0,0
0,37,451,451,0,0,0,0,0
0,74,474,474,0,0,0,0,0
0,72,487,487,0,0,0,0,0
0,59,513,513,0,0,0,0,0
0,23,668,668,34,0,0,0,0
0,41,670,670,51,0,0,0,0
0,42,642,642,35,0,0,0,0
0,32,675,675,21,0,0,0,0
0,51,656,656,43,0,0,0,0
0,73,678,678,30,0,0,0,0
0,58,811,811,29,0,0,0,0
0,44,795,795,23,0,0,0,0
0,40,800,800,23,0,0,0,0
0,29,820,820,37,0,0,0,0
0,57,842,842,36,0,0,0,0
0,31,744,744,45,0,0,0,0
0,34,667,667,39,0,0,0,0
0,157,784,784,33,0,0,0,0
0,34,931,931,24,0,0,0,0
0,25,980,980,55,0,0,0,0
0,44,844,844,27,0,0,0,0
0,15,749,749,23,0,0,0,0
0,33,233,233,26,0,0,0,0
0,33,258,258,0,0,0,0,0
0,0,624,624,22,0,0,0,0
0,21,570,570,28,0,0,0,0
0,524,524,524,33,0,0,0,0
0,435,435,435,48,29,0,0,0
0,308,308,308,35,20,0,0,0
0,320,320,320,48,37,0,0,0
0,245,245,245,46,58,0,0,0
0,249,249,249,87,27,0,0,0
0,196,196,196,78,83,0,0,0
0,186,186,186,107,20,0,0,0
0,142,142,142,135,21,0,0,0
0,135,135,135,96,135,0,0,0
0,171,171,171,138,171,0,0,0
0,105,105,105,136,105,29,0,0
0,131,131,131,105,131,31,0,0
0,117,117,117,138,117,27,0,0
0,141,141,141,73,141,0,0,0
0,128,128,128,70,128,0,0,0
0,146,146,146,87,146,0,0,0
0,137,137,137,50,137,137,0,0
0,158,158,158,61,158,158,0,0
0,165,165,165,67,165,165,0,0
0,249,249,249,32,249,249,0,0
0,197,197,197,47,197,197,0,0
0,230,230,230,40,230,230,0,0
0,309,309,309,23,309,309,0,0
0,313,313,313,44,313,313,0,0
0,249,249,249,28,249,249,0,0
0,202,202,202,38,202,202,0,0
0,150,150,150,34,150,150,0,0
0,158,158,158,55,158,158,0,0
0,226,226,226,51,226,226,0,0
0,241,241,241,62,241,241,0,0
0,214,214,214,132,214,214,0,0
0,140,140,140,81,140,140,0,0
0,107,107,107,38,107,107,0,0
0,112,112,112,65,112,112,0,0
0,128,128,128,50,128,128,0,0
0,142,142,142,41,142,142,0,0
0,116,116,116,72,116,116,0,0
0,126,126,126,80,126,126,0,0
0,118,118,118,38,118,118,0,0
0,103,103,103,48,103,103,0,0
0,77,77,77,61,77,77,0,0
0,81,81,81,67,81,81,0,0
0,84,84,84,104,84,84,0,0
0,104,104,104,104,104,104,26,0
0,124,124,124,124,124,124,22,0
0,110,110,110,110,110,110,0,0
0,204,204,204,204,204,204,23,0
0,91,91,91,91,91,91,29,0
0,130,130,130,130,130,130,45,0
0,131,131,131,131,131,131,57,0
0,178,178,178,178,178,178,23,0
0,152,152,152,152,152,152,52,0
0,214,214,214,214,214,214,47,0
0,214,214,214,214,214,214,49,0
0,229,229,229,229,229,229,45,0
0,170,170,170,170,170,170,47,0
0,204,204,204,204,204,204,47,0
0,137,137,137,137,137,137,52,0
0,118,118,118,118,118,118,33,0
0,140,140,140,140,140,140,25,0
0,134,134,134,134,134,134,29,0
0,125,125,125,125,125,125,22,0
0,120,120,120,120,120,120,26,0
0,188,188,188,188,188,188,21,0
0,139,139,139,139,139,139,54,0
0,163,163,163,163,163,163,0,0
0,152,152,152,152,152,152,0,0
0,149,149,149,149,149,149,0,0
0,165,165,165,165,165,165,0,0
0,155,155,155,155,155,155,0,0
0,180,180,180,180,180,180,0,0
0,170,170,170,170,170,170,0,0
0,243,243,243,243,243,243,0,0
0,328,328,328,328,328,328,0,0
0,331,331,331,331,331,331,0,0
0,371,371,371,371,371,371,0,0
0,355,355,355,355,355,355,0,0
0,383,383,383,383,383,383,0,0
0,379,379,379,379,379,379,0,0
0,289,289,289,289,289,289,0,0
0,223,223,223,223,223,223,0,0
0,178,178,178,178,178,178,0,0
0,153,153,153,153,153,153,0,0
0,118,118,118,118,118,118,0,0
0,108,108,108,108,108,108,0,0
0,68,68,68,68,68,68,0,0
0,135,135,135,135,135,135,0,0
0,78,78,78,78,78,78,0,0
0,59,59,59,59,59,59,0,0
0,39,39,39,39,39,39,0,0
0,28,28,28,28,28,28,0,0
0,23,23,23,23,23,23,0,0
0,0,0,0,0,0,0,0,0
0,25,25,25,25,25,25,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
