0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,248,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,288,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,248,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,251,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,130,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,122,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,277,277,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,300,300,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,153,153,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,292,292,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,272,272,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,229,229,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,214,214,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,207,207,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,159,159,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,150,150,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,172,172,51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,184,184,71,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,187,187,80,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,186,186,278,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,222,222,308,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,227,227,375,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,201,201,255,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,194,194,247,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,99,99,203,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,185,185,297,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,93,93,191,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,175,175,126,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,183,183,298,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,123,123,322,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,115,115,301,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,159,159,332,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,153,153,344,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,143,143,416,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,145,145,415,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,113,113,342,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
