0,1,2,3,4,5,6
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
38,0,0,0,0,0,0
65,0,0,0,0,0,0
54,0,0,0,0,0,0
69,0,0,0,0,0,0
90,25,0,0,0,0,0
98,21,0,0,0,0,0
82,0,0,0,0,0,0
99,0,0,0,0,0,0
108,0,0,0,0,0,0
98,0,0,0,0,0,0
104,0,0,0,0,0,0
111,0,0,0,0,0,0
146,0,0,0,0,0,0
141,0,0,0,0,0,0
118,0,0,0,0,0,0
74,0,0,0,0,0,0
50,0,0,0,0,0,0
31,0,0,0,0,0,0
29,27,0,0,0,0,0
29,30,0,0,0,0,0
36,31,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
40,27,0,0,0,0,0
25,38,0,0,0,0,0
39,34,0,0,0,0,0
49,24,0,0,0,0,0
50,0,0,0,0,0,0
67,0,0,0,0,0,0
63,21,0,0,0,0,0
84,32,0,0,0,0,0
74,41,0,0,0,0,0
111,45,0,0,0,0,0
84,38,0,0,0,0,0
79,31,0,0,0,0,0
103,38,0,0,0,0,0
112,0,0,0,0,0,0
86,28,0,0,0,0,0
71,25,0,0,0,0,0
60,31,0,0,0,0,0
83,22,0,0,0,0,0
100,0,0,0,0,0,0
111,0,28,27,0,0,0
90,0,30,65,0,0,0
80,0,56,115,0,0,0
80,0,44,103,0,0,0
59,0,47,114,0,0,0
70,0,24,181,0,0,0
31,0,0,201,0,0,0
25,0,0,257,0,0,0
25,26,26,291,0,0,0
21,0,0,386,0,0,0
20,20,20,404,0,0,0
0,0,0,424,0,0,0
34,0,0,286,0,0,0
25,33,33,250,0,0,0
25,25,25,237,0,0,0
21,0,0,170,0,0,0
21,0,0,189,0,0,0
35,28,28,156,21,0,0
23,20,20,91,0,0,0
0,32,32,112,40,0,0
0,33,33,121,30,0,0
0,38,38,148,29,0,0
0,29,29,134,23,0,0
0,37,37,157,65,0,0
0,30,30,164,59,0,0
22,27,27,216,53,0,0
32,20,20,143,20,38,0
20,23,23,156,23,40,0
25,0,0,187,0,53,0
22,0,0,147,0,74,0
0,22,22,173,22,61,0
34,0,0,123,0,63,0
47,0,0,97,0,53,0
41,20,20,89,20,20,0
24,21,21,99,21,50,0
0,34,34,68,34,0,0
0,55,55,52,55,0,0
0,85,85,28,85,0,0
0,64,64,29,64,0,0
0,111,111,26,111,0,0
0,102,102,42,102,0,0
27,92,92,41,92,28,0
28,90,90,57,90,28,0
28,110,110,36,110,30,0
21,155,155,21,155,0,0
0,231,231,26,231,0,0
0,208,208,80,208,0,0
0,193,193,54,193,0,0
0,209,209,48,209,0,0
0,259,259,30,259,0,0
0,352,352,41,352,0,0
0,298,298,26,298,21,0
0,335,335,27,335,0,0
0,364,364,41,364,0,0
0,364,364,68,364,0,0
0,296,296,81,296,0,0
0,253,253,113,253,0,0
0,187,187,115,187,20,0
0,125,125,106,125,0,0
42,82,82,105,82,42,0
44,91,91,132,91,44,0
22,46,46,183,46,22,0
23,33,33,202,33,23,0
37,24,24,298,24,37,0
0,28,28,324,28,0,0
28,0,0,388,0,28,0
26,0,0,405,0,26,0
52,20,20,475,20,52,0
28,43,43,429,43,28,0
60,0,0,432,0,60,0
56,0,0,436,0,56,0
70,0,0,412,0,70,0
26,0,0,404,0,26,0
21,0,0,502,0,21,0
24,0,0,476,0,24,0
40,23,23,451,23,40,0
38,0,0,401,0,38,0
34,34,34,364,34,34,0
34,21,21,399,21,34,0
30,0,0,406,0,30,0
0,20,20,468,20,0,0
0,0,0,455,0,0,0
0,0,0,383,0,0,0
0,0,0,399,0,0,0
0,0,0,408,0,0,0
0,0,0,330,0,0,0
0,0,0,419,0,0,0
0,0,0,370,0,0,0
0,0,0,393,0,0,0
0,0,0,356,0,0,0
0,0,0,400,0,0,0
0,0,0,530,0,0,0
0,0,0,532,0,0,0
0,0,0,476,0,0,0
0,0,0,422,0,0,0
0,0,0,284,0,0,0
0,0,0,296,0,0,0
0,0,0,239,0,0,0
0,0,0,231,0,0,0
0,0,0,216,0,0,0
0,0,0,221,0,0,0
0,0,0,191,0,0,0
0,0,0,186,0,0,0
0,0,0,119,0,0,0
0,0,0,134,0,0,0
0,0,0,93,0,0,0
0,0,0,67,0,0,0
0,0,0,57,0,0,0
0,0,0,91,0,0,0
0,0,0,58,0,0,0
0,0,0,34,0,0,0
0,0,0,34,0,0,0
0,0,0,24,0,0,0
0,0,0,32,0,0,0
0,0,0,31,0,0,0
0,0,0,60,0,0,0
0,0,0,97,0,0,0
0,0,0,132,0,0,0
0,0,0,136,0,0,0
0,0,0,135,0,0,0
0,0,0,114,0,0,0
