0,1,2,3,4
685,0,0,0,0
561,68,0,0,0
580,90,0,0,0
570,58,21,27,0
539,57,36,36,0
446,42,23,23,0
429,25,22,22,0
392,31,27,27,0
320,54,42,42,0
286,54,39,39,0
319,50,27,27,0
305,43,41,41,0
283,0,50,50,0
302,0,73,73,0
333,0,72,72,0
304,0,55,55,0
283,23,40,40,0
243,0,57,57,0
232,0,70,70,0
214,24,73,73,0
213,0,30,30,0
201,0,194,194,0
189,0,257,257,0
119,0,293,293,0
180,20,259,259,0
138,0,218,218,0
156,0,183,183,0
168,0,222,222,0
147,0,146,146,0
130,0,124,124,0
131,0,64,64,0
100,0,27,27,0
120,0,25,25,0
93,0,22,22,0
105,0,48,48,0
114,0,31,31,0
68,0,23,23,81
48,0,25,25,83
45,0,28,28,50
26,0,50,50,43
24,0,70,70,179
22,0,61,61,163
39,0,49,49,138
47,0,83,83,174
30,0,69,69,192
25,0,54,54,155
26,0,41,41,126
24,0,32,32,105
30,0,30,30,92
34,0,34,34,66
34,0,34,34,91
26,0,26,26,68
35,0,35,35,68
42,0,42,42,43
72,0,72,72,39
72,0,72,72,44
70,0,70,70,26
50,0,50,50,40
61,0,61,61,124
84,0,84,84,127
95,0,95,95,61
56,0,56,56,81
37,0,37,37,74
31,0,31,31,31
63,0,63,63,63
65,0,65,65,65
86,0,86,86,86
104,0,104,104,104
126,0,126,126,126
136,0,136,136,136
126,0,126,126,126
100,0,100,100,100
89,0,89,89,89
63,0,63,63,63
47,0,47,47,47
48,0,48,48,48
34,0,34,34,34
40,0,40,40,40
25,0,25,25,25
34,0,34,34,34
34,0,34,34,34
23,0,23,23,23
87,0,87,87,87
77,0,77,77,77
131,0,131,131,131
102,0,102,102,102
82,0,82,82,82
60,0,60,60,60
45,0,45,45,45
49,0,49,49,49
41,0,41,41,41
54,0,54,54,54
30,0,30,30,30
30,0,30,30,30
26,0,26,26,26
41,0,41,41,41
37,0,37,37,37
44,0,44,44,44
67,0,67,67,67
57,0,57,57,57
30,0,30,30,30
20,0,20,20,20
72,0,72,72,72
77,0,77,77,77
34,0,34,34,34
77,0,77,77,77
66,0,66,66,66
50,0,50,50,50
40,0,40,40,40
22,0,22,22,22
27,0,27,27,27
23,0,23,23,23
0,0,0,0,0
0,0,0,0,0
32,0,32,32,32
39,0,39,39,39
48,0,48,48,48
22,0,22,22,22
0,0,0,0,0
0,0,0,0,0
20,0,20,20,20
0,0,0,0,0
0,0,0,0,0
27,0,27,27,27
0,0,0,0,0
0,0,0,0,0
21,0,21,21,21
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
22,0,22,22,22
20,0,20,20,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
22,0,22,22,22
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,0,23,23,23
37,0,37,37,37
22,0,22,22,22
0,0,0,0,0
20,0,20,20,20
27,0,27,27,27
37,0,37,37,37
25,0,25,25,25
42,0,42,42,42
35,0,35,35,35
24,0,24,24,24
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
