0,1,2,3,4,5,6,7,8,9,10,11,12,13
883,0,0,0,0,0,0,0,0,0,0,0,0,0
831,40,0,0,0,0,0,0,0,0,0,0,0,0
965,38,0,0,0,0,0,0,0,0,0,0,0,0
945,58,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,45,0,0,0,0,0,0,0,0,0,0,0,0
1382,31,0,0,0,0,0,0,0,0,0,0,0,0
1287,65,0,0,0,0,0,0,0,0,0,0,0,0
1354,33,0,0,0,0,0,0,0,0,0,0,0,0
1164,61,0,0,0,0,0,0,0,0,0,0,0,0
1210,56,0,0,0,0,0,0,0,0,0,0,0,0
1068,47,0,0,0,0,0,0,0,0,0,0,0,0
902,31,0,0,0,0,0,0,0,0,0,0,0,0
853,52,0,0,0,0,0,0,0,0,0,0,0,0
757,28,0,0,0,0,0,0,0,0,0,0,0,0
839,29,0,0,0,0,0,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0,0,0,0,0,0,0
560,39,0,0,0,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,0,0,0
448,27,0,0,0,0,0,0,0,0,0,0,0,0
506,45,0,0,0,0,0,0,0,0,0,0,0,0
506,21,0,0,0,0,0,0,0,0,0,0,0,0
490,29,0,0,0,0,0,0,0,0,0,0,0,0
546,24,0,0,0,0,0,0,0,0,0,0,0,0
615,55,0,0,0,0,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0,0,0,0,0,0
516,41,0,0,0,0,0,0,0,0,0,0,0,0
641,58,0,0,0,0,0,0,0,0,0,0,0,0
671,86,0,0,0,0,0,0,0,0,0,0,0,0
602,65,0,0,0,0,0,0,0,0,0,0,0,0
683,80,0,0,0,0,0,0,0,0,0,0,0,0
643,57,0,0,0,0,0,0,0,0,0,0,0,0
747,64,0,0,0,0,0,0,0,0,0,0,0,0
803,106,0,0,0,0,0,0,0,0,0,0,0,0
956,153,0,0,0,0,0,0,0,0,0,0,0,0
917,292,0,0,0,0,0,0,0,0,0,0,0,0
889,207,0,0,0,0,0,0,0,0,0,0,0,0
886,201,0,0,0,0,0,0,0,0,0,0,0,0
838,157,0,0,0,0,0,0,0,0,0,0,0,0
812,218,0,0,0,0,0,0,0,0,0,0,0,0
876,202,0,0,0,0,0,0,0,0,0,0,0,0
655,198,0,0,0,0,0,0,0,0,0,0,0,0
710,359,0,0,0,0,0,0,0,0,0,0,0,0
811,316,0,0,0,0,0,0,0,0,0,0,0,0
851,267,0,0,0,0,0,0,0,0,0,0,0,0
793,177,0,0,0,0,0,0,0,0,0,0,0,0
732,196,0,0,0,0,0,0,0,0,0,0,0,0
732,177,0,0,0,0,0,0,0,0,0,0,0,0
731,192,0,0,0,0,0,0,0,0,0,0,0,0
716,174,0,0,0,0,0,0,0,0,0,0,0,0
637,169,0,0,0,0,0,0,0,0,0,0,0,0
779,196,0,0,0,0,0,0,0,0,0,0,0,0
824,223,0,0,0,0,0,0,0,0,0,0,0,0
794,199,0,0,0,0,0,0,0,0,0,0,0,0
643,154,0,0,0,0,0,0,0,0,0,0,0,0
615,208,0,0,0,0,0,0,0,0,0,0,0,0
538,261,0,0,0,0,0,0,0,0,0,0,0,0
549,228,0,0,0,0,0,0,0,0,0,0,0,0
485,202,0,0,0,0,0,0,0,0,0,0,0,0
477,173,0,0,0,0,0,0,0,0,0,0,0,0
589,118,0,0,0,0,0,0,0,0,0,0,0,0
555,157,0,0,0,0,0,0,0,0,0,0,0,0
646,144,0,0,0,0,0,0,0,0,0,0,0,0
763,221,0,0,0,0,0,0,0,0,0,0,0,0
766,108,0,0,0,0,0,0,0,0,0,0,0,0
790,106,0,0,0,0,0,0,0,0,0,0,0,0
777,109,0,0,0,0,0,0,0,0,0,0,0,0
915,118,0,0,0,0,0,0,0,0,0,0,0,0
785,172,0,0,0,0,0,0,0,0,0,0,0,0
807,163,0,0,0,0,0,0,0,0,0,0,0,0
780,160,0,0,0,0,0,0,0,0,0,0,0,0
667,158,0,0,0,0,0,0,0,0,0,0,0,0
571,235,0,0,0,0,0,0,0,0,0,0,0,0
466,318,21,0,0,0,0,0,0,0,0,0,0,0
496,341,0,0,0,0,0,0,0,0,0,0,0,0
465,250,27,0,0,0,0,0,0,0,0,0,0,0
567,185,29,0,0,0,0,0,0,0,0,0,0,0
536,138,0,0,0,0,0,0,0,0,0,0,0,0
543,75,35,0,0,0,0,0,0,0,0,0,0,0
666,55,45,0,0,0,0,0,0,0,0,0,0,0
595,63,0,0,0,0,0,0,0,0,0,0,0,0
694,0,24,0,0,0,0,0,0,0,0,0,0,0
677,37,677,0,0,0,0,0,0,0,0,0,0,0
649,28,649,0,0,0,0,0,0,0,0,0,0,0
589,46,589,0,0,0,0,0,0,0,0,0,0,0
545,64,545,0,0,0,0,0,0,0,0,0,0,0
551,67,551,0,0,0,0,0,0,0,0,0,0,0
624,53,624,0,0,0,0,0,0,0,0,0,0,0
606,64,606,0,0,0,0,0,0,0,0,0,0,0
690,39,690,0,0,0,0,0,0,0,0,0,0,0
624,44,624,0,0,0,0,0,0,0,0,0,0,0
577,0,577,0,0,0,0,0,0,0,0,0,0,0
550,22,550,0,0,0,0,0,0,0,0,0,0,0
597,21,597,0,0,0,0,0,0,0,0,0,0,0
561,52,561,0,0,0,0,0,0,0,0,0,0,0
499,0,499,0,0,0,0,0,0,0,0,0,0,0
515,27,515,0,0,0,0,0,0,0,0,0,0,0
472,0,472,0,0,0,0,0,0,0,0,0,0,0
492,61,492,0,0,0,0,0,0,0,0,0,0,0
511,26,511,0,0,0,0,0,0,0,0,0,0,0
324,27,324,0,0,0,0,0,0,0,0,0,0,0
616,69,616,0,0,0,0,0,0,0,0,0,0,0
454,0,454,0,0,0,0,0,0,0,0,0,0,0
409,20,409,0,0,0,0,0,0,0,0,0,0,0
373,0,373,0,0,0,0,0,0,0,0,0,0,0
326,0,326,30,0,0,0,0,0,0,0,0,0,0
263,0,263,34,0,0,0,0,0,0,0,0,0,0
206,0,206,45,0,0,0,0,0,0,0,0,0,0
152,23,152,20,24,0,0,0,0,0,0,0,0,0
146,0,146,21,0,0,0,0,0,0,0,0,0,0
117,27,117,28,22,0,0,0,0,0,0,0,0,0
99,34,99,0,0,0,0,0,0,0,0,0,0,0
62,0,62,0,0,0,0,0,0,0,0,0,0,0
90,0,90,0,0,0,0,0,0,0,0,0,0,0
85,26,85,0,0,0,0,0,0,0,0,0,0,0
86,0,86,0,0,0,0,0,0,0,0,0,0,0
60,21,60,52,0,0,0,0,0,0,0,0,0,0
66,21,66,55,0,0,0,0,0,0,0,0,0,0
50,0,50,76,0,0,0,0,0,0,0,0,0,0
32,0,32,86,30,26,0,0,0,0,0,0,0,0
34,0,34,129,24,40,0,0,0,0,0,0,0,0
60,0,60,231,21,20,0,0,0,0,0,0,0,0
61,36,61,290,33,45,0,0,0,0,0,0,0,0
98,0,98,400,36,33,0,0,0,0,0,0,0,0
87,0,87,341,26,37,0,0,0,0,0,0,0,0
99,0,99,167,27,21,0,0,0,0,0,0,0,0
136,0,136,179,0,99,0,0,0,0,0,0,0,0
156,0,156,261,0,103,0,0,0,0,0,0,0,0
210,0,210,301,0,92,0,0,0,0,0,0,0,0
194,0,194,242,23,151,0,0,0,0,0,0,0,0
209,0,209,211,0,198,0,0,0,0,0,0,0,0
