0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,28,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,43,0,0,0,0,0,0,0,0,0,0,0,0,0
350,48,0,0,0,0,0,0,0,0,0,0,0,0,0
241,25,0,0,0,0,0,0,0,0,0,0,0,0,0
154,21,0,0,0,0,0,0,0,0,0,0,0,0,0
120,60,0,0,0,0,0,0,0,0,0,0,0,0,0
137,104,0,0,0,0,0,0,0,0,0,0,0,0,0
193,104,0,0,0,0,0,0,0,0,0,0,0,0,0
214,119,0,0,0,0,0,0,0,0,0,0,0,0,0
200,97,0,0,0,0,0,0,0,0,0,0,0,0,0
240,91,0,0,0,0,0,0,0,0,0,0,0,0,0
234,53,0,0,0,0,0,0,0,0,0,0,0,0,0
312,64,0,0,0,0,0,0,0,0,0,0,0,0,0
371,54,0,0,0,0,0,0,0,0,0,0,0,0,0
376,48,0,0,0,0,0,0,0,0,0,0,0,0,0
481,58,0,0,0,0,0,0,0,0,0,0,0,0,0
486,80,0,0,0,0,0,0,0,0,0,0,0,0,0
443,58,0,0,0,0,0,0,0,0,0,0,0,0,0
437,89,0,0,0,0,0,0,0,0,0,0,0,0,0
369,69,0,0,0,0,0,0,0,0,0,0,0,0,0
340,61,0,0,0,0,0,0,0,0,0,0,0,0,0
370,113,0,0,0,0,0,0,0,0,0,0,0,0,0
379,83,0,0,0,0,0,0,0,0,0,0,0,0,0
297,110,0,0,0,0,0,0,0,0,0,0,0,0,0
303,93,0,0,0,0,0,0,0,0,0,0,0,0,0
292,299,0,0,0,0,0,0,0,0,0,0,0,0,0
