0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0
166,24,0,0,0,0,0,0,0,0,0,0,0,0
170,57,0,0,0,0,0,0,0,0,0,0,0,0
130,56,0,0,0,0,0,0,0,0,0,0,0,0
141,36,0,0,0,0,0,0,0,0,0,0,0,0
180,76,35,0,0,0,0,0,0,0,0,0,0,0
161,103,64,0,0,0,0,0,0,0,0,0,0,0
132,167,93,0,0,0,0,0,0,0,0,0,0,0
137,162,100,0,0,0,0,0,0,0,0,0,0,0
146,200,127,0,0,0,0,0,0,0,0,0,0,0
157,185,151,0,0,0,0,0,0,0,0,0,0,0
142,176,244,0,0,0,0,0,0,0,0,0,0,0
135,180,273,0,0,0,0,0,0,0,0,0,0,0
125,205,246,0,0,0,0,0,0,0,0,0,0,0
124,237,303,0,0,0,0,0,0,0,0,0,0,0
145,217,231,0,0,0,0,0,0,0,0,0,0,0
160,159,239,0,0,0,0,0,0,0,0,0,0,0
156,125,336,0,0,0,0,0,0,0,0,0,0,0
164,148,568,0,0,0,0,0,0,0,0,0,0,0
188,146,567,0,0,0,0,0,0,0,0,0,0,0
186,179,624,0,0,0,0,0,0,0,0,0,0,0
241,192,607,0,0,0,0,0,0,0,0,0,0,0
241,233,596,0,0,0,0,0,0,0,0,0,0,0
202,299,532,0,0,0,0,0,0,0,0,0,0,0
226,274,614,0,0,0,0,0,0,0,0,0,0,0
298,268,544,0,0,0,0,0,0,0,0,0,0,0
350,273,581,0,0,0,0,0,0,0,0,0,0,0
353,293,642,0,0,0,0,0,0,0,0,0,0,0
384,256,643,0,0,0,0,0,0,0,0,0,0,0
422,287,651,0,0,0,0,0,0,0,0,0,0,0
499,288,659,0,0,0,0,0,0,0,0,0,0,0
539,247,645,0,0,0,0,0,0,0,0,0,0,0
554,156,700,0,0,0,0,0,0,0,0,0,0,0
682,225,730,0,0,0,0,0,0,0,0,0,0,0
671,277,770,0,0,0,0,0,0,0,0,0,0,0
734,308,657,0,0,0,0,0,0,0,0,0,0,0
865,308,624,0,0,0,0,0,0,0,0,0,0,0
