0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
806,806,806,41,41,0,806,806,806,41,806,45,291,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,718,718,53,53,0,718,718,718,53,718,49,287,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,705,705,101,101,0,705,705,705,101,705,83,290,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,795,795,57,57,0,795,795,795,57,795,72,400,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,826,826,68,68,0,826,826,826,68,826,60,392,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,820,820,35,35,0,820,820,820,35,820,74,320,126,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,818,818,37,37,0,818,818,818,37,818,95,367,188,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,804,804,39,39,0,804,804,804,39,804,86,429,203,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,890,890,43,43,0,890,890,890,43,890,104,437,242,41,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,836,836,80,80,0,836,836,836,80,836,81,400,281,39,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,784,784,67,67,0,784,784,784,67,784,69,383,300,24,42,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,764,764,38,38,0,764,764,764,38,764,58,450,285,51,41,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,729,729,60,60,0,729,729,729,60,729,23,430,272,55,29,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,623,623,45,45,0,623,623,623,45,623,32,402,279,71,60,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,1161,1161,75,75,0,1161,1161,1161,75,1161,23,1161,263,51,36,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,1216,1216,56,56,0,1216,1216,1216,56,1216,63,1216,271,69,44,56,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,1132,1132,74,74,0,1132,1132,1132,74,1132,90,1132,256,46,60,74,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,923,923,56,56,0,923,923,923,56,923,98,923,279,76,57,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,900,900,61,61,0,900,900,900,61,900,88,900,321,55,75,61,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,892,892,62,62,0,892,892,892,62,892,715,892,409,39,79,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,853,853,106,106,0,853,853,853,106,853,704,853,397,36,74,106,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,869,869,113,113,0,869,869,869,113,869,709,869,406,0,74,113,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,765,765,47,47,0,765,765,765,47,765,566,765,375,35,79,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,907,907,74,74,0,907,907,907,74,907,534,907,427,27,98,74,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,1023,1023,60,60,0,1023,1023,1023,60,1023,619,1023,382,22,121,60,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,1019,1019,83,83,0,1019,1019,1019,83,1019,605,1019,429,24,109,83,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1087,1087,75,75,0,1087,1087,1087,75,1087,731,1087,425,0,193,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1006,1006,57,57,0,1006,1006,1006,57,1006,656,1006,468,31,252,57,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,899,899,92,92,0,899,899,899,92,899,610,899,505,0,170,92,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,904,904,723,723,0,904,904,904,723,904,723,904,532,0,173,723,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,755,755,754,754,0,755,755,755,754,755,754,755,521,0,216,754,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,810,810,817,817,0,810,810,810,817,810,817,810,536,810,235,817,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,803,803,879,879,0,803,803,803,879,803,879,803,533,803,168,879,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,636,636,911,911,0,636,636,636,911,636,911,636,459,636,149,911,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,518,518,873,873,0,518,518,518,873,518,873,518,427,518,159,873,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,555,555,1042,1042,0,555,555,555,1042,555,1042,555,442,555,1042,1042,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,597,597,1074,1074,0,597,597,597,1074,597,1074,597,438,597,1074,1074,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,632,632,986,986,0,632,632,632,986,632,986,632,482,632,986,986,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,594,594,1039,1039,0,594,594,594,1039,594,1039,594,656,594,1039,1039,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,531,531,1014,1014,0,531,531,531,1014,531,1014,531,611,531,1014,1014,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,558,558,1067,1067,0,558,558,558,1067,558,1067,558,635,558,1067,1067,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,547,547,1185,1185,0,547,547,547,1185,547,1185,547,621,547,1185,1185,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,606,606,1404,1404,0,606,606,606,1404,606,1404,606,678,606,1404,1404,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,698,698,1504,1504,0,698,698,698,1504,698,1504,698,705,698,1504,1504,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,745,745,1447,1447,0,745,745,745,1447,745,1447,745,521,745,1447,1447,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,743,743,1453,1453,0,743,743,743,1453,743,1453,743,722,743,1453,1453,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,758,758,1798,1798,0,758,758,758,1798,758,1798,758,469,758,1798,1798,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,734,734,1568,1568,0,734,734,734,1568,734,1568,734,611,734,1568,1568,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,795,795,1510,1510,0,795,795,795,1510,795,1510,795,625,795,1510,1510,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,715,715,1554,1554,0,715,715,715,1554,715,1554,715,496,715,1554,1554,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,739,739,1095,1095,0,739,739,739,1095,739,1095,739,520,739,1095,1095,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,1366,1366,1361,1361,0,1366,1366,1366,1361,1366,1361,1366,1366,1366,1361,1361,67,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,780,780,1605,1605,0,780,780,780,1605,780,1605,780,780,780,1605,1605,120,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,725,725,1385,1385,0,725,725,725,1385,725,1385,725,725,725,1385,1385,62,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,641,641,1411,1411,0,641,641,641,1411,641,1411,641,641,641,1411,1411,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,535,535,1195,1195,0,535,535,535,1195,535,1195,535,535,535,1195,1195,61,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,561,561,1187,1187,0,561,561,561,1187,561,1187,561,561,561,1187,1187,48,0,46,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,655,655,1182,1182,0,655,655,655,1182,655,1182,655,655,655,1182,1182,53,0,53,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,675,675,1292,1292,0,675,675,675,1292,675,1292,675,675,675,1292,1292,77,0,65,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,628,628,1570,1570,0,628,628,628,1570,628,1570,628,628,628,1570,1570,93,0,69,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,675,675,1573,1573,0,675,675,675,1573,675,1573,675,675,675,1573,1573,78,0,73,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,1134,1134,1376,1376,0,1134,1134,1134,1376,1134,1376,1134,1134,1134,1376,1376,58,0,137,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,1143,1143,1306,1306,0,1143,1143,1143,1306,1143,1306,1143,1143,1143,1306,1306,80,0,167,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,1214,1214,1354,1354,0,1214,1214,1214,1354,1214,1354,1214,1214,1214,1354,1354,105,0,183,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,1086,1086,1302,1302,0,1086,1086,1086,1302,1086,1302,1086,1086,1086,1302,1302,110,0,201,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,1308,1308,1222,1222,0,1308,1308,1308,1222,1308,1222,1308,1308,1308,1222,1222,120,0,22,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,1263,1263,1084,1084,0,1263,1263,1263,1084,1263,1084,1263,1263,1263,1084,1084,95,24,95,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,1303,1303,1079,1079,0,1303,1303,1303,1079,1303,1079,1303,1303,1303,1079,1079,101,0,101,219,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,1256,1256,1120,1120,0,1256,1256,1256,1120,1256,1120,1256,1256,1256,1120,1120,121,0,121,216,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,1302,1302,1118,1118,0,1302,1302,1302,1118,1302,1118,1302,1302,1302,1118,1118,130,0,130,208,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,1327,1327,1078,1078,0,1327,1327,1327,1078,1327,1078,1327,1327,1327,1078,1078,123,0,123,248,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,1529,1529,1065,1065,0,1529,1529,1529,1065,1529,1065,1529,1529,1529,1065,1065,133,39,133,1529,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,1418,1418,1249,1249,0,1418,1418,1418,1249,1418,1249,1418,1418,1418,1249,1249,143,0,143,1418,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,1527,1527,1265,1265,0,1527,1527,1527,1265,1527,1265,1527,1527,1527,1265,1265,127,23,127,1527,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,1261,1261,1145,1145,0,1261,1261,1261,1145,1261,1145,1261,1261,1261,1145,1145,144,21,144,1261,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,1409,1409,1145,1145,0,1409,1409,1409,1145,1409,1145,1409,1409,1409,1145,1145,115,0,115,1409,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,694,694,1121,1121,0,694,694,694,1121,694,1121,694,694,694,1121,1121,171,0,171,694,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,707,707,1169,1169,0,707,707,707,1169,707,1169,707,707,707,1169,1169,148,43,148,707,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,1337,1337,1091,1091,0,1337,1337,1337,1091,1337,1091,1337,1337,1337,1091,1091,153,20,153,1337,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,1349,1349,938,938,0,1349,1349,1349,938,1349,938,1349,1349,1349,938,938,180,57,180,1349,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,707,707,1075,1075,0,707,707,707,1075,707,1075,707,707,707,1075,1075,190,29,190,707,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,1247,1247,905,905,0,1247,1247,1247,905,1247,905,1247,1247,1247,905,905,165,31,165,1247,1247,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,757,757,982,982,0,757,757,757,982,757,982,757,757,757,982,982,172,20,172,757,757,982,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,1235,1235,1005,1005,0,1235,1235,1235,1005,1235,1005,1235,1235,1235,1005,1005,203,37,203,1235,1235,1005,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,789,789,904,904,0,789,789,789,904,789,904,789,789,789,904,904,208,33,208,789,789,904,120,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,1342,1342,797,797,0,1342,1342,1342,797,1342,797,1342,1342,1342,797,797,258,41,258,1342,1342,797,158,136,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,1390,1390,1064,1064,0,1390,1390,1390,1064,1390,1064,1390,1390,1390,1064,1064,221,21,221,1390,1390,1064,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,1313,1313,805,805,0,1313,1313,1313,805,1313,805,1313,1313,1313,805,805,172,22,172,1313,1313,805,141,56,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,1404,1404,715,715,0,1404,1404,1404,715,1404,715,1404,1404,1404,715,715,140,0,140,1404,1404,715,148,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,1253,1253,889,889,0,1253,1253,1253,889,1253,889,1253,1253,1253,889,889,164,33,164,1253,1253,889,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,1212,1212,802,802,0,1212,1212,1212,802,1212,802,1212,1212,1212,802,802,107,38,107,1212,1212,802,164,122,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,1473,1473,1032,1032,0,1473,1473,1473,1032,1473,1032,1473,1473,1473,1032,1032,83,32,83,1473,1473,1032,185,119,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,1349,1349,1076,1076,0,1349,1349,1349,1076,1349,1076,1349,1349,1349,1076,1076,137,31,137,1349,1349,1076,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,1286,1286,981,981,0,1286,1286,1286,981,1286,981,1286,1286,1286,981,981,102,45,102,1286,1286,981,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,1194,1194,837,837,0,1194,1194,1194,837,1194,837,1194,1194,1194,837,837,123,60,123,1194,1194,837,346,104,0,0,0,0,0,0,0,0,0,0,0,0,0
