0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,92,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,116,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,72,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,89,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,82,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,88,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,0,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,0,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,32,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,51,24,24,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,47,47,47,47,47,39,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,35,35,35,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,21,21,21,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,27,27,27,27,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,24,24,24,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,25,25,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,25,25,25,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,30,30,30,30,44,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,28,28,28,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,35,35,35,35,26,32,0,0,0,0,0,0,0,0,0,0,0,0
47,47,47,47,47,47,47,25,38,0,0,0,0,0,0,0,0,0,0,0,0
37,37,37,37,37,37,37,33,34,0,0,0,0,0,0,0,0,0,0,0,0
41,41,41,41,41,41,41,24,45,0,0,0,0,0,0,0,0,0,0,0,0
38,38,38,38,38,38,38,0,36,0,0,0,0,0,0,0,0,0,0,0,0
38,38,38,38,38,38,38,24,25,0,0,0,0,0,0,0,0,0,0,0,0
47,47,47,47,47,47,47,29,36,0,0,0,0,0,0,0,0,0,0,0,0
27,27,27,27,27,27,27,40,30,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,0,34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,25,25,25,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24,31,28,0,0,0,0,0,0,0,0,0,0,0
28,28,28,28,28,28,28,0,24,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,22,22,22,22,0,38,0,0,0,0,0,0,0,0,0,0,0,0
39,39,39,39,39,39,39,0,41,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0
28,28,28,28,28,28,28,0,22,25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,38,56,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,62,37,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,36,53,0,0,0,0,0,0,0,0,0,0,0
38,38,38,38,38,38,38,0,54,50,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,0,55,42,0,0,0,0,0,0,0,0,0,0,0
56,56,56,56,56,56,56,0,36,58,0,0,0,0,0,0,0,0,0,0,0
47,47,47,47,47,47,47,0,39,62,0,0,0,0,0,0,0,0,0,0,0
45,45,45,45,45,45,45,0,43,54,0,0,0,0,0,0,0,0,0,0,0
30,30,30,30,30,30,30,0,42,36,0,0,0,0,0,0,0,0,0,0,0
41,41,41,41,41,41,41,0,48,63,0,0,0,0,0,0,0,0,0,0,0
44,44,44,44,44,44,44,0,55,60,0,0,0,0,0,0,0,0,0,0,0
59,59,59,59,59,59,59,0,105,24,0,0,0,0,0,0,0,0,0,0,0
63,63,63,63,63,63,63,0,134,58,0,0,0,0,0,0,0,0,0,0,0
218,218,218,218,218,218,218,0,218,74,0,0,0,0,0,0,0,0,0,0,0
192,192,192,192,192,192,192,0,192,37,0,0,0,0,0,0,0,0,0,0,0
311,311,311,311,311,311,311,0,311,77,0,0,0,0,0,0,0,0,0,0,0
191,191,191,191,191,191,191,0,191,59,0,0,0,0,0,0,0,0,0,0,0
218,218,218,218,218,218,218,0,218,53,0,0,0,0,0,0,0,0,0,0,0
250,250,250,250,250,250,250,0,250,45,0,0,0,0,0,0,0,0,0,0,0
214,214,214,214,214,214,214,0,214,66,0,0,0,0,0,0,0,0,0,0,0
194,194,194,194,194,194,194,0,194,26,0,0,0,0,0,0,0,0,0,0,0
291,291,291,291,291,291,291,0,291,47,0,0,0,0,0,0,0,0,0,0,0
185,185,185,185,185,185,185,0,185,46,0,0,0,0,0,0,0,0,0,0,0
