0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,55,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,71,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,76,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,59,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,31,178,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,87,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,86,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,91,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,65,86,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,51,52,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,36,82,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,29,52,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,23,72,56,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,38,51,104,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,50,129,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,180,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,33,195,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,42,223,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,32,277,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,380,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,514,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,548,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,533,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,36,594,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,566,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,31,622,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,43,743,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,679,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,813,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,33,726,78,33,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,772,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,808,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,816,61,28,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,54,812,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,61,795,67,61,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,745,68,22,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,678,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,59,582,37,59,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,535,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,389,33,21,29,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,415,28,26,28,0,0,0,0,0,0,0,0,0,0,0,0
34,34,34,345,37,34,20,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,355,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,34,259,41,34,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,249,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,43,132,44,43,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,84,54,24,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,43,121,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,36,110,66,36,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
