0,1,2,3,4,5,6,7,8
23,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0
0,39,0,0,0,0,0,0,0
0,47,0,0,0,0,0,0,0
0,48,0,0,0,0,0,0,0
0,53,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,31,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0
0,78,0,0,0,0,0,0,0
0,116,0,0,0,0,0,0,0
0,91,0,0,0,0,0,0,0
0,111,0,0,0,0,0,0,0
0,113,0,0,0,0,0,0,0
0,103,0,0,0,0,0,0,0
0,97,0,0,0,0,0,0,0
0,89,0,0,0,0,0,0,0
0,55,0,0,0,0,0,0,0
0,95,0,0,0,0,0,0,0
0,90,0,0,0,0,0,0,0
0,58,0,0,0,0,0,0,0
0,72,0,0,0,0,0,0,0
0,74,0,0,0,0,0,0,0
0,62,0,0,0,0,0,0,0
0,79,0,0,0,0,0,0,0
0,49,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0
0,92,0,0,0,0,0,0,0
0,97,0,0,0,0,0,0,0
0,102,0,0,0,0,0,0,0
0,74,0,0,0,0,0,0,0
0,78,0,0,0,0,0,0,0
0,98,0,0,0,0,0,0,0
0,154,0,0,0,0,0,0,0
0,182,0,0,0,0,0,0,0
0,195,0,0,0,0,0,0,0
0,224,0,0,0,0,0,0,0
0,284,0,0,0,0,0,0,0
0,374,0,0,0,0,0,0,0
0,394,0,0,0,0,0,0,0
0,468,0,0,0,0,0,0,0
0,377,0,0,0,0,0,0,0
0,373,0,0,0,0,0,0,0
0,453,0,0,0,0,0,0,0
0,338,27,0,0,0,0,0,0
0,250,38,0,0,0,0,0,0
0,299,139,0,0,0,0,0,0
0,242,185,0,0,0,0,0,0
0,172,114,0,0,0,0,0,0
0,212,87,0,0,0,0,0,0
0,252,128,0,0,0,0,0,0
0,254,148,0,0,0,0,0,0
0,222,194,0,0,0,0,0,0
0,202,162,0,0,0,0,0,0
0,167,231,0,0,0,0,0,0
0,152,220,0,0,0,0,0,0
0,119,263,0,0,0,0,0,0
0,195,363,0,0,0,0,0,0
0,252,404,0,0,0,0,0,0
0,26,452,0,0,0,0,0,0
0,38,326,0,0,0,0,0,0
0,35,324,0,0,0,0,0,0
0,40,250,0,0,0,0,0,0
0,26,225,22,0,0,0,0,0
0,29,233,31,0,0,0,0,0
0,78,261,20,0,0,0,0,0
0,85,275,275,0,0,0,0,0
0,378,378,378,0,0,0,0,0
0,199,199,199,0,0,0,0,0
0,265,265,265,0,0,0,0,0
0,185,185,185,24,0,0,0,0
0,294,294,294,40,0,0,0,0
0,200,200,200,44,0,0,0,0
0,224,224,224,54,0,0,0,0
0,161,161,161,41,0,0,0,0
0,205,205,205,69,0,0,0,0
0,142,142,142,60,0,0,0,0
0,194,194,194,45,0,0,0,0
0,233,233,233,64,0,0,0,0
0,232,232,232,61,0,0,0,0
0,217,217,217,62,0,0,0,0
0,179,179,179,67,0,0,0,0
0,94,94,94,51,0,0,0,0
0,149,149,149,49,0,0,0,0
0,164,164,164,38,0,0,0,0
0,121,121,121,24,0,0,0,0
0,126,126,126,27,21,0,0,0
0,117,117,117,26,0,0,0,0
0,119,119,119,59,0,24,0,0
0,147,147,147,97,0,49,0,0
0,146,146,146,112,0,112,0,0
0,152,152,152,134,0,134,0,0
0,110,110,110,115,0,115,0,0
0,63,63,63,161,0,161,0,0
0,112,112,112,185,0,185,0,0
0,81,81,81,212,0,212,0,0
0,39,39,39,245,0,245,0,0
0,35,35,35,287,0,287,0,0
0,33,33,33,333,20,333,0,0
0,35,35,35,343,0,343,0,0
0,25,25,25,420,0,420,0,0
0,44,44,44,366,0,366,0,0
0,37,37,37,419,0,419,0,0
0,23,23,23,416,0,416,0,0
0,387,387,387,387,0,387,0,0
0,372,372,372,372,0,372,0,0
0,367,367,367,367,0,367,0,0
0,356,356,356,356,25,356,0,0
0,321,321,321,321,0,321,0,0
0,417,417,417,417,23,417,0,0
0,423,423,423,423,0,423,0,0
0,459,459,459,459,0,459,0,0
0,512,512,512,512,0,512,0,0
0,533,533,533,533,0,533,0,0
0,594,594,594,594,0,594,0,0
0,579,579,579,579,0,579,0,0
0,498,498,498,498,0,498,0,0
0,617,617,617,617,0,617,0,0
0,491,491,491,491,0,491,0,0
0,494,494,494,494,23,494,0,0
0,537,537,537,537,0,537,0,0
0,495,495,495,495,21,495,0,0
0,464,464,464,464,0,464,0,0
0,402,402,402,402,0,402,0,0
0,402,402,402,402,0,402,0,0
0,512,512,512,512,0,512,0,0
0,575,575,575,575,0,575,0,0
0,570,570,570,570,30,570,0,0
0,649,649,649,649,0,649,0,0
0,713,713,713,713,21,713,0,0
0,697,697,697,697,22,697,0,0
0,773,773,773,773,0,773,0,0
0,782,782,782,782,25,782,0,0
0,648,648,648,648,0,648,0,0
0,663,663,663,663,0,663,0,0
0,639,639,639,639,0,639,0,0
0,706,706,706,706,0,706,0,0
0,781,781,781,781,0,781,0,0
0,851,851,851,851,0,851,0,0
0,909,909,909,909,0,909,21,0
0,990,990,990,990,0,990,32,0
0,1084,1084,1084,1084,0,1084,50,0
0,1163,1163,1163,1163,0,1163,31,0
0,1067,1067,1067,1067,0,1067,1067,0
0,1189,1189,1189,1189,0,1189,1189,0
0,1351,1351,1351,1351,0,1351,1351,0
0,1297,1297,1297,1297,0,1297,1297,0
0,1363,1363,1363,1363,0,1363,1363,0
0,1301,1301,1301,1301,0,1301,1301,0
0,1140,1140,1140,1140,0,1140,1140,0
0,1208,1208,1208,1208,0,1208,1208,0
0,1136,1136,1136,1136,0,1136,1136,0
0,952,952,952,952,0,952,952,0
0,754,754,754,754,0,754,754,0
0,932,932,932,932,0,932,932,0
0,948,948,948,948,0,948,948,0
0,957,957,957,957,0,957,957,0
0,903,903,903,903,0,903,903,0
0,805,805,805,805,0,805,805,0
0,785,785,785,785,0,785,785,0
0,749,749,749,749,0,749,749,39
0,751,751,751,751,0,751,751,29
0,752,752,752,752,0,752,752,34
0,696,696,696,696,0,696,696,29
0,705,705,705,705,0,705,705,57
0,693,693,693,693,0,693,693,46
0,742,742,742,742,0,742,742,56
0,716,716,716,716,0,716,716,94
0,636,636,636,636,0,636,636,72
0,667,667,667,667,0,667,667,69
0,676,676,676,676,0,676,676,109
0,620,620,620,620,0,620,620,206
0,587,587,587,587,0,587,587,269
0,568,568,568,568,0,568,568,217
0,588,588,588,588,0,588,588,189
0,586,586,586,586,0,586,586,194
0,595,595,595,595,0,595,595,262
0,631,631,631,631,0,631,631,328
0,618,618,618,618,0,618,618,323
0,594,594,594,594,0,594,594,281
0,560,560,560,560,0,560,560,333
0,634,634,634,634,0,634,634,269
0,702,702,702,702,0,702,702,298
0,674,674,674,674,0,674,674,437
0,712,712,712,712,0,712,712,341
0,676,676,676,676,0,676,676,307
0,786,786,786,786,0,786,786,279
0,775,775,775,775,0,775,775,236
0,770,770,770,770,0,770,770,205
0,831,831,831,831,0,831,831,215
0,768,768,768,768,0,768,768,241
0,763,763,763,763,0,763,763,289
0,642,642,642,642,0,642,642,320
0,613,613,613,613,0,613,613,312
0,543,543,543,543,0,543,543,296
0,423,423,423,423,0,423,423,333
0,432,432,432,432,0,432,432,306
0,305,305,305,305,0,305,305,295
0,284,284,284,284,0,284,284,281
0,280,280,280,280,0,280,280,297
