0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,81,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,55,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,59,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,74,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,70,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,59,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
