0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
639,349,639,28,30,349,639,33,28,639,0,129,129,639,47,28,639,57,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,0,910,21,32,0,910,30,21,910,0,70,70,910,39,21,910,88,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,206,589,34,0,206,589,46,34,589,0,62,62,589,31,34,589,106,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,95,866,37,22,95,866,24,37,866,0,43,43,866,58,37,866,148,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,102,524,25,0,102,524,28,25,524,0,34,34,524,32,25,524,147,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,73,223,34,0,73,223,36,34,223,0,23,23,223,21,34,223,263,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,98,483,37,0,98,483,40,37,483,0,20,20,483,35,37,483,232,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,498,456,47,0,498,456,45,47,456,0,20,20,456,34,47,456,270,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,466,463,27,0,466,463,49,27,463,0,0,0,463,26,27,463,250,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,470,428,21,0,470,428,69,21,428,0,0,0,428,27,21,428,303,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,570,352,21,0,570,352,59,21,352,0,0,0,352,34,21,352,349,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,740,394,0,0,740,394,27,0,394,0,0,0,394,22,0,394,348,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1014,262,0,0,1014,262,0,0,262,0,163,163,262,20,0,262,346,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1014,162,25,0,1014,162,31,25,162,0,210,210,162,22,25,162,328,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,1084,367,0,0,1084,367,39,0,367,0,367,367,367,27,0,367,345,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1204,151,0,0,1204,151,49,0,151,0,151,151,151,0,0,151,394,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1344,148,0,0,1344,148,0,0,148,0,148,148,148,0,0,148,357,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1229,138,0,0,1229,138,0,0,138,0,138,138,138,0,0,138,348,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1147,128,0,0,1147,128,0,0,128,0,128,128,128,28,0,128,339,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,873,110,22,0,873,110,0,22,110,0,110,110,110,30,22,110,337,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1001,60,22,0,1001,60,0,22,60,0,60,60,60,34,22,60,304,60,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1044,207,0,0,1044,207,0,0,207,0,207,207,207,26,0,207,287,207,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1042,143,0,0,1042,143,0,0,143,0,143,143,143,21,0,143,301,143,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,981,180,0,0,981,180,0,0,180,0,180,180,180,68,0,180,323,180,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,664,171,20,0,664,171,0,20,171,0,171,171,171,49,20,171,324,171,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,597,182,0,0,597,182,0,0,182,0,182,182,182,55,0,182,304,182,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,592,135,20,0,592,135,0,20,135,0,135,135,135,58,20,135,292,135,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,521,137,0,0,521,137,0,0,137,0,137,137,137,32,0,137,318,137,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0
128,519,128,0,0,519,128,0,0,128,0,128,128,128,38,0,128,322,128,92,32,0,0,0,0,0,0,0,0,0,0,0,0,0
120,616,120,0,0,616,120,0,0,120,0,120,120,120,37,0,120,393,120,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0
117,622,117,0,0,622,117,22,0,117,0,117,117,117,36,0,117,448,117,41,80,0,0,0,0,0,0,0,0,0,0,0,0,0
119,539,119,0,0,539,119,21,0,119,0,119,119,119,34,0,119,423,119,65,99,0,0,0,0,0,0,0,0,0,0,0,0,0
103,591,103,0,0,591,103,54,0,103,0,103,103,103,0,0,103,497,103,67,123,29,0,0,0,0,0,0,0,0,0,0,0,0
74,528,74,0,0,528,74,105,0,74,0,74,74,74,34,0,74,585,74,88,132,0,0,0,0,0,0,0,0,0,0,0,0,0
107,491,107,0,0,491,107,119,0,107,0,107,107,107,26,0,107,500,107,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0
124,404,124,0,0,404,124,173,0,124,0,124,124,124,26,0,124,453,124,132,135,0,0,0,0,0,0,0,0,0,0,0,0,0
67,408,67,0,0,408,67,179,0,67,0,67,67,67,0,0,67,446,67,124,89,0,0,0,0,0,0,0,0,0,0,0,0,0
71,383,71,0,0,383,71,237,0,71,0,71,71,71,24,0,71,495,71,140,100,0,0,0,0,0,0,0,0,0,0,0,0,0
182,403,182,0,0,403,182,688,0,182,0,182,182,182,29,0,182,688,182,243,182,0,0,0,0,0,0,0,0,0,0,0,0,0
147,414,147,0,0,414,147,401,0,147,0,147,147,147,29,0,147,401,147,199,147,0,65,0,0,0,0,0,0,0,0,0,0,0
65,505,65,0,0,505,65,636,0,65,0,65,65,65,23,0,65,636,65,193,65,0,79,0,0,0,0,0,0,0,0,0,0,0
156,459,156,0,0,459,156,346,0,156,0,156,156,156,27,0,156,346,156,243,156,0,99,0,0,0,0,0,0,0,0,0,0,0
