0,1,2,3,4,5,6,7,8,9,10,11,12
98,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0
117,28,0,0,0,0,0,0,0,0,0,0,0
68,28,25,0,0,0,0,0,0,0,0,0,0
67,22,0,0,0,0,0,0,0,0,0,0,0
92,30,0,0,0,0,0,0,0,0,0,0,0
93,51,0,0,0,0,0,0,0,0,0,0,0
88,41,0,0,0,0,0,0,0,0,0,0,0
93,38,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0
61,29,0,0,0,0,0,0,0,0,0,0,0
48,23,0,0,0,0,0,0,0,0,0,0,0
86,40,0,0,0,0,0,0,0,0,0,0,0
63,24,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0
74,27,0,0,0,0,0,0,0,0,0,0,0
84,0,0,23,0,0,0,0,0,0,0,0,0
68,27,0,12,0,0,0,0,0,0,0,0,0
21,0,24,34,0,0,0,0,0,0,0,0,0
54,33,28,35,0,0,0,0,0,0,0,0,0
69,46,69,69,0,0,0,0,0,0,0,0,0
67,54,67,67,0,0,0,0,0,0,0,0,0
81,41,81,81,0,0,0,0,0,0,0,0,0
42,51,42,42,0,0,0,0,0,0,0,0,0
47,54,47,47,0,0,0,0,0,0,0,0,0
51,41,51,51,0,0,0,0,0,0,0,0,0
90,58,90,90,0,0,0,0,0,0,0,0,0
64,43,64,64,0,0,0,0,0,0,0,0,0
115,35,115,115,0,0,0,0,0,0,0,0,0
82,34,82,82,20,0,0,0,0,0,0,0,0
250,56,250,250,20,0,0,0,0,0,0,0,0
130,59,130,130,0,0,0,0,0,0,0,0,0
123,33,123,123,0,0,0,0,0,0,0,0,0
193,41,193,193,0,0,0,0,0,0,0,0,0
166,23,166,166,0,0,0,0,0,0,0,0,0
168,37,168,168,0,0,0,0,0,0,0,0,0
174,41,174,174,0,0,0,0,0,0,0,0,0
239,24,239,239,0,0,0,0,0,0,0,0,0
156,23,156,156,23,0,0,0,0,0,0,0,0
239,24,239,239,23,0,0,0,0,0,0,0,0
207,45,207,207,0,0,0,0,0,0,0,0,0
165,54,165,165,25,0,0,0,0,0,0,0,0
185,61,185,185,0,0,0,0,0,0,0,0,0
219,46,219,219,0,0,0,0,0,0,0,0,0
187,48,187,187,0,0,0,0,0,0,0,0,0
188,39,188,188,0,0,0,0,0,0,0,0,0
119,51,119,119,0,0,0,0,0,0,0,0,0
129,21,129,129,0,0,0,0,0,0,0,0,0
189,28,189,189,0,0,0,0,0,0,0,0,0
252,0,252,252,21,0,0,0,0,0,0,0,0
177,0,177,177,20,0,0,0,0,0,0,0,0
173,21,173,173,0,0,0,0,0,0,0,0,0
294,30,294,294,20,0,0,0,0,0,0,0,0
405,0,405,405,64,0,0,0,0,0,0,0,0
241,0,241,241,32,0,0,0,0,0,0,0,0
240,0,240,240,49,0,0,0,0,0,0,0,0
242,21,242,242,98,0,0,0,0,0,0,0,0
273,0,273,273,73,0,0,0,0,0,0,0,0
350,24,350,350,92,0,0,0,0,0,0,0,0
247,33,247,247,63,0,0,0,0,0,0,0,0
235,32,235,235,70,0,0,0,0,0,0,0,0
190,36,190,190,53,0,0,0,0,0,0,0,0
202,48,202,202,46,0,0,0,0,0,0,0,0
165,36,165,165,63,0,0,0,0,0,0,0,0
158,25,158,158,42,0,0,0,0,0,0,0,0
206,0,206,206,73,0,0,0,0,0,0,0,0
