0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
76,801,40,801,40,0,0,0,0,40,801,40,0,40,0,55,801,55,76,40,801,0,207,801,70,40,801,76,47,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,444,26,444,26,0,0,0,0,26,444,26,0,26,0,41,444,41,88,26,444,0,165,444,89,26,444,88,58,0,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,463,22,463,22,0,0,0,0,22,463,22,0,22,0,42,463,42,94,22,463,0,134,463,122,22,463,94,45,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,405,21,405,21,0,0,0,0,21,405,21,0,21,0,22,405,22,71,21,405,0,152,405,156,21,405,71,36,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,372,0,372,0,0,0,0,0,0,372,0,0,0,0,20,372,20,95,0,372,0,151,372,110,0,372,95,44,0,92,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,404,0,404,0,0,0,0,0,0,404,0,0,0,0,26,404,26,79,0,404,0,159,404,114,0,404,79,41,0,122,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,440,0,440,0,0,0,0,0,0,440,0,0,0,0,21,440,21,69,0,440,0,156,440,83,0,440,69,49,0,127,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,495,0,495,0,0,0,0,0,0,495,0,0,0,0,22,495,22,52,0,495,0,132,495,79,0,495,52,68,0,84,0,47,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,467,0,467,0,0,0,0,0,0,467,0,0,0,0,43,467,43,26,0,467,0,136,467,110,0,467,26,92,0,92,0,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,429,0,429,0,0,0,0,0,0,429,0,0,0,0,31,429,31,32,0,429,0,105,429,138,0,429,32,99,0,101,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,523,0,523,0,0,0,0,0,0,523,0,0,0,0,30,523,30,72,0,523,0,118,523,195,0,523,72,119,0,78,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,868,0,868,0,0,0,0,0,0,868,0,0,0,0,48,868,48,65,0,868,0,104,868,179,0,868,65,78,0,72,0,74,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,498,0,498,0,0,0,0,0,0,498,0,0,0,0,55,498,55,63,0,498,0,124,498,148,0,498,63,74,23,69,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,373,0,373,0,0,0,0,0,0,373,0,0,0,0,75,373,75,133,0,373,0,78,373,190,0,373,133,44,20,64,0,67,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,364,0,364,0,0,0,0,0,0,364,0,0,0,0,53,364,53,176,0,364,0,86,364,185,0,364,176,42,25,86,0,61,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,766,0,766,0,0,0,0,0,0,766,0,0,0,0,76,766,76,224,0,766,0,77,766,228,0,766,224,28,27,80,0,55,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,192,0,192,0,0,0,0,0,0,192,0,0,0,0,81,192,81,245,0,192,0,81,192,241,0,192,245,24,25,99,0,57,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,574,0,574,0,0,0,0,0,0,574,0,0,0,0,67,574,67,245,0,574,0,87,574,343,0,574,245,24,62,87,0,27,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,509,0,509,0,0,0,0,0,0,509,0,0,0,0,69,509,69,179,0,509,0,75,509,414,0,509,179,39,48,139,0,57,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,487,0,487,0,0,0,0,0,0,487,0,0,0,0,77,487,77,155,0,487,0,67,487,396,0,487,155,66,55,91,0,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,529,0,529,0,0,0,0,0,0,529,0,0,0,0,52,529,52,166,0,529,0,60,529,385,0,529,166,50,60,135,0,30,52,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,613,0,613,0,33,0,33,33,0,613,0,33,0,33,67,613,67,133,0,613,0,48,613,339,0,613,133,63,51,175,0,50,67,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,604,0,604,0,0,0,0,0,0,604,0,0,0,0,22,604,22,89,0,604,0,41,604,333,0,604,89,33,30,102,0,41,22,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,910,0,910,0,0,0,0,0,0,910,0,0,0,0,42,910,42,54,0,910,0,382,910,382,0,910,54,38,38,80,0,42,42,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,709,0,709,0,35,0,35,35,0,709,0,35,0,35,25,709,25,77,0,709,0,342,709,342,0,709,77,23,27,55,0,51,25,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,885,0,885,0,24,0,24,24,0,885,0,24,0,24,22,885,22,112,0,885,0,290,885,290,0,885,112,43,44,57,0,82,22,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,816,0,816,0,22,0,22,22,0,816,0,22,0,22,27,816,27,94,0,816,0,355,816,355,0,816,94,52,53,26,0,59,27,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,772,0,772,0,0,0,0,0,0,772,0,0,0,0,43,772,43,42,0,772,0,383,772,383,0,772,42,23,48,26,0,65,43,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,513,0,513,0,0,0,0,0,0,513,0,0,0,0,35,513,35,24,0,513,0,330,513,330,0,513,24,30,55,51,0,60,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,679,0,679,0,0,0,0,0,0,679,0,0,0,0,37,679,37,58,0,679,0,327,679,327,0,679,58,37,83,61,0,83,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,665,0,665,0,0,0,0,0,0,665,0,0,0,0,79,665,79,79,0,665,0,231,665,231,0,665,79,66,112,50,0,72,79,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,610,0,610,0,0,0,0,0,0,610,0,0,0,0,78,610,78,78,0,610,0,273,610,273,0,610,78,53,107,46,0,54,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,462,0,462,0,0,0,0,0,0,462,0,0,0,0,86,462,86,86,0,462,0,253,462,253,0,462,86,45,154,29,0,73,86,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,425,0,425,0,0,0,0,0,0,425,0,0,0,0,110,425,110,110,0,425,0,281,425,281,0,425,110,45,192,61,0,46,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,340,0,340,0,22,0,22,22,0,340,0,22,0,22,88,340,88,88,0,340,0,391,340,391,0,340,88,70,216,70,0,32,88,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,406,0,406,0,28,0,28,28,0,406,0,28,0,28,170,406,170,170,0,406,0,382,406,382,0,406,170,49,269,60,0,32,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,438,0,438,0,38,0,38,38,0,438,0,38,0,38,151,438,151,151,0,438,0,300,438,300,0,438,151,50,294,87,0,29,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,295,0,295,0,28,0,28,28,0,295,0,28,0,28,162,295,162,162,0,295,0,294,295,294,0,295,162,39,345,70,0,37,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,255,0,255,0,25,0,25,25,0,255,0,25,0,25,204,255,204,204,0,255,0,371,255,371,0,255,204,44,285,49,31,29,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,283,0,283,0,36,0,36,36,0,283,0,36,0,36,137,283,137,137,0,283,0,445,283,445,0,283,137,65,293,139,36,24,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,304,0,304,0,62,0,62,62,0,304,0,62,0,62,78,304,78,78,0,304,0,449,304,449,0,304,78,55,327,157,62,42,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,293,0,293,0,61,0,61,61,0,293,0,61,0,61,59,293,59,59,0,293,0,358,293,358,0,293,59,42,310,105,61,39,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,314,0,314,0,65,0,65,65,0,314,0,65,0,65,67,314,67,67,0,314,0,418,314,418,0,314,67,43,275,128,65,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,347,0,347,0,60,0,60,60,0,347,0,60,0,60,127,347,127,127,0,347,0,304,347,304,0,347,127,35,283,83,60,37,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,248,0,248,0,62,0,62,62,0,248,0,62,0,62,153,248,153,153,0,248,0,361,248,361,0,248,153,37,291,96,62,38,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,294,0,294,0,68,0,68,68,0,294,0,68,0,68,100,294,100,100,0,294,0,267,294,267,0,294,100,0,209,101,68,35,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,344,0,344,0,72,0,72,72,0,344,0,72,0,72,93,344,93,93,0,344,0,268,344,268,0,344,93,34,195,60,72,28,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,436,0,436,0,78,0,78,78,0,436,0,78,0,78,128,436,128,128,0,436,0,238,436,238,0,436,128,0,179,77,78,42,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,346,0,346,0,71,0,71,71,0,346,0,71,0,71,76,346,76,76,0,346,0,290,346,290,0,346,76,0,175,53,71,55,76,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,350,0,350,0,67,0,67,67,0,350,0,67,0,67,67,350,67,67,0,350,0,255,350,255,0,350,67,0,156,32,67,45,67,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,347,0,347,0,107,0,107,107,0,347,0,107,0,107,77,347,77,77,0,347,0,278,347,278,0,347,77,0,123,47,107,44,77,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,397,0,397,0,82,0,82,82,0,397,0,82,0,82,94,397,94,94,0,397,0,265,397,265,0,397,94,0,69,47,82,24,94,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,464,0,464,0,79,0,79,79,0,464,0,79,0,79,85,464,85,85,0,464,0,277,464,277,0,464,85,0,95,66,79,64,85,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,506,0,506,0,71,0,71,71,0,506,0,71,0,71,102,506,102,102,0,506,0,216,506,216,0,506,102,0,105,73,71,42,102,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,433,0,433,0,87,0,87,87,0,433,0,87,0,87,86,433,86,86,0,433,0,205,433,205,0,433,86,0,92,69,87,48,86,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,454,0,454,0,85,0,85,85,0,454,0,85,0,85,38,454,38,38,0,454,0,202,454,202,0,454,38,0,84,81,85,42,38,27,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,532,0,532,0,94,0,94,94,0,532,0,94,0,94,49,532,49,49,0,532,0,187,532,187,0,532,49,0,92,110,94,37,49,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,569,0,569,0,72,0,72,72,0,569,0,72,0,72,39,569,39,39,0,569,0,172,569,172,0,569,39,0,66,83,72,24,39,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,495,0,495,0,85,0,85,85,0,495,0,85,0,85,38,495,38,38,0,495,55,163,495,163,0,495,38,0,55,66,85,27,38,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,577,0,577,0,74,0,74,74,0,577,0,74,0,74,29,577,29,29,0,577,42,169,577,169,0,577,29,0,42,61,74,28,29,33,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,743,0,743,0,79,0,79,79,0,743,0,79,0,79,0,743,0,0,0,743,70,110,743,110,0,743,0,21,70,94,79,37,0,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,595,0,595,0,54,0,54,54,0,595,0,54,0,54,37,595,37,37,0,595,67,108,595,108,0,595,37,0,67,102,54,50,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,640,0,640,0,75,0,75,75,0,640,0,75,0,75,0,640,0,0,0,640,35,64,640,64,0,640,0,0,35,130,75,74,0,82,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,638,0,638,0,61,0,61,61,0,638,0,61,0,61,0,638,0,0,0,638,55,61,638,61,0,638,0,0,55,125,61,60,0,145,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,785,0,785,0,50,0,50,50,0,785,0,50,0,50,0,785,0,0,0,785,75,89,785,89,0,785,0,0,75,151,50,41,0,142,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,895,0,895,0,62,0,62,62,0,895,0,62,0,62,0,895,0,0,0,895,39,67,895,67,0,895,0,0,39,116,62,48,0,174,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,900,0,900,0,58,0,58,58,0,900,0,58,0,58,0,900,0,0,0,900,52,97,900,97,0,900,0,0,52,118,58,34,0,224,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,946,0,946,0,53,0,53,53,0,946,0,53,0,53,0,946,0,0,0,946,49,83,946,83,0,946,0,0,49,72,53,65,0,240,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,891,0,891,0,62,0,62,62,0,891,0,62,0,62,0,891,0,0,0,891,64,104,891,104,0,891,0,0,64,113,62,83,0,308,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,915,0,915,0,58,0,58,58,0,915,0,58,0,58,0,915,0,0,0,915,83,137,915,137,0,915,0,0,83,118,58,61,0,346,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,902,0,902,0,23,0,23,23,0,902,0,23,0,23,0,902,0,0,0,902,59,144,902,144,0,902,0,0,59,101,23,57,0,316,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,862,0,862,0,54,0,54,54,0,862,0,54,0,54,0,862,0,0,0,862,59,110,862,110,0,862,0,0,59,99,54,69,0,262,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,794,0,794,0,62,0,62,62,0,794,0,62,0,62,0,794,0,0,0,794,68,84,794,84,0,794,0,0,68,85,62,109,0,219,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,722,0,722,0,30,0,30,30,0,722,0,30,0,30,24,722,24,24,0,722,70,67,722,67,0,722,24,0,70,71,30,113,24,172,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,716,0,716,0,35,0,35,35,0,716,0,35,0,35,0,716,0,0,0,716,73,45,716,45,0,716,0,0,73,66,35,121,0,146,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,650,0,650,0,42,0,42,42,0,650,0,42,0,42,0,650,0,0,0,650,61,57,650,57,0,650,0,0,61,56,42,98,0,162,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,723,0,723,0,29,0,29,29,0,723,0,29,0,29,0,723,0,0,0,723,38,50,723,50,0,723,0,0,38,55,29,99,0,107,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,680,0,680,0,47,0,47,47,0,680,0,47,0,47,21,680,21,21,0,680,58,65,680,65,0,680,21,0,58,55,47,61,21,82,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,769,0,769,0,35,0,35,35,0,769,0,35,0,35,55,769,55,55,0,769,64,95,769,95,0,769,55,0,64,61,35,41,55,55,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,612,0,612,0,45,0,45,45,0,612,0,45,0,45,60,612,60,60,0,612,78,118,612,118,0,612,60,0,78,57,45,46,60,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,607,0,607,0,36,0,36,36,0,607,0,36,0,36,53,607,53,53,0,607,69,95,607,95,0,607,53,0,69,25,36,50,53,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,566,0,566,0,54,0,54,54,0,566,0,54,0,54,44,566,44,44,0,566,67,112,566,112,0,566,44,0,67,30,54,31,44,44,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,631,0,631,0,50,0,50,50,0,631,0,50,0,50,33,631,33,33,0,631,58,114,631,114,0,631,33,0,58,27,50,42,33,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,547,0,547,0,44,0,44,44,0,547,0,44,0,44,47,547,47,47,0,547,83,127,547,127,0,547,47,0,83,33,44,27,47,47,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,501,0,501,0,63,0,63,63,0,501,0,63,0,63,62,501,62,62,0,501,81,91,501,91,0,501,62,0,81,54,63,51,62,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,477,0,477,0,50,0,50,50,0,477,0,50,0,50,24,477,24,24,0,477,61,95,477,95,0,477,24,0,61,80,50,36,24,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,358,0,358,0,56,0,56,56,0,358,0,56,0,56,97,358,97,97,0,358,65,156,358,156,0,358,97,0,65,38,56,28,97,97,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,392,0,392,0,30,0,30,30,0,392,0,30,0,30,69,392,69,69,0,392,76,120,392,120,0,392,69,0,76,46,30,38,69,69,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,438,0,438,0,67,0,67,67,0,438,0,67,0,67,79,438,79,79,0,438,66,112,438,112,0,438,79,0,66,39,67,37,79,79,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,332,0,332,0,50,0,50,50,0,332,0,50,0,50,120,332,120,120,0,332,92,78,332,78,0,332,120,0,92,34,50,36,120,120,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,316,0,316,0,67,0,67,67,0,316,0,67,0,67,114,316,114,114,0,316,75,97,316,97,0,316,114,0,75,57,67,49,114,114,49,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,372,0,372,0,81,0,81,81,0,372,0,81,0,81,148,372,148,148,0,372,46,83,372,83,0,372,148,0,46,46,81,20,148,148,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,271,0,271,0,63,0,63,63,0,271,0,63,0,63,146,271,146,146,0,271,55,68,271,68,0,271,146,0,55,37,63,31,146,146,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,333,0,333,0,67,0,67,67,0,333,0,67,0,67,109,333,109,109,0,333,49,73,333,73,0,333,109,0,49,32,67,21,109,109,21,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,299,0,299,0,64,0,64,64,0,299,0,64,0,64,128,299,128,128,0,299,41,85,299,85,0,299,128,0,41,85,64,0,128,128,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,309,0,309,0,80,0,80,80,0,309,0,80,0,80,118,309,118,118,0,309,47,91,309,91,0,309,118,0,47,91,80,0,118,118,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,250,0,250,0,64,0,64,64,0,250,0,64,0,64,179,250,179,179,0,250,39,104,250,104,0,250,179,0,39,104,64,38,179,179,38,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,332,0,332,0,34,0,34,34,0,332,0,34,0,34,271,332,271,271,0,332,38,76,332,76,0,332,271,0,38,76,34,25,271,271,25,271,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,344,0,344,0,30,0,30,30,0,344,0,30,0,30,252,344,252,252,0,344,22,94,344,94,0,344,252,0,22,94,30,27,252,252,27,252,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,366,0,366,0,65,0,65,65,0,366,0,65,0,65,365,366,365,365,0,366,47,101,366,101,0,366,365,0,47,101,65,27,365,365,27,365,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,429,0,429,0,56,0,56,56,0,429,0,56,0,56,428,429,428,428,0,429,65,71,429,71,0,429,428,0,65,71,56,22,428,428,22,428,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,349,0,349,0,42,0,42,42,0,349,0,42,0,42,416,349,416,416,0,349,47,68,349,68,0,349,416,0,47,68,42,34,416,416,34,416,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,313,0,313,0,49,0,49,49,0,313,0,49,0,49,425,313,425,425,0,313,38,53,313,53,0,313,425,0,38,53,49,42,425,425,42,425,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,278,0,278,0,49,0,49,49,0,278,0,49,0,49,384,278,384,384,0,278,38,56,278,56,0,278,384,0,38,56,49,54,384,384,54,384,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,269,0,269,0,43,0,43,43,0,269,0,43,0,43,512,269,512,512,0,269,32,123,269,123,0,269,512,0,32,123,43,75,512,512,75,512,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,273,0,273,0,49,0,49,49,0,273,0,49,0,49,417,273,417,417,0,273,43,161,273,161,0,273,417,0,43,161,49,105,417,417,105,417,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,257,0,257,0,0,0,0,0,0,257,0,0,0,0,424,257,424,424,0,257,41,190,257,190,0,257,424,0,41,190,0,93,424,424,93,424,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,268,0,268,0,21,0,21,21,0,268,0,21,0,21,327,268,327,327,0,268,46,156,268,156,0,268,327,0,46,156,21,124,327,327,124,327,124,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,283,0,283,0,0,0,0,0,0,283,0,0,0,0,322,283,322,322,0,283,66,99,283,99,0,283,322,0,66,99,0,143,322,322,143,322,143,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,247,0,247,0,0,0,0,0,0,247,0,0,0,0,271,247,271,271,0,247,50,186,247,186,0,247,271,0,50,186,0,198,271,271,198,271,198,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,270,27,270,27,0,0,0,0,27,270,27,0,27,0,199,270,199,199,27,270,84,79,270,79,27,270,199,0,84,79,0,173,199,199,173,199,173,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,242,47,242,47,0,0,0,0,47,242,47,0,47,0,132,242,132,132,47,242,104,111,242,111,47,242,132,0,104,111,0,210,132,132,210,132,210,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,201,42,201,42,0,0,0,0,42,201,42,0,42,0,100,201,100,100,42,201,98,128,201,128,42,201,100,0,98,128,0,306,100,100,306,100,306,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
