0,1,2,3,4,5,6,7,8
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,42,0,0,0,0,0,0,0
0,43,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0
184,0,24,0,0,0,0,0,0
222,0,22,0,0,0,0,0,0
207,0,23,0,0,0,0,0,0
159,0,42,0,0,0,0,0,0
155,0,115,0,0,0,0,0,0
154,0,141,0,0,0,0,0,0
116,0,183,0,0,0,0,0,0
108,0,205,0,0,0,0,0,0
104,0,163,0,0,0,0,0,0
93,0,171,0,0,0,0,0,0
156,0,146,0,0,0,0,0,0
116,0,166,0,0,0,0,0,0
90,0,152,0,0,0,0,0,0
146,0,141,0,0,0,0,0,0
116,0,119,0,0,0,0,0,0
129,0,122,0,0,0,0,0,0
84,0,127,0,0,0,0,0,0
126,0,107,0,0,0,0,0,0
25,0,146,0,0,0,0,0,0
30,0,143,0,0,0,0,0,0
35,0,144,0,0,0,0,0,0
36,0,107,0,0,0,0,0,0
45,0,127,0,0,0,0,0,0
90,0,97,0,0,0,0,0,0
44,0,71,0,0,0,0,0,0
98,0,38,0,0,0,0,0,0
92,0,38,0,0,0,0,0,0
44,0,65,0,0,0,0,0,0
93,0,24,0,0,0,0,0,0
50,0,51,0,0,0,0,0,0
30,0,40,0,0,0,0,0,0
20,0,41,0,0,0,0,0,0
35,0,65,0,0,0,0,0,0
37,0,65,0,0,0,0,0,0
49,0,49,0,0,0,0,0,0
40,0,48,0,0,0,0,0,0
38,0,38,0,0,0,0,0,0
38,0,33,0,0,0,0,0,0
54,0,22,0,0,0,0,0,0
58,0,58,39,0,0,0,0,0
37,0,37,21,0,0,0,0,0
32,0,32,52,21,0,0,0,0
21,0,21,37,36,0,0,0,0
27,0,27,37,30,0,0,0,0
20,0,20,70,26,0,0,0,0
48,0,48,48,22,0,0,0,0
54,0,54,54,44,0,0,0,0
72,0,72,72,22,0,0,0,0
44,0,44,44,31,0,0,0,0
24,0,24,24,41,47,0,0,0
24,0,24,24,26,30,0,0,0
36,0,36,36,21,56,0,0,0
54,0,54,54,42,42,0,0,0
85,0,85,85,74,74,0,0,0
124,0,124,124,34,34,0,0,0
109,0,109,109,60,60,0,0,0
105,0,105,105,47,47,0,0,0
91,0,91,91,68,68,0,0,0
69,0,69,69,54,54,0,0,0
79,0,79,79,64,64,0,0,0
95,0,95,95,83,83,0,0,0
92,0,92,92,69,69,0,0,0
123,0,123,123,61,61,0,0,0
180,0,180,180,68,68,0,0,0
146,0,146,146,56,56,0,0,0
191,0,191,191,59,59,0,0,0
171,0,171,171,89,89,0,0,0
161,0,161,161,71,71,0,0,0
185,31,185,185,41,41,0,0,0
179,44,179,179,58,58,0,0,0
181,45,181,181,55,55,0,0,0
141,35,141,141,37,37,0,0,0
135,30,135,135,50,50,0,0,0
199,0,199,199,27,27,0,0,0
261,0,261,261,39,39,0,0,0
293,0,293,293,34,34,0,0,0
235,0,235,235,37,37,0,0,0
237,0,237,237,237,237,0,0,0
241,0,241,241,241,241,0,0,0
170,0,170,170,170,170,0,0,0
212,0,212,212,212,212,0,0,0
228,0,228,228,228,228,0,0,0
234,0,234,234,234,234,0,0,0
213,0,213,213,213,213,0,0,0
190,0,190,190,190,190,0,0,0
177,0,177,177,177,177,0,0,0
233,0,233,233,233,233,0,0,0
199,0,199,199,199,199,0,0,0
188,0,188,188,188,188,0,0,0
189,0,189,189,189,189,0,0,0
228,0,228,228,228,228,0,0,0
203,0,203,203,203,203,0,0,0
211,0,211,211,211,211,0,0,0
220,0,220,220,220,220,0,0,0
174,0,174,174,174,174,0,0,0
193,0,193,193,193,193,0,0,0
149,0,149,149,149,149,0,0,0
104,0,104,104,104,104,0,0,0
104,0,104,104,104,104,0,0,0
69,0,69,69,69,69,0,0,0
68,0,68,68,68,68,0,0,0
25,0,25,25,25,25,0,0,0
20,0,20,20,20,20,0,0,0
48,0,48,48,48,48,0,0,0
35,0,35,35,35,35,0,0,0
0,0,0,0,0,0,0,0,0
27,0,27,27,27,27,0,0,0
36,0,36,36,36,36,26,0,0
20,0,20,20,20,20,0,0,0
27,0,27,27,27,27,22,0,0
25,0,25,25,25,25,27,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,33,0,0
24,0,24,24,24,24,0,0,0
0,0,0,0,0,0,27,0,0
27,0,27,27,27,27,29,0,0
0,0,0,0,0,0,24,0,0
0,0,0,0,0,0,21,0,0
0,0,0,0,0,0,22,0,0
23,0,23,23,23,23,60,0,0
28,0,28,28,28,28,43,0,0
20,0,20,20,20,20,0,0,0
24,0,24,24,24,24,29,0,0
41,0,41,41,41,41,33,0,0
22,0,22,22,22,22,30,0,0
69,0,69,69,69,69,47,0,0
25,0,25,25,25,25,52,44,0
30,0,30,30,30,30,47,48,0
39,0,39,39,39,39,50,33,0
95,0,95,95,95,95,84,42,0
34,0,34,34,34,34,86,25,0
35,0,35,35,35,35,79,21,0
40,0,40,40,40,40,108,61,0
35,0,35,35,35,35,76,39,0
26,0,26,26,26,26,76,47,0
20,0,20,20,20,20,76,40,0
35,0,35,35,35,35,76,33,0
22,0,22,22,22,22,79,30,0
43,0,43,43,43,43,89,37,0
21,0,21,21,21,21,95,20,0
51,0,51,51,51,51,93,41,0
35,0,35,35,35,35,85,43,0
43,0,43,43,43,43,114,43,0
66,0,66,66,66,66,70,66,0
54,0,54,54,54,54,90,54,0
69,0,69,69,69,69,97,69,0
29,0,29,29,29,29,87,29,0
20,0,20,20,20,20,74,20,0
73,0,73,73,73,73,29,73,0
52,0,52,52,52,52,74,52,0
29,0,29,29,29,29,98,29,0
62,0,62,62,62,62,41,62,0
22,0,22,22,22,22,55,22,0
44,0,44,44,44,44,44,44,0
55,0,55,55,55,55,32,55,0
39,0,39,39,39,39,60,39,0
41,0,41,41,41,41,32,41,0
30,0,30,30,30,30,35,30,0
26,0,26,26,26,26,37,26,0
0,0,0,0,0,0,37,0,0
36,0,36,36,36,36,0,36,0
28,0,28,28,28,28,24,28,0
38,0,38,38,38,38,0,38,0
49,0,49,49,49,49,29,49,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
37,0,37,37,37,37,37,37,0
21,0,21,21,21,21,21,21,0
20,0,20,20,20,20,20,20,0
0,0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0
25,0,25,25,25,25,25,25,0
21,0,21,21,21,21,21,21,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,45
0,0,0,0,0,0,0,0,41
0,0,0,0,0,0,0,0,45
0,0,0,0,0,0,0,0,40
0,0,0,0,0,0,0,0,42
0,0,0,0,0,0,0,0,39
0,0,0,0,0,0,0,0,46
0,0,0,0,0,0,0,0,48
0,0,0,0,0,0,0,0,46
0,0,0,0,0,0,0,0,34
0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,49
0,0,0,0,0,0,0,0,46
0,0,0,0,0,0,0,0,29
0,0,0,0,0,0,0,0,33
0,0,0,0,0,0,0,0,47
0,0,0,0,0,0,0,0,54
