0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
26,0,0,0,0
46,0,0,0,0
56,0,0,0,0
73,0,0,0,0
47,0,0,0,0
38,0,0,0,0
29,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,24,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
36,26,0,0,0
50,20,0,0,0
34,0,0,0,0
31,0,0,0,0
0,0,0,0,0
23,0,0,0,0
35,0,0,0,0
78,0,0,0,0
84,0,0,0,0
73,0,0,0,0
85,0,0,0,0
74,0,0,0,0
33,0,0,0,0
52,0,0,0,0
49,0,0,0,0
47,0,0,0,0
74,0,0,0,0
49,0,0,0,0
58,0,0,0,0
44,0,0,0,0
61,0,0,0,0
33,0,0,0,0
21,28,0,0,0
0,24,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21,0,0,0
40,0,0,0,0
30,0,0,0,0
23,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
44,44,0,0,0
57,57,0,0,0
34,34,0,0,0
0,0,0,0,0
21,21,0,0,0
0,0,0,0,0
31,31,0,0,0
57,57,0,0,0
60,60,0,0,0
68,68,0,0,0
75,75,0,0,0
66,66,0,0,0
167,167,0,0,0
201,201,0,0,0
268,268,0,0,0
224,224,0,0,0
220,220,0,0,0
176,176,0,0,0
155,155,0,0,0
160,160,0,0,0
200,200,0,0,0
303,303,0,0,0
308,308,0,0,0
290,290,0,0,0
303,303,0,0,0
335,335,0,0,0
203,203,0,0,0
153,153,0,0,0
126,126,0,0,0
150,150,0,0,0
197,197,0,0,0
195,195,20,0,0
131,131,22,0,0
180,180,27,23,0
151,151,0,23,0
180,180,0,41,0
117,117,23,44,0
154,154,0,31,0
154,154,0,52,0
205,205,0,38,0
171,171,0,58,0
192,192,0,64,0
162,162,0,38,0
215,215,0,38,0
188,188,0,0,20
174,174,0,24,0
202,202,0,47,30
179,179,0,35,25
167,167,0,33,0
202,202,0,21,0
191,191,0,21,29
213,213,0,22,0
298,298,0,21,0
371,371,0,0,0
488,488,0,0,0
593,593,0,0,22
670,670,0,0,23
721,721,0,0,22
684,684,0,0,0
686,686,0,0,0
709,709,0,0,0
663,663,0,0,0
678,678,0,0,0
650,650,0,0,0
612,612,20,0,0
550,550,0,27,0
379,379,0,31,0
282,282,0,39,0
201,201,0,81,0
138,138,0,118,0
97,97,0,151,0
33,33,0,187,0
41,41,31,232,0
35,35,34,302,0
31,31,49,361,0
51,51,27,369,0
417,417,26,417,0
405,405,21,405,0
326,326,21,326,0
299,299,34,299,0
290,290,32,290,0
284,284,23,284,0
252,252,28,252,0
254,254,0,254,0
169,169,20,169,0
177,177,0,177,0
235,235,0,235,0
285,285,0,285,0
295,295,0,295,0
306,306,0,306,0
240,240,0,240,0
303,303,0,303,0
