0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,117,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,123,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,125,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,163,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,187,187,26,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,174,174,35,0,0,0,0,0,0,0,0,0,0,0,0,0
154,154,154,154,20,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,176,176,21,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,140,140,51,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,142,142,52,0,0,0,0,0,0,0,0,0,0,0,0,0
