0,1,2,3,4,5,6,7,8,9,10,11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,29,0,0,0,0,0,0,0,0,0
0,25,20,0,0,0,0,0,0,0,0,0
0,0,27,0,0,0,0,0,0,0,0,0
0,21,23,0,0,0,0,0,0,0,0,0
0,0,23,0,0,0,0,0,0,0,0,0
0,0,23,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,27,0,0,0,0,0,0,0,0,0
0,0,46,0,0,0,0,0,0,0,0,0
0,0,46,0,0,0,0,0,0,0,0,0
0,0,63,0,0,0,0,0,0,0,0,0
0,0,88,0,0,0,0,0,0,0,0,0
0,0,115,0,0,0,0,0,0,0,0,0
0,0,153,0,0,0,0,0,0,0,0,0
0,0,121,0,0,0,0,0,0,0,0,0
0,0,101,0,0,0,0,0,0,0,0,0
0,0,103,0,0,0,0,0,0,0,0,0
0,0,98,0,0,0,0,0,0,0,0,0
0,0,64,0,0,0,0,0,0,0,0,0
0,0,72,0,0,0,0,0,0,0,0,0
0,0,89,0,0,0,0,0,0,0,0,0
0,0,75,0,0,0,0,0,0,0,0,0
0,0,74,0,0,0,0,0,0,0,0,0
0,0,93,0,0,0,0,0,0,0,0,0
0,0,109,0,0,0,0,0,0,0,0,0
0,0,103,0,0,0,0,0,0,0,0,0
0,0,67,0,0,0,0,0,0,0,0,0
0,0,72,0,0,0,0,0,0,0,0,0
0,0,63,0,0,0,0,0,0,0,0,0
0,0,57,0,0,0,0,0,0,0,0,0
0,0,84,0,0,0,0,0,0,0,0,0
0,0,110,0,0,0,0,0,0,0,0,0
0,0,148,0,0,0,0,0,0,0,0,0
0,0,231,0,0,0,0,0,0,0,0,0
0,0,236,0,0,0,0,0,0,0,0,0
0,0,176,0,0,0,0,0,0,0,0,0
0,0,144,0,0,0,0,0,0,0,0,0
0,0,130,0,0,0,0,0,0,0,0,0
0,0,92,0,0,0,0,0,0,0,0,0
0,0,82,0,0,0,0,0,0,0,0,0
0,0,98,0,0,0,0,0,0,0,0,0
0,0,54,0,0,0,0,0,0,0,0,0
0,0,36,0,0,0,0,0,0,0,0,0
0,0,44,0,0,0,0,0,0,0,0,0
0,0,47,0,0,0,0,0,0,0,0,0
0,0,47,0,0,0,0,0,0,0,0,0
0,0,36,0,0,0,0,0,0,0,0,0
0,0,42,0,0,0,0,0,0,0,0,0
0,0,35,0,0,0,0,0,0,0,0,0
0,0,38,0,0,0,0,0,0,0,0,0
0,0,30,0,0,0,0,0,0,0,0,0
0,0,30,0,0,0,0,0,0,0,0,0
0,22,56,0,0,0,0,0,0,0,0,0
0,208,27,0,0,0,0,0,0,0,0,0
0,140,34,0,0,0,0,0,0,0,0,0
0,160,20,25,0,0,0,0,0,0,0,0
0,208,208,0,0,0,0,0,0,0,0,0
0,166,166,0,20,0,0,0,0,0,0,0
0,150,150,0,0,0,0,0,0,0,0,0
0,127,127,0,0,0,0,0,0,0,0,0
0,218,218,0,0,0,0,0,0,0,0,0
0,224,224,0,0,0,0,0,0,0,0,0
0,299,299,0,22,0,0,0,0,0,0,0
0,280,280,0,25,0,0,0,0,0,0,0
0,239,239,0,28,0,0,0,0,0,0,0
0,288,288,0,70,0,0,0,0,0,0,0
0,286,286,0,68,0,0,0,0,0,0,0
0,316,316,0,82,0,0,0,0,0,0,0
0,262,262,0,62,0,0,0,0,0,0,0
0,265,265,0,62,0,0,0,0,0,0,0
0,297,297,0,31,0,0,0,0,0,0,0
0,355,355,0,44,0,0,0,0,0,0,0
0,315,315,0,23,27,20,0,0,0,0,0
0,344,344,0,37,22,0,0,0,0,0,0
0,389,389,0,27,0,28,0,0,0,0,0
0,520,520,0,0,0,21,0,0,0,0,0
0,444,444,0,0,0,22,0,0,0,0,0
0,445,445,0,0,0,27,0,0,0,0,0
0,437,437,0,0,0,33,0,0,0,0,0
0,341,341,0,0,0,32,0,0,0,0,0
0,294,294,21,0,0,37,0,0,0,0,0
0,293,293,25,21,0,23,0,0,0,0,0
0,264,264,35,0,29,22,0,0,0,0,0
0,348,348,42,20,34,34,0,0,0,0,0
0,227,227,34,49,25,0,0,0,0,0,0
0,217,217,32,51,0,0,0,0,0,0,0
0,239,239,32,0,0,0,0,0,0,0,0
0,276,276,0,0,20,0,0,0,0,0,0
0,233,233,21,25,0,0,0,0,0,0,0
0,236,236,23,27,0,0,0,0,0,0,0
0,242,242,35,0,0,0,0,0,0,0,0
0,212,212,31,0,0,0,0,0,0,0,0
0,214,214,30,0,0,0,0,0,0,0,0
0,267,267,41,0,0,0,0,0,0,0,0
0,198,198,0,0,0,0,0,0,0,0,0
0,229,229,26,0,0,0,0,0,0,0,0
0,284,284,0,0,0,0,22,0,0,0,0
0,251,251,0,0,0,0,37,0,0,0,0
0,264,264,0,0,0,0,37,0,0,0,0
0,225,225,0,0,0,0,24,0,0,0,0
0,348,348,0,0,0,0,21,0,0,0,0
0,261,261,0,0,0,0,31,0,0,0,0
0,395,395,0,0,0,0,395,0,0,0,0
0,359,359,0,0,0,0,359,0,0,0,0
0,363,363,0,0,0,0,363,0,0,0,0
0,333,333,0,0,0,0,333,0,0,0,0
0,369,369,0,0,28,0,369,0,0,0,0
0,276,276,0,0,36,0,276,0,0,0,0
0,334,334,0,0,34,0,334,0,0,0,0
0,180,180,0,0,0,35,180,0,0,0,0
0,238,238,0,0,0,48,238,0,0,0,0
0,312,312,0,0,0,43,312,0,0,0,0
0,327,327,0,0,0,22,327,0,0,0,0
0,358,358,0,0,0,37,358,0,0,0,0
0,331,331,0,27,27,23,331,0,0,0,0
0,303,303,0,0,0,0,303,0,0,0,0
0,350,350,0,31,29,52,350,0,0,0,0
0,468,468,0,23,31,20,468,0,0,0,0
0,351,351,0,0,60,50,351,0,0,0,0
0,539,539,0,0,80,51,539,0,0,0,0
0,545,545,0,22,77,30,545,0,0,0,0
0,595,595,0,0,69,45,595,0,0,0,0
0,544,544,0,0,32,49,544,0,0,0,0
0,532,532,0,29,0,0,532,0,0,0,0
0,571,571,0,34,0,56,571,0,0,0,0
0,375,375,0,0,0,20,375,0,0,0,0
0,407,407,0,28,0,25,407,0,0,0,0
0,496,496,0,0,0,0,496,0,0,0,0
0,324,324,0,0,0,44,324,0,0,0,0
0,298,298,0,25,0,0,298,0,0,0,0
0,235,235,0,0,0,0,235,0,0,0,0
0,227,227,0,0,0,0,227,29,0,0,0
0,264,264,0,0,0,0,264,28,0,0,0
0,115,115,0,0,0,0,115,0,0,0,0
0,195,195,0,0,0,29,195,0,0,0,0
0,220,220,0,0,0,0,220,20,0,0,0
0,356,356,0,0,0,0,356,0,0,0,0
0,282,282,0,0,0,0,282,20,0,0,0
0,229,229,0,0,0,0,229,0,0,0,0
0,313,313,0,0,0,0,313,0,0,0,0
0,207,207,0,0,0,0,207,0,0,0,0
0,125,125,0,0,0,0,125,0,0,0,0
0,104,104,0,0,0,0,104,0,0,0,0
0,153,153,0,0,0,0,153,0,0,0,0
0,150,150,0,0,0,0,150,0,0,0,0
0,141,141,0,0,0,0,141,0,0,0,0
0,156,156,0,0,0,0,156,0,0,0,0
0,222,222,0,0,0,0,222,0,0,0,0
0,193,193,0,0,0,0,193,0,0,0,0
0,139,139,0,0,0,0,139,0,0,0,0
0,127,127,0,0,0,0,127,127,0,0,0
0,155,155,0,0,0,0,155,155,0,0,0
0,216,216,0,0,0,0,216,216,0,0,0
0,253,253,0,0,0,0,253,253,0,0,0
0,194,194,0,0,0,0,194,194,0,0,0
0,170,170,0,0,0,0,170,170,0,0,0
0,122,122,0,0,0,0,122,122,0,0,0
0,99,99,0,0,0,0,99,99,0,0,0
0,120,120,0,0,0,0,120,120,0,0,0
0,161,161,0,0,0,0,161,161,0,0,0
0,137,137,0,0,0,0,137,137,27,0,0
0,100,100,0,0,0,0,100,100,23,0,0
0,118,118,0,0,0,0,118,118,0,0,0
0,107,107,0,0,0,0,107,107,21,0,0
0,71,71,0,0,0,0,71,71,0,0,0
0,193,193,0,0,0,0,193,193,0,0,0
0,94,94,0,0,0,0,94,94,0,0,0
0,117,117,0,0,0,0,117,117,0,0,0
0,134,134,0,0,0,0,134,134,0,0,0
0,161,161,0,0,0,0,161,161,0,0,0
0,270,270,0,0,0,0,270,270,0,0,0
0,217,217,0,0,0,0,217,217,0,0,0
0,286,286,0,0,0,0,286,286,0,0,0
0,198,198,0,0,0,0,198,198,0,0,0
0,93,93,0,0,0,0,93,93,0,0,0
0,42,42,0,0,0,0,42,42,0,0,0
0,56,56,0,0,0,0,56,56,0,0,0
0,20,20,0,0,0,0,20,20,0,0,0
0,76,76,0,0,0,0,76,76,0,0,0
0,83,83,0,0,0,0,83,83,0,0,0
0,86,86,0,0,0,0,86,86,0,0,0
0,86,86,0,0,0,0,86,86,0,0,0
0,125,125,0,0,0,0,125,125,0,0,0
0,83,83,0,0,0,0,83,83,0,0,0
0,138,138,0,0,0,0,138,138,0,0,0
0,129,129,0,0,0,0,129,129,0,0,0
0,129,129,0,0,0,0,129,129,0,0,0
0,138,138,0,0,0,0,138,138,0,0,0
0,160,160,0,21,0,0,160,160,0,0,0
0,149,149,0,0,0,0,149,149,0,0,0
0,107,107,0,0,0,0,107,107,0,0,0
0,174,174,0,0,0,0,174,174,0,0,0
0,134,134,0,0,0,0,134,134,0,0,0
0,116,116,0,0,0,0,116,116,0,0,0
0,37,37,0,0,0,0,37,37,0,0,0
0,78,78,0,0,0,0,78,78,0,0,0
0,45,45,0,0,0,0,45,45,0,0,0
0,52,52,0,0,0,0,52,52,0,0,0
0,101,101,0,0,0,0,101,101,0,0,0
0,26,26,0,32,0,0,26,26,0,0,0
0,44,44,0,0,0,0,44,44,0,0,0
0,47,47,0,0,0,0,47,47,0,0,0
0,36,36,0,0,0,0,36,36,0,0,0
0,39,39,0,0,0,0,39,39,0,0,0
0,39,39,0,0,0,0,39,39,0,0,0
0,48,48,0,0,0,0,48,48,0,0,0
0,81,81,0,0,0,0,81,81,0,0,0
0,94,94,0,0,0,20,94,94,0,0,0
0,112,112,0,0,0,25,112,112,0,0,0
0,101,101,0,0,0,0,101,101,0,0,0
0,223,223,0,0,0,0,223,223,0,0,0
0,242,242,0,0,0,0,242,242,0,0,0
0,216,216,0,0,0,0,216,216,0,0,0
0,220,220,0,0,0,0,220,220,0,0,0
0,258,258,0,0,0,0,258,258,0,0,0
0,245,245,0,0,0,0,245,245,0,0,0
0,238,238,0,0,0,0,238,238,0,0,0
0,176,176,0,0,0,0,176,176,0,0,0
0,168,168,0,0,0,0,168,168,0,0,0
