0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
48,36,31,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,48,20,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,68,65,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,65,74,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,27,130,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,30,111,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,32,130,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,43,126,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,47,167,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,22,134,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,55,227,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,51,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,64,196,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,48,216,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,86,216,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,106,289,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,72,247,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,104,309,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,101,320,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,72,318,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,105,502,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,94,531,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,100,531,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,92,350,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,71,468,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,241,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,57,196,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,69,493,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,56,522,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,49,604,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,36,656,391,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,63,668,349,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,48,645,390,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,59,722,394,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,43,631,456,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,38,949,482,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,30,1048,448,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,1153,511,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,28,1143,316,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,37,1204,533,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,37,1358,537,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,31,1401,409,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,20,1467,204,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,21,1376,369,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,26,1282,299,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,32,1169,293,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,94,1053,261,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,119,869,255,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,385,828,385,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,234,706,234,295,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,216,664,216,278,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,349,690,349,324,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,367,752,367,332,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,322,677,322,291,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,339,727,339,322,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,287,756,287,335,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,258,767,258,349,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,239,437,239,322,190,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,190,632,190,367,198,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,223,605,223,310,288,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,187,674,187,304,271,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,188,592,188,247,227,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,292,644,292,224,199,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,185,285,185,170,212,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,199,267,199,164,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,197,666,197,188,146,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,255,557,255,160,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,265,387,265,129,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,252,616,252,154,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,287,432,287,190,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,234,670,234,171,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,243,555,243,189,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,213,416,213,221,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,191,438,191,248,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,169,485,169,186,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,131,508,131,156,29,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,174,668,174,149,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,128,578,128,92,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,129,593,129,132,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,58,654,58,153,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,47,757,47,110,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,41,838,41,66,21,0,21,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,40,765,40,77,40,0,40,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,33,936,33,52,33,0,33,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,25,834,25,48,25,29,25,53,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,21,882,21,95,21,28,21,51,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,21,846,21,112,21,44,21,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,21,917,21,113,21,28,21,35,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,43,933,43,96,43,21,43,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,33,1012,33,143,33,28,33,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,21,990,21,144,21,33,21,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,22,1093,22,132,22,0,22,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,117,1109,117,117,117,0,117,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,98,1197,98,98,98,24,98,0,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,112,1274,112,112,112,0,112,21,53,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,97,1393,97,97,97,0,97,0,37,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,111,1246,111,111,111,0,111,0,30,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,171,1356,171,171,171,0,171,0,22,22,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,113,1445,113,113,113,0,113,0,44,44,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,148,1465,148,148,148,0,148,0,50,50,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,65,1593,65,65,65,0,65,0,51,51,20,40,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,140,1535,140,140,140,0,140,0,50,50,0,53,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,129,1538,129,129,129,0,129,0,23,23,20,79,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,90,1376,90,90,90,0,90,0,23,23,22,87,23,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,48,1397,48,48,48,0,48,0,0,0,27,84,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,101,1450,101,101,101,0,101,0,36,36,101,68,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,55,1288,55,55,55,0,55,0,56,56,55,58,56,56,56,26,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,73,1293,73,73,73,26,73,20,43,43,73,66,43,43,43,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,61,1251,61,61,61,55,61,0,56,56,61,55,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,124,1182,124,124,124,55,124,0,84,84,124,53,84,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,61,1237,61,61,61,27,61,0,103,103,61,72,103,103,103,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,68,1272,68,68,68,22,68,0,130,130,68,95,130,130,130,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,48,1308,48,48,48,31,48,0,164,164,48,58,164,164,164,20,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,29,1324,29,29,29,31,29,30,157,157,29,66,157,157,157,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,34,1363,34,34,34,35,34,50,88,88,34,40,88,88,88,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,48,1389,48,48,48,28,48,33,87,87,48,37,87,87,87,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,67,1436,67,67,67,25,67,29,83,83,67,24,83,83,83,24,67,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,81,1290,81,81,81,0,81,41,52,52,81,37,52,52,52,26,81,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,81,1237,81,81,81,36,81,42,45,45,81,50,45,45,45,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,179,1194,179,179,179,29,179,40,70,70,179,47,70,70,70,0,179,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,57,1267,57,57,57,28,57,20,40,40,57,40,40,40,40,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,106,1321,106,106,106,33,106,22,66,66,106,66,66,66,66,24,106,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,101,1442,101,101,101,45,101,23,71,71,101,80,71,71,71,45,101,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,73,1394,73,73,73,34,73,20,79,79,73,77,79,79,79,32,73,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,81,1465,81,81,81,37,81,41,62,62,81,65,62,62,62,41,81,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,57,1426,57,57,57,37,57,39,103,103,57,61,103,103,103,51,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,59,1371,59,59,59,28,59,44,96,96,59,69,96,96,96,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,56,1304,56,56,56,21,56,61,68,68,56,59,68,68,68,23,56,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,45,1238,45,45,45,23,45,52,62,62,45,54,62,62,62,33,45,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,80,1154,80,80,80,24,80,88,49,49,80,59,49,49,49,44,80,44,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,57,1267,57,57,57,0,57,69,67,67,57,100,67,67,67,66,57,66,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,113,1109,113,113,113,27,113,70,43,43,113,62,43,43,43,75,113,75,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,87,1159,87,87,87,0,87,39,34,34,87,44,34,34,34,43,87,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,88,1003,88,88,88,20,88,71,32,32,88,55,32,32,32,71,88,71,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,49,1048,49,49,49,0,49,37,35,35,49,81,35,35,35,55,49,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,81,1017,81,81,81,0,81,66,41,41,81,98,41,41,41,31,81,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,74,1046,74,74,74,0,74,87,54,54,74,129,54,54,54,64,74,64,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,72,900,72,72,72,21,72,78,31,31,72,102,31,31,31,74,72,74,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,54,995,54,54,54,23,54,86,20,20,54,102,20,20,20,87,54,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,66,954,66,66,66,21,66,105,27,27,66,93,27,27,27,72,66,72,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,93,919,93,93,93,24,93,114,31,31,93,49,31,31,31,33,93,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,60,804,60,60,60,60,60,185,43,43,60,37,43,43,43,34,60,34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,780,73,73,73,73,73,246,22,22,73,75,22,22,22,70,73,70,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,54,717,54,54,54,54,54,227,20,20,54,32,20,20,20,84,54,84,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,820,41,41,41,41,41,218,28,28,41,36,28,28,28,32,41,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,77,860,77,77,77,77,77,195,42,42,77,43,42,42,42,63,77,63,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,33,649,33,33,33,33,33,236,40,40,33,78,40,40,40,52,33,52,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88,799,88,88,88,88,88,257,50,50,88,89,50,50,50,36,88,36,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,670,65,65,65,65,65,257,36,36,65,70,36,36,36,52,65,52,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,58,726,58,58,58,58,58,256,34,34,58,83,34,34,34,51,58,51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,722,43,43,43,43,43,271,34,34,43,119,34,34,34,30,43,30,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,51,562,51,51,51,51,51,310,65,65,51,140,65,65,65,36,51,36,65,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,32,669,32,32,32,32,32,339,77,77,32,137,77,77,77,25,32,25,77,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
