0,1,2,3,4,5,6,7,8
685,0,0,0,0,0,0,0,0
561,68,132,0,0,0,0,0,0
580,90,131,0,0,0,0,0,0
570,58,144,21,27,0,0,0,0
539,57,134,36,36,0,0,0,0
446,42,165,23,23,0,0,0,0
429,25,143,22,22,0,0,0,0
392,31,84,27,27,0,0,0,0
320,54,112,42,42,0,0,0,0
286,54,129,39,39,0,0,0,0
319,50,106,27,27,0,0,0,0
308,43,131,41,41,0,0,0,0
288,0,101,50,50,0,0,0,0
302,0,91,73,73,0,0,0,0
337,0,97,72,72,0,0,0,0
304,0,125,55,55,0,0,0,0
283,23,81,40,40,0,0,0,0
246,0,58,57,57,0,0,0,0
233,0,90,70,70,0,0,0,0
215,24,95,73,73,0,0,0,0
215,70,70,30,30,0,0,0,0
202,70,70,194,194,0,0,0,0
193,75,75,257,257,0,0,0,0
124,50,50,293,293,0,0,0,0
181,49,49,259,259,0,0,0,0
142,54,54,218,218,0,0,0,0
161,63,63,183,183,0,0,0,0
178,59,59,222,222,0,0,0,0
147,62,62,146,146,0,0,0,0
135,68,68,124,124,0,0,0,0
140,48,48,64,64,0,0,0,0
106,46,46,27,27,0,0,0,0
130,41,41,25,25,0,0,0,0
111,35,35,22,22,0,0,0,0
114,49,49,48,48,0,0,0,0
126,46,46,31,31,0,0,0,0
92,54,54,23,23,81,0,0,0
89,51,51,25,25,83,0,0,0
97,0,0,28,28,50,0,0,0
74,0,0,50,50,43,0,0,0
72,0,0,70,70,179,0,0,0
78,0,0,61,61,163,0,0,0
35,0,0,49,49,138,0,0,0
50,0,0,83,83,174,0,0,0
50,0,0,69,69,192,0,0,0
39,0,0,54,54,155,0,0,0
27,0,0,41,41,126,0,0,0
24,0,0,32,32,105,0,0,0
30,22,22,30,30,92,0,0,0
41,0,0,41,41,66,0,0,0
35,0,0,35,35,91,0,0,0
26,0,0,26,26,68,0,0,0
37,23,23,37,37,68,0,0,0
42,0,0,42,42,43,0,0,0
77,0,0,77,77,39,0,0,0
77,0,0,77,77,44,0,0,0
77,0,0,77,77,26,0,0,0
70,0,0,70,70,40,0,0,0
83,0,0,83,83,124,0,0,0
137,0,0,137,137,127,0,0,0
161,0,0,161,161,61,0,0,0
134,0,0,134,134,81,0,0,0
106,0,0,106,106,74,0,0,0
56,0,0,56,56,31,0,0,0
60,0,0,60,60,63,0,0,0
54,0,0,54,54,65,0,0,0
36,0,0,36,36,86,0,0,0
52,0,0,52,52,104,0,0,0
35,0,0,35,35,126,0,0,0
40,0,0,40,40,136,0,0,0
35,0,0,35,35,126,0,0,0
51,0,0,51,51,100,0,0,0
70,0,0,70,70,89,0,0,0
113,0,0,113,113,63,0,0,0
144,0,0,144,144,47,0,0,0
107,0,0,107,107,48,0,0,0
109,0,0,109,109,34,0,0,0
104,0,0,104,104,40,0,0,0
127,0,0,127,127,25,0,0,0
138,0,0,138,138,34,0,0,0
171,0,0,171,171,34,0,0,0
190,0,0,190,190,23,0,0,0
201,0,0,201,201,201,0,0,0
204,0,0,204,204,204,0,0,0
104,0,0,104,104,104,0,0,0
108,0,0,108,108,108,0,0,0
120,0,0,120,120,120,0,0,0
90,0,0,90,90,90,0,0,0
61,0,0,61,61,61,0,0,0
89,0,0,89,89,89,0,0,0
85,0,0,85,85,85,0,0,0
152,0,0,152,152,152,0,0,0
43,0,0,43,43,43,0,0,0
33,0,0,33,33,33,0,0,0
35,0,0,35,35,35,0,0,0
48,0,0,48,48,48,0,0,0
43,0,0,43,43,43,0,0,0
51,0,0,51,51,51,0,0,0
133,0,0,133,133,133,0,0,0
144,0,0,144,144,144,0,0,0
129,0,0,129,129,129,0,0,0
93,0,0,93,93,93,0,0,0
76,0,0,76,76,76,0,0,0
110,0,0,110,110,110,0,0,0
92,0,0,92,92,92,0,0,0
96,0,0,96,96,96,0,0,0
112,0,0,112,112,112,0,0,0
80,0,0,80,80,80,0,0,0
100,0,0,100,100,100,0,0,0
96,0,0,96,96,96,0,0,0
75,0,0,75,75,75,0,0,0
69,0,0,69,69,69,0,0,0
72,0,0,72,72,72,0,0,0
76,0,0,76,76,76,0,0,0
78,0,0,78,78,78,0,0,0
128,0,0,128,128,128,0,0,0
127,0,0,127,127,127,0,0,0
134,0,0,134,134,134,0,0,0
151,0,0,151,151,151,0,0,0
130,0,0,130,130,130,0,0,0
179,0,0,179,179,179,0,0,0
99,0,0,99,99,99,0,0,0
93,0,0,93,93,93,0,0,0
213,0,0,213,213,213,0,0,0
140,0,0,140,140,140,0,0,0
108,0,0,108,108,108,0,0,0
116,0,0,116,116,116,0,0,0
109,0,0,109,109,109,0,0,0
75,0,0,75,75,75,0,0,0
69,0,0,69,69,69,0,0,0
70,0,0,70,70,70,0,0,0
128,0,0,128,128,128,22,0,0
76,0,0,76,76,76,20,0,0
59,0,0,59,59,59,0,0,0
58,0,0,58,58,58,0,0,0
63,0,0,63,63,63,0,0,0
76,0,0,76,76,76,0,0,0
58,0,0,58,58,58,0,0,0
76,0,0,76,76,76,0,0,0
99,0,0,99,99,99,0,0,0
87,0,0,87,87,87,0,0,0
106,0,0,106,106,106,0,0,0
112,0,0,112,112,112,0,0,0
63,0,0,63,63,63,22,0,0
75,0,0,75,75,75,75,0,0
60,0,0,60,60,60,60,0,0
49,0,0,49,49,49,49,0,0
36,0,0,36,36,36,36,23,0
85,0,0,85,85,85,85,37,0
72,0,0,72,72,72,72,22,0
67,0,0,67,67,67,67,67,0
36,0,0,36,36,36,36,36,0
32,0,0,32,32,32,32,32,27
32,0,0,32,32,32,32,32,37
26,0,0,26,26,26,26,26,25
