0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,106,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,243,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,232,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,136,67,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,221,73,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,286,87,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,393,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,399,61,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,367,69,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,400,55,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,534,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,730,35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,869,51,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,902,27,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,961,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,813,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1180,32,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1064,37,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,907,30,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,946,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,830,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,876,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,777,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,708,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,706,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,663,24,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,664,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,583,27,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,469,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,480,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,402,25,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,302,27,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,258,27,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,164,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,227,43,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,274,67,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,274,94,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,262,153,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,166,176,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,152,159,152,49,0,0,0,0,0,0,0,0,0,0,0,0,0
0,158,170,158,33,0,0,0,0,0,0,0,0,0,0,0,0,0
0,186,184,186,29,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,137,128,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,176,172,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0
0,164,181,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102,232,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,205,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91,170,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,172,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0
0,105,149,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89,114,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0
0,113,80,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0
0,93,74,93,93,31,25,0,0,0,0,0,0,0,0,0,0,0
0,113,44,113,113,0,31,0,0,0,0,0,0,0,0,0,0,0
0,139,42,139,139,21,73,0,0,0,0,0,0,0,0,0,0,0
0,123,47,123,123,40,69,0,0,0,0,0,0,0,0,0,0,0
0,142,45,142,142,51,140,0,0,0,0,0,0,0,0,0,0,0
0,124,29,124,124,70,114,0,0,0,0,0,0,0,0,0,0,0
0,92,22,92,92,32,78,0,0,0,0,0,0,0,0,0,0,0
0,115,0,115,115,64,115,0,0,0,0,0,0,0,0,0,0,0
0,114,0,114,114,30,74,0,0,0,0,0,0,0,0,0,0,0
0,84,28,84,84,64,90,0,0,0,0,0,0,0,0,0,0,0
0,81,0,81,81,69,132,0,0,0,0,0,0,0,0,0,0,0
0,40,0,40,40,112,166,0,0,0,0,0,0,0,0,0,0,0
0,53,0,53,53,302,302,0,0,0,0,0,0,0,0,0,0,0
0,36,0,36,36,150,150,0,0,0,0,0,0,0,0,0,0,0
0,39,0,39,39,198,198,0,0,0,0,0,0,0,0,0,0,0
0,40,0,40,40,173,173,27,0,0,0,0,0,0,0,0,0,0
0,26,0,26,26,291,291,27,0,0,0,0,0,0,0,0,0,0
0,431,0,431,431,431,431,0,0,0,0,0,0,0,0,0,0,0
0,266,0,266,266,266,266,178,23,0,0,0,0,0,0,0,0,0
0,514,0,514,514,514,514,514,0,21,0,0,0,0,0,0,0,0
0,539,0,539,539,539,539,539,23,0,0,0,0,0,0,0,0,0
0,400,0,400,400,400,400,400,0,0,0,0,0,0,0,0,0,0
0,420,0,420,420,420,420,420,0,20,0,0,0,0,0,0,0,0
0,347,0,347,347,347,347,347,0,0,0,0,0,0,0,0,0,0
0,455,0,455,455,455,455,455,0,0,0,0,0,0,0,0,0,0
0,554,0,554,554,554,554,554,0,0,0,0,0,0,0,0,0,0
0,394,0,394,394,394,394,394,0,0,0,0,0,0,0,0,0,0
0,309,0,309,309,309,309,309,0,0,0,0,0,0,0,0,0,0
0,331,0,331,331,331,331,331,0,0,0,0,0,0,0,0,0,0
0,312,0,312,312,312,312,312,0,0,0,0,0,0,0,0,0,0
0,408,0,408,408,408,408,408,0,0,0,0,0,0,0,0,0,0
0,380,0,380,380,380,380,380,0,0,0,0,0,0,0,0,0,0
0,352,0,352,352,352,352,352,0,0,0,0,0,0,0,0,0,0
0,396,0,396,396,396,396,396,0,0,0,0,0,0,0,0,0,0
0,359,0,359,359,359,359,359,0,0,0,0,0,0,0,0,0,0
0,378,0,378,378,378,378,378,0,0,0,0,0,0,0,0,0,0
