0,1,2,3,4,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
30,0,0,0,0,0
22,0,0,0,0,0
22,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
20,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
30,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
27,0,0,0,0,0
34,0,0,0,0,0
32,0,0,0,0,0
24,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
31,0,0,0,0,0
34,0,0,0,0,0
24,0,0,0,0,0
28,0,0,0,0,0
21,0,0,0,0,0
57,0,0,0,0,0
28,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
38,0,0,0,0,0
0,0,0,0,0,0
25,0,0,0,0,0
32,0,0,0,0,0
22,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
24,0,0,0,0,0
50,0,0,0,0,0
56,0,0,0,0,0
55,0,0,0,0,0
28,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
21,0,0,0,0,0
24,0,0,0,0,0
23,0,0,0,0,0
0,0,0,0,0,0
44,0,0,0,0,0
29,0,0,0,0,0
26,0,0,0,0,0
66,0,0,0,0,0
53,0,0,0,0,0
87,0,0,0,0,0
98,0,0,0,0,0
61,0,0,0,0,0
127,0,0,0,0,0
168,0,0,0,0,0
137,0,0,0,0,0
116,0,0,0,0,0
118,0,0,0,0,0
121,0,0,0,0,0
137,0,0,0,0,0
107,0,0,0,0,0
114,0,0,0,0,0
81,0,0,0,0,0
109,0,0,0,0,0
143,0,0,0,0,0
110,0,0,0,0,0
118,0,0,0,0,0
148,0,0,0,0,0
152,0,0,0,0,0
147,0,0,0,0,0
132,0,0,0,0,0
122,0,0,0,0,0
126,0,0,0,0,0
171,0,0,0,0,0
175,0,0,0,0,0
241,0,0,0,0,0
156,0,0,0,0,0
154,0,0,0,0,0
119,0,0,0,0,0
174,0,0,0,0,0
142,0,0,0,0,0
109,0,0,0,0,0
129,0,0,0,0,0
66,0,0,0,0,0
48,0,0,0,0,0
47,0,0,0,0,0
64,0,0,0,0,0
42,0,0,0,0,0
57,0,0,0,0,0
37,0,0,0,0,0
75,0,0,0,0,0
36,0,0,0,0,0
40,0,0,0,0,0
29,0,0,0,0,0
36,0,0,0,0,0
62,0,0,0,0,0
72,0,0,0,0,0
34,0,0,0,0,0
46,0,0,0,0,0
54,0,0,0,0,0
58,0,0,0,0,0
83,0,0,0,0,0
60,0,0,0,0,0
78,0,0,0,0,0
76,0,0,0,0,0
83,0,0,0,0,0
115,0,0,0,0,0
123,0,0,0,0,0
156,0,0,0,0,0
124,0,0,0,0,0
108,0,0,0,0,0
95,0,0,0,0,0
64,0,0,0,0,0
35,0,0,0,0,0
24,0,0,0,0,0
50,0,0,0,0,0
43,0,0,0,0,0
29,0,0,0,0,0
32,0,0,0,0,0
0,0,0,0,0,0
30,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,26,0,0,0,0
0,0,0,0,0,0
0,0,28,0,0,0
0,0,25,0,0,0
0,23,29,0,0,0
0,29,0,0,0,0
0,53,27,0,0,0
0,48,25,0,0,0
0,107,20,0,0,0
0,149,49,0,0,0
0,129,32,0,0,0
0,172,61,0,0,0
0,208,56,0,0,0
0,209,83,0,0,0
0,219,65,0,0,0
0,176,101,0,0,0
0,197,112,0,0,0
0,280,143,0,0,0
0,284,121,0,0,0
0,173,129,0,0,0
0,149,204,0,0,0
0,282,178,0,0,0
0,233,264,0,0,0
0,249,238,0,0,0
0,219,311,0,0,0
0,211,351,0,0,0
0,235,336,0,0,0
0,167,359,0,0,0
0,196,368,0,0,0
0,241,435,0,0,0
0,193,485,0,0,0
0,179,644,0,0,0
0,148,634,0,0,0
0,216,809,0,0,0
0,230,854,0,0,0
0,187,902,0,0,0
0,143,992,0,0,0
0,140,1046,0,0,0
0,194,978,0,0,0
0,108,1150,0,0,0
0,155,1126,0,0,0
0,160,1137,0,0,0
0,209,1149,0,0,0
0,127,1243,0,0,0
0,230,1288,0,0,0
0,184,1240,0,0,0
1151,208,1151,0,0,0
1169,172,1169,0,0,0
1191,166,1191,0,0,0
1028,128,1028,0,0,0
1035,126,1035,0,0,0
1065,135,1065,0,0,0
1272,116,1272,0,0,0
1302,93,1302,0,0,0
1245,47,1245,0,0,0
1189,35,1189,0,0,0
1192,37,1192,0,0,0
1037,33,1037,0,0,0
1111,34,1111,0,0,0
1061,26,1061,0,0,0
1005,33,1005,0,0,0
1128,36,1128,0,0,0
1091,32,1091,34,0,0
1067,34,1067,54,0,0
584,46,584,44,0,0
478,27,478,40,0,0
867,32,867,61,0,0
749,42,749,35,0,0
351,25,351,31,0,0
293,38,293,30,0,0
605,40,605,53,0,0
482,41,482,35,0,0
248,41,248,26,0,0
486,34,486,0,0,0
297,35,297,38,0,0
290,62,290,290,0,0
296,35,296,296,0,0
262,57,262,262,0,0
291,47,291,291,0,0
283,21,283,283,0,0
173,0,173,173,0,0
193,0,193,193,0,0
190,20,190,190,0,0
99,20,99,99,0,0
126,31,126,126,20,0
151,38,151,151,0,0
103,0,103,103,0,0
87,22,87,87,0,0
89,0,89,89,0,0
85,0,85,85,0,0
76,0,76,76,0,0
57,0,57,57,0,0
36,0,36,36,0,0
109,0,109,109,0,0
81,0,81,81,0,0
51,0,51,51,0,0
64,0,64,64,0,0
0,0,0,0,0,0
0,0,0,0,0,0
41,0,41,41,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
