,Unnamed: 0,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
0,5,"[150.39720476595747, -31.343986851063832]",2.759,1.966,37.0,10.0,109.606,119.098,Jump_10,2.02347,10:18:00,69,"[150.1917, -31.0236]","['NaN', 10.125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 10.125, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00']","['NaN', [-30.897583, 150.00305], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10533.0,12.0,0.1163,2021-06-16 10:18:00
1,8,"[152.35876642028984, -26.082458130434777]",8.054,0.339,68.0,1.0,303.685,5.547,Jump_1,3.82808,06:28:00,8,"[152.5768, -25.9574]","[18.9375, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[17.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['06:30:00', '06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00']","[[-26.02002, 152.25653], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11102.0,-8.0,0.1225,2021-03-10 06:28:00
2,11,"[147.8110757446808, -26.26181174468086]",28.374,0.019,47.0,0.0,282.037,0.0,Jump_2,2.07225,04:44:00,67,"[147.3492, -26.44]","[13.4375, 'NaN', 'NaN', 'NaN', 'NaN', 11.0625, 'NaN', 'NaN', 'NaN', 'NaN']","[13.4375, 'NaN', 'NaN', 'NaN', 'NaN', 10.9688, 'NaN', 'NaN', 'NaN', 'NaN']","['04:45:00', '04:50:00', '04:55:00', '05:00:00', '05:05:00', '05:10:00', '05:15:00', '05:20:00', '05:25:00', '05:30:00']","[[-26.339355, 148.05164], 'NaN', 'NaN', 'NaN', 'NaN', [-26.258118, 148.11133], 'NaN', 'NaN', 'NaN', 'NaN']",11054.0,-65.0,0.122,2021-03-10 04:44:00
3,12,"[147.06285952000005, -26.877878746666667]",4.152,1.385,58.0,17.0,315.339,303.318,Jump_4,10.90305,05:46:00,67,"[147.3492, -26.44]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 10.625]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 10.625]","['05:50:00', '05:55:00', '06:00:00', '06:05:00', '06:10:00', '06:15:00', '06:20:00', '06:25:00', '06:30:00', '06:35:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-26.950806, 146.63287]]",11042.0,-53.0,0.1219,2021-03-10 05:46:00
4,13,"[150.03466635403726, -30.87560462111801]",11.551,0.384,146.0,15.0,491.93,223.04,Jump_3,2.64661,07:04:00,69,"[150.1917, -31.0236]","['NaN', 14.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 14.6, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00', '07:30:00', '07:35:00', '07:40:00', '07:45:00', '07:50:00']","['NaN', [-30.56488, 150.06635], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10616.0,-71.0,0.1172,2021-03-10 07:04:00
5,14,"[150.28420579310344, -29.110840120689648]",3.088,1.936,53.0,5.0,124.382,56.108,Jump_5,2.56734,08:50:00,53,"[149.8461, -29.4903]","[18.5, 14.625, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[16.875, 14.475, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['08:50:00', '08:55:00', '09:00:00', '09:05:00', '09:10:00', '09:15:00', '09:20:00', '09:25:00', '09:30:00', '09:35:00', '09:40:00']","[[-29.102905, 150.26813], [-29.102844, 150.2887], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10808.0,-41.0,0.1193,2021-03-10 08:50:00
6,7,"[152.8293588902438, -28.123658249999995]",5.108,2.0,157.0,7.0,617.674,219.789,Jump_11,12.64433,11:54:00,66,"[153.24, -27.7178]","[23.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[22.775, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['11:54:00', '12:00:00', '12:06:00', '12:12:00', '12:18:00', '12:24:00', '12:30:00', '12:36:00', '12:42:00']","[[-28.076843, 152.8017], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10871.0,113.0,0.12,2021-03-09 11:54:00
7,13,"[152.8293588902438, -28.123658249999995]",5.108,2.0,157.0,7.0,617.674,219.789,Jump_9,12.64433,11:54:00,66,"[153.24, -27.7178]","[23.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[22.775, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['11:54:00', '12:00:00', '12:06:00', '12:12:00', '12:18:00', '12:24:00', '12:30:00', '12:36:00', '12:42:00']","[[-28.076843, 152.8017], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10871.0,113.0,0.12,2021-03-09 11:54:00
8,42,"[152.15795760122694, -26.38516604907977]",8.024,0.806,156.0,7.0,832.297,210.221,Jump_14,2.11899,10:04:00,8,"[152.5768, -25.9574]","[11.8125, 19.8125, 21.0, 23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.5125, 17.9875, 19.4125, 20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00']","[[-26.334534, 152.17542], [-26.307617, 152.19556], [-26.325684, 152.21558], [-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11138.0,-44.0,0.1229,2021-01-06 10:04:00
9,43,"[152.21632278616354, -26.32323033333332]",5.39,1.742,141.0,18.0,744.192,413.707,Jump_15,3.38876,10:20:00,8,"[152.5768, -25.9574]","[23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00']","[[-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11008.0,86.0,0.1215,2021-01-06 10:20:00
10,48,"[152.15795760122694, -26.38516604907977]",8.024,0.806,156.0,7.0,832.297,210.221,Jump_13,2.11899,10:04:00,8,"[152.5768, -25.9574]","[11.8125, 19.8125, 21.0, 23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.5125, 17.9875, 19.4125, 20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00']","[[-26.334534, 152.17542], [-26.307617, 152.19556], [-26.325684, 152.21558], [-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11138.0,-44.0,0.1229,2021-01-06 10:04:00
11,49,"[152.21632278616354, -26.32323033333332]",5.39,1.742,141.0,18.0,744.192,413.707,Jump_14,3.38876,10:20:00,8,"[152.5768, -25.9574]","[23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00']","[[-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11008.0,86.0,0.1215,2021-01-06 10:20:00
12,50,"[152.15795760122694, -26.38516604907977]",8.024,0.806,156.0,7.0,832.297,210.221,Jump_5,2.11899,10:04:00,8,"[152.5768, -25.9574]","[11.8125, 19.8125, 21.0, 23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.5125, 17.9875, 19.4125, 20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00']","[[-26.334534, 152.17542], [-26.307617, 152.19556], [-26.325684, 152.21558], [-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11138.0,-44.0,0.1229,2021-01-06 10:04:00
13,51,"[152.21632278616354, -26.32323033333332]",5.39,1.742,141.0,18.0,744.192,413.707,Jump_6,3.38876,10:20:00,8,"[152.5768, -25.9574]","[23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00']","[[-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11008.0,86.0,0.1215,2021-01-06 10:20:00
14,56,"[152.15795760122694, -26.38516604907977]",8.024,0.806,156.0,7.0,832.297,210.221,Jump_14,2.11899,10:04:00,8,"[152.5768, -25.9574]","[11.8125, 19.8125, 21.0, 23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.5125, 17.9875, 19.4125, 20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00']","[[-26.334534, 152.17542], [-26.307617, 152.19556], [-26.325684, 152.21558], [-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11138.0,-44.0,0.1229,2021-01-06 10:04:00
15,57,"[152.21632278616354, -26.32323033333332]",5.39,1.742,141.0,18.0,744.192,413.707,Jump_15,3.38876,10:20:00,8,"[152.5768, -25.9574]","[23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00']","[[-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11008.0,86.0,0.1215,2021-01-06 10:20:00
16,62,"[152.15795760122694, -26.38516604907977]",8.024,0.806,156.0,7.0,832.297,210.221,Jump_7,2.11899,10:04:00,8,"[152.5768, -25.9574]","[11.8125, 19.8125, 21.0, 23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.5125, 17.9875, 19.4125, 20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00']","[[-26.334534, 152.17542], [-26.307617, 152.19556], [-26.325684, 152.21558], [-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11138.0,-44.0,0.1229,2021-01-06 10:04:00
17,63,"[152.21632278616354, -26.32323033333332]",5.39,1.742,141.0,18.0,744.192,413.707,Jump_8,3.38876,10:20:00,8,"[152.5768, -25.9574]","[23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00']","[[-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11008.0,86.0,0.1215,2021-01-06 10:20:00
18,69,"[152.15795760122694, -26.38516604907977]",8.024,0.806,156.0,7.0,832.297,210.221,Jump_10,2.11899,10:04:00,8,"[152.5768, -25.9574]","[11.8125, 19.8125, 21.0, 23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.5125, 17.9875, 19.4125, 20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00']","[[-26.334534, 152.17542], [-26.307617, 152.19556], [-26.325684, 152.21558], [-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11138.0,-44.0,0.1229,2021-01-06 10:04:00
19,70,"[152.21632278616354, -26.32323033333332]",5.39,1.742,141.0,18.0,744.192,413.707,Jump_11,3.38876,10:20:00,8,"[152.5768, -25.9574]","[23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00']","[[-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11008.0,86.0,0.1215,2021-01-06 10:20:00
20,71,"[152.59225842777772, -29.829194788888884]",20.853,0.132,178.0,2.0,515.801,30.745,Jump_1,7.97408,02:28:00,28,"[152.951, -29.622]","[20.4375, 'NaN', 'NaN', 14.8125, 'NaN']","[17.2875, 'NaN', 'NaN', 14.6375, 'NaN']","['02:31:00', '02:41:00', '02:51:00', '03:01:00', '03:11:00']","[[-29.747375, 152.56775], 'NaN', 'NaN', [-29.4328, 152.65155], 'NaN']",10690.0,77.0,0.118,2021-01-06 02:28:00
21,77,"[152.15795760122694, -26.38516604907977]",8.024,0.806,156.0,7.0,832.297,210.221,Jump_14,2.11899,10:04:00,8,"[152.5768, -25.9574]","[11.8125, 19.8125, 21.0, 23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.5125, 17.9875, 19.4125, 20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00']","[[-26.334534, 152.17542], [-26.307617, 152.19556], [-26.325684, 152.21558], [-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11138.0,-44.0,0.1229,2021-01-06 10:04:00
22,78,"[152.21632278616354, -26.32323033333332]",5.39,1.742,141.0,18.0,744.192,413.707,Jump_15,3.38876,10:20:00,8,"[152.5768, -25.9574]","[23.0, 14.1875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[20.7875, 13.4688, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00']","[[-26.30774, 152.23572], [-26.30774, 152.24573], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11008.0,86.0,0.1215,2021-01-06 10:20:00
23,27,"[152.1101945327103, -25.784389616822434]",14.021,0.173,79.0,28.0,376.62,685.136,Jump_3,2.7916,13:42:00,8,"[152.5768, -25.9574]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.125]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.125]","['13:45:00', '13:50:00', '13:55:00', '14:00:00', '14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-25.506653, 152.00885]]",11126.0,-32.0,0.1228,2021-12-09 13:42:00
24,28,"[149.04962594214877, -35.162228834710746]",13.134,0.223,119.0,2.0,194.324,6.948,Jump_1,4.2574,05:56:00,40,"[149.5122, -35.6614]","['NaN', 'NaN', 'NaN', 10.625, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 'NaN', 10.6062, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['06:00:00', '06:05:00', '06:10:00', '06:15:00', '06:20:00', '06:25:00', '06:30:00', '06:35:00', '06:40:00', '06:45:00']","['NaN', 'NaN', 'NaN', [-35.21991, 149.06085], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10148.0,-91.0,0.112,2021-12-09 05:56:00
25,38,"[150.9484671538461, -34.07042667948719]",12.296,0.164,70.0,8.0,133.548,102.121,Jump_0,5.45136,23:36:00,3,"[150.8751, -34.2624]","[15.625, 'NaN', 14.0625, 'NaN']","[15.3, 'NaN', 13.7125, 'NaN']","['23:40:00', '23:45:00', '23:50:00', '23:55:00']","[[-34.06433, 151.10309], 'NaN', [-34.046265, 151.15729], 'NaN']",10233.0,-42.0,0.1129,2021-12-09 23:36:00
26,39,"[152.1101945327103, -25.784389616822434]",14.021,0.173,79.0,28.0,376.62,685.136,Jump_1,2.7916,13:42:00,8,"[152.5768, -25.9574]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.125]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.125]","['13:45:00', '13:50:00', '13:55:00', '14:00:00', '14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-25.506653, 152.00885]]",11126.0,-32.0,0.1228,2021-12-09 13:42:00
27,40,"[152.1101945327103, -25.784389616822434]",14.021,0.173,79.0,28.0,376.62,685.136,Jump_3,2.7916,13:42:00,8,"[152.5768, -25.9574]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.125]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.125]","['13:45:00', '13:50:00', '13:55:00', '14:00:00', '14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-25.506653, 152.00885]]",11126.0,-32.0,0.1228,2021-12-09 13:42:00
28,1,"[147.7827155447155, -26.386313821138216]",14.904,0.176,107.0,16.0,550.065,303.554,Jump_1,2.54754,19:38:00,67,"[147.3492, -26.44]","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 17.5625, 'NaN']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 17.3562, 'NaN']","['19:40:00', '19:45:00', '19:50:00', '19:55:00', '20:00:00', '20:05:00', '20:10:00', '20:15:00', '20:20:00', '20:25:00']","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-26.670837, 148.27509], 'NaN']",11043.0,-54.0,0.1219,2021-10-24 19:38:00
29,4,"[149.7174742037037, -30.898797018518515]",3.761,1.215,51.0,3.0,161.431,65.122,Jump_5,4.29041,07:38:00,69,"[150.1917, -31.0236]","[12.25, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[12.0875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['07:40:00', '07:45:00', '07:50:00', '07:55:00', '08:00:00', '08:05:00', '08:10:00', '08:15:00', '08:20:00', '08:25:00']","[[-30.878967, 149.75159], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10610.0,-65.0,0.1171,2021-01-22 07:38:00
30,4,"[147.22820781621624, -29.57464592972973]",41.177,0.035,169.0,16.0,783.262,269.25,Jump_3,2.72501,03:40:00,93,"[146.814, -29.9708]","['NaN', 11.1875, 10.75, 15.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.1875, 'NaN']","['NaN', 11.1875, 10.75, 14.9938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.1875, 'NaN']","['03:40:00', '03:45:00', '03:50:00', '03:55:00', '04:00:00', '04:05:00', '04:10:00', '04:15:00', '04:20:00', '04:25:00', '04:30:00']","['NaN', [-29.960144, 147.47833], [-29.95996, 147.50946], [-29.959839, 147.54065], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-29.923035, 147.67523], 'NaN']",10763.0,-32.0,0.1188,2021-11-21 03:40:00
31,5,"[147.22820781621624, -29.57464592972973]",41.177,0.035,169.0,16.0,783.262,269.25,Jump_2,2.72501,03:40:00,93,"[146.814, -29.9708]","['NaN', 11.1875, 10.75, 15.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.1875, 'NaN']","['NaN', 11.1875, 10.75, 14.9938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.1875, 'NaN']","['03:40:00', '03:45:00', '03:50:00', '03:55:00', '04:00:00', '04:05:00', '04:10:00', '04:15:00', '04:20:00', '04:25:00', '04:30:00']","['NaN', [-29.960144, 147.47833], [-29.95996, 147.50946], [-29.959839, 147.54065], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-29.923035, 147.67523], 'NaN']",10763.0,-32.0,0.1188,2021-11-21 03:40:00
32,6,"[147.22820781621624, -29.57464592972973]",41.177,0.035,169.0,16.0,783.262,269.25,Jump_2,2.72501,03:40:00,93,"[146.814, -29.9708]","['NaN', 11.1875, 10.75, 15.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.1875, 'NaN']","['NaN', 11.1875, 10.75, 14.9938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.1875, 'NaN']","['03:40:00', '03:45:00', '03:50:00', '03:55:00', '04:00:00', '04:05:00', '04:10:00', '04:15:00', '04:20:00', '04:25:00', '04:30:00']","['NaN', [-29.960144, 147.47833], [-29.95996, 147.50946], [-29.959839, 147.54065], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-29.923035, 147.67523], 'NaN']",10763.0,-32.0,0.1188,2021-11-21 03:40:00
33,13,"[147.33790386486484, -26.756332297297302]",11.192,0.094,33.0,4.0,176.658,49.101,Jump_0,2.55704,02:28:00,67,"[147.3492, -26.44]","['NaN', 'NaN', 25.9375, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['NaN', 'NaN', 25.0938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['02:30:00', '02:35:00', '02:40:00', '02:45:00', '02:50:00', '02:55:00', '03:00:00', '03:05:00', '03:10:00', '03:15:00']","['NaN', 'NaN', [-26.772705, 147.24847], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10989.0,0.0,0.1213,2021-12-17 02:28:00
34,15,"[150.2334744, -29.44374663750001]",6.202,0.662,73.0,7.0,231.195,167.199,Jump_1,3.48614,07:00:00,53,"[149.8461, -29.4903]","[22.25, 12.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[21.1125, 12.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['07:01:00', '07:06:00', '07:11:00', '07:16:00', '07:21:00', '07:26:00', '07:31:00', '07:36:00', '07:41:00', '07:46:00']","[[-29.40857, 150.30035], [-29.40857, 150.31067], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10702.0,65.0,0.1181,2021-12-17 07:00:00
35,16,"[149.4452559272727, -29.34580018181818]",2.932,2.036,55.0,0.0,168.537,0.0,Jump_2,5.20313,07:28:00,53,"[149.8461, -29.4903]","[11.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.5, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['07:31:00', '07:36:00', '07:41:00', '07:46:00', '07:51:00', '07:56:00', '08:01:00', '08:06:00', '08:11:00', '08:16:00']","[[-29.36377, 149.44366], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10752.0,15.0,0.1187,2021-12-17 07:28:00
