,Unnamed: 0,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
65,18,"[152.3725928963894, -26.437368801412873]",49.254,0.167,1233.0,41.0,6395.082,682.13,Jump_10,2.68529,07:48:00,8,"[152.5768, -25.9574]","[279.625, 166.125, 116.25, 111.75, 84.0, 101.375, 115.75, 279.0, 313.0, 97.375]","[113.1875, 129.1625, 87.25, 83.6625, 66.2688, 53.95, 64.0, 107.8875, 116.1, 55.45]","['07:50:00', '07:55:00', '08:00:00', '08:05:00', '08:10:00', '08:15:00', '08:20:00', '08:25:00', '08:30:00', '08:35:00']","[[-26.173096, 152.38641], [-26.182129, 152.38641], [-26.092285, 152.54675], [-26.083313, 152.54675], [-26.092285, 152.53674], [-26.047302, 152.53674], [-26.11914, 152.36646], [-26.110168, 152.37646], [-26.101196, 152.39655], [-26.092224, 152.40656]]",11106.0,-12.0,0.1226,2021-10-26 07:48:00
66,19,"[152.14424131125813, -25.875468298013253]",15.045,0.637,436.0,17.0,2258.066,271.349,Jump_11,2.06166,09:44:00,8,"[152.5768, -25.9574]","[271.5, 615.0, 532.875, 504.6875, 344.0625, 187.3125, 276.6875, 317.3125, 276.4375, 130.0625]","[145.725, 324.575, 229.1063, 254.0, 167.45, 104.85, 139.1375, 135.1, 161.3125, 72.8875]","['09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00']","[[-25.8844, 152.01703], [-25.866455, 152.0271], [-25.839478, 152.02722], [-25.8125, 152.02734], [-25.794495, 152.0274], [-25.767456, 152.00757], [-25.633484, 152.37732], [-25.61554, 152.37732], [-25.597534, 152.38733], [-25.570557, 152.39734]]",11086.0,8.0,0.1224,2021-10-26 09:44:00
67,20,"[152.2378206118882, -25.660461034965042]",19.834,0.231,273.0,13.0,1184.222,279.297,Jump_12,2.43749,10:26:00,8,"[152.5768, -25.9574]","[130.0625, 73.4375, 65.125, 79.9375, 95.1875, 126.8125, 75.375, 35.375, 50.3125, 67.4375]","[76.95, 48.05, 38.75, 67.9125, 62.1875, 77.8875, 52.9125, 27.625, 30.225, 36.0312]","['10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00', '11:15:00']","[[-25.570557, 152.39734], [-25.552612, 152.3974], [-25.632263, 151.93842], [-25.605408, 151.97845], [-25.587341, 151.95862], [-25.560425, 151.96869], [-25.54242, 151.96881], [-25.524414, 151.95892], [-25.515198, 151.90912], [-25.497192, 151.89929]]",11170.0,-76.0,0.1233,2021-10-26 10:26:00
68,21,"[152.16342882909086, -25.56499207636364]",20.844,0.201,247.0,28.0,1020.192,403.549,Jump_13,3.18357,10:48:00,8,"[152.5768, -25.9574]","[95.1875, 126.8125, 75.375, 35.375, 50.3125, 67.4375, 45.9375, 33.5625, 35.5625, 44.5625]","[62.1875, 77.8875, 52.9125, 27.625, 30.225, 36.0312, 33.9875, 24.5438, 26.3688, 29.3313]","['10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00', '11:15:00', '11:20:00', '11:25:00', '11:30:00', '11:35:00']","[[-25.587341, 151.95862], [-25.560425, 151.96869], [-25.54242, 151.96881], [-25.524414, 151.95892], [-25.515198, 151.90912], [-25.497192, 151.89929], [-25.372437, 152.2384], [-25.37262, 152.30804], [-25.300598, 152.26843], [-25.300598, 152.28833]]",11147.0,-53.0,0.123,2021-10-26 10:48:00
69,41,"[153.06825311111112, -28.035399020833328]",31.065,0.047,107.0,37.0,808.035,731.939,Jump_5,2.61193,05:04:00,66,"[153.24, -27.7178]","[40.625, 52.1875, 29.9375, 45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625]","[32.4125, 32.4688, 22.2, 39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375]","['05:05:00', '05:10:00', '05:15:00', '05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00']","[[-27.960632, 153.30109], [-27.9516, 153.3316], [-27.91565, 153.31122], [-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231]]",10940.0,44.0,0.1207,2021-10-18 05:04:00
70,42,"[153.1263532333334, -27.952964800000004]",26.373,0.055,87.0,33.0,641.586,745.061,Jump_6,2.791,05:18:00,66,"[153.24, -27.7178]","[45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625, 95.5625, 58.125, 80.9375]","[39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375, 52.1, 47.3625, 69.3438]","['05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00']","[[-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231], [-27.915588, 153.37231], [-27.906555, 153.39264], [-27.897583, 153.38245]]",10917.0,67.0,0.1205,2021-10-18 05:18:00
71,43,"[153.46388998637607, -27.757496874659385]",32.047,0.114,305.0,62.0,2272.113,1199.066,Jump_8,3.80697,06:34:00,66,"[153.24, -27.7178]","[46.0625, 50.5, 47.0, 55.6875, 19.625, 22.0625, 22.375, 18.8125, 23.5, 18.5]","[29.8875, 31.775, 27.5, 34.3, 16.3562, 17.875, 21.3938, 17.425, 20.7, 17.9125]","['06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00']","[[-27.636658, 153.47351], [-27.762573, 153.47375], [-27.753479, 153.53473], [-27.771423, 153.54492], [-27.357178, 153.74628], [-27.384155, 153.73627], [-27.410889, 153.79718], [-27.446838, 153.8075], [-28.157654, 153.71942], [-27.636047, 153.70697]]",11067.0,-83.0,0.1222,2021-10-18 06:34:00
72,44,"[150.98820906042306, -23.602336145015105]",54.36,0.036,234.0,97.0,1750.415,1782.857,Jump_3,35.40214,04:28:00,23,"[151.2626, -23.855]","[47.3125, 37.375, 42.375, 24.25, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.25]","[36.7, 29.375, 26.5625, 20.3, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.25]","['04:30:00', '04:35:00', '04:40:00', '04:45:00', '04:50:00', '04:55:00', '05:00:00', '05:05:00', '05:10:00', '05:15:00']","[[-23.333374, 151.20386], [-23.297424, 151.20386], [-23.360352, 151.33118], [-23.369324, 151.37036], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-23.729065, 151.36084]]",11296.0,-61.0,0.1247,2021-10-18 04:28:00
73,45,"[152.73040221621616, -27.886420670270258]",41.424,0.034,160.0,25.0,1132.108,349.709,Jump_5,2.96332,04:22:00,50,"[152.539, -27.608]","['NaN', 24.1875, 22.5, 59.625, 21.625, 12.0625]","['NaN', 19.5062, 19.4125, 45.0, 20.2875, 12.0625]","['04:25:00', '04:31:00', '04:41:00', '04:51:00', '05:01:00', '05:11:00']","['NaN', [-28.002808, 153.03809], [-28.011597, 153.09924], [-28.038391, 153.14014], [-28.065247, 153.1607], [-27.696655, 153.13824]]",10925.0,64.0,0.1206,2021-10-18 04:22:00
74,46,"[153.06825311111112, -28.035399020833328]",31.065,0.047,107.0,37.0,808.035,731.939,Jump_7,2.61193,05:04:00,66,"[153.24, -27.7178]","[40.625, 52.1875, 29.9375, 45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625]","[32.4125, 32.4688, 22.2, 39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375]","['05:05:00', '05:10:00', '05:15:00', '05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00']","[[-27.960632, 153.30109], [-27.9516, 153.3316], [-27.91565, 153.31122], [-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231]]",10940.0,44.0,0.1207,2021-10-18 05:04:00
75,47,"[153.1263532333334, -27.952964800000004]",26.373,0.055,87.0,33.0,641.586,745.061,Jump_8,2.791,05:18:00,66,"[153.24, -27.7178]","[45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625, 95.5625, 58.125, 80.9375]","[39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375, 52.1, 47.3625, 69.3438]","['05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00']","[[-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231], [-27.915588, 153.37231], [-27.906555, 153.39264], [-27.897583, 153.38245]]",10917.0,67.0,0.1205,2021-10-18 05:18:00
76,48,"[153.46388998637607, -27.757496874659385]",32.047,0.114,305.0,62.0,2272.113,1199.066,Jump_10,3.80697,06:34:00,66,"[153.24, -27.7178]","[46.0625, 50.5, 47.0, 55.6875, 19.625, 22.0625, 22.375, 18.8125, 23.5, 18.5]","[29.8875, 31.775, 27.5, 34.3, 16.3562, 17.875, 21.3938, 17.425, 20.7, 17.9125]","['06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00']","[[-27.636658, 153.47351], [-27.762573, 153.47375], [-27.753479, 153.53473], [-27.771423, 153.54492], [-27.357178, 153.74628], [-27.384155, 153.73627], [-27.410889, 153.79718], [-27.446838, 153.8075], [-28.157654, 153.71942], [-27.636047, 153.70697]]",11067.0,-83.0,0.1222,2021-10-18 06:34:00
77,49,"[152.73040221621616, -27.886420670270258]",41.424,0.034,160.0,25.0,1132.108,349.709,Jump_6,2.96332,04:22:00,50,"[152.539, -27.608]","['NaN', 24.1875, 22.5, 59.625, 21.625, 12.0625]","['NaN', 19.5062, 19.4125, 45.0, 20.2875, 12.0625]","['04:25:00', '04:31:00', '04:41:00', '04:51:00', '05:01:00', '05:11:00']","['NaN', [-28.002808, 153.03809], [-28.011597, 153.09924], [-28.038391, 153.14014], [-28.065247, 153.1607], [-27.696655, 153.13824]]",10925.0,64.0,0.1206,2021-10-18 04:22:00
78,50,"[153.06825311111112, -28.035399020833328]",31.065,0.047,107.0,37.0,808.035,731.939,Jump_8,2.61193,05:04:00,66,"[153.24, -27.7178]","[40.625, 52.1875, 29.9375, 45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625]","[32.4125, 32.4688, 22.2, 39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375]","['05:05:00', '05:10:00', '05:15:00', '05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00']","[[-27.960632, 153.30109], [-27.9516, 153.3316], [-27.91565, 153.31122], [-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231]]",10940.0,44.0,0.1207,2021-10-18 05:04:00
79,51,"[153.1263532333334, -27.952964800000004]",26.373,0.055,87.0,33.0,641.586,745.061,Jump_9,2.791,05:18:00,66,"[153.24, -27.7178]","[45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625, 95.5625, 58.125, 80.9375]","[39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375, 52.1, 47.3625, 69.3438]","['05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00']","[[-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231], [-27.915588, 153.37231], [-27.906555, 153.39264], [-27.897583, 153.38245]]",10917.0,67.0,0.1205,2021-10-18 05:18:00
80,52,"[153.46388998637607, -27.757496874659385]",32.047,0.114,305.0,62.0,2272.113,1199.066,Jump_11,3.80697,06:34:00,66,"[153.24, -27.7178]","[46.0625, 50.5, 47.0, 55.6875, 19.625, 22.0625, 22.375, 18.8125, 23.5, 18.5]","[29.8875, 31.775, 27.5, 34.3, 16.3562, 17.875, 21.3938, 17.425, 20.7, 17.9125]","['06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00']","[[-27.636658, 153.47351], [-27.762573, 153.47375], [-27.753479, 153.53473], [-27.771423, 153.54492], [-27.357178, 153.74628], [-27.384155, 153.73627], [-27.410889, 153.79718], [-27.446838, 153.8075], [-28.157654, 153.71942], [-27.636047, 153.70697]]",11067.0,-83.0,0.1222,2021-10-18 06:34:00
81,53,"[150.98820906042306, -23.602336145015105]",54.36,0.036,234.0,97.0,1750.415,1782.857,Jump_3,6.49869,04:28:00,23,"[151.2626, -23.855]","[47.3125, 37.375, 42.375, 24.25, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.25]","[36.7, 29.375, 26.5625, 20.3, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 11.25]","['04:30:00', '04:35:00', '04:40:00', '04:45:00', '04:50:00', '04:55:00', '05:00:00', '05:05:00', '05:10:00', '05:15:00']","[[-23.333374, 151.20386], [-23.297424, 151.20386], [-23.360352, 151.33118], [-23.369324, 151.37036], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-23.729065, 151.36084]]",11296.0,-61.0,0.1247,2021-10-18 04:28:00
82,55,"[153.06825311111112, -28.035399020833328]",31.065,0.047,107.0,37.0,808.035,731.939,Jump_5,2.61193,05:04:00,66,"[153.24, -27.7178]","[40.625, 52.1875, 29.9375, 45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625]","[32.4125, 32.4688, 22.2, 39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375]","['05:05:00', '05:10:00', '05:15:00', '05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00']","[[-27.960632, 153.30109], [-27.9516, 153.3316], [-27.91565, 153.31122], [-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231]]",10940.0,44.0,0.1207,2021-10-18 05:04:00
83,56,"[153.1263532333334, -27.952964800000004]",26.373,0.055,87.0,33.0,641.586,745.061,Jump_6,2.791,05:18:00,66,"[153.24, -27.7178]","[45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625, 95.5625, 58.125, 80.9375]","[39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375, 52.1, 47.3625, 69.3438]","['05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00']","[[-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231], [-27.915588, 153.37231], [-27.906555, 153.39264], [-27.897583, 153.38245]]",10917.0,67.0,0.1205,2021-10-18 05:18:00
84,57,"[153.46388998637607, -27.757496874659385]",32.047,0.114,305.0,62.0,2272.113,1199.066,Jump_8,3.80697,06:34:00,66,"[153.24, -27.7178]","[46.0625, 50.5, 47.0, 55.6875, 19.625, 22.0625, 22.375, 18.8125, 23.5, 18.5]","[29.8875, 31.775, 27.5, 34.3, 16.3562, 17.875, 21.3938, 17.425, 20.7, 17.9125]","['06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00']","[[-27.636658, 153.47351], [-27.762573, 153.47375], [-27.753479, 153.53473], [-27.771423, 153.54492], [-27.357178, 153.74628], [-27.384155, 153.73627], [-27.410889, 153.79718], [-27.446838, 153.8075], [-28.157654, 153.71942], [-27.636047, 153.70697]]",11067.0,-83.0,0.1222,2021-10-18 06:34:00
85,58,"[152.3693830776256, -25.71587022831052]",22.417,0.139,204.0,15.0,1021.736,197.885,Jump_1,9.73141,01:52:00,8,"[152.5768, -25.9574]","[410.8125, 132.0625, 53.0625, 24.875, 97.1875, 178.0625, 199.1875, 82.5, 88.125, 152.9375]","[209.6375, 78.925, 39.9062, 17.25, 70.0, 102.0625, 117.35, 55.45, 51.8, 92.3125]","['01:55:00', '02:00:00', '02:05:00', '02:10:00', '02:15:00', '02:20:00', '02:25:00', '02:30:00', '02:35:00', '02:40:00']","[[-25.939209, 152.3468], [-25.957214, 152.35675], [-25.975159, 152.32672], [-26.002197, 152.34668], [-25.48059, 152.3576], [-25.489563, 152.3576], [-25.498596, 152.36755], [-25.516602, 152.38745], [-25.937927, 151.91675], [-25.9469, 151.91669]]",11131.0,-37.0,0.1229,2021-10-18 01:52:00
86,59,"[152.73040221621616, -27.886420670270258]",41.424,0.034,160.0,25.0,1132.108,349.709,Jump_3,2.96332,04:22:00,50,"[152.539, -27.608]","['NaN', 24.1875, 22.5, 59.625, 21.625, 12.0625]","['NaN', 19.5062, 19.4125, 45.0, 20.2875, 12.0625]","['04:25:00', '04:31:00', '04:41:00', '04:51:00', '05:01:00', '05:11:00']","['NaN', [-28.002808, 153.03809], [-28.011597, 153.09924], [-28.038391, 153.14014], [-28.065247, 153.1607], [-27.696655, 153.13824]]",10925.0,64.0,0.1206,2021-10-18 04:22:00
87,60,"[153.06825311111112, -28.035399020833328]",31.065,0.047,107.0,37.0,808.035,731.939,Jump_5,2.61193,05:04:00,66,"[153.24, -27.7178]","[40.625, 52.1875, 29.9375, 45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625]","[32.4125, 32.4688, 22.2, 39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375]","['05:05:00', '05:10:00', '05:15:00', '05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00']","[[-27.960632, 153.30109], [-27.9516, 153.3316], [-27.91565, 153.31122], [-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231]]",10940.0,44.0,0.1207,2021-10-18 05:04:00
88,61,"[153.1263532333334, -27.952964800000004]",26.373,0.055,87.0,33.0,641.586,745.061,Jump_6,2.791,05:18:00,66,"[153.24, -27.7178]","[45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625, 95.5625, 58.125, 80.9375]","[39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375, 52.1, 47.3625, 69.3438]","['05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00']","[[-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231], [-27.915588, 153.37231], [-27.906555, 153.39264], [-27.897583, 153.38245]]",10917.0,67.0,0.1205,2021-10-18 05:18:00
89,62,"[153.46388998637607, -27.757496874659385]",32.047,0.114,305.0,62.0,2272.113,1199.066,Jump_8,3.80697,06:34:00,66,"[153.24, -27.7178]","[46.0625, 50.5, 47.0, 55.6875, 19.625, 22.0625, 22.375, 18.8125, 23.5, 18.5]","[29.8875, 31.775, 27.5, 34.3, 16.3562, 17.875, 21.3938, 17.425, 20.7, 17.9125]","['06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00']","[[-27.636658, 153.47351], [-27.762573, 153.47375], [-27.753479, 153.53473], [-27.771423, 153.54492], [-27.357178, 153.74628], [-27.384155, 153.73627], [-27.410889, 153.79718], [-27.446838, 153.8075], [-28.157654, 153.71942], [-27.636047, 153.70697]]",11067.0,-83.0,0.1222,2021-10-18 06:34:00
90,63,"[151.2196541040145, -23.879636361313846]",55.789,0.056,529.0,19.0,2450.745,331.99,Jump_2,2.1722,11:50:00,23,"[151.2626, -23.855]","[45.5, 37.1875, 41.5, 137.5, 232.4375, 190.5625, 73.4375, 50.6875, 125.4375, 126.8125, 146.25]","[30.1, 24.2562, 34.4812, 74.5375, 104.45, 96.6875, 53.9375, 45.0375, 65.0625, 63.9062, 72.4625]","['11:50:00', '11:55:00', '12:00:00', '12:05:00', '12:10:00', '12:15:00', '12:20:00', '12:25:00', '12:30:00', '12:35:00', '12:40:00']","[[-24.276917, 150.77917], [-23.6391, 151.38043], [-24.133057, 150.78961], [-24.133118, 150.79944], [-24.133179, 150.81915], [-24.13324, 150.8487], [-24.115295, 150.86847], [-24.124329, 150.88818], [-24.276733, 150.71997], [-24.070618, 150.99664], [-24.070679, 151.02618]]",11320.0,-85.0,0.1249,2021-10-18 11:50:00
91,64,"[151.3172988732227, -23.818082572274903]",60.587,0.073,780.0,64.0,3658.195,1461.012,Jump_3,8.8838,12:40:00,23,"[151.2626, -23.855]","[146.25, 59.25, 59.125, 53.125, 29.125, 41.125, 52.0, 47.25, 24.6875, 42.4375, 42.8125]","[75.9875, 45.0, 41.5312, 29.0062, 23.5375, 32.8125, 32.2125, 36.125, 18.725, 30.8438, 33.8375]","['12:40:00', '12:45:00', '12:50:00', '12:55:00', '13:00:00', '13:05:00', '13:10:00', '13:15:00', '13:20:00', '13:25:00', '13:30:00']","[[-24.070679, 151.02618], [-24.034729, 151.0755], [-24.025818, 151.11493], [-24.016846, 151.16412], [-24.007874, 151.21338], [-23.998901, 151.25275], [-23.845825, 151.4986], [-23.845764, 151.54773], [-23.845642, 151.59692], [-23.872498, 151.64618], [-23.85437, 151.69525]]",11322.0,-87.0,0.125,2021-10-18 12:40:00
92,65,"[152.73040221621616, -27.886420670270258]",41.424,0.034,160.0,25.0,1132.108,349.709,Jump_2,2.96332,04:22:00,50,"[152.539, -27.608]","['NaN', 24.1875, 22.5, 59.625, 21.625, 12.0625]","['NaN', 19.5062, 19.4125, 45.0, 20.2875, 12.0625]","['04:25:00', '04:31:00', '04:41:00', '04:51:00', '05:01:00', '05:11:00']","['NaN', [-28.002808, 153.03809], [-28.011597, 153.09924], [-28.038391, 153.14014], [-28.065247, 153.1607], [-27.696655, 153.13824]]",10925.0,64.0,0.1206,2021-10-18 04:22:00
93,66,"[153.06825311111112, -28.035399020833328]",31.065,0.047,107.0,37.0,808.035,731.939,Jump_4,2.61193,05:04:00,66,"[153.24, -27.7178]","[40.625, 52.1875, 29.9375, 45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625]","[32.4125, 32.4688, 22.2, 39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375]","['05:05:00', '05:10:00', '05:15:00', '05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00']","[[-27.960632, 153.30109], [-27.9516, 153.3316], [-27.91565, 153.31122], [-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231]]",10940.0,44.0,0.1207,2021-10-18 05:04:00
94,67,"[153.1263532333334, -27.952964800000004]",26.373,0.055,87.0,33.0,641.586,745.061,Jump_5,2.791,05:18:00,66,"[153.24, -27.7178]","[45.875, 67.9375, 89.0, 149.0, 273.0, 211.875, 111.625, 95.5625, 58.125, 80.9375]","[39.025, 50.1875, 64.5375, 107.1, 170.425, 133.5312, 90.375, 52.1, 47.3625, 69.3438]","['05:20:00', '05:25:00', '05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00']","[[-27.933594, 153.32141], [-27.933594, 153.3418], [-27.924622, 153.3316], [-27.915588, 153.3418], [-27.933594, 153.35199], [-27.951538, 153.37238], [-27.915588, 153.37231], [-27.915588, 153.37231], [-27.906555, 153.39264], [-27.897583, 153.38245]]",10917.0,67.0,0.1205,2021-10-18 05:18:00
95,68,"[153.46388998637607, -27.757496874659385]",32.047,0.114,305.0,62.0,2272.113,1199.066,Jump_7,3.80697,06:34:00,66,"[153.24, -27.7178]","[46.0625, 50.5, 47.0, 55.6875, 19.625, 22.0625, 22.375, 18.8125, 23.5, 18.5]","[29.8875, 31.775, 27.5, 34.3, 16.3562, 17.875, 21.3938, 17.425, 20.7, 17.9125]","['06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00']","[[-27.636658, 153.47351], [-27.762573, 153.47375], [-27.753479, 153.53473], [-27.771423, 153.54492], [-27.357178, 153.74628], [-27.384155, 153.73627], [-27.410889, 153.79718], [-27.446838, 153.8075], [-28.157654, 153.71942], [-27.636047, 153.70697]]",11067.0,-83.0,0.1222,2021-10-18 06:34:00
96,69,"[150.793268408046, -24.214810298850583]",33.979,0.048,157.0,17.0,710.306,294.857,Jump_9,3.71471,09:36:00,23,"[151.2626, -23.855]","[133.5625, 52.875, 27.125, 27.3125, 'NaN', 'NaN', 'NaN', 29.0, 27.625, 16.0625]","[86.85, 45.3688, 22.4, 23.9125, 'NaN', 'NaN', 'NaN', 26.45, 25.8, 15.9312]","['09:40:00', '09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00']","[[-23.962158, 150.77051], [-23.944275, 150.80994], [-23.935364, 150.84937], [-24.357788, 150.75916], 'NaN', 'NaN', 'NaN', [-23.881775, 151.01672], [-23.872864, 151.04626], [-23.85492, 151.09546]]",11310.0,-75.0,0.1248,2021-10-18 09:36:00
97,70,"[151.54219849099093, -23.715616666666662]",31.138,0.073,203.0,19.0,1316.211,374.085,Jump_10,12.27087,11:04:00,23,"[151.2626, -23.855]","[50.5, 63.4375, 61.75, 27.125, 67.0625, 52.0625, 53.875, 43.4375, 25.75, 31.375]","[37.5812, 56.65, 42.8375, 19.675, 54.5438, 44.15, 41.6375, 35.725, 22.8438, 27.9375]","['11:05:00', '11:10:00', '11:15:00', '11:20:00', '11:25:00', '11:30:00', '11:35:00', '11:40:00', '11:45:00', '11:50:00']","[[-23.791992, 151.39038], [-23.684143, 151.30188], [-23.75592, 151.47876], [-23.5672, 151.28223], [-23.576172, 151.32147], [-23.576172, 151.36072], [-24.160645, 151.07532], [-23.549133, 151.4588], [-23.647339, 151.7633], [-23.630188, 151.32147]]",11398.0,-163.0,0.1258,2021-10-18 11:04:00
98,71,"[151.33362847400605, -23.822516810397538]",41.675,0.06,309.0,18.0,1795.03,492.649,Jump_11,2.3948,11:16:00,23,"[151.2626, -23.855]","[71.5, 67.0625, 52.0625, 53.875, 43.4375, 25.75, 31.375, 37.1875, 38.1875, 69.0]","[29.0938, 40.3125, 40.875, 41.6375, 35.725, 22.8438, 27.9375, 25.0438, 24.9313, 48.8875]","['11:20:00', '11:25:00', '11:30:00', '11:35:00', '11:40:00', '11:45:00', '11:50:00', '11:55:00', '12:00:00', '12:05:00']","[[-24.169434, 150.93732], [-23.576172, 151.32147], [-23.576172, 151.36072], [-24.160645, 151.07532], [-23.549133, 151.4588], [-23.647339, 151.7633], [-23.630188, 151.32147], [-23.6391, 151.38043], [-23.585144, 151.36072], [-23.585144, 151.39996]]",11353.0,-118.0,0.1253,2021-10-18 11:16:00
