0,1,2,3,4,5,6
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
28,0,0,0,0,0,0
35,0,0,0,0,0,0
38,0,0,0,0,0,0
56,0,0,0,0,0,0
45,0,0,0,0,0,0
30,0,0,0,0,0,0
26,0,0,0,0,0,0
30,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
72,0,0,0,0,0,0
27,0,0,0,0,0,0
30,0,0,0,0,0,0
77,0,0,0,0,0,0
86,0,0,0,0,0,0
91,0,0,0,0,0,0
70,20,0,0,0,0,0
52,35,0,0,0,0,0
22,54,0,0,0,0,0
42,28,0,0,0,0,0
23,108,0,0,0,0,0
21,87,25,0,0,0,0
38,38,24,0,0,0,0
29,29,28,0,0,0,0
31,31,105,0,0,0,0
31,31,72,0,0,0,0
50,50,53,0,0,0,0
78,78,56,0,0,0,0
113,113,20,0,0,0,0
115,115,51,0,0,0,0
165,165,23,0,0,0,0
84,84,56,0,0,0,0
122,122,48,0,0,0,0
87,87,68,0,0,0,0
95,95,46,0,0,0,0
83,83,22,0,0,0,0
116,116,28,0,0,0,0
303,303,33,0,0,0,0
204,204,24,0,0,0,0
207,207,44,0,0,0,0
134,134,52,0,0,0,0
109,109,56,0,0,0,0
92,92,54,0,0,0,0
125,125,40,0,0,0,0
62,62,59,35,0,0,0
30,30,56,28,0,0,0
33,33,68,20,0,0,0
29,29,56,30,0,0,0
48,48,48,0,0,0,0
38,38,38,31,0,0,0
64,64,64,84,0,0,0
29,29,29,76,0,0,0
31,31,31,181,0,0,0
39,39,39,39,0,0,0
50,50,50,50,0,0,0
0,0,0,0,0,0,0
143,143,143,143,25,0,0
79,79,79,79,28,0,0
93,93,93,93,0,0,0
183,183,183,183,0,0,0
100,100,100,100,0,0,0
26,26,26,26,0,0,0
94,94,94,94,0,0,0
47,47,47,47,0,0,0
63,63,63,63,0,31,0
25,25,25,25,0,0,0
22,22,22,22,34,0,0
32,32,32,32,41,32,0
0,0,0,0,43,0,0
0,0,0,0,48,0,0
0,0,0,0,67,0,0
34,34,34,34,91,34,0
0,0,0,0,74,0,0
39,39,39,39,91,39,0
31,31,31,31,76,31,0
27,27,27,27,78,27,24
0,0,0,0,22,0,0
0,0,0,0,0,0,0
0,0,0,0,48,0,0
0,0,0,0,38,0,0
27,27,27,27,40,27,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,21,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,21,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,25,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,35,0,0
