0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
28,0,28,475,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,21,26,229,21,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,672,0,672,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,801,0,801,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,799,23,799,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,753,0,753,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,21,29,287,21,287,287,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,693,0,693,693,360,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,981,38,981,981,120,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,0,156,42,156,156,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,0,194,31,194,194,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,0,315,31,315,315,63,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,964,26,964,964,73,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,834,0,834,834,271,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,22,906,0,906,906,906,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,842,0,842,842,842,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,888,0,888,888,888,66,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,0,1089,43,1089,1089,1089,93,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,0,968,33,968,968,968,88,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,963,30,963,963,963,67,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,0,1035,31,1035,1035,1035,76,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,0,994,25,994,994,994,62,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,1052,22,1052,1052,1052,54,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1016,0,1016,1016,1016,23,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1068,0,1068,1068,1068,50,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,1032,38,1032,1032,1032,41,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,1055,27,1055,1055,1055,35,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,921,21,921,921,921,29,368,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,1013,40,1013,1013,1013,27,413,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,0,986,76,986,986,986,0,259,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,1114,44,1114,1114,1114,0,295,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,1132,65,1132,1132,1132,0,270,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,30,24,1234,30,1234,1234,1234,0,280,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,0,1189,47,1189,1189,1189,37,284,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,0,1145,57,1145,1145,1145,54,242,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,1150,21,1150,1150,1150,90,251,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,1129,23,1129,1129,1129,102,220,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,970,32,970,970,970,86,213,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,950,22,950,950,950,62,187,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,900,20,900,900,900,29,179,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,850,28,850,850,850,57,140,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,815,0,815,815,815,39,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,0,877,51,877,877,877,41,136,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,0,806,45,806,806,806,42,83,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0,811,36,811,811,811,50,77,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62,0,716,62,716,716,716,31,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,0,575,61,575,575,575,57,65,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,0,610,60,610,610,610,70,51,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,0,480,69,480,480,480,64,42,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,0,470,46,470,470,470,66,31,46,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,0,396,37,396,396,396,47,81,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,0,286,76,286,286,286,54,27,76,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,0,354,61,354,354,354,71,311,61,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,0,268,39,268,268,268,84,305,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,0,290,61,290,290,290,86,302,61,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,251,19,251,251,251,74,276,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,223,21,223,223,223,76,319,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,229,34,229,229,229,63,186,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,183,32,183,183,183,77,131,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,0,161,42,161,161,161,59,136,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,129,0,129,129,129,71,132,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0,116,36,116,116,116,64,126,36,36,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,130,30,130,130,130,47,114,30,30,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,120,35,120,120,120,26,143,35,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,80,35,80,80,80,30,156,35,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,0,83,51,83,83,83,21,137,51,51,96,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,0,49,71,49,49,49,27,157,71,71,112,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,38,65,38,38,38,34,118,65,65,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,73,32,35,73,35,35,35,25,73,73,73,110,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,41,58,58,41,58,58,58,36,111,41,41,149,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,38,52,52,38,52,52,52,27,74,38,38,95,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,34,58,58,34,58,58,58,34,84,34,34,80,34,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,36,31,31,36,31,31,31,23,55,36,36,65,36,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,29,34,34,29,34,34,34,24,56,29,29,73,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,48,36,36,48,36,36,36,58,66,48,48,38,48,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,28,26,26,28,26,26,26,66,80,28,28,66,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,41,22,22,41,22,22,22,51,81,41,41,51,41,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0,44,0,0,0,126,126,44,44,126,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49,0,0,49,0,0,0,65,65,49,49,65,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,0,0,57,0,0,0,51,51,57,57,51,57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,0,0,85,0,0,0,57,57,85,85,57,85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91,0,0,91,0,0,0,34,34,91,91,34,91,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,106,0,0,106,0,0,0,59,59,106,106,59,106,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,122,0,0,122,0,0,0,43,43,122,122,43,122,122,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,0,0,124,0,0,0,27,27,124,124,27,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,108,0,0,108,0,0,0,22,22,108,108,22,108,108,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144,0,0,144,0,0,0,24,24,144,144,24,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,113,0,0,113,0,0,0,32,32,113,113,32,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,172,0,0,172,0,0,0,24,24,172,172,24,172,172,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81,0,0,81,0,0,0,24,24,81,81,24,81,81,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,0,0,101,0,0,0,25,25,101,101,25,101,101,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,0,0,101,0,0,0,0,0,101,101,0,101,101,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,0,0,80,0,0,0,20,20,80,80,20,80,80,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,87,0,0,87,0,0,0,0,0,87,87,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,0,0,83,0,0,0,0,0,83,83,0,83,83,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,182,0,0,182,0,0,0,0,0,182,182,0,182,182,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,0,0,76,0,0,0,0,0,76,76,0,76,76,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,187,0,0,187,0,0,0,24,24,187,187,24,187,187,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,187,0,0,187,0,0,0,29,29,187,187,29,187,187,29,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,0,0,161,0,0,0,34,34,161,161,34,161,161,44,44,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,141,0,0,141,0,0,0,71,71,141,141,71,141,141,94,94,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0,115,0,0,115,0,0,0,120,120,115,115,120,115,115,115,115,115,21,58,0,0,0,0,0,0,0,0,0,0,0,0
0,174,0,0,174,0,0,0,132,132,174,174,132,174,174,102,102,102,174,53,0,0,0,0,0,0,0,0,0,0,0,0
0,148,0,0,148,0,0,0,168,168,148,148,168,148,148,93,93,93,148,62,0,0,0,0,0,0,0,0,0,0,0,0
0,204,0,0,204,0,0,0,152,152,204,204,152,204,204,101,101,101,204,61,0,0,0,0,0,0,0,0,0,0,0,0
0,209,0,0,209,0,0,0,146,146,209,209,146,209,209,102,102,102,209,57,0,0,0,0,0,0,0,0,0,0,0,0
0,179,0,0,179,0,0,0,125,125,179,179,125,179,179,85,85,85,179,41,0,0,0,0,0,0,0,0,0,0,0,0
0,222,0,0,222,0,0,0,118,118,222,222,118,222,222,115,115,115,222,50,0,0,0,0,0,0,0,0,0,0,0,0
0,229,0,0,229,0,0,0,129,129,229,229,129,229,229,136,136,136,229,45,0,0,0,0,0,0,0,0,0,0,0,0
0,161,0,0,161,0,0,0,118,118,161,161,118,161,161,116,116,116,161,70,0,0,0,0,0,0,0,0,0,0,0,0
0,261,0,0,261,0,0,0,113,113,261,261,113,261,261,109,109,109,261,34,30,0,0,0,0,0,0,0,0,0,0,0
0,170,0,0,170,0,0,0,130,130,170,170,130,170,170,107,107,107,170,66,38,0,0,0,0,0,0,0,0,0,0,0
0,181,0,0,181,0,0,0,107,107,181,181,107,181,181,141,141,141,181,72,0,0,0,0,0,0,0,0,0,0,0,0
0,171,0,0,171,0,0,0,70,70,171,171,70,171,171,84,84,84,171,73,36,0,0,0,0,0,0,0,0,0,0,0
0,147,0,0,147,0,0,0,91,91,147,147,91,147,147,103,103,103,147,63,25,0,0,0,0,0,0,0,0,0,0,0
0,163,0,0,163,0,0,0,80,80,163,163,80,163,163,83,83,83,163,23,0,0,0,0,0,0,0,0,0,0,0,0
0,178,0,0,178,0,0,0,55,55,178,178,55,178,178,75,75,75,178,46,0,0,0,0,0,0,0,0,0,0,0,0
0,127,0,0,127,0,0,0,52,52,127,127,52,127,127,89,89,89,127,35,0,0,0,0,0,0,0,0,0,0,0,0
0,173,0,0,173,0,0,0,50,50,173,173,50,173,173,75,75,75,173,90,0,0,0,0,0,0,0,0,0,0,0,0
0,199,0,0,199,0,0,0,42,42,199,199,42,199,199,78,78,78,199,50,0,0,0,0,0,0,0,0,0,0,0,0
0,171,0,0,171,0,0,0,38,38,171,171,38,171,171,64,64,64,171,71,0,0,0,0,0,0,0,0,0,0,0,0
0,175,0,0,175,0,0,0,34,34,175,175,34,175,175,81,81,81,175,85,0,0,0,0,0,0,0,0,0,0,0,0
0,134,0,0,134,0,0,0,32,32,134,134,32,134,134,80,80,80,134,46,0,0,0,0,0,0,0,0,0,0,0,0
0,184,0,0,184,0,0,0,0,0,184,184,0,184,184,50,50,50,184,43,0,0,0,0,0,0,0,0,0,0,0,0
0,202,0,0,202,0,0,0,22,22,202,202,22,202,202,37,37,37,202,38,0,0,0,0,0,0,0,0,0,0,0,0
0,138,0,0,138,0,0,0,0,0,138,138,0,138,138,43,43,43,138,45,0,0,0,0,0,0,0,0,0,0,0,0
0,106,0,0,106,0,0,0,0,0,106,106,0,106,106,39,39,39,106,32,0,0,0,0,0,0,0,0,0,0,0,0
0,81,0,0,81,0,0,0,0,0,81,81,0,81,81,55,55,55,81,56,0,29,0,0,0,0,0,0,0,0,0,0
0,101,0,0,101,0,0,0,0,0,101,101,0,101,101,43,43,43,101,34,0,51,0,0,0,0,0,0,0,0,0,0
0,68,0,0,68,0,0,0,22,22,68,68,22,68,68,26,26,26,68,31,0,69,0,0,0,0,0,0,0,0,0,0
0,118,0,0,118,0,0,0,0,0,118,118,0,118,118,56,56,56,118,38,0,91,0,0,0,0,0,0,0,0,0,0
0,76,0,0,76,0,0,0,23,23,76,76,23,76,76,35,35,35,76,32,0,94,21,0,0,0,0,0,0,0,0,0
0,136,0,0,136,0,0,0,31,31,136,136,31,136,136,41,41,41,136,51,0,131,21,0,0,0,0,0,0,0,0,0
0,122,0,0,122,0,0,0,27,27,122,122,27,122,122,39,39,39,122,33,0,133,0,0,0,0,0,0,0,0,0,0
0,115,0,0,115,0,0,0,0,0,115,115,0,115,115,51,51,51,115,41,0,120,0,0,0,0,0,0,0,0,0,0
0,125,0,0,125,0,0,0,31,31,125,125,31,125,125,20,20,20,125,33,0,114,125,0,0,0,0,0,0,0,0,0
0,124,0,0,124,0,0,0,30,30,124,124,30,124,124,53,53,53,124,32,0,148,124,0,0,0,0,0,0,0,0,0
0,88,0,0,88,0,0,0,57,57,88,88,57,88,88,25,25,25,88,37,0,194,88,0,0,0,0,0,0,0,0,0
0,110,0,0,110,0,0,0,82,82,110,110,82,110,110,19,19,19,110,21,0,159,110,0,0,0,0,0,0,0,0,0
0,147,0,0,147,0,0,0,79,79,147,147,79,147,147,40,40,40,147,40,0,142,147,0,0,0,0,0,0,0,0,0
0,163,0,0,163,0,0,0,139,139,163,163,139,163,163,53,53,53,163,53,0,111,163,0,0,0,0,0,0,0,0,0
0,122,0,0,122,0,0,0,201,201,122,122,201,122,122,16,16,16,122,16,0,135,122,0,0,0,0,0,0,0,0,0
0,118,0,0,118,0,0,0,194,194,118,118,194,118,118,53,53,53,118,53,0,111,118,0,0,0,0,0,0,0,0,0
0,128,0,0,128,0,0,0,208,208,128,128,208,128,128,63,63,63,128,63,0,157,128,0,0,0,0,0,0,0,0,0
0,160,0,0,160,0,0,0,228,228,160,160,228,160,160,63,63,63,160,63,0,130,160,0,0,0,0,0,0,0,0,0
0,157,0,0,157,0,0,0,239,239,157,157,239,157,157,61,61,61,157,61,0,111,157,0,0,0,0,0,0,0,0,0
0,225,0,0,225,0,0,0,252,252,225,225,252,225,225,63,63,63,225,63,0,78,225,0,0,0,0,0,0,0,0,0
0,308,0,0,308,0,0,0,243,243,308,308,243,308,308,53,53,53,308,53,0,34,308,0,0,0,0,0,0,0,0,0
0,401,0,0,401,0,0,0,199,199,401,401,199,401,401,53,53,53,401,53,0,42,401,0,0,0,0,0,0,0,0,0
0,464,0,0,464,0,0,0,201,201,464,464,201,464,464,41,41,41,464,41,0,37,464,0,0,0,0,0,0,0,0,0
0,520,0,0,520,0,0,0,171,171,520,520,171,520,520,38,38,38,520,38,0,71,520,0,0,0,0,0,0,0,0,0
0,553,0,0,553,0,0,0,192,192,553,553,192,553,553,51,51,51,553,51,0,39,553,0,0,0,0,0,0,0,0,0
0,621,0,0,621,0,0,0,176,176,621,621,176,621,621,43,43,43,621,43,0,73,621,0,0,0,0,0,0,0,0,0
0,599,0,0,599,0,0,0,181,181,599,599,181,599,599,58,58,58,599,58,0,21,599,0,0,0,0,0,0,0,0,0
0,539,0,0,539,0,0,0,138,138,539,539,138,539,539,72,72,72,539,72,0,19,539,0,0,0,0,0,0,0,0,0
0,547,0,0,547,0,0,0,141,141,547,547,141,547,547,53,53,53,547,53,0,33,547,0,0,0,0,0,0,0,0,0
