0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,74,449,0,0,0,0,0,0,0,0,0,0,0,0,0
579,62,457,0,0,0,0,0,0,0,0,0,0,0,0,0
705,85,397,0,0,0,0,0,0,0,0,0,0,0,0,0
473,112,382,0,0,0,0,0,0,0,0,0,0,0,0,0
430,101,470,0,0,0,0,0,0,0,0,0,0,0,0,0
454,103,552,0,0,0,0,0,0,0,0,0,0,0,0,0
420,117,485,0,0,0,0,0,0,0,0,0,0,0,0,0
399,100,521,0,0,0,0,0,0,0,0,0,0,0,0,0
340,84,501,0,0,0,0,0,0,0,0,0,0,0,0,0
258,107,500,0,0,0,0,0,0,0,0,0,0,0,0,0
197,144,519,0,0,0,0,0,0,0,0,0,0,0,0,0
141,148,617,0,0,0,0,0,0,0,0,0,0,0,0,0
163,142,574,0,0,0,0,0,0,0,0,0,0,0,0,0
126,76,582,0,0,0,0,0,0,0,0,0,0,0,0,0
130,58,563,0,0,0,0,0,0,0,0,0,0,0,0,0
95,32,606,20,0,0,0,0,0,0,0,0,0,0,0,0
107,0,559,20,0,0,0,0,0,0,0,0,0,0,0,0
80,0,627,29,0,0,0,0,0,0,0,0,0,0,0,0
90,0,593,90,0,0,0,0,0,0,0,0,0,0,0,0
121,0,506,121,0,0,0,0,0,0,0,0,0,0,0,0
130,0,509,130,0,0,0,0,0,0,0,0,0,0,0,0
124,0,554,124,0,0,0,0,0,0,0,0,0,0,0,0
113,0,585,113,0,0,0,0,0,0,0,0,0,0,0,0
131,0,533,131,24,0,0,0,0,0,0,0,0,0,0,0
118,0,534,118,40,0,0,0,0,0,0,0,0,0,0,0
87,0,548,87,24,0,0,0,0,0,0,0,0,0,0,0
109,0,474,109,0,0,0,0,0,0,0,0,0,0,0,0
69,0,517,69,0,0,0,0,0,0,0,0,0,0,0,0
114,0,624,114,0,0,0,0,0,0,0,0,0,0,0,0
68,0,525,68,0,0,0,0,0,0,0,0,0,0,0,0
63,625,625,63,0,0,0,0,0,0,0,0,0,0,0,0
95,616,616,95,0,0,0,0,0,0,0,0,0,0,0,0
77,571,571,77,0,0,0,0,0,0,0,0,0,0,0,0
86,510,510,86,0,0,0,0,0,0,0,0,0,0,0,0
115,582,582,115,35,0,0,0,0,0,0,0,0,0,0,0
96,560,560,96,33,0,0,0,0,0,0,0,0,0,0,0
71,569,569,71,21,0,0,0,0,0,0,0,0,0,0,0
55,575,575,55,0,0,0,0,0,0,0,0,0,0,0,0
44,552,552,44,20,0,0,0,0,0,0,0,0,0,0,0
36,581,581,36,23,0,0,0,0,0,0,0,0,0,0,0
41,609,609,41,30,0,0,0,0,0,0,0,0,0,0,0
0,583,583,0,40,0,0,0,0,0,0,0,0,0,0,0
23,510,510,23,27,0,0,0,0,0,0,0,0,0,0,0
0,495,495,0,43,0,0,0,0,0,0,0,0,0,0,0
0,563,563,0,44,0,0,0,0,0,0,0,0,0,0,0
23,506,506,23,43,0,0,0,0,0,0,0,0,0,0,0
0,461,461,0,21,0,0,0,0,0,0,0,0,0,0,0
0,483,483,0,28,0,0,0,0,0,0,0,0,0,0,0
0,489,489,0,28,0,0,0,0,0,0,0,0,0,0,0
0,418,418,0,64,0,0,0,0,0,0,0,0,0,0,0
0,378,378,0,23,0,0,0,0,0,0,0,0,0,0,0
0,382,382,0,25,0,0,0,0,0,0,0,0,0,0,0
0,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0
